method,source,source_label,target,target_label,rank,score
bm25_plus_vector_rrf,TG:P0145:n1,thermodiffusion,TG:P0014:n3,thermodiffusion,3,0.01639344262295082
bm25_plus_vector_rrf,TG:P0145:n1,thermodiffusion,TG:P0145:n3,thermopower,4,0.01639344262295082
bm25_plus_vector_rrf,TG:P0145:n1,thermodiffusion,TG:P0145:n2,thermogalvanic effects,5,0.016129032258064516
bm25_plus_vector_rrf,TG:P0145:n1,thermodiffusion,TG:P0137:n3,thermodiffusion effect,6,0.015873015873015872
bm25_plus_vector_rrf,TG:P0145:n1,thermodiffusion,TG:P0165:n4,thermopower,7,0.015873015873015872
bm25_plus_vector_rrf,TG:P0145:n1,thermodiffusion,TG:P0144:n3,thermodiffusion contribution,8,0.015625
bm25_plus_vector_rrf,TG:P0145:n1,thermodiffusion,TG:P0015:n4,thermopower,9,0.015384615384615385
bm25_plus_vector_rrf,TG:P0145:n1,thermodiffusion,TG:P0224:n1,thermodiffusion term,10,0.015384615384615385
bm25_plus_vector_rrf,TG:P0146:n4,ionic conductivity,TG:P0014:n4,ionic conductivity,1,0.03177805800756621
bm25_plus_vector_rrf,TG:P0146:n4,ionic conductivity,TG:P0150:n2,ionic conductivity,2,0.03128054740957967
bm25_plus_vector_rrf,TG:P0146:n4,ionic conductivity,TG:P0285:n4,ionic conductivity,3,0.030158730158730156
bm25_plus_vector_rrf,TG:P0146:n4,ionic conductivity,TG:P0146:n5,ionic thermoelectric performance,4,0.01639344262295082
bm25_plus_vector_rrf,TG:P0146:n4,ionic conductivity,TG:P0146:n3,exchange current density,5,0.016129032258064516
bm25_plus_vector_rrf,TG:P0146:n4,ionic conductivity,TG:P0146:n1,interaction between multications and anions,6,0.015873015873015872
bm25_plus_vector_rrf,TG:P0146:n4,ionic conductivity,TG:P0146:n2,entropy change of redox reaction,7,0.015625
bm25_plus_vector_rrf,TG:P0146:n4,ionic conductivity,TG:P0288:n1,superior ionic conductivity,8,0.015625
bm25_plus_vector_rrf,TG:P0146:n4,ionic conductivity,TG:P0297:n2,ionic electrical conductivity,9,0.015384615384615385
bm25_plus_vector_rrf,TG:P0146:n4,ionic conductivity,TG:P0096:n3,decoupling of thermopower and ionic conductivity,10,0.015151515151515152
bm25_plus_vector_rrf,TG:P0150:n2,ionic conductivity,TG:P0146:n4,ionic conductivity,1,0.0315136476426799
bm25_plus_vector_rrf,TG:P0150:n2,ionic conductivity,TG:P0285:n4,ionic conductivity,2,0.03036576949620428
bm25_plus_vector_rrf,TG:P0150:n2,ionic conductivity,TG:P0288:n1,superior ionic conductivity,3,0.029910714285714284
bm25_plus_vector_rrf,TG:P0150:n2,ionic conductivity,TG:P0014:n4,ionic conductivity,4,0.01639344262295082
bm25_plus_vector_rrf,TG:P0150:n2,ionic conductivity,TG:P0150:n1,fractal microstructure of the hydrogel,5,0.01639344262295082
bm25_plus_vector_rrf,TG:P0150:n2,ionic conductivity,TG:P0045:n3,ion concentration,6,0.016129032258064516
bm25_plus_vector_rrf,TG:P0150:n2,ionic conductivity,TG:P0045:n4,thermoelectric performance,7,0.015873015873015872
bm25_plus_vector_rrf,TG:P0150:n2,ionic conductivity,TG:P0045:n2,confined ion transportation in micro/nano channels,8,0.015625
bm25_plus_vector_rrf,TG:P0150:n2,ionic conductivity,TG:P0297:n2,ionic electrical conductivity,9,0.015384615384615385
bm25_plus_vector_rrf,TG:P0150:n2,ionic conductivity,TG:P0045:n1,salting out effect,10,0.015151515151515152
bm25_plus_vector_rrf,TG:P0186:n4,output current density,TG:P0011:n3,current density,1,0.032018442622950824
bm25_plus_vector_rrf,TG:P0186:n4,output current density,TG:P0199:n3,output power density,2,0.0315136476426799
bm25_plus_vector_rrf,TG:P0186:n4,output current density,TG:P0187:n2,power output density,3,0.03149801587301587
bm25_plus_vector_rrf,TG:P0186:n4,output current density,TG:P0186:n3,effective surface area,4,0.01639344262295082
bm25_plus_vector_rrf,TG:P0186:n4,output current density,TG:P0146:n3,exchange current density,5,0.016129032258064516
bm25_plus_vector_rrf,TG:P0186:n4,output current density,TG:P0011:n4,power density output,6,0.015873015873015872
bm25_plus_vector_rrf,TG:P0186:n4,output current density,TG:P0189:n4,power density,7,0.015384615384615385
bm25_plus_vector_rrf,TG:P0186:n4,output current density,TG:P0267:n3,continuous current output,8,0.015151515151515152
bm25_plus_vector_rrf,TG:P0186:n4,output current density,TG:P0289:n3,current generation capacity and overall efficiency,9,0.015151515151515152
bm25_plus_vector_rrf,TG:P0186:n4,output current density,TG:P0025:n4,short-circuit current density,10,0.014925373134328358
bm25_plus_vector_rrf,TG:P0189:n4,power density,TG:P0077:n2,power density,1,0.03177805800756621
bm25_plus_vector_rrf,TG:P0189:n4,power density,TG:P0187:n2,power output density,2,0.03149801587301587
bm25_plus_vector_rrf,TG:P0189:n4,power density,TG:P0199:n3,output power density,3,0.03149801587301587
bm25_plus_vector_rrf,TG:P0189:n4,power density,TG:P0189:n2,natural convection,4,0.01639344262295082
bm25_plus_vector_rrf,TG:P0189:n4,power density,TG:P0011:n4,power density output,5,0.016129032258064516
bm25_plus_vector_rrf,TG:P0189:n4,power density,TG:P0189:n3,ion transport flux and overpotentials,6,0.016129032258064516
bm25_plus_vector_rrf,TG:P0189:n4,power density,TG:P0286:n3,maximum power density,7,0.015384615384615385
bm25_plus_vector_rrf,TG:P0189:n4,power density,TG:P0205:n3,efficiency and power density,8,0.015151515151515152
bm25_plus_vector_rrf,TG:P0189:n4,power density,TG:P0217:n2,current and potential,9,0.015151515151515152
bm25_plus_vector_rrf,TG:P0189:n4,power density,TG:P0217:n1,thermocells electrically parallel and/or in series,10,0.014925373134328358
bm25_plus_vector_rrf,TG:P0206:n2,mechanical performance,TG:P0185:n3,mechanical performance and output power density,1,0.03252247488101534
bm25_plus_vector_rrf,TG:P0206:n2,mechanical performance,TG:P0265:n2,performance,2,0.03125763125763126
bm25_plus_vector_rrf,TG:P0206:n2,mechanical performance,TG:P0006:n5,mechanical strength,3,0.030303030303030304
bm25_plus_vector_rrf,TG:P0206:n2,mechanical performance,TG:P0206:n4,Seebeck coefficient,4,0.01639344262295082
bm25_plus_vector_rrf,TG:P0206:n2,mechanical performance,TG:P0083:n3,performance,5,0.016129032258064516
bm25_plus_vector_rrf,TG:P0206:n2,mechanical performance,TG:P0141:n2,performance,6,0.015873015873015872
bm25_plus_vector_rrf,TG:P0206:n2,mechanical performance,TG:P0159:n3,performance,7,0.015625
bm25_plus_vector_rrf,TG:P0206:n2,mechanical performance,TG:P0206:n3,water retention,8,0.015625
bm25_plus_vector_rrf,TG:P0206:n2,mechanical performance,TG:P0255:n3,thermopower,9,0.015384615384615385
bm25_plus_vector_rrf,TG:P0206:n2,mechanical performance,TG:P0023:n3,mechanical properties,10,0.014925373134328358
bm25_plus_vector_rrf,TG:P0224:n2,diffusion coefficient,TG:P0108:n3,ion diffusion coefficients,1,0.031009615384615385
bm25_plus_vector_rrf,TG:P0224:n2,diffusion coefficient,TG:P0247:n2,thermal diffusion,2,0.030776515151515152
bm25_plus_vector_rrf,TG:P0224:n2,diffusion coefficient,TG:P0232:n1,thermal diffusion,3,0.030158730158730156
bm25_plus_vector_rrf,TG:P0224:n2,diffusion coefficient,TG:P0288:n2,higher diffusion coefficients,4,0.030090497737556562
bm25_plus_vector_rrf,TG:P0224:n2,diffusion coefficient,TG:P0046:n6,ion diffusion,5,0.01639344262295082
bm25_plus_vector_rrf,TG:P0224:n2,diffusion coefficient,TG:P0224:n3,Eastman entropy of transfer,6,0.01639344262295082
bm25_plus_vector_rrf,TG:P0224:n2,diffusion coefficient,TG:P0053:n2,ion diffusion,7,0.016129032258064516
bm25_plus_vector_rrf,TG:P0224:n2,diffusion coefficient,TG:P0224:n5,particle concentration and the applied magnetic field strength and direction,8,0.016129032258064516
bm25_plus_vector_rrf,TG:P0224:n2,diffusion coefficient,TG:P0224:n4,electrophoretic charge number of colloidal particles,9,0.015873015873015872
bm25_plus_vector_rrf,TG:P0224:n2,diffusion coefficient,TG:P0129:n1,diffusion-migration transport,10,0.015151515151515152
bm25_plus_vector_rrf,TG:P0232:n1,thermal diffusion,TG:P0134:n3,thermal diffusion potential (TDP),1,0.03200204813108039
bm25_plus_vector_rrf,TG:P0232:n1,thermal diffusion,TG:P0247:n2,thermal diffusion,2,0.03177805800756621
bm25_plus_vector_rrf,TG:P0232:n1,thermal diffusion,TG:P0232:n3,heat generation at an interface,3,0.01639344262295082
bm25_plus_vector_rrf,TG:P0232:n1,thermal diffusion,TG:P0232:n2,Dufour energy flux density,4,0.016129032258064516
bm25_plus_vector_rrf,TG:P0232:n1,thermal diffusion,TG:P0046:n6,ion diffusion,5,0.015873015873015872
bm25_plus_vector_rrf,TG:P0232:n1,thermal diffusion,TG:P0053:n2,ion diffusion,6,0.015625
bm25_plus_vector_rrf,TG:P0232:n1,thermal diffusion,TG:P0133:n2,electrical power,7,0.015625
bm25_plus_vector_rrf,TG:P0232:n1,thermal diffusion,TG:P0224:n2,diffusion coefficient,8,0.015384615384615385
bm25_plus_vector_rrf,TG:P0232:n1,thermal diffusion,TG:P0043:n4,thermal current,9,0.015151515151515152
bm25_plus_vector_rrf,TG:P0232:n1,thermal diffusion,TG:P0133:n1,charge and mass transfer overvoltages,10,0.015151515151515152
bm25_plus_vector_rrf,TG:P0247:n2,thermal diffusion,TG:P0232:n1,thermal diffusion,1,0.03177805800756621
bm25_plus_vector_rrf,TG:P0247:n2,thermal diffusion,TG:P0053:n2,ion diffusion,2,0.03125
bm25_plus_vector_rrf,TG:P0247:n2,thermal diffusion,TG:P0134:n3,thermal diffusion potential (TDP),3,0.031054405392392875
bm25_plus_vector_rrf,TG:P0247:n2,thermal diffusion,TG:P0247:n1,ionic interactions,4,0.01639344262295082
bm25_plus_vector_rrf,TG:P0247:n2,thermal diffusion,TG:P0247:n3,Seebeck coefficient,5,0.016129032258064516
bm25_plus_vector_rrf,TG:P0247:n2,thermal diffusion,TG:P0046:n6,ion diffusion,6,0.015873015873015872
bm25_plus_vector_rrf,TG:P0247:n2,thermal diffusion,TG:P0288:n2,higher diffusion coefficients,7,0.015873015873015872
bm25_plus_vector_rrf,TG:P0247:n2,thermal diffusion,TG:P0224:n2,diffusion coefficient,8,0.015384615384615385
bm25_plus_vector_rrf,TG:P0247:n2,thermal diffusion,TG:P0043:n4,thermal current,9,0.015151515151515152
bm25_plus_vector_rrf,TG:P0247:n2,thermal diffusion,TG:P0104:n2,apparent Seebeck coefficients,10,0.015151515151515152
bm25_plus_vector_rrf,TG:P0261:n5,ion transport,TG:P0006:n3,ion-transport highway,1,0.03177805800756621
bm25_plus_vector_rrf,TG:P0261:n5,ion transport,TG:P0249:n3,ion transport can be unipolar,2,0.029631255487269532
bm25_plus_vector_rrf,TG:P0261:n5,ion transport,TG:P0261:n2,viscoelasticity of the precursor,3,0.01639344262295082
bm25_plus_vector_rrf,TG:P0261:n5,ion transport,TG:P0172:n5,redox ion transport,4,0.016129032258064516
bm25_plus_vector_rrf,TG:P0261:n5,ion transport,TG:P0261:n4,mechanical robustness,5,0.016129032258064516
bm25_plus_vector_rrf,TG:P0261:n5,ion transport,TG:P0198:n3,synergistic ion transport effect,6,0.015873015873015872
bm25_plus_vector_rrf,TG:P0261:n5,ion transport,TG:P0261:n3,double-network porous structure,7,0.015873015873015872
bm25_plus_vector_rrf,TG:P0261:n5,ion transport,TG:P0199:n1,aligned ion transport pathways,8,0.015625
bm25_plus_vector_rrf,TG:P0261:n5,ion transport,TG:P0261:n1,kappa-carrageenan,9,0.015625
bm25_plus_vector_rrf,TG:P0261:n5,ion transport,TG:P0161:n3,ion transport and concentration equilibrium,10,0.015384615384615385
bm25_plus_vector_rrf,TG:P0279:n2,interfacial resistance,TG:P0139:n8,resistance of thermocells,1,0.03128054740957967
bm25_plus_vector_rrf,TG:P0279:n2,interfacial resistance,TG:P0169:n4,interface charge transfer resistance,2,0.028985507246376812
bm25_plus_vector_rrf,TG:P0279:n2,interfacial resistance,TG:P0082:n2,interfacial resistance gating,3,0.01639344262295082
bm25_plus_vector_rrf,TG:P0279:n2,interfacial resistance,TG:P0279:n1,surface was modified to be hydrophilic,4,0.01639344262295082
bm25_plus_vector_rrf,TG:P0279:n2,interfacial resistance,TG:P0198:n1,interfacial evaporation,5,0.016129032258064516
bm25_plus_vector_rrf,TG:P0279:n2,interfacial resistance,TG:P0083:n2,interfacial charge transfer,6,0.015873015873015872
bm25_plus_vector_rrf,TG:P0279:n2,interfacial resistance,TG:P0139:n7,hydrogen bonding with hydrogel surfaces,7,0.015873015873015872
bm25_plus_vector_rrf,TG:P0279:n2,interfacial resistance,TG:P0067:n2,thermal barrier,8,0.015625
bm25_plus_vector_rrf,TG:P0279:n2,interfacial resistance,TG:P0095:n3,ohmic resistance,9,0.015625
bm25_plus_vector_rrf,TG:P0279:n2,interfacial resistance,TG:P0067:n3,thermal conductivity,10,0.015384615384615385
bm25_plus_vector_rrf,TG:P0297:n2,ionic electrical conductivity,TG:P0285:n4,ionic conductivity,1,0.03125763125763126
bm25_plus_vector_rrf,TG:P0297:n2,ionic electrical conductivity,TG:P0288:n1,superior ionic conductivity,2,0.030776515151515152
bm25_plus_vector_rrf,TG:P0297:n2,ionic electrical conductivity,TG:P0146:n4,ionic conductivity,3,0.03057889822595705
bm25_plus_vector_rrf,TG:P0297:n2,ionic electrical conductivity,TG:P0165:n3,high conductivity,4,0.028985507246376812
bm25_plus_vector_rrf,TG:P0297:n2,ionic electrical conductivity,TG:P0207:n2,electrical conductivity,5,0.01639344262295082
bm25_plus_vector_rrf,TG:P0297:n2,ionic electrical conductivity,TG:P0297:n3,ionic thermopower,6,0.01639344262295082
bm25_plus_vector_rrf,TG:P0297:n2,ionic electrical conductivity,TG:P0014:n4,ionic conductivity,7,0.016129032258064516
bm25_plus_vector_rrf,TG:P0297:n2,ionic electrical conductivity,TG:P0297:n1,RH is raised,8,0.016129032258064516
bm25_plus_vector_rrf,TG:P0297:n2,ionic electrical conductivity,TG:P0150:n2,ionic conductivity,9,0.015625
bm25_plus_vector_rrf,TG:P0297:n2,ionic electrical conductivity,TG:P0285:n3,S-e,10,0.015384615384615385
bm25_plus_vector_rrf,TG:P0316:n2,short-circuit current,TG:P0229:n4,short circuit current,1,0.03252247488101534
bm25_plus_vector_rrf,TG:P0316:n2,short-circuit current,TG:P0094:n5,current,2,0.03076923076923077
bm25_plus_vector_rrf,TG:P0316:n2,short-circuit current,TG:P0316:n1,accumulation of potassium ions at doped CNT electrodes,3,0.01639344262295082
bm25_plus_vector_rrf,TG:P0316:n2,short-circuit current,TG:P0025:n4,short-circuit current density,4,0.016129032258064516
bm25_plus_vector_rrf,TG:P0316:n2,short-circuit current,TG:P0194:n3,sustainable short-circuit-current density,5,0.015873015873015872
bm25_plus_vector_rrf,TG:P0316:n2,short-circuit current,TG:P0267:n1,copper electrodes,6,0.015873015873015872
bm25_plus_vector_rrf,TG:P0316:n2,short-circuit current,TG:P0267:n3,continuous current output,7,0.015625
bm25_plus_vector_rrf,TG:P0316:n2,short-circuit current,TG:P0325:n2,Seebeck voltages and short-circuit currents,8,0.015625
bm25_plus_vector_rrf,TG:P0316:n2,short-circuit current,TG:P0175:n3,current,9,0.015151515151515152
bm25_plus_vector_rrf,TG:P0316:n2,short-circuit current,TG:P0186:n2,thermopower,10,0.015151515151515152
bm25_plus_vector_rrf,TG:P0326:n2,corrosion,TG:P0327:n2,corrosion,1,0.03278688524590164
bm25_plus_vector_rrf,TG:P0326:n2,corrosion,TG:P0323:n2,corrosion area,2,0.031754032258064516
bm25_plus_vector_rrf,TG:P0326:n2,corrosion,TG:P0124:n2,corrosion rates,3,0.031746031746031744
bm25_plus_vector_rrf,TG:P0326:n2,corrosion,TG:P0124:n1,Thermogalvanic corrosion,4,0.0315136476426799
bm25_plus_vector_rrf,TG:P0326:n2,corrosion,TG:P0123:n1,temperature,5,0.015625
bm25_plus_vector_rrf,TG:P0326:n2,corrosion,TG:P0151:n2,thermogalvanic corrosion of iron,6,0.015384615384615385
bm25_plus_vector_rrf,TG:P0326:n2,corrosion,TG:P0230:n2,galvanic corrosion rates of copper,7,0.015151515151515152
bm25_plus_vector_rrf,TG:P0326:n2,corrosion,TG:P0242:n2,total losses,8,0.015151515151515152
bm25_plus_vector_rrf,TG:P0326:n2,corrosion,TG:P0233:n3,temperature gradient,9,0.014925373134328358
bm25_plus_vector_rrf,TG:P0326:n2,corrosion,TG:P0242:n1,thermogalvanic and heat-transfer corrosion,10,0.014925373134328358
bm25_plus_vector_rrf,iTE:P0346:n1,Fmoc-FF,iTE:P0346:n2,pi-pi interactions between Fmoc groups,1,0.03278688524590164
bm25_plus_vector_rrf,iTE:P0346:n1,Fmoc-FF,iTE:P0346:n3,highly porous colloidal network,2,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0346:n1,Fmoc-FF,iTE:P0686:n2,dynamic noncovalent interactions,3,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0346:n1,Fmoc-FF,iTE:P0686:n1,fluorine-rich copolymer network,4,0.015625
bm25_plus_vector_rrf,iTE:P0346:n1,Fmoc-FF,iTE:P0602:n1,solid networks formed by PVDF-HFP,5,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0346:n1,Fmoc-FF,iTE:P0686:n3,multifunctionality,6,0.015151515151515152
bm25_plus_vector_rrf,iTE:P0346:n1,Fmoc-FF,iTE:P0602:n2,microstructure,7,0.014925373134328358
bm25_plus_vector_rrf,iTE:P0346:n1,Fmoc-FF,iTE:P0559:n1,eutectogels,8,0.014705882352941176
bm25_plus_vector_rrf,iTE:P0346:n1,Fmoc-FF,iTE:P0457:n1,dynamic ion-dipole interactions,9,0.014492753623188406
bm25_plus_vector_rrf,iTE:P0346:n1,Fmoc-FF,iTE:P1263:n1,GdmCl,10,0.014285714285714285
bm25_plus_vector_rrf,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0346:n1,Fmoc-FF,1,0.032018442622950824
bm25_plus_vector_rrf,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P1614:n1,electrostatic and ion-pi interactions,2,0.03125763125763126
bm25_plus_vector_rrf,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0466:n2,pi-pi* stacking,3,0.03007688828584351
bm25_plus_vector_rrf,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0437:n1,cation-pi interactions,4,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0346:n3,highly porous colloidal network,5,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0944:n1,"interfacial interactions (cation-pi, pi-pi, d-p coupling)",6,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0686:n2,dynamic noncovalent interactions,7,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0602:n1,solid networks formed by PVDF-HFP,8,0.015625
bm25_plus_vector_rrf,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0367:n1,coordination and electrostatic interactions between cations and functional groups,9,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0602:n2,microstructure,10,0.015151515151515152
bm25_plus_vector_rrf,iTE:P0371:n4,continuous operation,iTE:P0353:n5,continuous power generation,1,0.031754032258064516
bm25_plus_vector_rrf,iTE:P0371:n4,continuous operation,iTE:P0828:n4,continuous power output,2,0.031009615384615385
bm25_plus_vector_rrf,iTE:P0371:n4,continuous operation,iTE:P0371:n3,repeated charge and discharge cycles,3,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0371:n4,continuous operation,iTE:P0388:n2,continuous operation of ITECs,4,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0371:n4,continuous operation,iTE:P0371:n1,carbon nanotube-cellulose membrane,5,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0371:n4,continuous operation,iTE:P0371:n2,temporally varying temperature gradients,6,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0371:n4,continuous operation,iTE:P0510:n3,continuous electricity generation,7,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0371:n4,continuous operation,iTE:P1787:n1,co-continuous phase,8,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0371:n4,continuous operation,iTE:P1169:n2,thermodiffusion effect,9,0.015151515151515152
bm25_plus_vector_rrf,iTE:P0371:n4,continuous operation,iTE:P1220:n2,mechanically stable during operation,10,0.015151515151515152
bm25_plus_vector_rrf,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0625:n3,negative Seebeck coefficient,1,0.03252247488101534
bm25_plus_vector_rrf,iTE:P0387:n2,negative Seebeck coefficient,iTE:P1109:n2,giant negative Seebeck coefficient,2,0.031746031746031744
bm25_plus_vector_rrf,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0379:n3,Seebeck coefficient,3,0.03055037313432836
bm25_plus_vector_rrf,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0387:n1,mobile anion-generating species,4,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0884:n4,negative Seebeck coefficient,5,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0344:n4,Seebeck coefficient,6,0.015625
bm25_plus_vector_rrf,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0345:n3,Seebeck coefficient,7,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0387:n2,negative Seebeck coefficient,iTE:P1457:n2,Seebeck coefficient,8,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0352:n3,Seebeck coefficient,9,0.015151515151515152
bm25_plus_vector_rrf,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0364:n4,Seebeck coefficient (S),10,0.015151515151515152
bm25_plus_vector_rrf,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0454:n3,Seebeck coefficient,1,0.030158730158730156
bm25_plus_vector_rrf,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0387:n3,cation-generating species,2,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0884:n2,positive Seebeck coefficient,3,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0344:n4,Seebeck coefficient,4,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0405:n2,Seebeck coefficient and figure of merit,5,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0345:n3,Seebeck coefficient,6,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0352:n3,Seebeck coefficient,7,0.015625
bm25_plus_vector_rrf,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0462:n3,Seebeck coefficient,8,0.015625
bm25_plus_vector_rrf,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0379:n3,Seebeck coefficient,9,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0387:n4,positive Seebeck coefficient,iTE:P1121:n2,Seebeck coefficient,10,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0388:n2,continuous operation of ITECs,iTE:P0371:n4,continuous operation,1,0.03252247488101534
bm25_plus_vector_rrf,iTE:P0388:n2,continuous operation of ITECs,iTE:P0828:n4,continuous power output,2,0.031009615384615385
bm25_plus_vector_rrf,iTE:P0388:n2,continuous operation of ITECs,iTE:P0353:n5,continuous power generation,3,0.03057889822595705
bm25_plus_vector_rrf,iTE:P0388:n2,continuous operation of ITECs,iTE:P0388:n1,external load always connected,4,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0388:n2,continuous operation of ITECs,iTE:P0680:n3,operation mechanism of the MTEGs,5,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0388:n2,continuous operation of ITECs,iTE:P0370:n1,charging and discharging current from ITESCs,6,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0388:n2,continuous operation of ITECs,iTE:P0510:n3,continuous electricity generation,7,0.015625
bm25_plus_vector_rrf,iTE:P0388:n2,continuous operation of ITECs,iTE:P0370:n2,operate resistive sensors,8,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0388:n2,continuous operation of ITECs,iTE:P0371:n3,repeated charge and discharge cycles,9,0.015151515151515152
bm25_plus_vector_rrf,iTE:P0388:n2,continuous operation of ITECs,iTE:P1787:n1,co-continuous phase,10,0.015151515151515152
bm25_plus_vector_rrf,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0675:n2,Thermoelectric performance,1,0.029877369007803793
bm25_plus_vector_rrf,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0579:n3,thermoelectric performance,2,0.029211087420042643
bm25_plus_vector_rrf,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0412:n1,"SiO2, modified graphene (mG), and Ti3C2Tx",3,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0591:n3,mechanical performance,4,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0412:n2,crystallinity,5,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0490:n3,thermoelectric and mechanical performances,6,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0412:n4,hydrogen bonding,7,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0420:n3,thermoelectric performance,8,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0412:n3,interfacial phonon scattering,9,0.015625
bm25_plus_vector_rrf,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0440:n2,thermoelectric performance,10,0.015625
bm25_plus_vector_rrf,iTE:P0426:n2,carrier concentration,iTE:P0832:n2,carrier concentration,1,0.03200204813108039
bm25_plus_vector_rrf,iTE:P0426:n2,carrier concentration,iTE:P0582:n2,carrier concentration,2,0.03177805800756621
bm25_plus_vector_rrf,iTE:P0426:n2,carrier concentration,iTE:P0375:n1,ion carrier concentration,3,0.028991596638655463
bm25_plus_vector_rrf,iTE:P0426:n2,carrier concentration,iTE:P0426:n1,ionic gating,4,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0426:n2,carrier concentration,iTE:P0742:n2,carrier concentration,5,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0426:n2,carrier concentration,iTE:P1308:n2,charge carriers concentration n,6,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0426:n2,carrier concentration,iTE:P1039:n2,carrier concentration,7,0.015625
bm25_plus_vector_rrf,iTE:P0426:n2,carrier concentration,iTE:P1492:n2,charge carrier concentration,8,0.015625
bm25_plus_vector_rrf,iTE:P0426:n2,carrier concentration,iTE:P1049:n2,carrier concentration,9,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0426:n2,carrier concentration,iTE:P1157:n2,carrier concentration,10,0.015151515151515152
bm25_plus_vector_rrf,iTE:P0512:n3,n-type characteristics,iTE:P0512:n2,phase separation effects,1,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0512:n3,n-type characteristics,iTE:P0896:n4,n-type semiconducting characteristics,2,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0512:n3,n-type characteristics,iTE:P0512:n1,hydrogen bonds and electrostatic interactions between ions and LCE molecular chains,3,0.016129032258064516
