cutoff_year,concept_i_ite_donor,concept_j_tg_anchor,i_type,j_type,u_degree_all,v_degree_all,u_degree_tg,v_degree_tg,u_degree_ite,v_degree_ite,common_neighbors,adamic_adar,preferential_attachment,shortest_path,semantic_similarity,cross_type,ite_lead_years_for_u,u_seen_in_ite,u_seen_in_tg,v_seen_in_tg,future_TG_edge_label,future_example_title,future_window
2021,soft mixed ionic-electronic coupling,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,4,7,0,3,4,6,0,0.0,28,3,0.016351379222846376,1,6,1,0,1,0,,2022-2023
2021,soft mixed ionic-electronic coupling,carbon-electrode redox interface,transport_mechanism,electrode_interface,4,7,0,6,4,2,0,0.0,28,3,0.10240710129426664,1,6,1,0,1,0,,2022-2023
2021,soft mixed ionic-electronic coupling,chaotropic polymer-water disruption,transport_mechanism,gel_microstructure,4,6,0,4,4,6,0,0.0,24,3,0.011107488288769004,1,6,1,0,1,0,,2022-2023
2021,soft mixed ionic-electronic coupling,charge-transfer resistance engineering,transport_mechanism,electrode_interface,4,9,0,6,4,5,0,0.0,36,3,0.01675613667654245,1,6,1,0,1,0,,2022-2023
2021,soft mixed ionic-electronic coupling,ferri/ferrocyanide redox chemistry,transport_mechanism,redox_chemistry,4,20,0,20,4,7,2,0.7484058606430383,80,2,0.0,1,6,1,0,1,0,,2022-2023
2021,soft mixed ionic-electronic coupling,gel-confined redox transport,transport_mechanism,gel_microstructure,4,10,0,4,4,7,1,0.3459762562611936,40,2,0.007036130606203303,1,6,1,0,1,0,,2022-2023
2021,soft mixed ionic-electronic coupling,hexacyanoferrate redox electrode,transport_mechanism,electrode_interface,4,2,0,2,4,0,0,0.0,8,3,0.06015580444873692,1,6,1,0,1,0,,2022-2023
2021,soft mixed ionic-electronic coupling,imidazolium ionic-liquid phase transition electrolyte,transport_mechanism,material_system,4,8,0,5,4,6,1,0.3459762562611936,32,2,0.15621911275913802,1,6,1,0,1,0,,2022-2023
2021,soft mixed ionic-electronic coupling,iodide/triiodide redox chemistry,transport_mechanism,redox_chemistry,4,15,0,11,4,4,2,0.8598745986309444,60,2,0.005082755884799021,1,6,1,0,1,0,,2022-2023
2021,soft mixed ionic-electronic coupling,metal-oxide nanostructured electrode,transport_mechanism,electrode_interface,4,3,0,3,4,0,0,0.0,12,3,0.05757494228505947,1,6,1,0,1,0,,2022-2023
