active_mention_ids,aliases,claim_count,concept_id,decision_group,definition,domain,label,mention_ids,normalization_reason,normalization_status,paper_ids,roles,source_document_count
"[""iTE:P0374:a""]","[""Flexible thermal sensor arrays""]",3,iTE:Cb349d23f459a01,,,iTE,Flexible thermal sensor arrays,"[""iTE:P0374:a""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0374""]","[""material_entity""]",1
"[""iTE:P1062:samples""]","[""Mixed-phase XNiSn samples""]",2,iTE:Cb34a207a5af4c1,,,iTE,Mixed-phase XNiSn samples,"[""iTE:P1062:samples""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1062""]","[""material_entity""]",1
"[""iTE:P1025:waste""]","[""Waste heat recovery""]",1,iTE:Cb34e78c9089e14,,,iTE,Waste heat recovery,"[""iTE:P1025:waste""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1025""]","[""application""]",1
"[""iTE:P0905:n1""]","[""SrS graphene-like structure""]",8,iTE:Cb34f91de3d5099,,,iTE,SrS graphene-like structure,"[""iTE:P0905:n1""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0905""]","[""material_entity""]",1
"[""iTE:P0391:complete_v1_cr003_subject""]","[""Organic thermoelectric materials""]",1,iTE:Cb351ae4a54f6d0,,,iTE,Organic thermoelectric materials,"[""iTE:P0391:complete_v1_cr003_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0391""]","[""material_entity""]",1
"[""iTE:P1870:gap""]","[""r(R–X) − r(R3+): R–X distance minus effective R3+ ionic radius""]",1,iTE:Cb35295a982eee5,,,iTE,r(R–X) − r(R3+): R–X distance minus effective R3+ ionic radius,"[""iTE:P1870:gap""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1870""]","[""quantity""]",1
"[""iTE:P0454:dop""]","[""PEDOT doping level""]",1,iTE:Cb357374fb875e9,,,iTE,PEDOT doping level,"[""iTE:P0454:dop""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0454""]","[""quantity""]",1
"[""iTE:P1631:complete_v1_cr003_subject""]","[""La–O bonds in Lax/3CoO2""]",1,iTE:Cb357d9a42df38c,,,iTE,La–O bonds in Lax/3CoO2,"[""iTE:P1631:complete_v1_cr003_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1631""]","[""interaction""]",1
"[""iTE:P1923:n5""]","[""Ce5Pb3""]",2,iTE:Cb358fc0e370346,,,iTE,Ce5Pb3,"[""iTE:P1923:n5""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1923""]","[""material_entity""]",1
"[""iTE:P0573:electron""]","[""Electron attraction from external load to cathode""]",1,iTE:Cb35b326cdc6b02,,,iTE,Electron attraction from external load to cathode,"[""iTE:P0573:electron""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0573""]","[""mechanism_process""]",1
"[""iTE:P1232:entropy""]","[""Entropy increase""]",1,iTE:Cb35d38e85aaa12,,,iTE,Entropy increase,"[""iTE:P1232:entropy""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1232""]","[""quantity""]",1
"[""iTE:P0519:conv""]","[""Conventional electronic TEG thermoelectric performance""]",1,iTE:Cb35d72feeeed3b,,,iTE,Conventional electronic TEG thermoelectric performance,"[""iTE:P0519:conv""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0519""]","[""performance_function""]",1
"[""iTE:P1389:co""]","[""Half-Heusler VCoTe""]",4,iTE:Cb362192913350f,,,iTE,Half-Heusler VCoTe,"[""iTE:P1389:co""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1389""]","[""material_entity""]",1
"[""iTE:P0809:n10""]","[""Density-of-states effective mass for Zn-at-Mg doping""]",2,iTE:Cb3632360b1663c,,,iTE,Density-of-states effective mass for Zn-at-Mg doping,"[""iTE:P0809:n10""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0809""]","[""quantity""]",1
"[""iTE:P1906:s""]","[""Studied SiC polymorphs""]",11,iTE:Cb3653870356372,,,iTE,Studied SiC polymorphs,"[""iTE:P1906:s""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1906""]","[""material_entity""]",1
"[""iTE:P0935:complete_v1_r005_object""]","[""Ionic conductivity minimum at intermediate composition""]",1,iTE:Cb3666bd0988402,,,iTE,Ionic conductivity minimum at intermediate composition,"[""iTE:P0935:complete_v1_r005_object""]",,new_singleton_no_exact_alias_candidate,"[""P0935""]","[""quantity""]",1
"[""iTE:P1361:n4""]","[""Observable ionic conductivity""]",1,iTE:Cb36a6d8eb53b34,,,iTE,Observable ionic conductivity,"[""iTE:P1361:n4""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1361""]","[""quantity""]",1
"[""iTE:P1537:excitation""]","[""Thermal excitation of electrons from valence band to impurity band""]",1,iTE:Cb36b6656414f2d,,,iTE,Thermal excitation of electrons from valence band to impurity band,"[""iTE:P1537:excitation""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1537""]","[""mechanism_process""]",1
"[""iTE:P1109:harvesting""]","[""Energy harvesting from intermittent heat sources""]",1,iTE:Cb3707330bbe3a3,,,iTE,Energy harvesting from intermittent heat sources,"[""iTE:P1109:harvesting""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1109""]","[""application""]",1
"[""iTE:P0494:sandwich""]","[""Gel sandwiched between two electrodes""]",2,iTE:Cb370ab2899dd67,,,iTE,Gel sandwiched between two electrodes,"[""iTE:P0494:sandwich""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0494""]","[""state_structure""]",1
"[""iTE:P0394:n7""]","[""Capacitor constant""]",1,iTE:Cb37db72f3284aa,,,iTE,Capacitor constant,"[""iTE:P0394:n7""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0394""]","[""quantity""]",1
"[""iTE:P1337:morph"",""iTE:P1432:morph"",""iTE:P1591:i""]","[""Film morphology""]",5,iTE:Cb37e98dbbffe3f,g0792,The physical form and structural organization of a film.,iTE,Film morphology,"[""iTE:P1337:morph"",""iTE:P1432:morph"",""iTE:P1591:i""]","Each label denotes the morphological property of a film, without naming a particular morphology. Their film compositions and preservation or modification claims remain distinct.",model_merged,"[""P1337"",""P1432"",""P1591""]","[""state_structure""]",3
"[""iTE:P1259:wire""]","[""Reference wire added to traditional 3 omega method""]",1,iTE:Cb38302a6e2c95b,,,iTE,Reference wire added to traditional 3 omega method,"[""iTE:P1259:wire""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1259""]","[""design_strategy""]",1
"[""iTE:P0361:complete_v1_cr001_object""]","[""Traditional initiating devices of anti-scalding systems""]",1,iTE:Cb3896c3a753077,,,iTE,Traditional initiating devices of anti-scalding systems,"[""iTE:P0361:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P0361""]","[""material_entity""]",1
"[""iTE:P1928:n15""]","[""Resistivity anomaly over a wide x region""]",2,iTE:Cb3924531df3188,,,iTE,Resistivity anomaly over a wide x region,"[""iTE:P1928:n15""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1928""]","[""descriptor""]",1
"[""iTE:P1416:all""]","[""Hg-1201, Hg-1212 and Hg-1223""]",1,iTE:Cb397ed383263c1,,,iTE,"Hg-1201, Hg-1212 and Hg-1223","[""iTE:P1416:all""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1416""]","[""material_entity""]",1
"[""iTE:P1170:zr""]","[""Zr doping of In2O3""]",6,iTE:Cb398cd7ff3102c,,,iTE,Zr doping of In2O3,"[""iTE:P1170:zr""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1170""]","[""design_strategy""]",1
"[""iTE:P1335:high""]","[""High device performance""]",1,iTE:Cb398fb56fd6821,,,iTE,High device performance,"[""iTE:P1335:high""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1335""]","[""performance_function""]",1
"[""iTE:P0391:replacementproperties""]","[""Bulkier, more hydrophobic ions relative to Cl-""]",2,iTE:Cb39927ead78de5,,,iTE,"Bulkier, more hydrophobic ions relative to Cl-","[""iTE:P0391:replacementproperties""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0391""]","[""descriptor""]",1
"[""iTE:P0520:adh""]","[""Adhesivity: 9.28 kPa""]",1,iTE:Cb39d8a48b459e5,,,iTE,Adhesivity: 9.28 kPa,"[""iTE:P0520:adh""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0520""]","[""quantity""]",1
"[""iTE:P0841:complete_v1_cr001_object""]","[""High thermoelectric sensitivity""]",1,iTE:Cb3a03ac4d1d8bd,,,iTE,High thermoelectric sensitivity,"[""iTE:P0841:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P0841""]","[""performance_function""]",1
"[""iTE:P1017:cation""]","[""Cation size""]",4,iTE:Cb3a147b42c7c2e,,,iTE,Cation size,"[""iTE:P1017:cation""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1017""]","[""condition""]",1
"[""iTE:P1900:complete_v1_cr004_subject""]","[""Mechanical fragility""]",1,iTE:Cb3a430f3e835f9,,,iTE,Mechanical fragility,"[""iTE:P1900:complete_v1_cr004_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1900""]","[""descriptor""]",1
"[""iTE:P1367:complete_v1_cr001_subject""]","[""Density-functional-theory first-principles calculations""]",1,iTE:Cb3a79d4e44ed99,,,iTE,Density-functional-theory first-principles calculations,"[""iTE:P1367:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1367""]","[""mechanism_process""]",1
"[""iTE:P1520:te""]","[""LCE thermocell thermoelectric properties""]",1,iTE:Cb3a858e20514c5,,,iTE,LCE thermocell thermoelectric properties,"[""iTE:P1520:te""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1520""]","[""performance_function""]",1
"[""iTE:P0422:n14""]","[""Electrode for triboelectric energy harvesting""]",1,iTE:Cb3a87904fa72a9,,,iTE,Electrode for triboelectric energy harvesting,"[""iTE:P0422:n14""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0422""]","[""application""]",1
"[""iTE:P1221:n2""]","[""Low-temperature solid oxide fuel-cell electrolyte""]",1,iTE:Cb3a8aef774d962,,,iTE,Low-temperature solid oxide fuel-cell electrolyte,"[""iTE:P1221:n2""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1221""]","[""application""]",1
"[""iTE:P1944:fidelity""]","[""High-fidelity electron density analysis by 3D ED""]",1,iTE:Cb3ac031bf1a7a2,,,iTE,High-fidelity electron density analysis by 3D ED,"[""iTE:P1944:fidelity""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1944""]","[""performance_function""]",1
"[""iTE:P0362:nt""]","[""High-performance n-type solid-state ionic thermoelectric materials""]",1,iTE:Cb3ad2d3e3c8337,,,iTE,High-performance n-type solid-state ionic thermoelectric materials,"[""iTE:P0362:nt""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0362""]","[""material_entity""]",1
"[""iTE:P1364:n11""]","[""Surface plasmon loss""]",1,iTE:Cb3b2050cf39bd6,,,iTE,Surface plasmon loss,"[""iTE:P1364:n11""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1364""]","[""mechanism_process""]",1
"[""iTE:P0434:complete_v1_cr001_subject""]","[""Ionic thermoelectric hydrogels""]",1,iTE:Cb3b32a2a88210c,,,iTE,Ionic thermoelectric hydrogels,"[""iTE:P0434:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0434""]","[""material_entity""]",1
"[""iTE:P1816:salt""]","[""Bilayer sandwich nanocellulose-salt engineering with other anions and cations""]",1,iTE:Cb3b55e27033778,,,iTE,Bilayer sandwich nanocellulose-salt engineering with other anions and cations,"[""iTE:P1816:salt""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1816""]","[""design_strategy""]",1
"[""iTE:P1555:n5""]","[""High concentration of extrinsic oxygen vacancies""]",2,iTE:Cb3b6dae6d65c57,,,iTE,High concentration of extrinsic oxygen vacancies,"[""iTE:P1555:n5""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1555""]","[""state_structure""]",1
"[""iTE:P1653:excess""]","[""Grain-boundary excess volume""]",1,iTE:Cb3b78e12664d20,,,iTE,Grain-boundary excess volume,"[""iTE:P1653:excess""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1653""]","[""quantity""]",1
"[""iTE:P1039:complete_v1_cr003_object""]","[""Promising thermoelectric performance""]",1,iTE:Cb3be52d5d38524,,,iTE,Promising thermoelectric performance,"[""iTE:P1039:complete_v1_cr003_object""]",Two identically labeled candidates lack definitions or contexts that support selecting one.,new_endpoint_model_uncertain,"[""P1039""]","[""performance_function""]",1
"[""iTE:P1794:n5""]","[""Unobstructed lithium conduction path along tetragonal 12a sites and 12b vacancies""]",1,iTE:Cb3c0057ea5476e,,,iTE,Unobstructed lithium conduction path along tetragonal 12a sites and 12b vacancies,"[""iTE:P1794:n5""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1794""]","[""state_structure""]",1
"[""iTE:P0833:teg""]","[""In-plane biodegradable flexible thin-film thermoelectric generator""]",1,iTE:Cb3c16e5cc09000,,,iTE,In-plane biodegradable flexible thin-film thermoelectric generator,"[""iTE:P0833:teg""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0833""]","[""application""]",1
"[""iTE:P1119:te""]","[""Te one-dimensional nanostructures""]",3,iTE:Cb3c21e3fc745a3,,,iTE,Te one-dimensional nanostructures,"[""iTE:P1119:te""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1119""]","[""material_entity""]",1
"[""iTE:P0773:delta""]","[""Engineering M(E) into a delta function""]",1,iTE:Cb3c2448fc08642,,,iTE,Engineering M(E) into a delta function,"[""iTE:P0773:delta""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0773""]","[""design_strategy""]",1
"[""iTE:P0947:seeb""]","[""Decent n-type Seebeck coefficient""]",1,iTE:Cb3c2e1e26feb71,,,iTE,Decent n-type Seebeck coefficient,"[""iTE:P0947:seeb""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0947""]","[""quantity""]",1
"[""iTE:P1745:pressure""]","[""Tin-plasma pressure""]",2,iTE:Cb3c6426b9f6f31,,,iTE,Tin-plasma pressure,"[""iTE:P1745:pressure""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1745""]","[""quantity""]",1
"[""iTE:P1089:complete_v1_cr002_object""]","[""Real and imaginary parts of the complex dielectric function""]",1,iTE:Cb3c9aed5074fc2,,,iTE,Real and imaginary parts of the complex dielectric function,"[""iTE:P1089:complete_v1_cr002_object""]",,new_singleton_no_exact_alias_candidate,"[""P1089""]","[""quantity""]",1
"[""iTE:P1161:activated""]","[""Thermally activated conduction""]",1,iTE:Cb3cc76075a6aae,,,iTE,Thermally activated conduction,"[""iTE:P1161:activated""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1161""]","[""mechanism_process""]",1
"[""iTE:P1421:ionic""]","[""Ionicity""]",1,iTE:Cb3cf6db08d73ab,,,iTE,Ionicity,"[""iTE:P1421:ionic""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1421""]","[""descriptor""]",1
"[""iTE:P1674:compressibility""]","[""Strontium titanate isothermal compressibility""]",1,iTE:Cb3d10b2172a783,,,iTE,Strontium titanate isothermal compressibility,"[""iTE:P1674:compressibility""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1674""]","[""quantity""]",1
"[""iTE:P1687:complete_v1_cr001_object""]","[""Glass transition temperature of the prepared ternary glasses""]",1,iTE:Cb3d10e7a888c2f,,,iTE,Glass transition temperature of the prepared ternary glasses,"[""iTE:P1687:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P1687""]","[""quantity""]",1
"[""iTE:P1170:radius""]","[""Ionic radius difference: Zr4+ 0.072 nm versus In3+ 0.080 nm""]",1,iTE:Cb3d4a6c3c5e0c6,,,iTE,Ionic radius difference: Zr4+ 0.072 nm versus In3+ 0.080 nm,"[""iTE:P1170:radius""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1170""]","[""descriptor""]",1
"[""iTE:P0413:complete_v1_cr002_subject""]","[""Rapid dehydration and poor polymeric-framework–electrolyte interactions""]",1,iTE:Cb3d4ce4cf6c50f,,,iTE,Rapid dehydration and poor polymeric-framework–electrolyte interactions,"[""iTE:P0413:complete_v1_cr002_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0413""]","[""descriptor""]",1
"[""iTE:P0783:complete_v1_cr007_object""]","[""Pnma""]",1,iTE:Cb3d59e81b37400,,,iTE,Pnma,"[""iTE:P0783:complete_v1_cr007_object""]",,new_singleton_no_exact_alias_candidate,"[""P0783""]","[""state_structure""]",1
"[""iTE:P0956:complete_v1_cr004_object""]","[""Ionic conductivity of LiFe1−xMnxO2""]",1,iTE:Cb3d60414870243,,,iTE,Ionic conductivity of LiFe1−xMnxO2,"[""iTE:P0956:complete_v1_cr004_object""]",,new_singleton_no_exact_alias_candidate,"[""P0956""]","[""quantity""]",1
"[""iTE:P1420:solution""]","[""Ca11−xYbxSb10 solid solution""]",1,iTE:Cb3da863fc047be,,,iTE,Ca11−xYbxSb10 solid solution,"[""iTE:P1420:solution""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1420""]","[""design_strategy""]",1
"[""iTE:P1298:ref""]","[""PPy-ref without linker""]",2,iTE:Cb3def50d442bf9,,,iTE,PPy-ref without linker,"[""iTE:P1298:ref""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1298""]","[""material_entity""]",1
"[""iTE:P1657:n15""]","[""Low DOS effective mass in Li-doped samples""]",2,iTE:Cb3e63d77624c60,,,iTE,Low DOS effective mass in Li-doped samples,"[""iTE:P1657:n15""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1657""]","[""quantity""]",1
"[""iTE:P1327:p4""]","[""N-DMBI solution-doped p(g7NC4N)""]",3,iTE:Cb3e89c2445ea2d,,,iTE,N-DMBI solution-doped p(g7NC4N),"[""iTE:P1327:p4""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1327""]","[""material_entity""]",1
"[""iTE:P1855:water""]","[""Superior water stability""]",1,iTE:Cb3eb3430953bca,,,iTE,Superior water stability,"[""iTE:P1855:water""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1855""]","[""performance_function""]",1
"[""iTE:P0361:fib""]","[""Functional leather collagen fibers used as polymer matrices""]",3,iTE:Cb3ebc6698cc1bb,,,iTE,Functional leather collagen fibers used as polymer matrices,"[""iTE:P0361:fib""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0361""]","[""material_entity""]",1
"[""iTE:P0885:n4""]","[""Textured surface""]",1,iTE:Cb3ed74add75024,,,iTE,Textured surface,"[""iTE:P0885:n4""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0885""]","[""state_structure""]",1
"[""iTE:P1895:replace""]","[""Replacing modulator PDMS with trigonal-tricationic room-temperature ionic liquid""]",2,iTE:Cb3effb4d5ff4ca,,,iTE,Replacing modulator PDMS with trigonal-tricationic room-temperature ionic liquid,"[""iTE:P1895:replace""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1895""]","[""design_strategy""]",1
"[""iTE:P1224:red""]","[""Reducing-agent function in selenium-ion solution""]",1,iTE:Cb3f1686775bd82,,,iTE,Reducing-agent function in selenium-ion solution,"[""iTE:P1224:red""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1224""]","[""performance_function""]",1
"[""iTE:P1531:template""]","[""Hexagonal nanoplatelets of cubic Cu2−xSe""]",1,iTE:Cb3f20db3172f47,,,iTE,Hexagonal nanoplatelets of cubic Cu2−xSe,"[""iTE:P1531:template""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1531""]","[""material_entity""]",1
"[""iTE:P0554:sky""]","[""Exposure of heater and cooler to the sky""]",2,iTE:Cb3f3f4b248026e,,,iTE,Exposure of heater and cooler to the sky,"[""iTE:P0554:sky""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0554""]","[""condition""]",1
"[""iTE:P0498:geometry""]","[""High-aspect-ratio geometry with horizontal temperature gradient""]",1,iTE:Cb3f79b624ebfe2,,,iTE,High-aspect-ratio geometry with horizontal temperature gradient,"[""iTE:P0498:geometry""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0498""]","[""design_strategy""]",1
"[""iTE:P0597:complete_v1_cr002_object""]","[""11 p–n junction legs""]",1,iTE:Cb3f7d031d772d9,,,iTE,11 p–n junction legs,"[""iTE:P0597:complete_v1_cr002_object""]",,new_singleton_no_exact_alias_candidate,"[""P0597""]","[""state_structure""]",1
"[""iTE:P0530:pore""]","[""Charged hydrophobic conical nanopore separating reservoirs""]",1,iTE:Cb3f7f98d489007,,,iTE,Charged hydrophobic conical nanopore separating reservoirs,"[""iTE:P0530:pore""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0530""]","[""material_entity""]",1
"[""iTE:P0819:diff""]","[""Differences in thermoelectric power and ionic conductivity between sample forms""]",1,iTE:Cb3f8c79207727c,,,iTE,Differences in thermoelectric power and ionic conductivity between sample forms,"[""iTE:P0819:diff""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0819""]","[""descriptor""]",1
"[""iTE:P0426:n1""]","[""Ionic gating in semiconductors""]",7,iTE:Cb3fbc5801ffbce,,,iTE,Ionic gating in semiconductors,"[""iTE:P0426:n1""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0426""]","[""design_strategy""]",1
"[""iTE:P1527:bii""]","[""Te–Bi ionic bond""]",1,iTE:Cb3fce47cd3c00e,,,iTE,Te–Bi ionic bond,"[""iTE:P1527:bii""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1527""]","[""interaction""]",1
"[""iTE:P0342:opt""]","[""Optimized thermal diffusion in polycationic electrolytes""]",2,iTE:Cb3fd42b356d4a0,,,iTE,Optimized thermal diffusion in polycationic electrolytes,"[""iTE:P0342:opt""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0342""]","[""mechanism_process""]",1
"[""iTE:P1572:bond""]","[""Polar ionic bonds""]",1,iTE:Cb402deba4f2479,,,iTE,Polar ionic bonds,"[""iTE:P1572:bond""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1572""]","[""interaction""]",1
"[""iTE:P1383:bridgman""]","[""Bridgman preparation""]",1,iTE:Cb40695c8658f15,,,iTE,Bridgman preparation,"[""iTE:P1383:bridgman""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1383""]","[""mechanism_process""]",1
"[""iTE:P0865:n12""]","[""Ionic blocking layers""]",1,iTE:Cb4075d4974290d,,,iTE,Ionic blocking layers,"[""iTE:P0865:n12""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0865""]","[""state_structure""]",1
"[""iTE:P0670:toughness""]","[""Toughness: 4.1 MJ m-3""]",1,iTE:Cb40903713330c4,,,iTE,Toughness: 4.1 MJ m-3,"[""iTE:P0670:toughness""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0670""]","[""quantity""]",1
"[""iTE:P1117:complete_v1_cr002_subject""]","[""Figure of merit (ZT)""]",1,iTE:Cb4092710ca3320,,,iTE,Figure of merit (ZT),"[""iTE:P1117:complete_v1_cr002_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1117""]","[""quantity""]",1
"[""iTE:P1116:complete_v1_cr003_object""]","[""Liquid thermoelectric conversion devices""]",1,iTE:Cb40ca05b8e1926,,,iTE,Liquid thermoelectric conversion devices,"[""iTE:P1116:complete_v1_cr003_object""]",,new_singleton_no_exact_alias_candidate,"[""P1116""]","[""application""]",1
"[""iTE:P1364:n3""]","[""Li5La3Nb2O12""]",2,iTE:Cb40d7f674d525a,,,iTE,Li5La3Nb2O12,"[""iTE:P1364:n3""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1364""]","[""material_entity""]",1
"[""iTE:P0393:paste""]","[""Pure cement paste""]",5,iTE:Cb40ef6a2a1b500,,,iTE,Pure cement paste,"[""iTE:P0393:paste""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0393""]","[""material_entity""]",1
"[""iTE:P1101:hse""]","[""Hf2SeN2""]",4,iTE:Cb40f4f80c9c0f8,,,iTE,Hf2SeN2,"[""iTE:P1101:hse""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1101""]","[""material_entity""]",1
"[""iTE:P1869:activity""]","[""Catalytic and sensor activity""]",1,iTE:Cb40fa2b6a31c0f,,,iTE,Catalytic and sensor activity,"[""iTE:P1869:activity""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1869""]","[""performance_function""]",1
"[""iTE:P0521:complete_v1_cr001_subject""]","[""Cross-sectional transmission electron microscopy, infrared optical spectroscopy, and Raman spectroscopy""]",1,iTE:Cb4100f647875cc,,,iTE,"Cross-sectional transmission electron microscopy, infrared optical spectroscopy, and Raman spectroscopy","[""iTE:P0521:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0521""]","[""design_strategy""]",1
"[""iTE:P0903:n13"",""iTE:P1587:f"",""iTE:P1953:aniso""]","[""Optical anisotropy""]",3,iTE:Cb411653cf7c9a6,g0541,Dependence of optical response on direction or polarization.,iTE,Optical anisotropy,"[""iTE:P0903:n13"",""iTE:P1587:f"",""iTE:P1953:aniso""]","All denote the same calculated optical property; pressure, photon-energy range and material identity remain claim conditions.",model_merged,"[""P0903"",""P1587"",""P1953""]","[""descriptor""]",3
"[""iTE:P1212:n3""]","[""Alkyl-substituent chain length""]",1,iTE:Cb411f1bdb26875,,,iTE,Alkyl-substituent chain length,"[""iTE:P1212:n3""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1212""]","[""descriptor""]",1
"[""iTE:P0399:n2""]","[""Ionic Seebeck coefficient up to 30.4 mV K−1""]",1,iTE:Cb41630ced014f8,,,iTE,Ionic Seebeck coefficient up to 30.4 mV K−1,"[""iTE:P0399:n2""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0399""]","[""quantity""]",1
