paper_id,source_membership,source_records,year,title,journal,doi,abstract,material_raw,mechanism_raw,extracted_claim_count,eligible_claim_count,mapped_claim_count,mapped_program_count,mapped_program_ids,in_analysis_window,coverage_status
P1638,iTE,iTE2_0365,2025,Large thermoelectricity and Nernst effect at low temperature in quasi-one-dimensional AMn6Bi5 (A = alkali metals),APPLIED PHYSICS LETTERS,10.1063/5.0285570,"Searching for promising materials that show large thermoelectricity or the Nernst effect at low temperatures is critical for cryogenic refrigeration applications. In this work, we investigated systematically the electrical and thermal transport properties of quasi-one-dimensional (Q1D) antiferromagnet AMn(6)Bi(5) (A = Na, Rb, and Cs) and find some significant differences among them. All of them exhibit large thermopowers and considerable power factors at low temperature, but interestingly, the sign of thermopower changes from negative to positive with decreasing temperature for NaMn6Bi5. The low-temperature thermal conductivity of NaMn6Bi5 is also lower than those of RbMn6Bi5 and CsMn6Bi5, which is attributed to the high-density defects and stronger scattering. In addition, sufficiently large Nernst coefficients were observed in RbMn6Bi5 and CsMn6Bi5 but not in NaMn6Bi5. It was deduced that the dramatic change in thermoelectric characteristics observed in AMn(6)Bi(5) was due to a large difference in their ionic sizes, leading to a complex interaction among the spin, charge, lattice, and one-dimensionality. Our work provides a unique example of the influences of alkali ions on the thermoelectric properties of Q1D-magnetic alkali metal compounds and can serve as a guide into the future direction for the improvement of the performance of the title compounds.","quasi-one-dimensional AMn6Bi5 antiferromagnets with A = Na, Rb, Cs","alkali-ion size changes spin-charge-lattice-one-dimensional coupling, producing different thermopower signs, defect scattering, and Nernst response",1,0,0,0,,True,claim_extracted_not_mapped
P1639,iTE,iTE2_0366,2016,Synthesis and Characterization of Polymer Electrolyte Using Deep Eutectic Solvents and Electrospun Poly(vinyl alcohol) Membrane,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,10.1021/acs.iecr.6b01754,"Organic polymer electrolytes attracted a great deal of attention and research in the field of energy conversion and energy storage due to their benefits such as appreciable ionic conductivity and transference number, improved mechanical strength, thermal stability, and better interaction with the electrodes. In this study, a polymer electrolyte was synthesized from poly(vinyl alcohol) (PVA) by electro-spinning technique followed by soaking in a series of deep eutectic solvents (DESs) to enhance the electrical conductivity of the product. The result was a very thin, nonwoven membrane. The produced membranes showed appreciable improvement in electrical conductivity from 2.78 x 10(-6) to 2.27 x 10(-2) S/cm after soaking in DES2. The observed improvement in electrical properties opens the possibility for the PVA membranes to find their applications in-batteries, storage cells, flexible thermoelectric devices, sensors, and solar cells .",electrospun poly(vinyl alcohol) membranes soaked in deep eutectic solvents,DES uptake into thin PVA nonwoven membranes greatly increases ionic/electrical conductivity for polymer electrolyte use,1,1,1,1,PRG_cf22ac785fee,True,mapped_to_curated_complementarity_program
P1640,iTE,iTE2_0367,2020,Transport and thermoelectric properties of (Sr1-xEux)3Ti2O7,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS,10.1007/s10854-020-02911-z,"The transport and thermoelectric properties of polycrystalline bulk samples (Sr1-xEux)(3)Ti2O7 with different Eu-doped contents x were investigated. The experiments revealed that electrical resistivity rho and the absolute value of Seebeck coefficient |S| decreased as x increased from 0.05 to 0.1 at temperatures ranging from 300 to 1000 K. However, electrical resistivity rho increased instead when x further increased from 0.1 to 0.15, whereas |S| dropped below 450 K and then rose above 450 K. |S| for (Sr1-xEux)(3)Ti2O7 (x = 0.05, 0.1) increased linearly in tandem with an increase in temperature, whereas |S| for (Sr1-xEux)(3)Ti2O7 (x = 0.15) increased first, decreased next, and finally increased in tandem with an increase in temperature. The abnormality of |S| with temperature for (Sr0.85Eu0.15)(3)Ti2O7 may be attributed to the existence of mixed conduction in this sample. Moreover, mobile charge-carrier thermal conductivity is somewhat negligible compared with that of phononic contribution, suggesting that phonon contribution is predominant in these oxides. Thermal conductivity kappa for all compounds decreased gradually with increasing temperature. The dimensionless figure of merit (ZT) values of Eu-doped compounds increased with an increase in temperature. The maximum ZT is 0.061, which was obtained in compound (Sr0.9Eu0.1)(3)Ti2O7 at 1000 K.",polycrystalline (Sr1-xEux)3Ti2O7 Ruddlesden-Popper oxides,Eu doping changes resistivity and Seebeck behavior; mixed conduction at high Eu content and phonon-dominated heat transport control ZT,2,0,0,0,,True,claim_extracted_not_mapped
P1641,iTE,iTE2_0368,2026,All-in-one wearable devices enabled by zinc-ion batteries based on polycation-regulated hydrogel electrolytes for thermoelectric conversion and self-sustained sensing,CHEMICAL ENGINEERING JOURNAL,10.1016/j.cej.2026.177261,"Developing wearable devices that combine energy harvesting, storage, and sensing provides an effective pathway toward sustainable power supply and compact design. Here, we demonstrate an all-in-one wearable device integrating a polycation-regulated hydrogel electrolyte (PAD)-based aqueous zinc-ion battery (AZIB) and a graphene-based pressure sensor, where metallic Zn functions as both the battery anode and sensing electrode to simplify device configuration. The PAD hydrogel electrolyte promotes rapid Zn2+ migration and uniform deposition through electrostatic repulsion, enabling the AZIB to maintain 84.1% capacity retention after 1000 cycles. Furthermore, it regulates cation/anion diffusion disparity to amplify ionic thermodiffusion asymmetry, enabling the AZIB to operate as a zinc-ion thermoelectric cell (ZTCC) with a thermopower of 2.9 mV K-1 and an output voltage of similar to 1.4 V. This configuration enables the conversion and storage of low-grade heat as electrochemical energy. Consequently, within the all-in-one device, the AZIB drives the graphene-based pressure sensor to achieve a sensitivity of 17.1 mu A kPa(-1), while the ZTCC mode harvests body heat to provide supplementary energy for sustained pulse monitoring. This synergistic strategy provides a scalable route for wearable health monitoring.","PAD polycation-regulated hydrogel electrolyte, aqueous zinc-ion battery, metallic Zn anode/sensing electrode, graphene pressure sensor",polycation electrostatic repulsion promotes Zn2+ migration/uniform deposition and cation-anion diffusion asymmetry amplifies ionic thermodiffusion for self-powered sensing,0,0,0,0,,False,outside_analysis_freeze_window
P1642,iTE,iTE2_0369,2022,Determination of percolation threshold in cement composites with expanded graphite by impedance spectroscopy,CEMENT & CONCRETE COMPOSITES,10.1016/j.cemconcomp.2021.104328,"The following paper presents the method of determination of the percolation threshold in cement composites with expanded graphite by impedance spectroscopy. Most of the applications of cement composites with conductive additives require exceeding the percolation threshold. The ionic conductivity of cement matrix below the percolation threshold has a major impact on the conductivity of the composite, as a result, it significantly hinders the exploitation of these composites. The electric properties of cement composites with expanded graphite were evaluated by DC measurements and impedance spectroscopy (IS). Based on Nyquist plots, two equivalent circuits were adopted for the composites. Next, the values of capacitance and inductance of cement composites with expanded graphite were calculated from the fitted equivalent circuits. The analysis of the results shows that the percolation threshold occurs when the reactance of the composite changes from captative to inductive. Comparison between the values of percolation threshold obtained from DC measurements and IS shows that the method is effective for cement composites with conductive additives.",cement composites with expanded graphite,percolation threshold is identified when composite reactance changes from capacitive to inductive; ionic cement-matrix conductivity dominates below threshold,2,0,0,0,,True,claim_extracted_not_mapped
P1643,iTE,iTE2_0370,2025,"Hydrogen Storage, Optoelectronic, and Thermoelectric characteristics of Lithium-Based Perovskite Hydrides LiXH3 (X = Be-Ba): First-Principles Insights for Sustainable Energy Technologies",JOURNAL OF ENERGY STORAGE,10.1016/j.est.2025.118656,"This study utilized the DFT model, based on Material Studio and Wien2k codes, to analyze the structural, electronic, mechanical, optical, thermodynamic, and thermo-electronic properties of perovskite hydrides LiXH3 (X = Be, Mg, Ca, Sr, and Ba) for hydrogen storage capacity and sustainable energy applications. LiBeH3, LiMgH3, LiCaH3, LiSrH3, and LiBaH3 have lattice constants of 4.39490 & Aring;, 4.51741 & Aring;, 6.27661 & Aring;, and 4.80 & Aring;, respectively, and are stable in the triclinic (P1) phase under atmospheric pressure and temperature. Among these, LiBeH3 has the highest hydrogen storage capacity at 15.94 %, while LiMgH3, LiCaH3, LiSrH3, and LiBaH3 exhibit values of 8.82 %, 6.04 %, 3.10 %, and 2.05 %, respectively. The electronic band structures and density of states of LiBeH3, LiMgH3, LiCaH3, LiSrH3, and LiBaH3 show semiconducting characteristics with band gap values of 2.98 eV, 2.60 eV, 2.08 eV, 1.87 eV, and 1.23 eV, respectively. LiBeH3 demonstrates a larger Delta EHOMO-LUMO gap, indicating stronger bonding, which decreases from Be to Ba down the periodic table and facilitates rapid hydrogen desorption. Their mechanical properties exhibit ductile behavior and notable anisotropy due to strong ionic bonds between hydrogen and metal cations and meet Born stability. The optoelectronic potential was evaluated using various factors such as dielectric constant a (w), refractive index n (w), optical conductivity a (w), absorption coefficient a(w), and energy loss function L (w). Furthermore, vibrational and thermodynamic stability were determined using the phonon task, as changes in specific heat capacity at constant volume (Cv), entropy (S), enthalpy (H), Helmholtz free energy (F), and Gibbs free energy (G). BoltzTrap code was utilized to evaluate the thermoelectric properties and assess their efficiency through electrical conductivity (a), thermal conductivity (ke), Seebeck coefficient (S), power factor (S2), and figures of merit (ZT) calculations. Therefore, high hydrogen capacities, adjustable bandgaps, mechanical and thermal stability, and outstanding optoelectronic and thermoelectric properties are significant for hydrogen storage systems, unlocking the potential of hydrogen energy and paving the way for a cleaner, greener future.","perovskite hydrides LiBeH3, LiMgH3, LiCaH3, LiSrH3, LiBaH3","metal-cation/hydrogen ionic bonding, tunable band gaps, and decreasing HOMO-LUMO gap from Be to Ba govern hydrogen storage, desorption, and transport",1,0,0,0,,True,claim_extracted_not_mapped
P1644,iTE,iTE2_0371,2020,Modeling the Maximum Magnetic Entropy Change of Doped Manganite Using a Grid Search-Based Extreme Learning Machine and Hybrid Gravitational Search-Based Support Vector Regression,CRYSTALS,10.3390/cryst10040310,"The thermal response of a magnetic solid to an applied magnetic field constitutes magnetocaloric effect. The maximum magnetic entropy change (MMEC) is one of the quantitative parameters characterizing this effect, while the magnetic solids exhibiting magnetocaloric effect have great potential in magnetic refrigeration technology as they offer a green solution to the known pollutant-based refrigerants. In order to determine the MMEC of doped manganite and the influence of dopants on the magnetocaloric effect of doped manganite compounds, this work developed a grid search (GS)-based extreme learning machine (ELM) and hybrid gravitational search algorithm (GSA)-based support vector regression (SVR) for estimating the MMEC of doped manganite compounds using ionic radii and crystal lattice parameters as descriptors. Based on the root-mean-square error (RMSE), the developed GSA-SVR-radii model performs better than the existing genetic algorithm (GA)-SVR-ionic model in the literature by 27.09%, while the developed GSA-SVR-crystal model performs better than the existing GA-SVR-lattice model in the literature by 38.34%. Similarly, the developed ELM-GS-crystal model performs better than the existing GA-SVR-ionic model with a performance enhancement of 14.39% and 20.65% using the mean absolute error (MAE) and RMSE, respectively, as performance measuring parameters. The developed models also perform better than the existing models using correlation coefficient as the performance measuring parameter when validated with experimentally measured MMEC. The superior performance of the present models coupled with easy accessibility of the descriptors definitely will facilitate the synthesis of doped manganite compounds with a high magnetocaloric effect without experimental stress.",doped manganite compounds modeled with ionic radii and crystal lattice parameters,machine-learning descriptors capture dopant and lattice effects on maximum magnetic entropy change for magnetocaloric behavior,1,0,0,0,,True,claim_extracted_not_mapped
P1645,iTE,iTE2_0372,2013,Functional oxide interfaces,MRS BULLETIN,10.1557/mrs.2013.282,"Functional perovskite oxides are recognized for their stunningly rich physics and for their potential as next-generation electronic materials. Their properties include high T-c superconductivity, colossal magnetoresistance, record-high dielectric/ferroelectric/piezoelectric performances, multiferroic behavior, resistive switching behavior, giant thermoelectric and magnetocaloric effects, giant ionic conduction, and catalytic behavior. Due to their intrinsic chemical and crystal similarities, functional oxides can be stacked in multilayer heterostructures exhibiting an astonishing degree of epitaxial perfection. Such artificial systems not only allow one to combine in a single device the functionalities of their individual layers, but often reveal an even wider range of emergent novel properties that can be surprisingly different from those of the single building blocks. The goal of this issue of MRS Bulletin is to present the state of the art of oxide interfaces in inscience and technology. Here we provide an introduction to their properties, serving as a base for the following topical articles.",functional perovskite oxide interfaces and multilayer oxide heterostructures,"epitaxial oxide interfaces combine layer functionalities and generate emergent superconducting, magnetic, ionic, thermoelectric, and catalytic phenomena",1,0,0,0,,True,claim_extracted_not_mapped
P1646,iTE,iTE2_0373,2025,"A DFT analysis of enhanced structural, mechanical, elastic tensor analysis, optical, electronic, thermoelectric and magnetic characteristics of X2ScHgCl6 (X=Cs, Rb)",JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,10.1016/j.jpcs.2025.112637,"This study employs first-principles calculations to investigate the physical properties of X2ScHgCl6 (X = Cs or Rb). The mBJ functional is used to ensure accurate and comprehensive analysis on these physical features. The results show that X2ScHgCl6 show significant thermodynamic and structural stability. The mechanical properties confirm that both HDPs are mechanically stable, as verified by the Born stability criteria. The positive values of Cauchy pressure (Cp) calculated as 4.09 GPa for Cs2ScHgCl6 and 7.09 GPa for Rb2ScHgCl6, further indicate the presence of ionic bonding in these materials. To explore their electronic behavior, the band gaps (Eg) and dispersion of electronic states are analysed. Rb2ScHgCl6 displays a direct Eg of 2.23 eV in spin-up and 3.57 eV in spin-down states, while Cs2ScHgCl6 shows direct Eg of 2.25 eV in spin-down and 3.21 eV in spin-up states, confirming their semiconducting nature. The maximum optical conductivity for Rb2ScHgCl6 is calculated to be 5165 1/Omega cm at 12.83 eV, while for Cs2ScHgCl6, it is 4595 1/Omega cm at 13.20 eV. The imaginary dielectric epsilon 2(omega) reveals absorption peaks, reaching a maximum value of at 5.52 eV and for Rb2ScHgCl6 and at 5.42 eV for Cs2ScHgCl6. The optical conduction shows peaks extending beyond the UV range, indicating that these substances are interesting options for solar energy uses. The high ZT values of 0.91 and 0.90 at 50K for Rb2ScHgCl6 and Cs2ScHgCl6, respectively, indicate their potential suitability for low-temperature thermoelectric (TE) applications.",halide double perovskites Cs2ScHgCl6 and Rb2ScHgCl6,"ionic bonding, direct spin-dependent band gaps, UV optical conductivity, and high low-temperature ZT drive TE/solar potential",1,0,0,0,,True,claim_extracted_not_mapped
P1647,iTE,iTE2_0374,2009,Optimization of growth of ternary CuInS2 thin films by ionic reactions in alkaline chemical bath as n-type photoabsorber layer,MATERIALS CHEMISTRY AND PHYSICS,10.1016/j.matchemphys.2009.02.003,"Thin films of n-type CuInS2 (CIS) have been grown onto a indium-tin-oxide glass substrates using the ionic reactions in alkaline chemical bath at 40 degrees C temperature. The alkaline cationic and anionic in single precursor solution is obtained by dissolving CuSO4 (0.02 M), InCl3 (0.02 M), citric acid (0.05 M) and NH2-CS-NH2 (0.02 M) in deionized water at higher pH value (11). In order to achieve uniformity of the films an appropriate triethanolamine has been added in the precursor solution. The as-deposited CIS films are annealed in air at 150 degrees C for 30 min in air. The structure, morphology, composition and chemical bonding are studied by X-ray diffraction, scanning electron microscopy, energy dispersive analysis of X-ray and X-ray photoelectron spectroscopy, respectively. The substrate surface is well-covered by dense nanorods type morphology with indium-rich stoichiometry. The thickness of prepared CuInS2 layer is about 200 nm and spherical grains of about 20-200 nm are agglomerated over substrate surface. The thermoelectric power, dark and light I-V characteristics are used for electrical measurements. The type of conductivity is changed from n to p after etching in an aqueous ammonia solution. (C) 2009 Elsevier B.V. All rights reserved.","n-type CuInS2 thin films on ITO from CuSO4, InCl3, citric acid, thiourea, triethanolamine, alkaline bath",ionic reactions in alkaline chemical bath form dense nanorod CIS films; ammonia etching changes conductivity from n-type to p-type,2,0,0,0,,True,claim_extracted_not_mapped
P1648,iTE,iTE2_0375,2025,Solid-State Molecular Architecture in ABTe3: Revealing Chemically Inspired Features for Thermoelectricity,JOURNAL OF PHYSICAL CHEMISTRY C,10.1021/acs.jpcc.4c06477,"The pursuit of efficient thermoelectric (TE) materials poses a formidable challenge, where the delicate balance of inherently conflicting material properties is key to elevating the figure of merit (zT). Here, we tackle this challenge by exploiting the offbeat chemistry of tellurium atoms (Te). Through comprehensive first-principles calculations, we identify a group of synthesized Te-based ABTe3 (A is a metal and B a nonmetal element) compounds (bearing a perovskite formula but not a perovskite in nature), where the unique chemistry of Te allows the formation of organic-like molecules within the crystalline system, a unique feature that leads to phonon-glass lattice thermal conductivity (kappa L) and thus high thermoelectric efficiency in this family of materials. The molecular-like entities introduce complex and hierarchical bonding patterns (i.e., mixtures of ionic, covalent, and metavalent) into the crystal structure, thus causing massive anharmonic lattice vibrations, for example, AlSiTe3 and AgITe3 house, respectively, ethane-like Si2Te6, and neutral chairlike cyclohexan Te6 molecules. The rattling vibrations of these large molecular units impede the lattice heat transport down to the amorphous limit of 0.1 W m-1 K-1. The molecular entities also endow exceptional n-type and p-type power factors to this family of materials (i.e., 4.2 mW-1 K-2 at 700 K for AgITe3), which exceed the most established TE materials like Bi2Te3 and PbTe using the same level of calculations. By leveraging glass-like kappa L and using electron relaxation time calculations, AgITe3 achieves a zT value of approximately 1.5 at 600 K within a feasible carrier concentration of about 5 x 1018 cm-3. Given their robust thermal and moisture stability and their distinctive chemistry, ABTe3 compounds emerge as compelling candidates for impending thermoelectric applications, warranting further experimental research.",Te-based ABTe3 compounds including AlSiTe3 and AgITe3 with Si2Te6 and Te6 molecular units,"organic-like molecular entities and mixed ionic/covalent/metavalent bonding cause anharmonic rattling, amorphous-limit kappaL, and high power factors",1,0,0,0,,True,claim_extracted_not_mapped
P1649,iTE,iTE2_0376,2006,Study on the electrical and dielectric behaviour of Zn-substituted cobalt ferrialuminates,JOURNAL OF PHYSICS-CONDENSED MATTER,10.1088/0953-8984/18/34/017,"The structural, electrical and dielectric properties of the spinel ferrite system ZnxCo1-xFeAlO4 (x = 0.2-0.5) have been studied by means of various experimental techniques. Polycrystalline samples of this series have been prepared by the double sintering ceramic method. The structural parameters such as the lattice constant, x-ray density, pore fraction, cation distribution, interionic distances and polaron radius have been determined for better understanding of the electrical and dielectric behaviour. The compositional and thermal variations of the electrical properties have been studied by means of dc resistivity, thermoelectric power, I-V and C-V measurements. The electrical parameters such as the activation energy, Fermi energy, charge carrier concentration and mobility have been determined and a probable conduction mechanism in the system has been suggested. It is found that the ferrites are electronic conductors, and various results confirm the formation of small polarons. Current controlled negative resistance (CCNR)-type switching is observed in samples with x = 0.3-0.5. The dielectric behaviour of the systemhas been studied by measuring the dielectric constant, complex dielectric constant and conductivity in the frequency range 100 Hz-1 MHz at selected temperatures. The compositions exhibit normal dielectric behaviour, attributed to Maxwell-Wagner type interfacial polarization. Broadband dielectric spectroscopy in the form of an electric modulus has been applied to investigate the electrical spectroscopy in a wide temperature range. The results clearly indicate the presence of the non-Debye type of dielectric relaxation in these materials.",spinel ferrites ZnxCo1-xFeAlO4,"small-polaron electronic conduction, CCNR switching, Maxwell-Wagner interfacial polarization, and non-Debye relaxation explain electrical/dielectric behavior",1,0,0,0,,True,claim_extracted_not_mapped
P1650,iTE,iTE2_0377,2026,Reinforced photothermoelectric effect of single-walled carbon nanotubes by electrochemical regulation,JOURNAL OF POWER SOURCES,10.1016/j.jpowsour.2026.239563,"Single-walled carbon nanotube (SWCNT) films, owing to their superior tunable electron transport characteristics, are expected to enable flexible and high-performance energy harvesting materials towards photothermal, photovoltaic, and thermoelectric conversion fields. Thus, it is crucial to prepare semiconducting (s-) SWCNTs towards a highly efficient device. However, the available technology is mainly for sorting SWCNTs, which involves complex operations. Moreover, pure s-SWCNTs exhibit relatively poor electron transport performance compared with metallic (m-) SWCNTs. Here, we report an electrochemical-modulation approach that directly regulates the electronic structure of unsorted SWCNT networks without any separation process. By applying controlled potentials in an ionic-liquid electrolyte, the Fermi level and density of states of s-SWCNTs are reversibly tuned, thereby modifying the energetic alignment and carrier-filtering behavior. This unsorted treatment greatly reduces the reflectance of SWCNT films and thus improves the harvesting of light energy. With the electrical conductivity undisturbed under light illumination, the Seebeck coefficient completes a about 50% improvement for the SWCNTs obtained at an applied potential of -0.2 V, resulting in a large power factor of 261 & micro;W m- 1 K- 2, which is 2-fold higher than that of pristine SWCNTs. The reinforced photothermoelectric effect is associated with the changes in the energy barrier at the m-s junctions in unsorted SWCNTs, which provides an alternative way for unsorted SWCNTs in high-performance solar energy harvesting.",unsorted single-walled carbon nanotube films in ionic-liquid electrolyte,"electrochemical potential tuning shifts Fermi level/DOS and m-s junction barriers, improving light harvesting, Seebeck coefficient, and photothermoelectric effect",0,0,0,0,,False,outside_analysis_freeze_window
P1651,iTE,iTE2_0378,2006,"Electronic structure of the ternary Zintl-phase compounds Zr3Ni3Sb4, Hf3Ni3Sb4, and Zr3Pt3Sb4 and their similarity to half-Heusler compounds such as ZrNiSn",PHYSICAL REVIEW B,10.1103/physrevb.74.035111,"The Zintl-phase compounds Zr3Ni3Sb4, Hf3Ni3Sb4, and Zr3Pt3Sb4, are the first compounds discovered in this crystal structure not to contain Y or an f-electron atom. We have attempted to understand their electronic structure by comparison to the more extensively studied half-Heusler compounds such as ZrNiSn. While the half-Heusler compounds have more ionic bonding in its stuffed-NaCl crystal structure compared to the covalent Zintl network, several similarities were found between the calculated electronic structures. These similarities include the nature of the bonding, the formation of the ternary compound by adding Ni (or Pt) atoms into the octahedrally coordinated pockets of a known binary compound, and the gap formation due to Ni (or Pt) d-Zr d hybridization.","Zintl-phase compounds Zr3Ni3Sb4, Hf3Ni3Sb4, Zr3Pt3Sb4 and half-Heusler ZrNiSn",Ni/Pt-d and Zr-d hybridization in covalent Zintl networks creates gap formation analogous to half-Heusler electronic structure,1,0,0,0,,True,claim_extracted_not_mapped
P1652,iTE,iTE2_0379,2022,Unexpected role of metal halides in a chalcogenide glass network,MATERIALS & DESIGN,10.1016/j.matdes.2022.110547,"Chalcogenide glasses containing light alkali and Group 11 (Cu, Ag) halides MY (Y = Cl, Br, I) exhibit high ionic conductivity while their heavy alkali counterparts show promising properties for optical applications. The structural role of metal halides in chalcogenide glass networks remains either essentially unknown (alkali halides) or controversial (CuY, AgY). In addition, possible structural changes as a function of MY content have not been reported. Using pulsed neutron diffraction, high-energy X-ray scattering, Raman spectroscopy and FPMD modeling, we show unexpected role of silver halides as unconventional modifiers taking two contrasting glass compositions: (AgI)(0.1)(As2S3)(0.9) (critical percolation domain) and (AgBr)(0.5)(As2S3)(0.5) (modifier-controlled region) as an example. The latter alloy seems to be a promising precursor for thermoelectric applications. The deep insight into the glass structure on the short- and intermediate-range scale, including an enhanced chemical disorder, enables a rational design of these functional materials. (C) 2022 The Author(s). Published by Elsevier Ltd. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).",chalcogenide glasses (AgI)0.1(As2S3)0.9 and (AgBr)0.5(As2S3)0.5 with AgI/AgBr modifiers,"silver halides act as unconventional network modifiers, increasing chemical disorder and reshaping short/intermediate-range glass structure for ionic/TE behavior",1,0,0,0,,True,claim_extracted_not_mapped
P1653,iTE,iTE2_0380,2025,Impact of non-stoichiometry on lattice thermal conduction at SrTiO3 grain boundaries,SCRIPTA MATERIALIA,10.1016/j.scriptamat.2024.116524,"SrTiO3 is a typical cubic perovskite and serves as a candidate for thermoelectric materials. To improve the performance, it is necessary to reduce its inherently high lattice thermal conductivity by introducing lattice defects such as grain boundaries. However, the atomic structures and compositions of grain boundaries that effectively suppress thermal conduction in SrTiO3 have not been elucidated. Here, we have systematically calculated the thermal conductivity of 88 SrTiO3 symmetric tilt grain boundaries, including stoichiometric, TiO2- rich, and SrO-rich ones, using molecular dynamics simulations. The result shows that the excess volume of grain boundary is crucial in determining thermal conductivity, as is the case with ionic MgO. Further analysis also reveals that SrO-rich grain boundaries exhibit lower thermal conductivity than TiO2-rich ones due to their higher excess volume and weaker Sr-O bonds. Grain boundary non-stoichiometry is an important factor to control lattice thermal conduction in SrTiO3.","stoichiometric, TiO2-rich, and SrO-rich SrTiO3 grain boundaries",grain-boundary excess volume and non-stoichiometry govern lattice thermal conduction; SrO-rich boundaries lower kappa via weaker Sr-O bonds,2,0,0,0,,True,claim_extracted_not_mapped
P1654,iTE,iTE2_0381,2026,The influence of Ho doping on the crystal structure and thermoelectric transport properties of InO,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS,10.1007/s10854-026-17882-w,"Oxide thermoelectrics stand out for their low cost, rich raw materials and eco-friendliness, yet pristine In2O3 suffers from low intrinsic carrier density, high lattice thermal conductivity and unstable oxygen vacancies, severely hampering its thermoelectric performance. Herein, we fabricate Ho-doped In2O3 via solid-state reaction coupled with spark plasma sintering, and systematically clarify the doping effects and intrinsic mechanisms on crystal structure, electrical/thermal transport and mechanical behaviors. Characterizations verify that Ho3+ successfully substitutes for In3+ to form homogeneous substitutional solid solutions, accompanied by a gradual expansion of lattice parameters. Benefiting from Ho doping, the carrier concentration is boosted by 45-fold, and the electrical conductivity rises from 0.56 S & centerdot; to 181 S & centerdot;cm(-1). The optimal power factor of 5.8 mu W & centerdot;cm(-1)& centerdot;K-1 is achieved at 973 K, 3.2 times that of pure In2O3. The large mass and ionic radius differences between Ho3+ and In3+ generate intense point-defect scattering, cutting lattice thermal conductivity by 62%. Notably, a distinctive decoupling effect of mechanical properties is observed: Young's modulus declines from 76 to 43 GPa, while Vickers hardness continuously increases with doping level. The maximum ZT value reaches 0.31 at 973 K for x = 0.0015, similar to 5.17 times as the undoped counterpart, and a broad performance optimization window exists within x = 0.0015-0.0021. Mechanism analysis reveals that Ho doping realizes the synergistic improvement of multi-performance via three pathways: lattice distortion and oxygen vacancy modulation, 5d/6 s orbital hybridization, and enhanced point-defect scattering. This work not only clarifies the regulation mechanism of rare earth doping in In2O3 but also offers a novel strategy for developing high-performance rare earth-doped oxide thermoelectric materials.",Ho-doped In2O3 solid solutions made by solid-state reaction and SPS,"Ho3+ substitution modulates oxygen vacancies, lattice distortion, 5d/6s orbital hybridization, carrier density, and point-defect phonon scattering",0,0,0,0,,False,outside_analysis_freeze_window
P1655,iTE,iTE2_0382,2014,Electrical properties and initial permeability of Cu-Mg ferrites,SOLID STATE SCIENCES,10.1016/j.solidstatesciences.2014.03.002,"A series of polycrystalline spinel ferrites with composition Cu1-xMgxFe2O4 where 0.0 <= x <= 1 are prepared by the standard ceramic method. The single-phase cubic spinel structure of all the samples has been confirmed from X-ray diffraction analysis. The lattice constant increases linearly with increasing magnesium content obeying Vegard's law. The electrical properties (epsilon', and sigma) of the prepared samples are measured at different temperatures as a function of applied frequency ranging from 100 kHz up to 5 MHz. The general trend of epsilon', and sigma is decreased with increasing Mg2+ and increases with increasing temperature. The observed variation of dielectric properties is explained on the basis of Cu2+/Cu1+ ionic concentration as well as the electronic hopping frequency between Fe2+ and Fe3+ ions in the present samples. The data of initial permeability is also discussed. (C) 2014 Elsevier Masson SAS. All rights reserved.",spinel ferrites Cu1-xMgxFe2O4,"Mg substitution changes Cu2+/Cu1+ concentration and Fe2+/Fe3+ hopping frequency, reducing dielectric/electrical response with Mg content",1,0,0,0,,True,claim_extracted_not_mapped
