mention_id,key,paper_id,domain,raw_label,raw_role,concept_id,canonical_label,normalization_status,decision_group
iTE:P1645:hetero,m21676,P1645,iTE,Artificial functional-oxide multilayer heterostructures,material_entity,iTE:Cf56794fcfe6c95,Artificial functional-oxide multilayer heterostructures,singleton_not_semantically_reviewed,
iTE:P1645:ox,m21677,P1645,iTE,Functional oxides,material_entity,iTE:Cff74bca7a719d4,Functional oxides,singleton_not_semantically_reviewed,
iTE:P1645:similar,m21678,P1645,iTE,Intrinsic chemical and crystal similarities of functional oxides,descriptor,iTE:C8b26231817d88c,Intrinsic chemical and crystal similarities of functional oxides,singleton_not_semantically_reviewed,
iTE:P1645:stack,m21679,P1645,iTE,Stacking in multilayer heterostructures,design_strategy,iTE:Ccef33715d119bd,Stacking in multilayer heterostructures,singleton_not_semantically_reviewed,
iTE:P1646:ac,m21680,P1646,iTE,Imaginary-dielectric absorption maximum at 5.42 eV,quantity,iTE:C41648f0c4c9699,Imaginary-dielectric absorption maximum at 5.42 eV,singleton_not_semantically_reviewed,
iTE:P1646:all,m21681,P1646,iTE,"X2ScHgCl6 (X = Cs, Rb)",material_entity,iTE:C872b71d857c757,"X2ScHgCl6 (X = Cs, Rb)",singleton_not_semantically_reviewed,
iTE:P1646:ar,m21682,P1646,iTE,Imaginary-dielectric absorption maximum at 5.52 eV,quantity,iTE:C002a6667f967fc,Imaginary-dielectric absorption maximum at 5.52 eV,singleton_not_semantically_reviewed,
iTE:P1646:ccs,m21683,P1646,iTE,Positive Cauchy pressure 4.09 GPa,quantity,iTE:Cd9a2abbe74ef5e,Positive Cauchy pressure 4.09 GPa,singleton_not_semantically_reviewed,
iTE:P1646:cd,m21684,P1646,iTE,Direct spin-down band gap 2.25 eV,quantity,iTE:C6f6827dc5effc8,Direct spin-down band gap 2.25 eV,singleton_not_semantically_reviewed,
iTE:P1646:crb,m21685,P1646,iTE,Positive Cauchy pressure 7.09 GPa,quantity,iTE:Cd08e1f9e535305,Positive Cauchy pressure 7.09 GPa,singleton_not_semantically_reviewed,
iTE:P1646:cs,m21686,P1646,iTE,Cs2ScHgCl6,material_entity,iTE:C6855be1a214c2a,Cs2ScHgCl6,singleton_not_semantically_reviewed,
iTE:P1646:cu,m21687,P1646,iTE,Direct spin-up band gap 3.21 eV,quantity,iTE:Ccfa6741b9942aa,Direct spin-up band gap 3.21 eV,singleton_not_semantically_reviewed,
iTE:P1646:ionic,m21688,P1646,iTE,Ionic bonding,interaction,iTE:C21a2e37359b737,Ionic bonding,model_merged,g0272
iTE:P1646:mech,m21689,P1646,iTE,Mechanical stability,state_structure,iTE:Ce7845b5dd1b686,Mechanical stability,model_merged,g0274
iTE:P1646:oc,m21690,P1646,iTE,Maximum optical conductivity 4595 1/Omega cm,quantity,iTE:Cf3d4553134521a,Maximum optical conductivity 4595 1/Omega cm,singleton_not_semantically_reviewed,
iTE:P1646:or,m21691,P1646,iTE,Maximum optical conductivity 5165 1/Omega cm,quantity,iTE:Cdbc5364a6f9346,Maximum optical conductivity 5165 1/Omega cm,singleton_not_semantically_reviewed,
iTE:P1646:peaks,m21692,P1646,iTE,Optical conduction peaks extending beyond the UV range,descriptor,iTE:Ce33e14b52308a2,Optical conduction peaks extending beyond the UV range,singleton_not_semantically_reviewed,
iTE:P1646:rb,m21693,P1646,iTE,Rb2ScHgCl6,material_entity,iTE:C929b2eace19c2b,Rb2ScHgCl6,singleton_not_semantically_reviewed,
iTE:P1646:rd,m21694,P1646,iTE,Direct spin-down band gap 3.57 eV,quantity,iTE:C0dcb11b41e144a,Direct spin-down band gap 3.57 eV,singleton_not_semantically_reviewed,
iTE:P1646:ru,m21695,P1646,iTE,Direct spin-up band gap 2.23 eV,quantity,iTE:Cf8d8a2c3bee7b1,Direct spin-up band gap 2.23 eV,singleton_not_semantically_reviewed,
iTE:P1646:semi,m21696,P1646,iTE,Semiconducting nature,state_structure,iTE:Ca115ade63c0c22,Semiconducting nature (spin-resolved direct gaps),model_kept_separate,g0618
iTE:P1646:solar,m21697,P1646,iTE,Solar energy uses,application,iTE:Ccbbd64f6fb1090,Solar energy uses,singleton_not_semantically_reviewed,
iTE:P1646:struct,m21698,P1646,iTE,Significant structural stability,state_structure,iTE:Ccc54738cf696cc,Significant structural stability,singleton_not_semantically_reviewed,
iTE:P1646:te,m21699,P1646,iTE,Low-temperature thermoelectric applications,application,iTE:C03d299c88f56bb,Low-temperature thermoelectric applications,model_merged,g0781
iTE:P1646:therm,m21700,P1646,iTE,Significant thermodynamic stability,state_structure,iTE:Cbdd128bc7b2430,Significant thermodynamic stability,singleton_not_semantically_reviewed,
iTE:P1646:zc,m21701,P1646,iTE,ZT 0.90,performance_function,iTE:Cbde16ae6b9979e,ZT 0.90,singleton_not_semantically_reviewed,
iTE:P1646:zr,m21702,P1646,iTE,ZT 0.91,performance_function,iTE:C303f7bccdc01df,ZT 0.91,singleton_not_semantically_reviewed,
iTE:P1647:anneal,m21703,P1647,iTE,Air annealing,mechanism_process,iTE:Cba051fee08cbc5,Air annealing,singleton_not_semantically_reviewed,
iTE:P1647:etch,m21704,P1647,iTE,Etching in aqueous ammonia solution,design_strategy,iTE:Cf48e931ba352fb,Etching in aqueous ammonia solution,singleton_not_semantically_reviewed,
iTE:P1647:film,m21705,P1647,iTE,As-deposited n-type CuInS2 thin films,material_entity,iTE:Ca37b0a016e9185,As-deposited n-type CuInS2 thin films,singleton_not_semantically_reviewed,
iTE:P1647:grains,m21706,P1647,iTE,Agglomerated spherical grains about 20–200 nm,state_structure,iTE:Ccead558e908f36,Agglomerated spherical grains about 20–200 nm,singleton_not_semantically_reviewed,
iTE:P1647:growth,m21707,P1647,iTE,Ionic reactions in alkaline chemical bath,mechanism_process,iTE:C4bd20144cde50b,Ionic reactions in alkaline chemical bath,singleton_not_semantically_reviewed,
iTE:P1647:prepared,m21708,P1647,iTE,Prepared CuInS2 layer,material_entity,iTE:C3fefd475c4b8ee,Prepared CuInS2 layer,singleton_not_semantically_reviewed,
iTE:P1647:rich,m21709,P1647,iTE,Indium-rich stoichiometry,descriptor,iTE:Ce6b679af8cf7d2,Indium-rich stoichiometry,singleton_not_semantically_reviewed,
iTE:P1647:rods,m21710,P1647,iTE,Dense nanorod-type morphology covering substrate,state_structure,iTE:Cc9c125cd868e51,Dense nanorod-type morphology covering substrate,singleton_not_semantically_reviewed,
iTE:P1647:substrate,m21711,P1647,iTE,Indium-tin-oxide glass substrate,material_entity,iTE:C0ff9201abaca47,Indium-tin-oxide glass substrate,singleton_not_semantically_reviewed,
iTE:P1647:switch,m21712,P1647,iTE,Conductivity type changes from n to p,state_structure,iTE:C0a95743d1a9a67,Conductivity type changes from n to p,singleton_not_semantically_reviewed,
iTE:P1647:tea,m21713,P1647,iTE,Triethanolamine addition to precursor solution,design_strategy,iTE:Caccacd3743a483,Triethanolamine addition to precursor solution,singleton_not_semantically_reviewed,
iTE:P1647:thick,m21714,P1647,iTE,Layer thickness about 200 nm,quantity,iTE:C0e518ba43f4f06,Layer thickness about 200 nm,singleton_not_semantically_reviewed,
iTE:P1647:uniform,m21715,P1647,iTE,Film uniformity,descriptor,iTE:C792db677db7216,Film uniformity,singleton_not_semantically_reviewed,
iTE:P1648:ag,m21716,P1648,iTE,AgITe3,material_entity,iTE:Ca2eeb95685a3fb,AgITe3,singleton_not_semantically_reviewed,
iTE:P1648:agpf,m21717,P1648,iTE,Power factor 4.2 mW-1 K-2,performance_function,iTE:Cff5784327c3194,Power factor 4.2 mW-1 K-2,singleton_not_semantically_reviewed,
iTE:P1648:al,m21718,P1648,iTE,AlSiTe3,material_entity,iTE:Ca569615e091aa5,AlSiTe3,singleton_not_semantically_reviewed,
iTE:P1648:anh,m21719,P1648,iTE,Massive anharmonic lattice vibrations,mechanism_process,iTE:C6d010d8e66618f,Massive anharmonic lattice vibrations,singleton_not_semantically_reviewed,
iTE:P1648:bonds,m21720,P1648,iTE,"Complex hierarchical mixtures of ionic, covalent and metavalent bonding",interaction,iTE:Cf3bf4d5c8aa69d,"Complex hierarchical mixtures of ionic, covalent and metavalent bonding",singleton_not_semantically_reviewed,
iTE:P1648:chem,m21721,P1648,iTE,Unique tellurium chemistry,descriptor,iTE:C0bad8b88b5cd4b,Unique tellurium chemistry,singleton_not_semantically_reviewed,
iTE:P1648:eff,m21722,P1648,iTE,High thermoelectric efficiency,performance_function,iTE:C066a36ed7fbe42,High thermoelectric efficiency,model_merged,g0730
iTE:P1648:family,m21723,P1648,iTE,"ABTe3 compounds (A metal, B nonmetal)",material_entity,iTE:C988d0e9641673f,"ABTe3 compounds (A metal, B nonmetal)",singleton_not_semantically_reviewed,
iTE:P1648:formula,m21724,P1648,iTE,Perovskite formula,descriptor,iTE:C6a118c3e592f5f,Perovskite formula,singleton_not_semantically_reviewed,
iTE:P1648:glass,m21725,P1648,iTE,Phonon-glass lattice thermal conductivity,quantity,iTE:C94a2045f7a98c7,Phonon-glass lattice thermal conductivity,singleton_not_semantically_reviewed,
iTE:P1648:limit,m21726,P1648,iTE,Lattice thermal conductivity at amorphous limit of 0.1 W m-1 K-1,quantity,iTE:C314e3bded4ce03,Lattice thermal conductivity at amorphous limit of 0.1 W m-1 K-1,singleton_not_semantically_reviewed,
iTE:P1648:moist,m21727,P1648,iTE,Robust moisture stability,state_structure,iTE:C1be57b4cbad5e9,Robust moisture stability,singleton_not_semantically_reviewed,
iTE:P1648:molecules,m21728,P1648,iTE,Organic-like molecular entities within ABTe3 crystals,state_structure,iTE:C5c17f53a7c8cac,Organic-like molecular entities within ABTe3 crystals,singleton_not_semantically_reviewed,
iTE:P1648:perov,m21729,P1648,iTE,Perovskite structure,state_structure,iTE:C567d8e7272dffc,Perovskite structure,model_merged,g0640
iTE:P1648:pf,m21730,P1648,iTE,Exceptional n-type and p-type power factors,performance_function,iTE:C625cb827d92ac1,Exceptional n-type and p-type power factors,singleton_not_semantically_reviewed,
iTE:P1648:rattle,m21731,P1648,iTE,Rattling vibrations of large molecular units,mechanism_process,iTE:C1459a91abd9df8,Rattling vibrations of large molecular units,singleton_not_semantically_reviewed,
iTE:P1648:si,m21732,P1648,iTE,Ethane-like Si2Te6 molecules,state_structure,iTE:Cdc7beb0f244b33,Ethane-like Si2Te6 molecules,singleton_not_semantically_reviewed,
iTE:P1648:te,m21733,P1648,iTE,Neutral chairlike 'cyclohexan' Te6 molecules,state_structure,iTE:C5882186c9ada31,Neutral chairlike 'cyclohexan' Te6 molecules,singleton_not_semantically_reviewed,
iTE:P1648:thermal,m21734,P1648,iTE,Robust thermal stability,state_structure,iTE:Ceb610fcc29f033,Robust thermal stability,model_merged,g0693
iTE:P1648:use,m21735,P1648,iTE,Thermoelectric applications,application,iTE:C86e0dd88b91b46,Thermoelectric applications,model_merged,g0377
iTE:P1648:zt,m21736,P1648,iTE,zT approximately 1.5,performance_function,iTE:Cff894732e619b2,zT approximately 1.5,singleton_not_semantically_reviewed,
iTE:P1649:ccnr,m21737,P1649,iTE,Current-controlled negative-resistance switching,performance_function,iTE:Ca4a7b2f5ecc26f,Current-controlled negative-resistance switching,singleton_not_semantically_reviewed,
iTE:P1649:elec,m21738,P1649,iTE,Electronic conduction,mechanism_process,iTE:C2852617b6c78f1,Electronic conduction with small polarons,model_kept_separate,g0260
iTE:P1649:f,m21739,P1649,iTE,"ZnxCo1-xFeAlO4 spinel ferrites, x = 0.2–0.5",material_entity,iTE:C1251cb3d7690b2,"ZnxCo1-xFeAlO4 spinel ferrites, x = 0.2–0.5",singleton_not_semantically_reviewed,
iTE:P1649:mw,m21740,P1649,iTE,Maxwell-Wagner interfacial polarization,mechanism_process,iTE:Ce287eb87ba0189,Maxwell-Wagner interfacial polarization,singleton_not_semantically_reviewed,
iTE:P1649:non,m21741,P1649,iTE,Non-Debye dielectric relaxation,mechanism_process,iTE:Cfeb4e22d4902fa,Non-Debye dielectric relaxation,singleton_not_semantically_reviewed,
iTE:P1649:normal,m21742,P1649,iTE,Normal dielectric behavior,descriptor,iTE:Cae642794696582,Normal dielectric behavior,singleton_not_semantically_reviewed,
iTE:P1649:pol,m21743,P1649,iTE,Small polaron formation,mechanism_process,iTE:C2a008b72c4f6ae,Small polaron formation,singleton_not_semantically_reviewed,
iTE:P1649:poly,m21744,P1649,iTE,Polycrystalline ZnxCo1-xFeAlO4 samples,material_entity,iTE:Cb8ef1af46396aa,Polycrystalline ZnxCo1-xFeAlO4 samples,singleton_not_semantically_reviewed,
iTE:P1649:sinter,m21745,P1649,iTE,Double sintering ceramic method,mechanism_process,iTE:C108e1a3504e115,Double sintering ceramic method,singleton_not_semantically_reviewed,
iTE:P1649:subset,m21746,P1649,iTE,"ZnxCo1-xFeAlO4 samples, x = 0.3–0.5",material_entity,iTE:Cfbd01caf4e69ac,"ZnxCo1-xFeAlO4 samples, x = 0.3–0.5",singleton_not_semantically_reviewed,
iTE:P1650:align,m21747,P1650,iTE,Energetic alignment,state_structure,iTE:C6455f2eb98e366,Energetic alignment,singleton_not_semantically_reviewed,
iTE:P1650:barrier,m21748,P1650,iTE,Changes in energy barrier at metallic–semiconducting SWCNT junctions,quantity,iTE:Cef05f921952973,Changes in energy barrier at metallic–semiconducting SWCNT junctions,singleton_not_semantically_reviewed,
iTE:P1650:dos,m21749,P1650,iTE,Density of states of semiconducting SWCNTs,quantity,iTE:C6adceb7255b6e0,Density of states of semiconducting SWCNTs,singleton_not_semantically_reviewed,
iTE:P1650:electronic,m21750,P1650,iTE,Electronic structure of unsorted SWCNT networks,state_structure,iTE:Cedc58c4a3e7305,Electronic structure of unsorted SWCNT networks,singleton_not_semantically_reviewed,
iTE:P1650:fermi,m21751,P1650,iTE,Fermi level of semiconducting SWCNTs,quantity,iTE:C76349830631c2c,Fermi level of semiconducting SWCNTs,singleton_not_semantically_reviewed,
iTE:P1650:filter,m21752,P1650,iTE,Carrier-filtering behavior,mechanism_process,iTE:C18388810887bc1,Carrier-filtering behavior,singleton_not_semantically_reviewed,
iTE:P1650:harvest,m21753,P1650,iTE,Light-energy harvesting,performance_function,iTE:Cbcd7b55819537e,Light-energy harvesting,singleton_not_semantically_reviewed,
iTE:P1650:pf,m21754,P1650,iTE,Power factor 261 microW m-1 K-2,performance_function,iTE:C44ec1e0bfc0f22,Power factor 261 microW m-1 K-2,singleton_not_semantically_reviewed,
iTE:P1650:potential,m21755,P1650,iTE,Controlled potentials in ionic-liquid electrolyte,condition,iTE:C79dc454884a464,Controlled potentials in ionic-liquid electrolyte,singleton_not_semantically_reviewed,
iTE:P1650:pte,m21756,P1650,iTE,Reinforced photothermoelectric effect,performance_function,iTE:C93e92548bcd218,Reinforced photothermoelectric effect,singleton_not_semantically_reviewed,
iTE:P1650:reflect,m21757,P1650,iTE,SWCNT-film reflectance,quantity,iTE:C2db936c2bb5434,SWCNT-film reflectance,singleton_not_semantically_reviewed,
iTE:P1650:sample,m21758,P1650,iTE,SWCNTs treated at -0.2 V,material_entity,iTE:Cff0b73d58a6b5a,SWCNTs treated at -0.2 V,singleton_not_semantically_reviewed,
iTE:P1650:seeb,m21759,P1650,iTE,Seebeck coefficient improvement about 50%,performance_function,iTE:Cc2305b6bcb84cf,Seebeck coefficient improvement about 50%,singleton_not_semantically_reviewed,
iTE:P1650:sigma,m21760,P1650,iTE,Electrical conductivity under light illumination,quantity,iTE:Cff79f84633c250,Electrical conductivity under light illumination,singleton_not_semantically_reviewed,
iTE:P1650:solar,m21761,P1650,iTE,High-performance solar-energy harvesting with unsorted SWCNTs,application,iTE:Cdd5a33260e3f3b,High-performance solar-energy harvesting with unsorted SWCNTs,singleton_not_semantically_reviewed,
iTE:P1650:treat,m21762,P1650,iTE,Electrochemical modulation of unsorted SWCNT networks,design_strategy,iTE:C3004b64a06dffd,Electrochemical modulation of unsorted SWCNT networks,singleton_not_semantically_reviewed,
iTE:P1651:excluded,m21763,P1651,iTE,Y or f-electron atom constituents,material_entity,iTE:C959c6c5de97057,Y or f-electron atom constituents,singleton_not_semantically_reviewed,
iTE:P1651:gap,m21764,P1651,iTE,Electronic gap formation,mechanism_process,iTE:C2c46b840e96672,Electronic gap formation,singleton_not_semantically_reviewed,
iTE:P1651:hh,m21765,P1651,iTE,Half-Heusler compounds such as ZrNiSn,material_entity,iTE:C55cd06fe1c0c7e,Half-Heusler compounds such as ZrNiSn,singleton_not_semantically_reviewed,
iTE:P1651:hyb,m21766,P1651,iTE,Ni or Pt d–Zr d hybridization,interaction,iTE:Cee769967927f65,Ni or Pt d–Zr d hybridization,singleton_not_semantically_reviewed,
iTE:P1651:insert,m21767,P1651,iTE,Addition of Ni or Pt atoms into octahedrally coordinated pockets of a known binary compound,mechanism_process,iTE:C60e9f478c23547,Addition of Ni or Pt atoms into octahedrally coordinated pockets of a known binary compound,singleton_not_semantically_reviewed,
iTE:P1651:ionic,m21768,P1651,iTE,Greater ionic bonding than in the covalent Zintl network,interaction,iTE:Cccf57cf686e23f,Greater ionic bonding than in the covalent Zintl network,singleton_not_semantically_reviewed,
iTE:P1651:nacl,m21769,P1651,iTE,Stuffed-NaCl crystal structure,state_structure,iTE:Cf262a299d46d58,Stuffed-NaCl crystal structure,singleton_not_semantically_reviewed,
iTE:P1651:network,m21770,P1651,iTE,Covalent Zintl network,state_structure,iTE:Ca66bc80ebc841b,Covalent Zintl network,singleton_not_semantically_reviewed,
iTE:P1651:sim,m21771,P1651,iTE,Similar calculated electronic structures and bonding characteristics,descriptor,iTE:Ce46f1ce40501fb,Similar calculated electronic structures and bonding characteristics,singleton_not_semantically_reviewed,
iTE:P1651:ternary,m21772,P1651,iTE,Ternary compound formation,mechanism_process,iTE:Cacf4881569e7e2,Ternary compound formation,singleton_not_semantically_reviewed,
iTE:P1651:z,m21773,P1651,iTE,"Zr3Ni3Sb4, Hf3Ni3Sb4 and Zr3Pt3Sb4 Zintl phases",material_entity,iTE:Cbb3738406b22f0,"Zr3Ni3Sb4, Hf3Ni3Sb4 and Zr3Pt3Sb4 Zintl phases",singleton_not_semantically_reviewed,
iTE:P1652:agb,m21774,P1652,iTE,(AgBr)0.5(As2S3)0.5 glass,material_entity,iTE:C44f3b0c6d32c54,(AgBr)0.5(As2S3)0.5 glass,singleton_not_semantically_reviewed,
iTE:P1652:agi,m21775,P1652,iTE,(AgI)0.1(As2S3)0.9 glass,material_entity,iTE:C06de91e7ab626e,(AgI)0.1(As2S3)0.9 glass,singleton_not_semantically_reviewed,
iTE:P1652:controlled,m21776,P1652,iTE,Modifier-controlled region,state_structure,iTE:Cc216a4d022f0c2,Modifier-controlled region,singleton_not_semantically_reviewed,
iTE:P1652:design,m21777,P1652,iTE,Rational design of functional glass materials,application,iTE:Ce96ed00a8cb04d,Rational design of functional glass materials,singleton_not_semantically_reviewed,
iTE:P1652:disorder,m21778,P1652,iTE,Enhanced chemical disorder,state_structure,iTE:C46aa5fd560024e,Enhanced chemical disorder,singleton_not_semantically_reviewed,
iTE:P1652:insight,m21779,P1652,iTE,Short- and intermediate-range glass-structure insight,descriptor,iTE:Cd57bdd2e09ac9c,Short- and intermediate-range glass-structure insight,singleton_not_semantically_reviewed,
iTE:P1652:modifier,m21780,P1652,iTE,Unconventional glass-network modifiers,descriptor,iTE:Cdb084a8ea9824f,Unconventional glass-network modifiers,singleton_not_semantically_reviewed,
iTE:P1652:percol,m21781,P1652,iTE,Critical percolation domain,state_structure,iTE:C183b962d67dea4,Critical percolation domain,singleton_not_semantically_reviewed,
iTE:P1652:silver,m21782,P1652,iTE,Silver halides in studied As2S3 glass networks,material_entity,iTE:Ce049c4ca3fc941,Silver halides in studied As2S3 glass networks,singleton_not_semantically_reviewed,
iTE:P1652:te,m21783,P1652,iTE,Precursor for thermoelectric applications,application,iTE:Cb037eaaa1288d3,Precursor for thermoelectric applications,singleton_not_semantically_reviewed,
iTE:P1653:conduction,m21784,P1653,iTE,SrTiO3 lattice thermal conduction,mechanism_process,iTE:Ccd2ce0a6000cf0,SrTiO3 lattice thermal conduction,singleton_not_semantically_reviewed,
iTE:P1653:excess,m21785,P1653,iTE,Grain-boundary excess volume,quantity,iTE:Cb3b78e12664d20,Grain-boundary excess volume,singleton_not_semantically_reviewed,
iTE:P1653:higher,m21786,P1653,iTE,Higher grain-boundary excess volume,quantity,iTE:C972d1b64c1c3b2,Higher grain-boundary excess volume,singleton_not_semantically_reviewed,
iTE:P1653:k,m21787,P1653,iTE,SrTiO3 grain-boundary thermal conductivity,quantity,iTE:Ccbc3eb26f543eb,SrTiO3 grain-boundary thermal conductivity,singleton_not_semantically_reviewed,
iTE:P1653:lower,m21788,P1653,iTE,Lower thermal conductivity,quantity,iTE:C7c0ce570448fd1,Lower grain-boundary thermal conductivity,model_kept_separate,g0385
iTE:P1653:non,m21789,P1653,iTE,SrTiO3 grain-boundary non-stoichiometry,descriptor,iTE:C96cd2c9814a5a7,SrTiO3 grain-boundary non-stoichiometry,singleton_not_semantically_reviewed,
iTE:P1653:sr,m21790,P1653,iTE,SrO-rich SrTiO3 grain boundaries,state_structure,iTE:Cfb03c49b79cfaa,SrO-rich SrTiO3 grain boundaries,singleton_not_semantically_reviewed,
iTE:P1653:weak,m21791,P1653,iTE,Weaker Sr–O bonds,interaction,iTE:C1eb20bee6290fc,Weaker Sr–O bonds,singleton_not_semantically_reviewed,
iTE:P1654:n1,m21792,P1654,iTE,Ho doping of In2O3,design_strategy,iTE:C21a9c2de40f512,Ho doping of In2O3,singleton_not_semantically_reviewed,
iTE:P1654:n10,m21793,P1654,iTE,Ho3+/In3+ mass difference,descriptor,iTE:C7d74ec0bc79683,Ho3+/In3+ mass difference,singleton_not_semantically_reviewed,
iTE:P1654:n12,m21794,P1654,iTE,Point-defect scattering,mechanism_process,iTE:C6ddfe9634ee5cf,Point-defect scattering,singleton_not_semantically_reviewed,
iTE:P1654:n13,m21795,P1654,iTE,Lattice thermal conductivity,quantity,iTE:Ccc99ef6941bc4f,Lattice thermal conductivity,model_merged,g0311
iTE:P1654:n14,m21796,P1654,iTE,Young's modulus,quantity,iTE:Caff6d436eb1a62,Young's modulus,singleton_not_semantically_reviewed,
iTE:P1654:n15,m21797,P1654,iTE,Vickers hardness,quantity,iTE:C714daccf56525f,Vickers hardness,model_merged,g0726
iTE:P1654:n16,m21798,P1654,iTE,ZT,performance_function,iTE:C8418b44847a23a,ZT,model_merged,g0616
iTE:P1654:n17,m21799,P1654,iTE,Broad performance optimization window,performance_function,iTE:C27f8193e14f03b,Broad performance optimization window,singleton_not_semantically_reviewed,
iTE:P1654:n18,m21800,P1654,iTE,Lattice distortion and oxygen vacancy modulation,mechanism_process,iTE:C4a73b53ad7050c,Lattice distortion and oxygen vacancy modulation,singleton_not_semantically_reviewed,
iTE:P1654:n19,m21801,P1654,iTE,5d/6s orbital hybridization,interaction,iTE:C3fc72ca8bfec10,5d/6s orbital hybridization,singleton_not_semantically_reviewed,
iTE:P1654:n2,m21802,P1654,iTE,Solid-state reaction coupled with spark plasma sintering,mechanism_process,iTE:C93b19558f9071b,Solid-state reaction coupled with spark plasma sintering,singleton_not_semantically_reviewed,
iTE:P1654:n20,m21803,P1654,iTE,Synergistic improvement of multiple properties,performance_function,iTE:C4145dd21832252,Synergistic improvement of multiple properties,singleton_not_semantically_reviewed,
iTE:P1654:n3,m21804,P1654,iTE,Ho-doped In2O3,material_entity,iTE:C67300c0c60554c,Ho-doped In2O3,singleton_not_semantically_reviewed,
iTE:P1654:n4,m21805,P1654,iTE,Ho3+ substitution for In3+,state_structure,iTE:C2e684cd0b3cce4,Ho3+ substitution for In3+,singleton_not_semantically_reviewed,
iTE:P1654:n5,m21806,P1654,iTE,Homogeneous substitutional solid solution,state_structure,iTE:C5f96230ccc5e7d,Homogeneous substitutional solid solution,singleton_not_semantically_reviewed,
iTE:P1654:n6,m21807,P1654,iTE,Lattice parameters,quantity,iTE:Cd6db5ba137bb54,Lattice parameters,model_merged,g0641
iTE:P1654:n7,m21808,P1654,iTE,Carrier concentration,quantity,iTE:C14faecdb8f13e8,Carrier concentration,model_merged,g0204
iTE:P1654:n8,m21809,P1654,iTE,Electrical conductivity,quantity,iTE:Cf6bdffba87e544,Electrical conductivity,model_merged,g0228
iTE:P1654:n9,m21810,P1654,iTE,Power factor,performance_function,iTE:C35d6a8b2d80e93,Power factor,model_merged,g0389
iTE:P1655:n1,m21811,P1655,iTE,Standard ceramic method,mechanism_process,iTE:C38fc38168f9c98,Standard ceramic method,singleton_not_semantically_reviewed,
iTE:P1655:n11,m21812,P1655,iTE,Dielectric-property variation,descriptor,iTE:C553b129bdcacbd,Dielectric-property variation,singleton_not_semantically_reviewed,
iTE:P1655:n2,m21813,P1655,iTE,"Polycrystalline Cu1-xMgxFe2O4, 0 ≤ x ≤ 1",material_entity,iTE:C3aa8be110480a1,"Polycrystalline Cu1-xMgxFe2O4, 0 ≤ x ≤ 1",singleton_not_semantically_reviewed,
iTE:P1655:n3,m21814,P1655,iTE,Single-phase cubic spinel structure,state_structure,iTE:Cf3fc84645d84fc,Single-phase cubic spinel structure,singleton_not_semantically_reviewed,
iTE:P1655:n4,m21815,P1655,iTE,Increasing magnesium content,condition,iTE:C6de9272de11643,Increasing magnesium content,singleton_not_semantically_reviewed,
iTE:P1655:n5,m21816,P1655,iTE,Lattice constant,quantity,iTE:C6a8384ca5b3488,Lattice constant,model_merged,g0520
iTE:P1655:n6,m21817,P1655,iTE,Dielectric permittivity epsilon',quantity,iTE:C21b3fd63d52b88,Dielectric permittivity epsilon',singleton_not_semantically_reviewed,
iTE:P1655:n7,m21818,P1655,iTE,Electrical conductivity sigma,quantity,iTE:C483218c8c1299c,Electrical conductivity sigma,singleton_not_semantically_reviewed,
iTE:P1655:n8,m21819,P1655,iTE,Increasing temperature,condition,iTE:C426670f3c44c3b,Increasing temperature,model_merged,g0170
iTE:P1655:n9,m21820,P1655,iTE,Cu2+/Cu1+ ionic concentration,quantity,iTE:Ccb70ed2527cb8a,Cu2+/Cu1+ ionic concentration,singleton_not_semantically_reviewed,
iTE:P1656:n1,m21821,P1656,iTE,Ac2MgGa,material_entity,iTE:Cc1ff9599055df4,Ac2MgGa,singleton_not_semantically_reviewed,
iTE:P1656:n10,m21822,P1656,iTE,Low melting point,quantity,iTE:C315d4538db05d0,Low melting point,singleton_not_semantically_reviewed,
iTE:P1656:n11,m21823,P1656,iTE,Low Vickers hardness,quantity,iTE:Cc1a49ecb979b8e,Low Vickers hardness,singleton_not_semantically_reviewed,
iTE:P1656:n12,m21824,P1656,iTE,Weak atomic bonds and softness,descriptor,iTE:C6eae5776601b6c,Weak atomic bonds and softness,singleton_not_semantically_reviewed,
iTE:P1656:n13,m21825,P1656,iTE,Mixed ionic and covalent bonding,interaction,iTE:C4c8442b962d880,Mixed ionic and covalent bonding,model_merged,g0830
iTE:P1656:n14,m21826,P1656,iTE,Optical isotropy,descriptor,iTE:C1ff07dc26ad408,Optical isotropy,singleton_not_semantically_reviewed,
iTE:P1656:n15,m21827,P1656,iTE,Moderate visible-to-ultraviolet reflectivity,descriptor,iTE:Cdd91513e1ed826,Moderate visible-to-ultraviolet reflectivity,singleton_not_semantically_reviewed,
iTE:P1656:n16,m21828,P1656,iTE,High absorption coefficient,quantity,iTE:Cf3678c94e196e3,High absorption coefficient,model_merged,g0901
iTE:P1656:n17,m21829,P1656,iTE,Solar cells and optoelectronic devices,application,iTE:C376aa079a2d5a0,Solar cells and optoelectronic devices,model_merged,g0543
iTE:P1656:n18,m21830,P1656,iTE,Notable optical conductivity,quantity,iTE:Ceedc8523fbc669,Notable optical conductivity,singleton_not_semantically_reviewed,
iTE:P1656:n19,m21831,P1656,iTE,Optoelectronic use,application,iTE:C9e031b7f6c24c8,Optoelectronic use,singleton_not_semantically_reviewed,
