concept_id,canonical_concept,concept_type,concept_subtype,parent_domain,graph_role,document_frequency,iTE_document_frequency,TG_document_frequency,first_year,last_year,max_confidence,prediction_eligible,evidence_only
C78A9C005D5,RbZn4P3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C11BC7CD053,SAM-stabilized electrostatic electrocatalysis,electrode_interface,interface/kinetics mechanism,interfaces and kinetics,rare_core_evidence,1,0,1,2024,2024,0.97,False,True
C2D92CC8696,SO3H,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C0C6118EAAC,STO288,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2003,2003,0.9,False,True
CE6923132AC,Sb2O3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2013,2013,0.9,False,True
CA660047C38,ScGaO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C2F32DB8ACC,Se24C,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,1997,1997,0.9,False,True
CBD81E34BDA,Se75In25,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,1997,1997,0.9,False,True
C723560DB84,Si2Te6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C0D8160726D,SiO14,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2005,2005,0.9,False,True
CD71179F534,SiO2-3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2006,2006,0.9,False,True
C43DB074A48,SmCl3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,0,1,2021,2021,0.9,False,True
C650C0B37A1,Sn2S3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C5A5563C90C,SnHfO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
CBF86FC0A3C,SnO4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
CE48616ECBB,SnSe6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
CD584AD3F5A,SnZrO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
CBC3400BD75,Sr2CeBiO6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C64E3A39EDD,Sr2MgSO6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CCDA320E804,Sr2MgSeO6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C58B9D87DE6,Sr2MoRuO6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CBD92B36F5A,Sr2MoSbO6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C07F7A79B86,Sr2P7Br,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C2745565CCE,Sr2RNbO6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2018,2018,0.9,False,True
CEFB89C25E5,Sr2TMCu2Te2O2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2018,2018,0.9,False,True
C1169D12D73,Sr2TiO4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2018,2018,0.9,False,True
CBCE608A792,Sr2Yb0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C88BBB71CA2,Sr2ZnX3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C3164A00A20,Sr3Co4O9,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2016,2016,0.9,False,True
C4414387A0D,Sr3Ti2O7,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2014,2014,0.9,False,True
C20C432497B,Sr8Al10Si36,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2012,2012,0.9,False,True
C0F89930B1B,SrBi2Ta2O9,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2000,2000,0.9,False,True
CAE59C69AAC,SrCeO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2005,2005,0.9,False,True
C4AD7D6495D,SrF2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C856FF740CF,SrFe1,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C13692E73F8,SrGaH5,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CAC13A650E9,SrGeO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CFB1C56170F,SrHfO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2005,2005,0.9,False,True
CB36DA7428C,SrLnCoO4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2008,2008,0.9,False,True
CA5F18F7A64,SrMnO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C319ECDF14D,SrMoN3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CD7C09EB6BD,SrMoO4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2007,2007,0.9,False,True
C719F9D1F15,SrReN3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CC7406754AF,SrRuO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2005,2005,0.9,False,True
C5388E56187,SrTi11O20,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
C5A6EE45B62,SrZn2Si2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C5D02114493,SrZrO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2005,2005,0.9,False,True
C418A512ADD,SxSe1,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
CA076BE905C,TTFCOOND4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2013,2013,0.9,False,True
CD2945515EE,TTFCOONH4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2013,2013,0.9,False,True
CA801209563,TbCo4P12,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C30823BA2EA,TbCo4Sb12,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CBDEECE9765,Te3Cu0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C839F1B617A,ThOs2Al10,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
C063A44E863,Ti2MnB,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C01521F3A42,Ti2O3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,1,2025,2025,0.9,False,True
CDC20A3CE0C,TiCoSb1,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CD886CF8242,TiCuF3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C20CAFDAE2F,TiGaO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C77EA171004,TiH0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,0,1,2003,2003,0.9,False,True
CB6F3F8E8EF,TiS2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2013,2013,0.9,False,True
C7106EEC6AD,TiZnF3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
CF67F1A5576,Tl2HfI6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C6DFF3E00F6,Tl3H(SO4)2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2004,2004,0.9,False,True
C8E74700629,TlCaI3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C4FF01D61CB,TlHgF3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C260B3510BE,TlPbF3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C8052FB9017,TlSiF3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C3705980529,TlSnF3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C55A2DD17DB,TlSrI3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C901936021F,Tm2S3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C6CC10F2189,U3TSb5,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C01A9BBADC2,UOs2Al10,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
C784264BC72,V2O3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2016,2016,0.9,False,True
C862A7CC329,V2O5-0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2006,2006,0.9,False,True
C2F32604B8E,V2S5,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
C902492130E,VO2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C6437052C92,WS2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2018,2018,0.9,False,True
C849FD317E8,X2LaCuCl6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C4DBCE67C38,X8Zn4Ge42,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C8ED8DFF137,XAgO2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CF22663C932,XPd2Se2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C969663D29A,XZn2Si2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CB370804A4A,Y2O3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2009,2009,0.9,False,True
CDFAF163EF0,Y3Ba5Cu8,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C03158EEDC7,Y3Fe5O12,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
CE331B8032E,YBa2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,1999,1999,0.9,False,True
CD0451C17DB,YBa2Cu3O6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,1992,1992,0.9,False,True
C139A950A0C,YST04,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
C6DACC46D75,YST08,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
C05B52CA1BC,Yb11Sb10,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2007,2007,0.9,False,True
C8D0CD931CC,Yb4Sb3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C38A06211C5,YbMg2Bi2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CCE755F319D,YxAl1,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C3F7B021686,ZIF-8,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C8DE1FA27C3,Zn2AsBr,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
CA538D4EAFD,Zn7In2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C5687B7EA63,ZnCr2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2012,2012,0.9,False,True
C56E490AC9C,ZnCrS2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C67D50C024B,ZnCrSe2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C9E3F6A709D,ZnCrTe2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C90B2ED9EBF,ZnFe2O4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C2FA31314E2,Zr2MnB,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C0986F0036E,Zr2SN2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C160C1FB88B,Zr2SeN2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CAD70821A34,Zr3Ni3Sb4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2006,2006,0.9,False,True
C8A903C87CF,Zr3Pt3Sb4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2006,2006,0.9,False,True
C9948EBA8B8,ZrH0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,0,1,2003,2003,0.9,False,True
C9EA7E58EEB,ZrO2-80,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,1996,1996,0.9,False,True
C2A80B2422D,ZrTe5,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
C05542DBBD5,[AgSe6],material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CAC269A5A31,[B(CN)4],material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,0,1,2016,2016,0.9,False,True
CB7ED0185A3,[Bi2Se2Br],material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2013,2013,0.9,False,True
CA9F35AAB6F,[BiCl6],material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2017,2017,0.9,False,True
CE49BFF2DCB,[C4C1Im]3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2017,2017,0.9,False,True
C1E5499F9F5,[C4mim]3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2016,2016,0.9,False,True
CE45735CCE1,[CdSe6],material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C973BA42087,[CnC1Im],material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C4617DC8F89,[Co(SARH2)]4+/5+,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,0,1,2023,2023,0.9,False,True
CD2D107090A,[Co(bpy)3]2+/3+,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,0,1,2018,2018,0.9,False,True
C2508FE199D,[Co(ppy)]3+/2+,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C24641497DE,[Cu2Se2],material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2016,2016,0.9,False,True
C44F938BF93,[Cu2Te2]2-,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
C5C526BBE37,[CuCl4]2-,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
CCD51364AD7,[Fe(CN)6]3-/,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,0,1,2023,2023,0.9,False,True
C23EEC37600,[Fe(CN)6]4-,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,0,1,2023,2023,0.9,False,True
C611B895FF8,[Fe(L1)3],material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2015,2015,0.9,False,True
C690878CED4,[Fe2(CH3COO)4(L1)2],material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2015,2015,0.9,False,True
C5B06E30772,[Fe2(CH3COO)4(L2)],material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2015,2015,0.9,False,True
C62CAECD9E0,[FeCl4]-,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C34594A8E2A,[FeCl4]2-/,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C1A1CCF7E26,[M(L)3],material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
CFD968CA0C7,[M2(CH3COO)4(L)2],material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
C6F2BE6D437,[NTf2],material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,0,1,2018,2018,0.9,False,True
C1E6D605CE0,[Ni(bpy)3]2+/3+,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,1,2025,2025,0.9,False,True
C7EFFC4F713,[PF6],material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CD9A3189699,[Sr2F2]2+,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
C34826C29E9,acetic acid. acetic-acid complexation controls crystallinity/morphology,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,0,2011,2011,0.97,False,True
C98A56188CE,adding soret contribution to thermogalvanic voltage,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,0,1,2025,2025,0.97,False,True
C23A8127C49,al2o3 anodic aluminum oxide nanochannel membranes,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2022,2022,0.97,False,True
C09C6925521,aligned nanochannels,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,0,1,2022,2022,0.97,False,True
C326EE62289,amplifies cation thermodiffusion,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,0,1,2025,2025,0.97,False,True
C24114E2CE2,antifreezing ability mxene reinforces gelation,material_system,material/system,materials and chemical species,rare_core_evidence,1,0,1,2024,2024,0.97,False,True
C9730E068AF,antisolvent high-entropy liquid-flow thermocell,solvation_entropy,solvation/entropy mechanism,chemical and redox mechanisms,rare_core_evidence,1,1,1,2026,2026,0.97,False,True
C07924AF76B,benzoquinone/hydroquinone redox couple. proton thermodiffusion couples,redox_chemistry,redox mechanism,chemical and redox mechanisms,rare_core_evidence,1,1,0,2023,2023,0.97,False,True
C9EF150B61F,beta-cyclodextrin. beta-cyclodextrin host-guest interaction changes redox entropy,solvation_entropy,solvation/entropy mechanism,chemical and redox mechanisms,rare_core_evidence,1,0,1,2018,2018,0.97,False,True
CC249ADCC29,binder-free ti3c2tx mxene ppy electrodes. acid,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.97,False,True
CDEE4581130,biomimetic conical nanochannel membrane. directed ionic flow,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2018,2018,0.97,False,True
C2DA8F13653,but only partly suppress cu precipitation/degradation,phase_or_species_transition,phase/species transition,phase and species transitions,rare_core_evidence,1,1,0,2016,2016,0.97,False,True
C87D79F3F89,butler-volmer behavior cscl alters solvation,material_system,material/system,materials and chemical species,rare_core_evidence,1,0,1,2020,2020,0.97,False,True
C93595769C5,carboxylated chitosan redox additive,material_system,material/system,materials and chemical species,rare_core_evidence,1,0,1,2025,2025,0.97,False,True
C66CE8198CF,cationic reduced soret coefficient dominating output,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2023,2023,0.97,False,True
C2008777EB7,ch3so3- slows anion thermodiffusion,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2023,2023,0.97,False,True
C979397251D,chaotropic comonomer,gel_microstructure,soft-material mechanism,soft-material structure,rare_core_evidence,1,1,1,2021,2021,0.97,False,True
C001DA62C73,chaotropic cosolvent. chaotropic effect disrupts hydrogen bonding,gel_microstructure,soft-material mechanism,soft-material structure,rare_core_evidence,1,1,1,2021,2021,0.97,False,True
C8C8E6540A5,chaotropic ions,gel_microstructure,soft-material mechanism,soft-material structure,rare_core_evidence,1,0,1,2024,2024,0.97,False,True
C87FC37CC2E,chaotropic salts,gel_microstructure,soft-material mechanism,soft-material structure,rare_core_evidence,1,1,1,2025,2025,0.97,False,True
C972E5A18FC,charge-transfer resistance reduction,electrode_interface,interfacial resistance,interfaces and kinetics,rare_core_evidence,1,1,1,2022,2022,0.94,False,True
C530A079047,chitosan complexation,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.97,False,True
CD7E6864615,cl- determine soret minima,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2017,2017,0.97,False,True
C8DE7BDD1D1,colligative effects suppress ice crystallization,phase_or_species_transition,phase/species transition,phase and species transitions,rare_core_evidence,1,0,1,2023,2023,0.97,False,True
C2FD92A4724,colloidal particles in liquid media. thermogalvanic redox entropy,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,1,2018,2018,0.97,False,True
C6CE032C21C,competition between soret thermodiffusion,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,1,2026,2026,0.97,False,True
C058F75B457,copper electrode. hcl accelerates q/hq redox kinetics,electrode_interface,interface/kinetics mechanism,interfaces and kinetics,rare_core_evidence,1,0,1,2025,2025,0.97,False,True
C14E1CC5BA0,coupling thermodiffusion,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,1,2024,2024,0.97,False,True
C821E06F649,coupling-enhanced hydrogel thermoelectric effect,gel_microstructure,soft-material mechanism,soft-material structure,rare_core_evidence,1,1,1,2023,2023,0.97,False,True
C6C8122BE84,crown-ether-mediated ion migration,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,0,1,2025,2025,0.97,False,True
C73EF7C72B6,cs0.32wo3 nanoparticle nir photothermal nanofiber membrane coupled,gel_microstructure,soft-material mechanism,soft-material structure,rare_core_evidence,1,0,1,2024,2024,0.97,False,True
C3EBA3608DF,cu electrodes. mxene tunes cu2+/cl- thermodiffusion,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,1,2025,2025,0.97,False,True
C9D68E64DBB,cu/cu2+ dmso/water thermoelectric organohydrogel,redox_chemistry,redox mechanism,chemical and redox mechanisms,rare_core_evidence,1,0,1,2024,2024,0.97,False,True
CC2A0DC257F,cu2-xse superionic conductor. first-order superionic phase transition,phase_or_species_transition,phase/species transition,phase and species transitions,rare_core_evidence,1,1,0,2016,2016,0.97,False,True
C639A6FFB30,cu3bis3. polymorphic phase transition,phase_or_species_transition,phase/species transition,phase and species transitions,rare_core_evidence,1,1,0,2023,2023,0.97,False,True
C359A01B5B5,decomposition-layer thermogalvanic profiling,electrode_interface,interface/kinetics mechanism,interfaces and kinetics,rare_core_evidence,1,0,1,2024,2024,0.97,False,True
CAF7C1014B7,decoupling cation/anion thermodiffusion,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2023,2023,0.97,False,True
CDC92402782,different charge-transfer resistances,electrode_interface,interface/kinetics mechanism,interfaces and kinetics,rare_core_evidence,1,1,0,2009,2009,0.97,False,True
C974EC11B19,diffusion in the polymer matrix generates thermodiffusion voltage,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2026,2026,0.97,False,True
CE8B04DC684,diffusion produce ion-specific soret coefficients,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2021,2021,0.97,False,True
C3823146173,directing low-temperature chalcogenide crystallization,phase_or_species_transition,phase/species transition,phase and species transitions,rare_core_evidence,1,1,0,2017,2017,0.97,False,True
CDAE0A7B4D2,dmso-water hydrogen bonding gives anti-freezing,material_system,material/system,materials and chemical species,rare_core_evidence,1,0,1,2023,2023,0.97,False,True
C3B2D003565,dmso/water thermogalvanic organohydrogel electrolyte,gel_microstructure,soft-material mechanism,soft-material structure,rare_core_evidence,1,0,1,2023,2023,0.97,False,True
C1FFEDDD6A1,double-layer energy controlling soret coefficient,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2015,2015,0.97,False,True
CC8AD192778,dual-ion complexation,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.97,False,True
C31BDB3FCF4,eastman entropy divalent cations produce stronger n-type thermopower,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.97,False,True
C3EEECF29DE,edge salt crystallization,phase_or_species_transition,phase/species transition,phase and species transitions,rare_core_evidence,1,1,0,2026,2026,0.97,False,True
CDD6DB2816A,effects heat-flux definition controls interpretation of interfacial heat,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,1,2023,2023,0.97,False,True
C033EEA989C,electric-field thermoelectric treatment promote linbo3 nanocrystallization,phase_or_species_transition,phase/species transition,phase and species transitions,rare_core_evidence,1,1,0,2008,2008,0.97,False,True
C40B27BE0AA,electrolyte-filled nanochannels,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2023,2023,0.97,False,True
CA18908788F,electrostatic-interaction cationic hydrogel,gel_microstructure,soft-material mechanism,soft-material structure,rare_core_evidence,1,0,1,2025,2025,0.97,False,True
C2229AFE919,electrostatic/ion-pi interactions raise redox entropy difference,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.97,False,True
C8CBE420A6B,eliminates soret effect,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2019,2019,0.97,False,True
C49BBD7C4FA,emim+-i3- interactions increase entropy/potential differences,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.97,False,True
C7A174C5B57,enables low-temperature crystallization of nanoscale n-type lst perovskite,phase_or_species_transition,phase/species transition,phase and species transitions,rare_core_evidence,1,1,0,2018,2018,0.97,False,True
CA771A5C99F,enhancing soret-effect thermopower,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2026,2026,0.97,False,True
CD6888A448B,enhancing thermodiffusion,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,0,1,2025,2025,0.97,False,True
CECA1C5E37B,enhancing thermodiffusion-driven ion transport,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2025,2025,0.97,False,True
C5001FB5D82,entropy carried,material_system,material/system,materials and chemical species,rare_core_evidence,1,0,1,2000,2000,0.97,False,True
C2499DB7696,entropy difference of thermogalvanic ions at subzero temperatures,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,1,2021,2021,0.97,False,True
C0C84435447,entropy of transfer,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.97,False,True
C630F15475A,entropy-charge coupled transport. symmetric treatment of entropy,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.97,False,True
