alias,concept_id,canonical_concept,alias_source
"scattering measurements in the superionic argyrodite Cu7PSe6 are reported, combined with molecular dynamics (MD) based on ab initio and machine-learned potentials, providing critical insights into the atomistic mechanisms underlying fast ion conduction. The results reveal how long-range Cu diffusion is limited by intercluster hopping, controlled by selective anharmonic phonons of the crystalline framework. Further, the Green-Kubo simulations reproduce the ultralow lattice thermal conductivity and identify contributions from mobile ions, phonons, and their cross-correlations. The mode resolved analysis shows that the thermal conductivity is dominated by low-energy acoustic phonon modes of the overall crystal framework. The analysis of mode-resolved spectral functions further show that vibrational modes with significant Cu contributions are strongly damped, corresponding to the breakdown of associated phonon quasiparticles. These results highlight the importance of strongly anharmonic effects in superionic systems, in which the traditional quasiharmonic phonon",C9AFE334F36,phonon scattering,controlled_rule
"scattering measurements with first-principles-based machine-learned molecular dynamics simulations, we found that the vibrational density of states in the superionic state strongly deviates from the quadratic behaviour expected from the Debye law of lattice dynamics. The superionic dynamics emerges from overdamped phonon quasiparticles to give rise to a linear density of states characteristic of instantaneous normal modes in the liquid state. Further, we showed that the coupling of lattice phonon",C9AFE334F36,phonon scattering,controlled_rule
scattering mechanism of phonons in phonon,C9AFE334F36,phonon scattering,controlled_rule
"scattering of carriers. The anisotropy in thermoelectric power was numerically analyzed by calculating some transport parameters expressed in terms of the Fermi-Dirac integral. The analysis revealed that the acoustic phonon scattering (S perpendicular-to = 0) is dominant in a direction perpendicular to the c-axis, while in thr c-direction, dominant is a mixed scattering (S parellel-to = 0.7) by acoustic phonon",C9AFE334F36,phonon scattering,controlled_rule
"scattering of the optical phonons results in about two orders of magnitude overestimation of relaxation times in these materials. Moreover, we also find that the renormalization of the band structure not only results in the reduction of band gaps but also changes the band dispersion, which strongly affect different transport properties like the electrical conductivity and Seebeck coefficient. Amongst these three materials, we observe that carrier relaxation time due to electron-phonon",C9AFE334F36,phonon scattering,controlled_rule
scattering phonon,C9AFE334F36,phonon scattering,controlled_rule
"scattering processes, electrical conduction, and the temperature coefficient of resistance characteristics of Sm0.55xPrxSr0.45MnO3 (0.0 <= x <= 0.4) ceramics has been discussed. At room temperature, the refined X-ray diffraction data confirmed that the prepared compounds crystallize in the distorted orthorhombic system with a Pbnm space group. In addition, the structural study proves the single-phase nature of all the substituted Sm0.55xPrxSr0.45MnO3 (0.1 <= x <= 0.4) compounds without any detectable impurities. By increasing the Praseodymium content, it is observed that the A-site cationic size disorder has decreased from sigma 2 (x = 0.0) = 8.019 x 10-3 & Aring;2 to sigma 2 (x = 0.4) = 5.3602 x 10-3 & Aring;2. The electrical resistivity study confirmed the strong impact of cationic disorder variation on the dynamics of charge carriers and Mn-Mn cation interactions. It is worth mentioning that all of the prepared compounds demonstrate maximum resistivity at a well-defined transition temperature TM-S. The transition temperature has shifted towards 240 K for x = 0.4, indicating a clear trend in the data. Below TM-S, the metallic behavior of the materials is related to the electron bandwidth competition and size disorder effects. The aforementioned effects are being examined concerning the scattering processes between electron, phonon",C9AFE334F36,phonon scattering,controlled_rule
"scattering studies combined with first-principles calculations and show that in the superionic phase of CuCrSe2, long-wavelength acoustic phonons capable of heat conduction remain largely intact, whereas specific phonon quasiparticles dominated by the Cu ions break down as a result of anharmonicity and disorder. The weak bonding and large anharmonicity of the Cu sublattice are present already in the normal ordered state, resulting in low thermal conductivity even below the superionic transition. These results demonstrate that anharmonic phonon",C9AFE334F36,phonon scattering,controlled_rule
"scattering techniques along with machine-learned molecular dynamics. We identify a critical interplay of the vibrational dynamics of mobile Ag and a host framework that controls the overdamping of low-energy Ag-dominated phonons into a quasi-elastic response, enabling superionicity. Concomitantly, the persistence of long-wavelength transverse acoustic phonons across the superionic transition challenges a proposed 'liquid-like thermal conduction' picture. Rather, a striking thermal broadening of low-energy phonons, starting even below 50 K, reveals extreme phonon anharmonicity and weak bonding as underlying features of the potential energy surface responsible for the ultralow thermal conductivity (<0.5 W m(-1) K-1) and fast diffusion. Our results provide fundamental insights into the complex atomic dynamics in superionic materials for energy conversion and storage. Superionic materials are of interest for solid-state batteries or thermoelectrics, yet a clear understanding of the atomistic mechanisms is lacking. Here it is shown that transverse acoustic phonon",C9AFE334F36,phonon scattering,controlled_rule
scatters acoustic phonon,C9AFE334F36,phonon scattering,controlled_rule
scatters carriers and phonon,C9AFE334F36,phonon scattering,controlled_rule
scatters phonon,C9AFE334F36,phonon scattering,controlled_rule
scatters the phonon,C9AFE334F36,phonon scattering,controlled_rule
La2O3,C9B0C2D6CE2,La2O3,canonical
photothermal-thermoelectric coupling,C9B6878E079,photothermal-thermoelectric coupling,canonical
"Photothermal devices and thermoelectric cells hold great promise for energy generation but integration of the two remains a considerable challenge in real-life power supply for sensors. Here, a novel photo-thermo-electric hydrogel (PTEH-Interlocking) was constructed by the synthesis of a photothermal layer on a thermoelectric hydrogel with the redox pair Fe(CN)63-/Fe(CN)64-. The smart design of using the oxidation of pyrogallic acid by Fe(CN)63- to construct the photothermal layer for photo-to-heat conversion protected the redox couple of the thermogalvanic",C9B6878E079,photothermal-thermoelectric coupling,controlled_rule
photo-thermal-electric,C9B6878E079,photothermal-thermoelectric coupling,controlled_rule
"photothermal carbon sponge converts light to heat, driving lower thermogalvanic",C9B6878E079,photothermal-thermoelectric coupling,controlled_rule
photothermal conversion creates temperature gradients while multiple ions provide synergistic thermodiffusive and thermogalvanic,C9B6878E079,photothermal-thermoelectric coupling,controlled_rule
photothermal evaporator/thermogalvanic,C9B6878E079,photothermal-thermoelectric coupling,controlled_rule
photothermal heating creates local temperature gradients that drive thermogalvanic,C9B6878E079,photothermal-thermoelectric coupling,controlled_rule
photothermal heating creates temperature gradients for ferri/ferrocyanide thermogalvanic,C9B6878E079,photothermal-thermoelectric coupling,controlled_rule
photothermal heating drives thermogalvanic,C9B6878E079,photothermal-thermoelectric coupling,controlled_rule
"photothermal hydrogel generates temperature gradient for solar evaporation, while ferri/ferrocyanide thermogalvanic",C9B6878E079,photothermal-thermoelectric coupling,controlled_rule
photothermal layer creates temperature gradient while ferri/ferrocyanide thermogalvanic,C9B6878E079,photothermal-thermoelectric coupling,controlled_rule
photothermal nanocomposite with sponge-confined electrolyte hybrid pyroelectric/thermogalvanic,C9B6878E079,photothermal-thermoelectric coupling,controlled_rule
photothermal nanofiber membrane coupled with thermogalvanic,C9B6878E079,photothermal-thermoelectric coupling,controlled_rule
"photothermal properties, and heat storage capabilities, and applied them in thermogalvanic",C9B6878E079,photothermal-thermoelectric coupling,controlled_rule
photothermal temperature gradient drives thermogalvanic,C9B6878E079,photothermal-thermoelectric coupling,controlled_rule
photothermal-thermoelectric,C9B6878E079,photothermal-thermoelectric coupling,controlled_rule
Fe2+/Fe3+,C9B75B319B0,Fe2+/Fe3+,canonical
promotes ion desolvation,C9B7EF4194A,promotes ion desolvation,canonical
BaMgLaBiO6,C9B873BC3BC,BaMgLaBiO6,canonical
SO42-,C9BB9C96ECC,SO42-,canonical
thermopower ionic thermoelectric,C9C98F46AE1,thermopower ionic thermoelectric,canonical
FePb4Sb6Se14,C9C9E956E02,FePb4Sb6Se14,canonical
cu/cu2+ dmso/water thermoelectric organohydrogel,C9D68E64DBB,cu/cu2+ dmso/water thermoelectric organohydrogel,canonical
ZnCrTe2,C9E3F6A709D,ZnCrTe2,canonical
B4C,C9E726CE3A2,B4C,canonical
Ag2Se,C9E7CA79BDF,Ag2Se,canonical
ionic conductive organohydrogels,C9E8BB224E7,ionic conductive organohydrogels,canonical
LnBaFeCoO5,C9E98B72992,LnBaFeCoO5,canonical
ZrO2-80,C9EA7E58EEB,ZrO2-80,canonical
AlCuS2,C9EB94A919B,AlCuS2,canonical
beta-cyclodextrin. beta-cyclodextrin host-guest interaction changes redox entropy,C9EF150B61F,beta-cyclodextrin. beta-cyclodextrin host-guest interaction changes redox entropy,canonical
FeCl2,C9F0185FA8B,FeCl2,canonical
temperature sensing,C9F13917B6F,temperature sensing,canonical
viologen,C9F4120FBA9,viologen,canonical
LaZrO3,C9F4F022ACB,LaZrO3,canonical
Ca3Co4O9,C9FB1DC4D4B,Ca3Co4O9,canonical
CaXO3,CA01AB5A872,CaXO3,canonical
CoO2,CA026FEDF4D,CoO2,canonical
NaMgCl3,CA05F708018,NaMgCl3,canonical
TTFCOOND4,CA076BE905C,TTFCOOND4,canonical
Bi2S3,CA120BDE1A0,Bi2S3,canonical
CuGaSe2,CA15D47C6F2,CuGaSe2,canonical
Cu3Sn,CA16727EE98,Cu3Sn,canonical
electrostatic-interaction cationic hydrogel,CA18908788F,electrostatic-interaction cationic hydrogel,canonical
electron-phonon coupling,CA18CB0B312,electron-phonon coupling,canonical
MCuPnQ3,CA19E6F093D,MCuPnQ3,canonical
Ba2Cd2Sb3,CA2667DCE66,Ba2Cd2Sb3,canonical
giant ionic thermopower,CA2909A405F,giant ionic thermopower,canonical
metal sulfide,CA2B73F7034,metal sulfide,canonical
sulfide thermoelectric,CA2B73F7034,metal sulfide,controlled_rule
AgMnPbSbTe4,CA2E7837DD5,AgMnPbSbTe4,canonical
BaUO3,CA3013BED2A,BaUO3,canonical
water-state regulated MXene hydrogel,CA3169DB0C1,water-state regulated MXene hydrogel,canonical
producing entropy-driven thermoelectrochemical voltage,CA35D1B8E0E,producing entropy-driven thermoelectrochemical voltage,canonical
CeMnNi4,CA3780BCDF6,CeMnNi4,canonical
CaCl2,CA37E60A414,CaCl2,canonical
CaWO4,CA3C532D79F,CaWO4,canonical
KMgF3,CA45CD98D49,KMgF3,canonical
NaSbTe2,CA48816B5CF,NaSbTe2,canonical
sodium perchlorate (NaClO4),CA5088E50CD,sodium perchlorate (NaClO4),canonical
NaClO4,CA5088E50CD,sodium perchlorate (NaClO4),controlled_rule
poly(acrylic acid) (PAA),CA50A1B4FA1,poly(acrylic acid) (PAA),canonical
PAA,CA50A1B4FA1,poly(acrylic acid) (PAA),controlled_rule
NiSe2,CA5102FB947,NiSe2,canonical
Ce3XY,CA51638BAAB,Ce3XY,canonical
Zn7In2,CA538D4EAFD,Zn7In2,canonical
PQ-10,CA5B43B504F,PQ-10,canonical
SrMnO3,CA5F18F7A64,SrMnO3,canonical
Ag2Te,CA601251C65,Ag2Te,canonical
Co4Sb12,CA62C8F275F,Co4Sb12,canonical
ScGaO3,CA660047C38,ScGaO3,canonical
Cs2ScTlBr6,CA6687D477A,Cs2ScTlBr6,canonical
oriented ionic transport nanochannels. oxygen-containing functional groups,CA6CD6DCE09,oriented ionic transport nanochannels. oxygen-containing functional groups,canonical
R5Ir4Si10,CA745F578DC,R5Ir4Si10,canonical
enhancing soret-effect thermopower,CA771A5C99F,enhancing soret-effect thermopower,canonical
Ca12Al14O33,CA77DF84496,Ca12Al14O33,canonical
lower thermal conductivity,CA790CA4BE0,lower thermal conductivity,canonical
TbCo4P12,CA801209563,TbCo4P12,canonical
CaZn2Si2,CA806DDDE60,CaZn2Si2,canonical
AE2SiP4,CA82A34D3D6,AE2SiP4,canonical
electrical conductivity,CA8311B95A4,electrical conductivity,canonical
Ag8SnS6,CA8978CB039,Ag8SnS6,canonical
RETM4Sb12,CA899D8A3A8,RETM4Sb12,canonical
Rb2LiGaCl6,CA8A13A0F33,Rb2LiGaCl6,canonical
suppressing cation thermodiffusion,CA8B118C9C4,suppressing cation thermodiffusion,canonical
self-assembled aerogel sheet electrode,CA8BE8107D8,self-assembled aerogel sheet electrode,canonical
redox reaction entropy,CA8C62A4868,redox reaction entropy,canonical
reaction entropy,CA8C62A4868,redox reaction entropy,cleaned_open_concept
redox entropy,CA8C62A4868,redox reaction entropy,cleaned_open_concept
redox entropy difference,CA8C62A4868,redox reaction entropy,cleaned_open_concept
reaction entropy change,CA8C62A4868,redox reaction entropy,controlled_rule
redox entropy change,CA8C62A4868,redox reaction entropy,controlled_rule
redox reaction entropy change,CA8C62A4868,redox reaction entropy,controlled_rule
Cu6SeTe3,CA911B3657C,Cu6SeTe3,canonical
As2S3,CA95E1F4B68,As2S3,canonical
Cu7P,CA970124D1F,Cu7P,canonical
[BiCl6],CA9F35AAB6F,[BiCl6],canonical
solid-liquid phase transition,CAA2101509C,solid-liquid phase transition,canonical
highest seebeck,CAA5186897B,highest seebeck,canonical
CeAlO3,CAA5AA3AB10,CeAlO3,canonical
HoCoO3,CAA628CF320,HoCoO3,canonical
Ba2ZnP2,CAA69C39B27,Ba2ZnP2,canonical
[C2mim],CAAB7628B33,[C2mim],canonical
RbSnBr3,CAB6D04633A,RbSnBr3,canonical
BMIMPF6,CAB7FFBC048,BMIMPF6,canonical
FeCN4-,CAB931C9F0A,FeCN4-,canonical
CsSnI3,CAB96472991,CsSnI3,canonical
salting-out confined ion gel,CABD4C9C815,salting-out confined ion gel,canonical
Ag10Te4Br3,CABFE40533B,Ag10Te4Br3,canonical
Ba3Cu20Te13,CAC067222D9,Ba3Cu20Te13,canonical
SrGeO3,CAC13A650E9,SrGeO3,canonical
[B(CN)4],CAC269A5A31,[B(CN)4],canonical
solvation structure,CAC2DF0E231,solvation structure,canonical
fecl3/fecl2. bmim+/h2po4- thermodiffusion,CAC3B320AED,fecl3/fecl2. bmim+/h2po4- thermodiffusion,canonical
EuTbCuSe3,CAC5B2DA9DB,EuTbCuSe3,canonical
high ionic conductivity,CACF6FDAA21,high ionic conductivity,canonical
dc conductivity,CAD31BE3C31,dc conductivity,canonical
EuLnCuSe3,CAD5BE27D16,EuLnCuSe3,canonical
printed thermogalvanic module integration,CAD661948CE,printed thermogalvanic module integration,canonical
Zr3Ni3Sb4,CAD70821A34,Zr3Ni3Sb4,canonical
CsGaSb2,CAD8ECA7F94,CsGaSb2,canonical
ACu3TlSe4,CADB285C3E3,ACu3TlSe4,canonical
SnSe,CADCC57C7F1,SnSe,canonical
A2Zr2O7,CADFE37626F,A2Zr2O7,canonical
SrCeO3,CAE59C69AAC,SrCeO3,canonical
increase redox entropy difference despite higher viscosity,CAE88CCA398,increase redox entropy difference despite higher viscosity,canonical
microfluidic redox-solvation thermocell,CAEA396AA94,microfluidic redox-solvation thermocell,canonical
polyethylene glycol (PEG),CAEB010ACF4,polyethylene glycol (PEG),canonical
PEG,CAEB010ACF4,polyethylene glycol (PEG),controlled_rule
polyethylene glycol,CAEB010ACF4,polyethylene glycol (PEG),controlled_rule
AsPX3,CAEC891B31F,AsPX3,canonical
bidirectional cationic anchoring thermodiffusion,CAEE03ADAC5,bidirectional cationic anchoring thermodiffusion,canonical
conductivity minimum,CAEE2EE507F,conductivity minimum,canonical
Li2O+,CAF064305E5,Li2O+,canonical
Ba3Co4O9,CAF34134B73,Ba3Co4O9,canonical
PbSbO3,CAF50028F8A,PbSbO3,canonical
decoupling cation/anion thermodiffusion,CAF7C1014B7,decoupling cation/anion thermodiffusion,canonical
thermal-diffusion potentials reveal ag+ entropy/activity effects above,CAF88ABA6BC,thermal-diffusion potentials reveal ag+ entropy/activity effects above,canonical
carrier-concentration optimization,CB02CED7099,carrier-concentration optimization,canonical
Carrier concentration,CB02CED7099,carrier-concentration optimization,controlled_rule
carrier density,CB02CED7099,carrier-concentration optimization,controlled_rule
selective-ion-doping bidirectional thermopower,CB129D952BD,selective-ion-doping bidirectional thermopower,canonical
Cu3SnS4,CB15295FD15,Cu3SnS4,canonical
MoS2,CB19ED8936D,MoS2,canonical
CsSnO3,CB19F143CF4,CsSnO3,canonical
LiSrH3,CB1DCAD4A61,LiSrH3,canonical
PM2,CB1FBEDD8BE,PM2,canonical
high-entropy agmnsn1-xpbxsbte4 solid solutions,CB2234184C5,high-entropy agmnsn1-xpbxsbte4 solid solutions,canonical
Li2MgCdH6,CB259231F3B,Li2MgCdH6,canonical
double/interpenetrating network,CB25BC3FC14,double/interpenetrating network,canonical
double network,CB25BC3FC14,double/interpenetrating network,controlled_rule
interpenetrating network,CB25BC3FC14,double/interpenetrating network,controlled_rule
Ag2Te0,CB26EB92C4B,Ag2Te0,canonical
increases eastman entropy of cation transport,CB29EE67A0A,increases eastman entropy of cation transport,canonical
FeSi2,CB305A053DB,FeSi2,canonical
Li3P,CB3134E08E3,Li3P,canonical
precipitation and species redistribution,CB314592CFB,precipitation and species redistribution,canonical
precipitation,CB314592CFB,precipitation and species redistribution,controlled_rule
SrLnCoO4,CB36DA7428C,SrLnCoO4,canonical
Y2O3,CB370804A4A,Y2O3,canonical
CaPd3V4O12,CB39303D43C,CaPd3V4O12,canonical
In2As2Te3,CB39E19A8FA,In2As2Te3,canonical
Cu5Se7Te3,CB3ED2E0604,Cu5Se7Te3,canonical
thermal property,CB3ED5C3D27,thermal property,canonical
CuCr1,CB40B685934,CuCr1,canonical
low electrical conductivity,CB43A84E354,low electrical conductivity,canonical
Ca3Al0,CB47B06FDD4,Ca3Al0,canonical
skutterudite,CB530564ED0,skutterudite,canonical
skutterudites,CB530564ED0,skutterudite,controlled_rule
carbon-electrode redox interface,CB56BB4DDB0,carbon-electrode redox interface,canonical
large thermopower,CB616185DB9,large thermopower,canonical
prevents precipitation,CB61ECBE728,prevents precipitation,canonical
high-entropy chalcogenides agmnpbsbte4,CB62805B90D,high-entropy chalcogenides agmnpbsbte4,canonical
X-ray diffraction,CB650BF52CF,X-ray diffraction,canonical
XRD,CB650BF52CF,X-ray diffraction,controlled_rule
Mg2Si0,CB65A4332CC,Mg2Si0,canonical
TiS2,CB6F3F8E8EF,TiS2,canonical
lattice thermal-conductivity suppression,CB727037BDD,lattice thermal-conductivity suppression,canonical
"lower atomic mass of Ce compared to Bi creates local strain and modifies the phonon density of states, which together reduce anharmonic interactions and improves vibrational coherence. The Bi1.975Ce0.025S3 composition attained a low lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
lower lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
lower the lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"lower the thermal conductivity of SrTiO3-based thermoelectric materials to optimize their properties. High-entropy (Sr0.25Ca0.25Ba0.25RE0.25)TiO3 (RE=Nd, Sm, Eu, Gd, Dy, Ho) ceramics were designed to systematically investigate the effects of critical average ionic radius (r(A)(-)), atomic size disorder factor (delta(r)(A)), and the mass difference factor (delta(m)(A)) of A-site elements on the single-phase formation, disorder microstructure, and the thermoelectric properties. The successful synthesis of single-phase perovskite-type ceramics of (Sr0.25Ca0.25Ba0.25Nd0.25)TiO3, (Sr0.25Ca0.25Ba0.25SM0.25)TiO3, and (Sr0.25Ca0.25Ba0.25Eu0.25)TiO3 by a solid-state reaction method were reported. When r(A)(-) < 1.377 angstrom, indicator of delta(r)(A)1 >= 2.86, and delta(m)(A) >= 18.6, the pyrochlore phase of Gd2Ti2O7, Dy2Ti2O7, and Ho2Ti2O7 precipitated. Importantly, the obtained temperature-independent low glass-like lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"lower vacancy formation energy. Both doping types increase density-of-state effective mass but their mechanisms are different. The Zn doping Ca site induces resonance level in valence band and Zn doping Mg site promotes orbital alignment. Thermally, point defect and the change of phonon dispersion introduced by doping result in pronounced reduction of lattice thermal conductivity. Finally, combining with the further increase of carrier concentration caused by Na doping and the modulation of band structure and the decrease of lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
lower value of average lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"lowered thermal conductivity. In this work, the Sr2TiO4 RP phase is doped with Sm and La respectively, which allows injection of charge carriers, modification of its electronic structure for improvement of the Seebeck coefficient, and most significantly, reduction of thermal conductivity. The particles with submicron size allows excessive phonon scattering along the boundaries, thus reduces the thermal conductivity by fourfold. In particular, the Sm-doped sample exhibited even lower lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
lowering lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
lowering phonon velocity and lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
lowering resistivity/Seebeck magnitude and lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
lowers carrier concentration and lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
lowers lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"lowers phonon frequencies/group velocities and increases scattering, reducing lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"lowers phonon group velocity and strengthens phonon scattering, resulting in extremely low lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"lowers the lattice thermal conductivity. The Nd-doped system shows an enhanced Seebeck coefficient with the highest power factor among the sample alloys. Moreover, due to significant reduction in the lattice thermal conductivity from 2.46W/mK to 0.54W/mK, a maximum ZT value of similar to 1.11 at 800K has been observed for an Nd-doped system. The covalent nature of PrFe4Sb12, Pr-doped NdFe4Sb12, and Nd-doped PrFe4Sb12 and the ionic nature of NdFe4Sb12 have been confirmed, where Pr-doped NdFe4Sb12 is the stiffest and a highly rigid material with strong bonding forces among the constituent atoms. The results presented in this manuscript open the possibilities for further exploration of center atom-doped filled skutterudites with improved Seebeck coefficient and reduced lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"lowers the mobile zinc ions, and optimizes the hole carrier concentration n(H) simultaneously. Meanwhile, the formation of nano-moire fringes suggests the modulated distribution of point defect that results from soluble Ga in a beta-Zn4Sb3 lattice, which elicits an ultralow lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
reduce its inherently high lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
reduce lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
reduce the lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"reduce the phonon group velocity and Debye temperature. The antibonding states, primarily contributed by the hybridisation of Cu 3d and Te 5p orbitals and the low-frequency rattling-like vibration of the Cu atom, lead to a strong anharmonicity. Consequently, a low lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"reduce the thermal conductivity in bismuth telluride-based materials has become a hot topic in the field of thermoelectrics. In this work, we propose a method to increase the bond anharmonicity in p-type (Bi,Sb)(2)Te-3 by increasing the bond diversity via alloying CuGaTe2. The solid solution of a trace amount of CuGaTe2 could change the chemical bonds in (Bi,Sb)(2)Te-3 from unitary valent bonds to mixed (ionic and valent) bonds. The bond diversification then results in a significant reduction of the lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"reduce thermal conductivity with little impact on electrical transport performance remains a central challenge for the thermoelectric community. Here, we use density functional theory calculations to demonstrate that K2CdX (X=Sn, Pb), with a crystal structure composed of a one-dimensional zigzag Cd-X chain sublattice and an isolated alkali metal K atom, exhibits favorable electronic and phonon transport as well as superior thermoelectric conversion efficiency. We reveal that the presence of a long-range ionic bond and multiple band characteristics lead to electron crystal-like electrical transport performance. On the other hand, the ultralow lattice thermal conductivity (kappa(L)) of the K2CdX compound mainly originates from the strong structural anharmonicity, which is caused by a low-dimensional sublattice combined with the heterogeneity of a weak chemical bond and the rattling vibration of K atoms in a crystal matrix. As a result, high average carrier mobility (>20 cm(2) V-1 S-1), low lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"reduced as the temperature rises due to an increase in phonon scattering driven by greater lattice vibrations, which causes a decrease in lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
reduced lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
reduces Debye temperature and lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
reduces lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
reduces the lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"reduces the power factor for Sb-rich samples. However, a rapid increase in point-defect scattering causes the lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"reduces the sound velocity, and the apparent strong phonon softening is the major contribution to the low lattice thermal conductivity. However, additional Sb/Bi/Ag doping exhibits various modulations on its softening. Bi and Ag with large ionic radii easily destroy the crystal structure and restore the sound velocity close to that of pristine SnTe, while Sb with smaller ionic radius maintains the sound velocity. The Debye-Callaway model quantifies phonon softening and defect scattering, elucidating the exotic lattice thermal conductivity distortion. Additionally, the compensated band convergence and carrier concentration modulation synergistically optimize the electrical transport. The trade-off between lattice softening and electronic band modulation ultimately leads to the zT values of similar to 1.0,similar to 1.1, and similar to 0.8 in Sn0.66Ge0.3Bi0.04Te, Sn0.66Ge0.3Sb0.04Te, and Sn0.66Ge0.3Ag0.04Te, respectively. This work not only confirms the feasible manipulation of high-concentration GeTe alloying on the lattice softening of SnTe, but also emphasizes the significant modulation effect of trace aliovalent ion doping, providing a useful reference for optimization of lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
reducing lattice thermal conductivity,CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"reducing lattice thermal conductivity is challenging. Entropy engineering could be a promising way to synergistically regulate the electrical and thermal transport in order to improve the thermoelectric performance of SrTiO3-based ceramics. In this work, single cubic structured Sr0.9-xBaxLa0.1Ti0.9Nb0.1O3-delta (x = 0.1, 0.2, 0.3, 0.4, 0.5) is designed by the calculations of Goldschmidt's tolerance factor, ionic radius difference and the detailed thermodynamic process and successfully synthesized by a solid-state reaction. The single cubic structure and homogenous element distribution are confirmed by Rietveld refinement of XRD and EDS mapping. Oxygen deficiency and high crystal symmetry lead to good electrical properties derived by the effect of configurational entropy, which results in a high power factor, PF = 602.1 mu W m(-1) K-2. The enhanced point defect and local disorder scattering is the dominant factor to significantly reduce the lattice thermal conductivity, especially for large mass fluctuation driven by the increase of point defects, which is a typical result of entropy effects. As a result, the lowest lattice thermal conductivity of 2.93 W m(-1) K-1 at 923 K is achieved for the Sr0.4Ba0.5La0.1Ti0.9Nb0.1O3-delta sample. By the synergistic optimization of entropy engineering, a highest zT value, 0.15, is achieved for the x = 0.2 sample at 973 K. The estimated corresponding optimized configurational entropy ranges from 9 to 10 J mol(-1) K-1. Besides, Vickers hardness of 7-11 GPa is also measured for all samples. Henceforth, entropy engineering is a promising method for optimizing the thermoelectric and mechanical performance of SrTiO3-based ceramics, which opens a new way to design thermoelectric oxide materials with good electrical properties and low lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
"reducing the carrier concentration, and Bi doping is performed to reduce the lattice thermal conductivity through additional phonon scattering by atomic mass fluctuation and lattice distortion. Cu12-xZnxSb4-ySbyS13 tetrahedrites (0.1 <= x <= 0.4 and 0.1 <= y <= 0.4) were prepared using mechanical alloying and hot pressing, and the effects of double doping of Zn and Bi on the charge transport and thermoelectric properties were examined. X-ray diffraction analysis revealed the successful formation of the tetrahedrite phase, but a small amount of skinnerite phase (Cu3SbS3) was produced with an increase in the Bi content. The lattice constant increased with an increase in Zn and Bi doping contents, as the ionic radii of Zn and Bi were larger than those of Cu and Sb, respectively. With an increase in the Zn content and a decrease in the Bi content, the carrier concentration decreased. Consequently, the electrical conductivity decreased, whereas the Seebeck coefficient increased. The decline in the electrical conductivity with Zn doping dominated the increase in the Seebeck coefficient, which in turn reduced the power factor. However, the power factor did not change significantly with a change in the Bi content. The lattice thermal conductivity",CB727037BDD,lattice thermal-conductivity suppression,controlled_rule
