paper_id,source,year,title,doi,material
P01164,iTE1,2022,Electrochemical Seebeck coefficient of Fe2+/Fe3+ in acetone-methanol mixed solution,10.35848/1347-4065/ac6d92,Fe2+/Fe3+ redox electrolyte
P01165,iTE1,2018,Synthesis of Te-Bi core-shell nanowires by two-step electrodeposition in ionic liquids,10.1016/j.elecom.2017.11.010,ionic-liquid electrolyte
P01166,iTE1,2026,Janus bilayer poly(vinyl alcohol)-based composite hydrogels with tunable photothermal and thermoelectric properties for photothermoelectric energy conversion,10.1016/j.jpowsour.2025.238731,PVA polymer matrix
P01166,iTE1,2026,Janus bilayer poly(vinyl alcohol)-based composite hydrogels with tunable photothermal and thermoelectric properties for photothermoelectric energy conversion,10.1016/j.jpowsour.2025.238731,carbon nanotube scaffold
P01166,iTE1,2026,Janus bilayer poly(vinyl alcohol)-based composite hydrogels with tunable photothermal and thermoelectric properties for photothermoelectric energy conversion,10.1016/j.jpowsour.2025.238731,ferri/ferrocyanide electrolyte
P01170,iTE1,2024,"Colloidal dispersions of cobalt ferrite nanoparticles in EMIM TFSI, propylene carbonate and their mixtures",10.1016/j.colsurfa.2024.135233,ionic-liquid electrolyte
P01171,iTE1,2025,"Multifunctional carbon nanotubes based hydrogel integrates photothermal water desalination, photothermal power generation, sensing, and flame retardancy, with a multi purpose and adjustable thermoelectric effect",10.1016/j.jcis.2025.137344,carbon nanotube scaffold
P01172,iTE1,2023,Side-Chain Engineered P Or N-Type Nonaqueous Polymeric Ionic Gels for Sustainable Ionic Thermoelectrics,10.1002/adfm.202305499,ionic-liquid electrolyte
P01176,iTE1,2024,Coated electrodes for liquid thermoelectric conversion devices to enhance Fe2+/Fe3+ redox kinetics,10.1039/d4se00220b,Fe2+/Fe3+ redox electrolyte
P01178,iTE1,2025,Resistance components of liquid thermoelectric converter composed of [Fe(CN)6]3-/[Fe(CN)6]4- aqueous electrolyte and graphite-dispersing electrodes,10.1039/d5ra07066j,ferri/ferrocyanide electrolyte
P01179,iTE1,2015,Ionic liquid entrapment by an electrospun polymer nanofiber matrix as a high conductivity polymer electrolyte,10.1039/c5ra03935e,PVA polymer matrix
P01179,iTE1,2015,Ionic liquid entrapment by an electrospun polymer nanofiber matrix as a high conductivity polymer electrolyte,10.1039/c5ra03935e,chitosan matrix
P01179,iTE1,2015,Ionic liquid entrapment by an electrospun polymer nanofiber matrix as a high conductivity polymer electrolyte,10.1039/c5ra03935e,ionic-liquid electrolyte
P01180,iTE1,2023,Resistance components in organic electrolytes containing Fe2+/Fe3+ for liquid thermoelectric conversion devices,10.1039/d3nj03721e,Fe2+/Fe3+ redox electrolyte
P01182,iTE1,2015,K2Hg2Se3: Large-Scale Synthesis of a Photoconductor Material Prototype with a Columnar Polyanionic Substructure,10.1021/acs.chemmater.5b01198,K-salt electrolyte
P01192,iTE1,2026,"Highly thermoelectric chitosan-based hydrogel for integrated thermal safety protection system: Cooling, overheating warning, and thermal runaway suppression in lithium-ion battery",10.1016/j.ijbiomac.2026.150326,chitosan matrix
P01192,iTE1,2026,"Highly thermoelectric chitosan-based hydrogel for integrated thermal safety protection system: Cooling, overheating warning, and thermal runaway suppression in lithium-ion battery",10.1016/j.ijbiomac.2026.150326,Na-salt electrolyte
P01192,iTE1,2026,"Highly thermoelectric chitosan-based hydrogel for integrated thermal safety protection system: Cooling, overheating warning, and thermal runaway suppression in lithium-ion battery",10.1016/j.ijbiomac.2026.150326,glycerol organohydrogel
P01200,iTE1,2020,Relatively high-Seebeck thermoelectric cells containing ionic liquids supplemented by cobalt redox couple,10.1016/j.molliq.2020.113871,iodide/triiodide electrolyte
P01200,iTE1,2020,Relatively high-Seebeck thermoelectric cells containing ionic liquids supplemented by cobalt redox couple,10.1016/j.molliq.2020.113871,ionic-liquid electrolyte
P01202,iTE1,2020,Paving the way to solubility through volatility: Thermodynamics of imidazolium-based ionic liquids of the type [CnC1Im][I],10.1016/j.fluid.2020.112767,iodide/triiodide electrolyte
P01202,iTE1,2020,Paving the way to solubility through volatility: Thermodynamics of imidazolium-based ionic liquids of the type [CnC1Im][I],10.1016/j.fluid.2020.112767,ionic-liquid electrolyte
P01206,iTE1,2016,Studies of antimony telluride and copper telluride films electrodeposition from choline chloride containing ionic liquids,10.1016/j.tsf.2016.04.030,ionic-liquid electrolyte
P01206,iTE1,2016,Studies of antimony telluride and copper telluride films electrodeposition from choline chloride containing ionic liquids,10.1016/j.tsf.2016.04.030,ethylene-glycol organohydrogel
P01215,iTE1,2025,High thermoelectric conversion through an optimal contribution of electronic carriers in polymeric mixed ionic-electronic conducting films,10.1039/d4ee03185g,graphene/graphene-oxide scaffold
P01215,iTE1,2025,High thermoelectric conversion through an optimal contribution of electronic carriers in polymeric mixed ionic-electronic conducting films,10.1039/d4ee03185g,Fe2+/Fe3+ redox electrolyte
P01216,iTE1,2024,"Orbit-lattice coupling leads to the intrinsic low thermal conductivity in M Te ( M = Ge, Sn, Pb) thermoelectric materials",10.1103/PhysRevB.109.205204,Na-salt electrolyte
P01231,iTE1,2020,Temperature-dependence of the electrical impedance properties of sodium hydroxide-contained polyethylene oxide as an ionic liquid,10.1016/j.sna.2020.112369,ionic-liquid electrolyte
P01234,iTE1,2018,Optothermophoretic Manipulation of Colloidal Particles in Nonionic Liquids,10.1021/acs.jpcc.8b03828,ionic-liquid electrolyte
P01237,iTE1,2025,An actuatable ionogel thermoelectric fiber with aligned mesogens-induced thermopower for four-dimensional dynamically adaptive heat harvesting,10.1038/s41467-025-60103-x,ionic-liquid electrolyte
P01240,iTE1,2024,Flexible thermoelectric CMTs/KCl/gelatin composite for a wearable pressure and temperature sensor,10.1039/d3ra08471j,gelatin matrix
P01240,iTE1,2024,Flexible thermoelectric CMTs/KCl/gelatin composite for a wearable pressure and temperature sensor,10.1039/d3ra08471j,K-salt electrolyte
P01246,iTE1,2015,An Effective Approach to Enhanced Thermoelectric Properties of PEDOT:PSS Films by a DES Post-Treatment,10.1002/polb.23718,PEDOT:PSS conductor
P01246,iTE1,2015,An Effective Approach to Enhanced Thermoelectric Properties of PEDOT:PSS Films by a DES Post-Treatment,10.1002/polb.23718,deep-eutectic electrolyte
P01248,iTE1,2022,Influence of polar solvent on the thermal conductivity of ionic liquid based on the developed two-wire 3ω method,10.1016/j.molliq.2022.118674,ionic-liquid electrolyte
P01248,iTE1,2022,Influence of polar solvent on the thermal conductivity of ionic liquid based on the developed two-wire 3ω method,10.1016/j.molliq.2022.118674,ethylene-glycol organohydrogel
P01249,iTE1,2022,Improved thermal conductivity and mechanical property of mercapto group-activated boron nitride/elastomer composites for thermal management,10.1016/j.compositesa.2022.106869,ionic-liquid electrolyte
P01250,iTE1,2022,High Thermoelectric Performance and Low Lattice Thermal Conductivity in Lattice-Distorted High-Entropy Semiconductors AgMnSn1-xPbxSbTe4,10.1021/acs.chemmater.2c02344,Na-salt electrolyte
P01252,iTE1,2026,Thermosensitive crystallization-boosted thermoelectric hydrogels for self-powered sensing and intelligent perception applications,10.26599/NR.2026.94908553,ferri/ferrocyanide electrolyte
P01260,iTE1,2025,Dual-functionality of NiSe2-CoSe2 nanowires for electrochemical charge storage and efficient thermal energy conversion,10.1016/j.est.2025.116568,porous carbon electrode
P01261,iTE1,2022,Deciphering the superior thermoelectric property of post-treatment-free PEDOT:PSS/IL hybrid by X-ray and neutron scattering characterization,10.1038/s41528-022-00138-y,PEDOT:PSS conductor
P01261,iTE1,2022,Deciphering the superior thermoelectric property of post-treatment-free PEDOT:PSS/IL hybrid by X-ray and neutron scattering characterization,10.1038/s41528-022-00138-y,ionic-liquid electrolyte
P01262,iTE1,2021,Low Temperature Activation of Tellurium and Resource-Efficient Synthesis of AuTe2and Ag2Te in Ionic Liquids,10.1002/open.202000249,ionic-liquid electrolyte
P01266,iTE1,2026,High-performance magnesium-ion thermal charging cell enabled by organic cation pre-intercalation,10.1039/d5ta08783j,metal-oxide electrode
P01271,iTE1,2010,Impact of intrinsic localized modes of atomic motion on materials properties,10.1016/j.actamat.2010.01.021,iodide/triiodide electrolyte
P01276,iTE2,2014,Electrodeposition of stoichiometric bismuth telluride Bi2Te3 using a piperidinium ionic liquid binary mixture,10.1016/j.electacta.2014.06.036,ionic-liquid electrolyte
P01278,iTE2,2022,Carbon Nanotube/Biomolecule Composite Yarn for Wearable Thermoelectric Applications,10.1021/acsaem.2c00142,carbon nanotube scaffold
P01278,iTE2,2022,Carbon Nanotube/Biomolecule Composite Yarn for Wearable Thermoelectric Applications,10.1021/acsaem.2c00142,ionic-liquid electrolyte
P01279,iTE2,2022,Scaling Relations for Ionic and Thermal Transport in the Na+ Ionic Conductor Na3PS4,10.1021/acsmaterialslett.2c00846,Na-salt electrolyte
P01281,iTE2,2018,Ionic Liquid Designed for PEDOT:PSS Conductivity Enhancement,10.1021/jacs.7b10306,PEDOT:PSS conductor
P01281,iTE2,2018,Ionic Liquid Designed for PEDOT:PSS Conductivity Enhancement,10.1021/jacs.7b10306,ionic-liquid electrolyte
P01282,iTE2,2018,Hermetic sealing of MEMS including lateral feedthroughs and room-temperature anodic bonding,10.1088/1361-6439/aab86f,silica/inorganic nanoparticle filler
P01291,iTE2,1999,Convective couplings and thermal diffusion in ionic liquids,10.1051/jcp:1999197,iodide/triiodide electrolyte
P01291,iTE2,1999,Convective couplings and thermal diffusion in ionic liquids,10.1051/jcp:1999197,Li-salt electrolyte
P01295,iTE2,2022,Nonstoichiometric Salt Intercalation as a Means to Stabilize Alkali Doping of 2D Materials,10.1103/PhysRevLett.129.266401,graphene/graphene-oxide scaffold
P01303,iTE2,2026,A layered flexible nanocoating with ion-electron synergistic hermoelectric response for highly sensitive remote fire-warning,10.1016/j.porgcoat.2026.110403,PEDOT:PSS conductor
P01303,iTE2,2026,A layered flexible nanocoating with ion-electron synergistic hermoelectric response for highly sensitive remote fire-warning,10.1016/j.porgcoat.2026.110403,graphene/graphene-oxide scaffold
P01303,iTE2,2026,A layered flexible nanocoating with ion-electron synergistic hermoelectric response for highly sensitive remote fire-warning,10.1016/j.porgcoat.2026.110403,ionic-liquid electrolyte
P01306,iTE2,2024,Intricate Ionic Behaviors in High-Performance Self-Powered Hydrothermal Chemical Generator Using Water and Iron (III) Gate,10.1002/smll.202400477,carbon nanotube scaffold
P01306,iTE2,2024,Intricate Ionic Behaviors in High-Performance Self-Powered Hydrothermal Chemical Generator Using Water and Iron (III) Gate,10.1002/smll.202400477,Fe2+/Fe3+ redox electrolyte
P01308,iTE2,2014,Experimental measurements of the SP response to concentration and temperature gradients in sandstones with application to subsurface geophysical monitoring,10.1002/2014JB011249,Na-salt electrolyte
P01309,iTE2,2026,High-pressure sintering driven defect modulation for enhanced thermoelectric performance in Li+/S2- co-doped Cu2Se,10.1063/5.0326171,Li-salt electrolyte
P01313,iTE2,2023,Fabrication of Highly Conductive Porous Fe3O4@RGO/PEDOT:PSS Composite Films via Acid Post-Treatment and Their Applications as Electrochemical Supercapacitor and Thermoelectric Material,10.3390/polym15163453,PEDOT:PSS conductor
P01314,iTE2,2022,Atomic-Scale Pentagraphene Ribbons Stabilized with Alkali Metals under Moderate Pressures,10.1021/acs.inorgchem.2c03054,graphene/graphene-oxide scaffold
P01322,iTE2,2017,Improving the zT value of thermoelectrics by nanostructuring: tuning the nanoparticle morphology of Sb2Te3 by using ionic liquids,10.1039/c6dt04323b,ionic-liquid electrolyte
P01323,iTE2,2024,Proton-conducting hydrogel electrolytes with tight contact to binder-free MXene electrodes for high-performance thermally chargeable supercapacitor,10.1002/cey2.562,MXene scaffold
P01323,iTE2,2024,Proton-conducting hydrogel electrolytes with tight contact to binder-free MXene electrodes for high-performance thermally chargeable supercapacitor,10.1002/cey2.562,K-salt electrolyte
P01329,iTE2,2023,Direct ink writing of PEDOT eutectogels as substrate-free dry electrodes for electromyography,10.1039/d3mh00310h,PEDOT:PSS conductor
P01330,iTE2,2025,Ionic liquids confined in carbon nanotubes: multiphase evolution driven by electron beam and temperature variations,10.1016/j.ijheatmasstransfer.2025.127111,carbon nanotube scaffold
P01330,iTE2,2025,Ionic liquids confined in carbon nanotubes: multiphase evolution driven by electron beam and temperature variations,10.1016/j.ijheatmasstransfer.2025.127111,ionic-liquid electrolyte
P01332,iTE2,2023,Rarely negative-thermovoltage cellulose ionogel with simultaneously boosted mechanical strength and ionic conductivity via ion-molecular engineering,10.1039/d2ta09068f,cellulose nanofiber matrix
P01334,iTE2,2017,"Free-standing oligo(oxyethylene)-functionalized polythiophene with the 3,4-ethylenedioxythiophene building block: electrosynthesis, electrochromic and thermoelectric properties",10.1016/j.electacta.2017.01.019,Li-salt electrolyte
P01334,iTE2,2017,"Free-standing oligo(oxyethylene)-functionalized polythiophene with the 3,4-ethylenedioxythiophene building block: electrosynthesis, electrochromic and thermoelectric properties",10.1016/j.electacta.2017.01.019,ionic-liquid electrolyte
P01334,iTE2,2017,"Free-standing oligo(oxyethylene)-functionalized polythiophene with the 3,4-ethylenedioxythiophene building block: electrosynthesis, electrochromic and thermoelectric properties",10.1016/j.electacta.2017.01.019,acetonitrile/nitrile solvent
P01338,iTE2,2006,A guest-free germanium clathrate,10.1038/nature05145,ionic-liquid electrolyte
P01339,iTE2,2005,"Oxygen ionic and electronic transport in apatite-type La10-x(Si,Al)6O26±δ",10.1016/j.jssc.2005.04.018,silica/inorganic nanoparticle filler
P01343,iTE2,2022,Ultra-High Electrical Conductivity in Filler-Free Polymeric Hydrogels Toward Thermoelectrics and Electromagnetic Interference Shielding,10.1002/adma.202109904,PEDOT:PSS conductor
P01346,iTE2,2021,"Impact of sodium oxide, sulfide, and fluoride-doped vanadium phosphate glasses on the thermoelectric power and electrical properties: structure analysis and conduction mechanism",10.1007/s10854-020-05115-7,metal-oxide electrode
P01347,iTE2,2010,Cathodic Deposition of Components in BiSbTe Ternary Compounds as Thermoelectric Films Using Choline-Chloride-Based Ionic Liquids,10.1007/s11664-009-1006-x,ionic-liquid electrolyte
P01362,iTE2,2025,Multilayer Electrode Strategy Shorten Thermal Charging Time and Boost Energy Output in Gelatin-Based i-TE Cells,10.1002/aenm.202402621,gelatin matrix
P01366,iTE2,2019,Electricity Generation from Capillary-Driven Ionic Solution Flow in a Three-Dimensional Graphene Membrane,10.1021/acsami.8b16529,graphene/graphene-oxide scaffold
P01368,iTE2,2021,The Interfacial Effect on the Open Circuit Voltage of Ionic Thermoelectric Devices with Conducting Polymer Electrodes,10.1002/aelm.202100506,PEDOT:PSS conductor
P01383,iTE2,2025,"Janus fabric sensor with integrated moisture-wicking, wearable monitoring and thermoelectric capabilities for fire warning",10.1039/d4ta08562k,ionic-liquid electrolyte
P01388,iTE2,2017,One-step electrodeposition of free-standing flexible conducting PEDOT derivative film and its electrochemical capacitive and thermoelectric performance,10.1016/j.electacta.2016.12.042,ionic-liquid electrolyte
P01389,iTE2,2023,Modulation of electronic and ionic conduction in mixed polymer conductors via additive engineering: Towards targeted applications under varying humidity,10.1016/j.cej.2023.147034,PEDOT:PSS conductor
P01389,iTE2,2023,Modulation of electronic and ionic conduction in mixed polymer conductors via additive engineering: Towards targeted applications under varying humidity,10.1016/j.cej.2023.147034,carbon nanotube scaffold
P01390,iTE2,2026,Architecture-preserving interfacial regulation via sulfonated graphene oxide for high-performance stretchable ionic thermoelectrics,10.1016/j.carbon.2026.121756,PAM/polyacrylamide matrix
P01390,iTE2,2026,Architecture-preserving interfacial regulation via sulfonated graphene oxide for high-performance stretchable ionic thermoelectrics,10.1016/j.carbon.2026.121756,graphene/graphene-oxide scaffold
P01392,iTE2,2025,Balancing mechanical-thermal-electrical properties in cellulose ionogels via crystallization-induced molecular assembly,10.1038/s41467-025-64966-y,cellulose nanofiber matrix
P01395,iTE2,2021,Molecular Dynamics Approach to Calculate the Thermodiffusion (Soret and Seebeck) Coefficients of Salts in Aqueous Solutions,10.1021/acs.jctc.1c00116,Na-salt electrolyte
P01395,iTE2,2021,Molecular Dynamics Approach to Calculate the Thermodiffusion (Soret and Seebeck) Coefficients of Salts in Aqueous Solutions,10.1021/acs.jctc.1c00116,K-salt electrolyte
P01396,iTE2,2024,Influence behavior and mechanism of double-layer Gr stacking configuration on mechanical strength and thermoelectric transport properties of Cu/Gr composites,10.1016/j.vacuum.2024.113641,graphene/graphene-oxide scaffold
P01400,iTE2,2026,Bio-Based Flexible Solar-Driven Sustainable Generator with Efficient Electricity Generation Enabled by Plant Transpiration System,10.1007/s40820-025-01960-5,cellulose nanofiber matrix
P01400,iTE2,2026,Bio-Based Flexible Solar-Driven Sustainable Generator with Efficient Electricity Generation Enabled by Plant Transpiration System,10.1007/s40820-025-01960-5,Li-salt electrolyte
P01414,iTE2,2024,Diffusion enhancement by spontaneous formation of Frenkel defects in NaCl-type high-entropy materials,10.1016/j.jallcom.2024.176100,Na-salt electrolyte
P01415,iTE2,2013,Enhancement of the thermoelectric properties of PEDOT:PSS thin films by post-treatment,10.1039/c3ta11209h,PEDOT:PSS conductor
P01415,iTE2,2013,Enhancement of the thermoelectric properties of PEDOT:PSS thin films by post-treatment,10.1039/c3ta11209h,ionic-liquid electrolyte
P01417,iTE2,2023,Protic Ionic Liquids for Intrinsically Stretchable Conductive Polymers,10.1021/acsami.2c17376,PEDOT:PSS conductor
P01417,iTE2,2023,Protic Ionic Liquids for Intrinsically Stretchable Conductive Polymers,10.1021/acsami.2c17376,ionic-liquid electrolyte
P01432,iTE2,2023,"Highly Conductive, Ultrastrong, and Flexible Wet-Spun PEDOT:PSS/ Ionic Liquid Fibers for Wearable Electronics",10.1021/acsami.3c00155,PEDOT:PSS conductor
P01432,iTE2,2023,"Highly Conductive, Ultrastrong, and Flexible Wet-Spun PEDOT:PSS/ Ionic Liquid Fibers for Wearable Electronics",10.1021/acsami.3c00155,ionic-liquid electrolyte
P01434,iTE2,2023,Stretchable and Biocompatible Transparent Electrodes for Multimodal Biosignal Sensing from Exposed Skin,10.1002/aelm.202300075,PEDOT:PSS conductor
P01434,iTE2,2023,Stretchable and Biocompatible Transparent Electrodes for Multimodal Biosignal Sensing from Exposed Skin,10.1002/aelm.202300075,ionic-liquid electrolyte
P01439,iTE2,2022,"Thermoelectric textiles with nanostructured copper iodide films on cotton and polyester fabrics, stabilized and reinforced with nanocellulose",10.1007/s10854-022-08538-6,cellulose nanofiber matrix
P01442,iTE2,2017,A computational approach to calculate the heat of transport of aqueous solutions,10.1038/srep44833,Li-salt electrolyte
P01454,iTE2,2007,Electrical conductivity of TiO2 within n-p transition Part II -: Electrical conductivity components,10.1179/174367607X156016,metal-oxide electrode
P01459,iTE2,2024,Seebeck-mediated ionic transport in 1T molybdenum disulfide thin films,10.1063/5.0173343,MoS2 scaffold
P01459,iTE2,2024,Seebeck-mediated ionic transport in 1T molybdenum disulfide thin films,10.1063/5.0173343,Na-salt electrolyte
P01461,iTE2,2026,"A multifunctional ionic hydrogel facilitating enhanced thermal safety for lithium-ion battery via overheating cooling, intelligent warning, and thermal runaway blocking",10.1016/j.mtener.2025.102171,PAM/polyacrylamide matrix
P01461,iTE2,2026,"A multifunctional ionic hydrogel facilitating enhanced thermal safety for lithium-ion battery via overheating cooling, intelligent warning, and thermal runaway blocking",10.1016/j.mtener.2025.102171,cellulose nanofiber matrix
P01461,iTE2,2026,"A multifunctional ionic hydrogel facilitating enhanced thermal safety for lithium-ion battery via overheating cooling, intelligent warning, and thermal runaway blocking",10.1016/j.mtener.2025.102171,Li-salt electrolyte
P01461,iTE2,2026,"A multifunctional ionic hydrogel facilitating enhanced thermal safety for lithium-ion battery via overheating cooling, intelligent warning, and thermal runaway blocking",10.1016/j.mtener.2025.102171,glycerol organohydrogel
P01467,iTE2,2019,Highly Stretchable and Air-Stable PEDOT:PSS/Ionic Liquid Composites for Efficient Organic Thermoelectrics,10.1021/acs.chemmater.9b00819,PEDOT:PSS conductor
P01467,iTE2,2019,Highly Stretchable and Air-Stable PEDOT:PSS/Ionic Liquid Composites for Efficient Organic Thermoelectrics,10.1021/acs.chemmater.9b00819,ionic-liquid electrolyte
P01469,iTE2,2024,Cation exchange improves the efficiency and stability of the n-doping of π-conjugated polymers,10.1039/d4ta03920c,ionic-liquid electrolyte
P01476,iTE2,2022,3D cellulose fiber networks modified by PEDOT:PSS/graphene nanoplatelets for thermoelectric applications,10.1063/5.0075918,cellulose nanofiber matrix
P01476,iTE2,2022,3D cellulose fiber networks modified by PEDOT:PSS/graphene nanoplatelets for thermoelectric applications,10.1063/5.0075918,PEDOT:PSS conductor
P01476,iTE2,2022,3D cellulose fiber networks modified by PEDOT:PSS/graphene nanoplatelets for thermoelectric applications,10.1063/5.0075918,graphene/graphene-oxide scaffold
P01476,iTE2,2022,3D cellulose fiber networks modified by PEDOT:PSS/graphene nanoplatelets for thermoelectric applications,10.1063/5.0075918,Li-salt electrolyte
P01476,iTE2,2022,3D cellulose fiber networks modified by PEDOT:PSS/graphene nanoplatelets for thermoelectric applications,10.1063/5.0075918,ionic-liquid electrolyte
P01480,iTE2,2008,Defect chemistry and electrical properties of titanium dioxide. 1. Defect diagrams,10.1021/jp074565u,metal-oxide electrode
P01485,iTE2,2024,High Efficiency n-Type Doping of Organic Semiconductors by Cation Exchange,10.1002/adma.202412811,ionic-liquid electrolyte
P01486,iTE2,2017,Electrical conductivity and defect disorder of tantalum-doped TiO2,10.1111/jace.14959,metal-oxide electrode
P01488,iTE2,2021,Scaling Relation between Electrochemical Seebeck Coefficient for Fe2+/Fe3+ in Organic Solvent and Its Viscosity,10.7566/JPSJ.90.033602,Fe2+/Fe3+ redox electrolyte
P01504,iTE2,2025,Protic Ionic Liquids: A General Strategy for Enhancing Electrical Conductivity and Stretchability of Conducting Polymer Thin Films,10.1002/adfm.202420607,PEDOT:PSS conductor
P01504,iTE2,2025,Protic Ionic Liquids: A General Strategy for Enhancing Electrical Conductivity and Stretchability of Conducting Polymer Thin Films,10.1002/adfm.202420607,ionic-liquid electrolyte
P01505,iTE2,2026,Entropy-Engineered Fiber-Shaped Liquid Crystal Elastomer Based Thermocell Integrated into 3D-Knitted Wristbands for Sensing Application,10.1007/s42765-026-00719-w,iodide/triiodide electrolyte
P01505,iTE2,2026,Entropy-Engineered Fiber-Shaped Liquid Crystal Elastomer Based Thermocell Integrated into 3D-Knitted Wristbands for Sensing Application,10.1007/s42765-026-00719-w,ionic-liquid electrolyte
P01508,iTE2,2018,Role of surfactant on thermoelectric behaviors of organic-inorganic composites,10.1063/1.5033920,PEDOT:PSS conductor
P01512,iTE2,2022,Influence of the molecular weight and size distribution of PSS on mixed ionic-electronic transport in PEDOT:PSS,10.1039/d2py00271j,PEDOT:PSS conductor
P01513,iTE2,2022,Control of Fe3+ coordination by excess Cl- in alcohol solutions,10.1039/d2ra01522f,Fe2+/Fe3+ redox electrolyte
P01525,iTE2,2007,Bi2Te3 nanostructures prepared by microwave heating,10.1016/j.jcrysgro.2007.05.012,ethylene-glycol organohydrogel
P01526,iTE2,2022,Regulation of Electrode-Electrolyte Interactions for Improved Heat Recovery of a Thermo-Induced Electric Double-Layer Capacitor,10.1021/acs.energyfuels.1c04434,graphene/graphene-oxide scaffold
P01529,iTE2,2020,Humidity-Controlled Water Uptake and Conductivities in Ion and Electron Mixed Conducting Polythiophene Films,10.1021/acsami.9b21181,PEDOT:PSS conductor
P01530,iTE2,2023,Experimental and numerical study on air-to-nanofluid thermoelectric cooling system using novel surface-modified Fe3O4 nanoparticles,10.1007/s10404-023-02637-4,silica/inorganic nanoparticle filler
P01533,iTE2,2020,Volume effect of organic solvent on electrochemical Seebeck coefficient of [Fe(CN)6]4-/[Fe(CN)6]3- in water,10.35848/1347-4065/ab731d,ferri/ferrocyanide electrolyte
P01537,iTE2,2020,Chloride transport in conductive polymer films for an n-type thermoelectric platform,10.1039/c9ee02399b,PEDOT:PSS conductor
P01537,iTE2,2020,Chloride transport in conductive polymer films for an n-type thermoelectric platform,10.1039/c9ee02399b,Cu-based redox electrolyte
P01539,iTE2,2002,Nonreducible Mechanism of {(Ba1-xCax)O}mTiO2 (m > 1) ceramics,10.1143/JJAP.41.6461,metal-oxide electrode
P01541,iTE2,2003,All-solid actuator consisting of polyaniline film and solid polymer electrolyte,10.1002/mame.200200007,polyaniline conductor
P01545,iTE2,2026,"Passivation of AlGaSb/InGaAsSb/GaSb SWIR Detectors by Aqueous (NH4)2S Solution, SiO2, and Ionic Liquid Encapsulation",10.1109/TED.2026.3664326,silica/inorganic nanoparticle filler
P01546,iTE2,2015,Seebeck effect in a battery-type thermocell,10.1063/1.4928336,metal-oxide electrode
P01547,iTE2,2023,Double Doping of Semiconducting Polymers Using Ion-Exchange with a Dianion,10.1002/adfm.202300934,ionic-liquid electrolyte
P01573,iTE2,2023,Fabricating robust natural rubber composites with photothermal conversion and near-infrared light-actuated remote-controlled accurate self-healing,10.1016/j.compscitech.2023.109966,carbon nanotube scaffold
P01574,iTE2,2022,Development and use of geopolymers for energy conversion: An overview,10.1016/j.conbuildmat.2021.125774,graphene/graphene-oxide scaffold
P01574,iTE2,2022,Development and use of geopolymers for energy conversion: An overview,10.1016/j.conbuildmat.2021.125774,metal-oxide electrode
P01580,iTE2,2024,Unveiling van Hove Singularity-Boosted Photothermoelectric Response for Wearable Human-Radiation Detection,10.1021/acssensors.4c02224,carbon nanotube scaffold
P01580,iTE2,2024,Unveiling van Hove Singularity-Boosted Photothermoelectric Response for Wearable Human-Radiation Detection,10.1021/acssensors.4c02224,ionic-liquid electrolyte
P01588,iTE2,2015,Mechanism of Bismuth Telluride Exfoliation in an Ionic Liquid Solvent,10.1021/acs.langmuir.5b00239,ionic-liquid electrolyte
P01592,iTE2,2026,Dispersions of magnetic nanoparticles in dense ionic fluids - influence of water and of the solid/liquid interface on the colloidal and transport properties,10.1039/d6nr00224b,ionic-liquid electrolyte
P01597,iTE2,2025,Enhanced thermoelectric performance of PEDOT:PSS film by two-step post-treatment with mixed solvent based ionic liquid,10.1016/j.orgel.2025.107289,PEDOT:PSS conductor
P01597,iTE2,2025,Enhanced thermoelectric performance of PEDOT:PSS film by two-step post-treatment with mixed solvent based ionic liquid,10.1016/j.orgel.2025.107289,ionic-liquid electrolyte
P01598,iTE2,2026,Highly Stable Quasi-Solid Thermocells for Continuous Power Generation Across a Broad Humidity Range,10.1002/smll.73890,ferri/ferrocyanide electrolyte
P01602,iTE2,2021,High-performance & thermally stable n-type polymer thermoelectrics based on a benzyl viologen radical cation-doped ladder-type conjugated polymer,10.1039/d1ta01645h,TEMPO/viologen organic redox
P01605,iTE2,2022,Defect Chemistry of Titanium Dioxide: Evidence of the n-p Transition during Cooling,10.1021/acs.jpcc.1c09938,metal-oxide electrode
P01612,iTE2,2015,Hybrid Films of Graphene and Carbon Nanotubes for High Performance Chemical and Temperature Sensing Applications,10.1002/smll.201403693,carbon nanotube scaffold
P01612,iTE2,2015,Hybrid Films of Graphene and Carbon Nanotubes for High Performance Chemical and Temperature Sensing Applications,10.1002/smll.201403693,graphene/graphene-oxide scaffold
P01612,iTE2,2015,Hybrid Films of Graphene and Carbon Nanotubes for High Performance Chemical and Temperature Sensing Applications,10.1002/smll.201403693,ionic-liquid electrolyte
P01622,iTE2,2016,Synthesis and Characterization of Polymer Electrolyte Using Deep Eutectic Solvents and Electrospun Poly(vinyl alcohol) Membrane,10.1021/acs.iecr.6b01754,PVA polymer matrix
P01622,iTE2,2016,Synthesis and Characterization of Polymer Electrolyte Using Deep Eutectic Solvents and Electrospun Poly(vinyl alcohol) Membrane,10.1021/acs.iecr.6b01754,deep-eutectic electrolyte
P01624,iTE2,2026,All-in-one wearable devices enabled by zinc-ion batteries based on polycation-regulated hydrogel electrolytes for thermoelectric conversion and self-sustained sensing,10.1016/j.cej.2026.177261,graphene/graphene-oxide scaffold
