variant,source,source_label,target,target_label,rank,cosine,same_paper
label_only,TG:P0137:n3,thermodiffusion effect,TG:P0030:n3,thermodiffusion of the cation,10,0.8633340001106262,False
label_only,TG:P0145:n1,thermodiffusion,TG:P0014:n3,thermodiffusion,1,1.0,False
label_only,TG:P0145:n1,thermodiffusion,TG:P0043:n2,thermodiffusion,2,1.0,False
label_only,TG:P0145:n1,thermodiffusion,TG:P0224:n1,thermodiffusion term,3,0.9664924144744873,False
label_only,TG:P0145:n1,thermodiffusion,TG:P0137:n3,thermodiffusion effect,4,0.9475982785224915,False
label_only,TG:P0145:n1,thermodiffusion,TG:P0144:n3,thermodiffusion contribution,5,0.9293360114097595,False
label_only,TG:P0145:n1,thermodiffusion,TG:P0030:n3,thermodiffusion of the cation,6,0.8846371173858643,False
label_only,TG:P0145:n1,thermodiffusion,TG:P0210:n1,thermodiffusion effect of electrolyte,7,0.8836343288421631,False
label_only,TG:P0145:n1,thermodiffusion,TG:P0201:n1,thermodiffusion (Soret) effect,8,0.8815305829048157,False
label_only,TG:P0145:n1,thermodiffusion,TG:P0268:n4,anion thermodiffusion,9,0.8779858946800232,False
label_only,TG:P0145:n1,thermodiffusion,TG:P0225:n1,thermodiffusive and thermogalvanic effects,10,0.8653503060340881,False
label_only,TG:P0146:n4,ionic conductivity,TG:P0014:n4,ionic conductivity,1,1.0,False
label_only,TG:P0146:n4,ionic conductivity,TG:P0150:n2,ionic conductivity,2,1.0,False
label_only,TG:P0146:n4,ionic conductivity,TG:P0285:n4,ionic conductivity,3,1.0,False
label_only,TG:P0146:n4,ionic conductivity,TG:P0297:n2,ionic electrical conductivity,4,0.9810605049133301,False
label_only,TG:P0146:n4,ionic conductivity,TG:P0288:n1,superior ionic conductivity,5,0.9490612149238586,False
label_only,TG:P0146:n4,ionic conductivity,TG:P0207:n2,electrical conductivity,6,0.8953748345375061,False
label_only,TG:P0146:n4,ionic conductivity,TG:P0261:n5,ion transport,7,0.8723627328872681,False
label_only,TG:P0146:n4,ionic conductivity,TG:P0165:n3,high conductivity,8,0.8700907230377197,False
label_only,TG:P0146:n4,ionic conductivity,TG:P0096:n3,decoupling of thermopower and ionic conductivity,9,0.864374041557312,False
label_only,TG:P0146:n4,ionic conductivity,TG:P0220:n1,different diffusivity of individual ions,10,0.8572473526000977,False
label_only,TG:P0150:n2,ionic conductivity,TG:P0014:n4,ionic conductivity,1,1.0,False
label_only,TG:P0150:n2,ionic conductivity,TG:P0146:n4,ionic conductivity,2,1.0,False
label_only,TG:P0150:n2,ionic conductivity,TG:P0285:n4,ionic conductivity,3,1.0,False
label_only,TG:P0150:n2,ionic conductivity,TG:P0297:n2,ionic electrical conductivity,4,0.9810605049133301,False
label_only,TG:P0150:n2,ionic conductivity,TG:P0288:n1,superior ionic conductivity,5,0.9490612149238586,False
label_only,TG:P0150:n2,ionic conductivity,TG:P0207:n2,electrical conductivity,6,0.8953748345375061,False
label_only,TG:P0150:n2,ionic conductivity,TG:P0261:n5,ion transport,7,0.8723627328872681,False
label_only,TG:P0150:n2,ionic conductivity,TG:P0165:n3,high conductivity,8,0.8700907230377197,False
label_only,TG:P0150:n2,ionic conductivity,TG:P0096:n3,decoupling of thermopower and ionic conductivity,9,0.864374041557312,False
label_only,TG:P0150:n2,ionic conductivity,TG:P0220:n1,different diffusivity of individual ions,10,0.8572473526000977,False
label_only,TG:P0186:n4,output current density,TG:P0011:n3,current density,1,0.9386863708496094,False
label_only,TG:P0186:n4,output current density,TG:P0307:n2,output powers and current densities,2,0.9297112226486206,False
label_only,TG:P0186:n4,output current density,TG:P0011:n4,power density output,3,0.9179515242576599,False
label_only,TG:P0186:n4,output current density,TG:P0199:n3,output power density,4,0.9169564843177795,False
label_only,TG:P0186:n4,output current density,TG:P0187:n2,power output density,5,0.9103025794029236,False
label_only,TG:P0186:n4,output current density,TG:P0025:n4,short-circuit current density,6,0.903181254863739,False
label_only,TG:P0186:n4,output current density,TG:P0267:n3,continuous current output,7,0.8979943990707397,False
label_only,TG:P0186:n4,output current density,TG:P0103:n2,current and power output,8,0.8914973735809326,False
label_only,TG:P0186:n4,output current density,TG:P0146:n3,exchange current density,9,0.8908259272575378,False
label_only,TG:P0186:n4,output current density,TG:P0322:n2,increase in current density,10,0.8896629214286804,False
label_only,TG:P0189:n4,power density,TG:P0077:n2,power density,1,0.9999998211860657,False
label_only,TG:P0189:n4,power density,TG:P0011:n4,power density output,2,0.9632626175880432,False
label_only,TG:P0189:n4,power density,TG:P0187:n2,power output density,3,0.962013304233551,False
label_only,TG:P0189:n4,power density,TG:P0199:n3,output power density,4,0.9544511437416077,False
label_only,TG:P0189:n4,power density,TG:P0286:n3,maximum power density,5,0.9363373517990112,False
label_only,TG:P0189:n4,power density,TG:P0205:n3,efficiency and power density,6,0.9335541725158691,False
label_only,TG:P0189:n4,power density,TG:P0296:n2,maximum power output density,7,0.9172859787940979,False
label_only,TG:P0189:n4,power density,TG:P0011:n3,current density,8,0.8842647671699524,False
label_only,TG:P0189:n4,power density,TG:P0317:n2,maximum power density of 1461 mW/m(2),9,0.8817521929740906,False
label_only,TG:P0189:n4,power density,TG:P0307:n2,output powers and current densities,10,0.8808224201202393,False
label_only,TG:P0206:n2,mechanical performance,TG:P0185:n3,mechanical performance and output power density,1,0.8867467641830444,False
label_only,TG:P0206:n2,mechanical performance,TG:P0261:n4,mechanical robustness,2,0.8762644529342651,False
label_only,TG:P0206:n2,mechanical performance,TG:P0083:n3,performance,3,0.8755552768707275,False
label_only,TG:P0206:n2,mechanical performance,TG:P0141:n2,performance,4,0.8755552768707275,False
label_only,TG:P0206:n2,mechanical performance,TG:P0159:n3,performance,5,0.8755552768707275,False
label_only,TG:P0206:n2,mechanical performance,TG:P0265:n2,performance,6,0.8755552768707275,False
label_only,TG:P0206:n2,mechanical performance,TG:P0006:n5,mechanical strength,7,0.8620617389678955,False
label_only,TG:P0206:n2,mechanical performance,TG:P0013:n2,electrical performance,8,0.8473061323165894,False
label_only,TG:P0206:n2,mechanical performance,TG:P0220:n3,performance difference,9,0.8374801874160767,False
label_only,TG:P0206:n2,mechanical performance,TG:P0023:n3,mechanical properties,10,0.8361282348632812,False
label_only,TG:P0224:n2,diffusion coefficient,TG:P0288:n2,higher diffusion coefficients,1,0.9164057970046997,False
label_only,TG:P0224:n2,diffusion coefficient,TG:P0108:n3,ion diffusion coefficients,2,0.8959733247756958,False
label_only,TG:P0224:n2,diffusion coefficient,TG:P0232:n1,thermal diffusion,3,0.8718016743659973,False
label_only,TG:P0224:n2,diffusion coefficient,TG:P0247:n2,thermal diffusion,4,0.8718016743659973,False
label_only,TG:P0224:n2,diffusion coefficient,TG:P0280:n2,temperature coefficient,5,0.8523738384246826,False
label_only,TG:P0224:n2,diffusion coefficient,TG:P0140:n4,temperature coefficient,6,0.8523737788200378,False
label_only,TG:P0224:n2,diffusion coefficient,TG:P0053:n2,ion diffusion,7,0.8485395312309265,False
label_only,TG:P0224:n2,diffusion coefficient,TG:P0046:n6,ion diffusion,8,0.848539412021637,False
label_only,TG:P0224:n2,diffusion coefficient,TG:P0129:n1,diffusion-migration transport,9,0.8467874526977539,False
label_only,TG:P0224:n2,diffusion coefficient,TG:P0129:n2,diffusion-convection transport,10,0.8423787951469421,False
label_only,TG:P0232:n1,thermal diffusion,TG:P0247:n2,thermal diffusion,1,1.0,False
label_only,TG:P0232:n1,thermal diffusion,TG:P0134:n3,thermal diffusion potential (TDP),2,0.9014089703559875,False
label_only,TG:P0232:n1,thermal diffusion,TG:P0295:n3,thermally driven mass diffusion (the Soret effect),3,0.883251428604126,False
label_only,TG:P0232:n1,thermal diffusion,TG:P0129:n2,diffusion-convection transport,4,0.8817875981330872,False
label_only,TG:P0232:n1,thermal diffusion,TG:P0202:n2,thermal concentration,5,0.8775791525840759,False
label_only,TG:P0232:n1,thermal diffusion,TG:P0224:n2,diffusion coefficient,6,0.8718016743659973,False
label_only,TG:P0232:n1,thermal diffusion,TG:P0129:n1,diffusion-migration transport,7,0.8652405142784119,False
label_only,TG:P0232:n1,thermal diffusion,TG:P0046:n6,ion diffusion,8,0.8634195327758789,False
label_only,TG:P0232:n1,thermal diffusion,TG:P0053:n2,ion diffusion,9,0.8634194731712341,False
label_only,TG:P0232:n1,thermal diffusion,TG:P0086:n2,heat transfer,10,0.8631685376167297,False
label_only,TG:P0247:n2,thermal diffusion,TG:P0232:n1,thermal diffusion,1,1.0,False
label_only,TG:P0247:n2,thermal diffusion,TG:P0134:n3,thermal diffusion potential (TDP),2,0.9014089703559875,False
label_only,TG:P0247:n2,thermal diffusion,TG:P0295:n3,thermally driven mass diffusion (the Soret effect),3,0.883251428604126,False
label_only,TG:P0247:n2,thermal diffusion,TG:P0129:n2,diffusion-convection transport,4,0.8817875981330872,False
label_only,TG:P0247:n2,thermal diffusion,TG:P0202:n2,thermal concentration,5,0.8775791525840759,False
label_only,TG:P0247:n2,thermal diffusion,TG:P0224:n2,diffusion coefficient,6,0.8718016743659973,False
label_only,TG:P0247:n2,thermal diffusion,TG:P0129:n1,diffusion-migration transport,7,0.8652405142784119,False
label_only,TG:P0247:n2,thermal diffusion,TG:P0046:n6,ion diffusion,8,0.8634195327758789,False
label_only,TG:P0247:n2,thermal diffusion,TG:P0053:n2,ion diffusion,9,0.8634194731712341,False
label_only,TG:P0247:n2,thermal diffusion,TG:P0086:n2,heat transfer,10,0.8631685376167297,False
label_only,TG:P0261:n5,ion transport,TG:P0172:n5,redox ion transport,1,0.9175564050674438,False
label_only,TG:P0261:n5,ion transport,TG:P0249:n3,ion transport can be unipolar,2,0.9171878099441528,False
label_only,TG:P0261:n5,ion transport,TG:P0053:n2,ion diffusion,3,0.9161198735237122,False
label_only,TG:P0261:n5,ion transport,TG:P0046:n6,ion diffusion,4,0.9161198139190674,False
label_only,TG:P0261:n5,ion transport,TG:P0006:n3,ion-transport highway,5,0.908122181892395,False
label_only,TG:P0261:n5,ion transport,TG:P0189:n3,ion transport flux and overpotentials,6,0.9060550332069397,False
label_only,TG:P0261:n5,ion transport,TG:P0161:n3,ion transport and concentration equilibrium,7,0.9003171920776367,False
label_only,TG:P0261:n5,ion transport,TG:P0199:n1,aligned ion transport pathways,8,0.8953316807746887,False
label_only,TG:P0261:n5,ion transport,TG:P0198:n3,synergistic ion transport effect,9,0.8902061581611633,False
label_only,TG:P0261:n5,ion transport,TG:P0045:n3,ion concentration,10,0.886421799659729,False
label_only,TG:P0279:n2,interfacial resistance,TG:P0082:n2,interfacial resistance gating,1,0.921538770198822,False
label_only,TG:P0279:n2,interfacial resistance,TG:P0169:n4,interface charge transfer resistance,2,0.8563186526298523,False
label_only,TG:P0279:n2,interfacial resistance,TG:P0083:n2,interfacial charge transfer,3,0.8476006388664246,False
label_only,TG:P0279:n2,interfacial resistance,TG:P0198:n1,interfacial evaporation,4,0.8335904479026794,False
label_only,TG:P0279:n2,interfacial resistance,TG:P0252:n2,mass transfer resistance,5,0.8170197606086731,False
label_only,TG:P0279:n2,interfacial resistance,TG:P0107:n2,electron transfer resistance,6,0.8122358322143555,False
label_only,TG:P0279:n2,interfacial resistance,TG:P0168:n2,interfacial contact statuses between the gel and face,7,0.8106155395507812,False
label_only,TG:P0279:n2,interfacial resistance,TG:P0191:n4,interlocking structure at the interface,8,0.8092165589332581,False
label_only,TG:P0279:n2,interfacial resistance,TG:P0139:n8,resistance of thermocells,9,0.8041194081306458,False
label_only,TG:P0279:n2,interfacial resistance,TG:P0088:n3,thermal resistances,10,0.8033777475357056,False
label_only,TG:P0297:n2,ionic electrical conductivity,TG:P0014:n4,ionic conductivity,1,0.9810605049133301,False
label_only,TG:P0297:n2,ionic electrical conductivity,TG:P0146:n4,ionic conductivity,2,0.9810605049133301,False
label_only,TG:P0297:n2,ionic electrical conductivity,TG:P0150:n2,ionic conductivity,3,0.9810605049133301,False
label_only,TG:P0297:n2,ionic electrical conductivity,TG:P0285:n4,ionic conductivity,4,0.9810605049133301,False
label_only,TG:P0297:n2,ionic electrical conductivity,TG:P0288:n1,superior ionic conductivity,5,0.9324515461921692,False
label_only,TG:P0297:n2,ionic electrical conductivity,TG:P0207:n2,electrical conductivity,6,0.9169771075248718,False
label_only,TG:P0297:n2,ionic electrical conductivity,TG:P0096:n3,decoupling of thermopower and ionic conductivity,7,0.867044985294342,False
label_only,TG:P0297:n2,ionic electrical conductivity,TG:P0165:n3,high conductivity,8,0.8584112524986267,False
label_only,TG:P0297:n2,ionic electrical conductivity,TG:P0146:n5,ionic thermoelectric performance,9,0.855968177318573,False
label_only,TG:P0297:n2,ionic electrical conductivity,TG:P0261:n5,ion transport,10,0.8421388268470764,False
label_only,TG:P0316:n2,short-circuit current,TG:P0229:n4,short circuit current,1,0.9928500652313232,False
label_only,TG:P0316:n2,short-circuit current,TG:P0025:n4,short-circuit current density,2,0.9167056679725647,False
label_only,TG:P0316:n2,short-circuit current,TG:P0325:n2,Seebeck voltages and short-circuit currents,3,0.8724832534790039,False
label_only,TG:P0316:n2,short-circuit current,TG:P0194:n3,sustainable short-circuit-current density,4,0.8719190359115601,False
label_only,TG:P0316:n2,short-circuit current,TG:P0043:n4,thermal current,5,0.852742612361908,False
label_only,TG:P0316:n2,short-circuit current,TG:P0082:n4,thermoelectric current,6,0.8470927476882935,False
label_only,TG:P0316:n2,short-circuit current,TG:P0118:n2,galvanic currents,7,0.8418736457824707,False
label_only,TG:P0316:n2,short-circuit current,TG:P0171:n3,alternating current power,8,0.8337300419807434,False
label_only,TG:P0316:n2,short-circuit current,TG:P0233:n2,convection currents,9,0.8292891383171082,False
label_only,TG:P0316:n2,short-circuit current,TG:P0267:n3,continuous current output,10,0.8207001686096191,False
label_only,TG:P0326:n2,corrosion,TG:P0327:n2,corrosion,1,0.9999998807907104,False
label_only,TG:P0326:n2,corrosion,TG:P0323:n2,corrosion area,2,0.9313013553619385,False
label_only,TG:P0326:n2,corrosion,TG:P0124:n2,corrosion rates,3,0.9136825799942017,False
label_only,TG:P0326:n2,corrosion,TG:P0124:n1,Thermogalvanic corrosion,4,0.8849906921386719,False
label_only,TG:P0326:n2,corrosion,TG:P0151:n2,thermogalvanic corrosion of iron,5,0.8701891899108887,False
label_only,TG:P0326:n2,corrosion,TG:P0242:n1,thermogalvanic and heat-transfer corrosion,6,0.8607969880104065,False
label_only,TG:P0326:n2,corrosion,TG:P0230:n2,galvanic corrosion rates of copper,7,0.8438376784324646,False
label_only,TG:P0326:n2,corrosion,TG:P0049:n3,thermogalvanic corrosion of the copper electrode,8,0.82479327917099,False
label_only,TG:P0326:n2,corrosion,TG:P0118:n2,galvanic currents,9,0.8031055331230164,False
label_only,TG:P0326:n2,corrosion,TG:P0267:n1,copper electrodes,10,0.8011159896850586,False
label_only,iTE:P0346:n1,Fmoc-FF,iTE:P0346:n2,pi-pi interactions between Fmoc groups,1,0.7853502035140991,True
label_only,iTE:P0346:n1,Fmoc-FF,iTE:P1922:n1,CF effect,2,0.7645348310470581,False
label_only,iTE:P0346:n1,Fmoc-FF,iTE:P0484:n3,PF,3,0.7616562247276306,False
label_only,iTE:P0346:n1,Fmoc-FF,iTE:P0976:n2,PF,4,0.7616562247276306,False
label_only,iTE:P0346:n1,Fmoc-FF,iTE:P0468:n1,EMImFeCl4,5,0.7384142875671387,False
label_only,iTE:P0346:n1,Fmoc-FF,iTE:P0818:n2,TFM,6,0.7363192439079285,False
label_only,iTE:P0346:n1,Fmoc-FF,iTE:P1940:n1,Fe substitution,7,0.7362965941429138,False
label_only,iTE:P0346:n1,Fmoc-FF,iTE:P1436:n2,filling fraction limit (FFL),8,0.7341437339782715,False
label_only,iTE:P0346:n1,Fmoc-FF,iTE:P0661:n1,fluorine doping,9,0.7327466607093811,False
label_only,iTE:P0346:n1,Fmoc-FF,iTE:P1775:n1,PMF,10,0.732496976852417,False
label_only,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0437:n1,cation-pi interactions,1,0.8512002825737,False
label_only,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0944:n1,"interfacial interactions (cation-pi, pi-pi, d-p coupling)",2,0.838395357131958,False
label_only,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P1614:n1,electrostatic and ion-pi interactions,3,0.8282504677772522,False
label_only,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P1526:n1,interactions between these complexes,4,0.8112643957138062,False
label_only,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0525:n1,coordination interactions,5,0.7990394830703735,False
label_only,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0466:n2,pi-pi* stacking,6,0.7909477949142456,False
label_only,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0375:n5,dynamic interactions between the components,7,0.7884114980697632,False
label_only,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0683:n2,channel-Cl- interactions,8,0.7877928614616394,False
label_only,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0684:n2,intermolecular interaction,9,0.7864295840263367,False
label_only,iTE:P0346:n2,pi-pi interactions between Fmoc groups,iTE:P0422:n1,"host-guest interaction, hydrogen bonding, and electrostatic interactions",10,0.7854192852973938,False
label_only,iTE:P0371:n4,continuous operation,iTE:P0388:n2,continuous operation of ITECs,1,0.8672362565994263,False
label_only,iTE:P0371:n4,continuous operation,iTE:P0828:n4,continuous power output,2,0.8526139259338379,False
label_only,iTE:P0371:n4,continuous operation,iTE:P0353:n5,continuous power generation,3,0.8332232236862183,False
label_only,iTE:P0371:n4,continuous operation,iTE:P1787:n1,co-continuous phase,4,0.8176097869873047,False
label_only,iTE:P0371:n4,continuous operation,iTE:P0510:n3,continuous electricity generation,5,0.8153529763221741,False
label_only,iTE:P0371:n4,continuous operation,iTE:P1082:n2,long-term operational stability,6,0.8044957518577576,False
label_only,iTE:P0371:n4,continuous operation,iTE:P1220:n2,mechanically stable during operation,7,0.7862613201141357,False
label_only,iTE:P0371:n4,continuous operation,iTE:P0483:n2,operating noise,8,0.7860236763954163,False
label_only,iTE:P0371:n4,continuous operation,iTE:P1694:n2,self-maintained capability,9,0.771125078201294,False
label_only,iTE:P0371:n4,continuous operation,iTE:P1721:n4,continuous electron-transport pathways,10,0.7685098648071289,False
label_only,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0884:n4,negative Seebeck coefficient,1,0.9999997019767761,False
label_only,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0625:n3,negative Seebeck coefficient,2,0.9999996423721313,False
label_only,iTE:P0387:n2,negative Seebeck coefficient,iTE:P1109:n2,giant negative Seebeck coefficient,3,0.9735657572746277,False
label_only,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0352:n3,Seebeck coefficient,4,0.9472857713699341,False
label_only,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0406:n3,Seebeck coefficient,5,0.9472857713699341,False
label_only,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0446:n2,Seebeck coefficient,6,0.9472857713699341,False
label_only,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0462:n3,Seebeck coefficient,7,0.9472857713699341,False
label_only,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0506:n2,Seebeck coefficient,8,0.9472857713699341,False
label_only,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0632:n3,Seebeck coefficient,9,0.9472857713699341,False
label_only,iTE:P0387:n2,negative Seebeck coefficient,iTE:P0743:n2,Seebeck coefficient,10,0.9472857713699341,False
label_only,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0884:n2,positive Seebeck coefficient,1,0.9999998211860657,False
label_only,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0344:n4,Seebeck coefficient,2,0.9511861801147461,False
label_only,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0379:n3,Seebeck coefficient,3,0.9511861801147461,False
label_only,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0385:n3,Seebeck coefficient,4,0.9511861801147461,False
label_only,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0414:n3,Seebeck coefficient,5,0.9511861801147461,False
label_only,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0454:n3,Seebeck coefficient,6,0.9511861801147461,False
label_only,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0509:n2,Seebeck coefficient,7,0.9511861801147461,False
label_only,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0577:n2,Seebeck coefficient,8,0.9511861801147461,False
label_only,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0581:n2,Seebeck coefficient,9,0.9511861801147461,False
label_only,iTE:P0387:n4,positive Seebeck coefficient,iTE:P0617:n2,Seebeck coefficient,10,0.9511861801147461,False
label_only,iTE:P0388:n2,continuous operation of ITECs,iTE:P0371:n4,continuous operation,1,0.8672362565994263,False
label_only,iTE:P0388:n2,continuous operation of ITECs,iTE:P0370:n1,charging and discharging current from ITESCs,2,0.7920348644256592,False
label_only,iTE:P0388:n2,continuous operation of ITECs,iTE:P0828:n4,continuous power output,3,0.7863760590553284,False
label_only,iTE:P0388:n2,continuous operation of ITECs,iTE:P0353:n5,continuous power generation,4,0.7840376496315002,False
label_only,iTE:P0388:n2,continuous operation of ITECs,iTE:P0510:n3,continuous electricity generation,5,0.7782478928565979,False
label_only,iTE:P0388:n2,continuous operation of ITECs,iTE:P1082:n2,long-term operational stability,6,0.7781964540481567,False
label_only,iTE:P0388:n2,continuous operation of ITECs,iTE:P0410:n1,charging efficiency of the ITESC,7,0.7713099122047424,False
label_only,iTE:P0388:n2,continuous operation of ITECs,iTE:P0375:n4,iTE properties,8,0.7708141803741455,False
label_only,iTE:P0388:n2,continuous operation of ITECs,iTE:P0338:n3,long-term service and reusability,9,0.739121675491333,False
label_only,iTE:P0388:n2,continuous operation of ITECs,iTE:P0382:n1,ITE,10,0.7363951802253723,False
label_only,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0490:n3,thermoelectric and mechanical performances,1,0.993182897567749,False
label_only,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0420:n3,thermoelectric performance,2,0.953422486782074,False
label_only,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0440:n2,thermoelectric performance,3,0.953422486782074,False
label_only,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0526:n3,thermoelectric performance,4,0.953422486782074,False
label_only,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0578:n2,thermoelectric performance,5,0.953422486782074,False
label_only,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0579:n3,thermoelectric performance,6,0.953422486782074,False
label_only,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0668:n2,thermoelectric performance,7,0.953422486782074,False
label_only,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0675:n2,Thermoelectric performance,8,0.953422486782074,False
label_only,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0687:n2,thermoelectric performance,9,0.953422486782074,False
label_only,iTE:P0412:n5,thermoelectric and mechanical performance,iTE:P0882:n2,thermoelectric performance,10,0.953422486782074,False
label_only,iTE:P0426:n2,carrier concentration,iTE:P0582:n2,carrier concentration,1,1.0,False
label_only,iTE:P0426:n2,carrier concentration,iTE:P0742:n2,carrier concentration,2,1.0,False
label_only,iTE:P0426:n2,carrier concentration,iTE:P1039:n2,carrier concentration,3,1.0,False
label_only,iTE:P0426:n2,carrier concentration,iTE:P1157:n2,carrier concentration,4,1.0,False
label_only,iTE:P0426:n2,carrier concentration,iTE:P1171:n2,carrier concentration,5,1.0,False
label_only,iTE:P0426:n2,carrier concentration,iTE:P1968:n2,carrier concentration,6,1.0,False
label_only,iTE:P0426:n2,carrier concentration,iTE:P0832:n2,carrier concentration,7,0.9999999403953552,False
label_only,iTE:P0426:n2,carrier concentration,iTE:P1049:n2,carrier concentration,8,0.9999999403953552,False
label_only,iTE:P0426:n2,carrier concentration,iTE:P1487:n1,carrier concentration,9,0.9999999403953552,False
label_only,iTE:P0426:n2,carrier concentration,iTE:P1124:n1,higher carrier concentration,10,0.9716746211051941,False
label_only,iTE:P0512:n3,n-type characteristics,iTE:P0367:n3,n-type behavior,1,0.9392925500869751,False
label_only,iTE:P0512:n3,n-type characteristics,iTE:P1020:n2,n- to p-type,2,0.894348680973053,False
label_only,iTE:P0512:n3,n-type characteristics,iTE:P0914:n3,p-type characteristics,3,0.8824722766876221,False
label_only,iTE:P0512:n3,n-type characteristics,iTE:P0508:n2,n-type electrical properties,4,0.8727838397026062,False
label_only,iTE:P0512:n3,n-type characteristics,iTE:P1530:n2,n-type conductivity,5,0.8679473996162415,False
label_only,iTE:P0512:n3,n-type characteristics,iTE:P1558:n2,n-type conductivity,6,0.8679473996162415,False
label_only,iTE:P0512:n3,n-type characteristics,iTE:P1215:n2,n-type transport,7,0.864240825176239,False
label_only,iTE:P0512:n3,n-type characteristics,iTE:P0896:n4,n-type semiconducting characteristics,8,0.8609330654144287,False
label_only,iTE:P0512:n3,n-type characteristics,iTE:P0668:n1,n-type doping,9,0.8588736653327942,False
label_only,iTE:P0512:n3,n-type characteristics,iTE:P1553:n4,n-type TE properties,10,0.851693868637085,False
label_only,iTE:P0582:n2,carrier concentration,iTE:P0426:n2,carrier concentration,1,1.0,False
label_only,iTE:P0582:n2,carrier concentration,iTE:P0742:n2,carrier concentration,2,1.0,False
label_only,iTE:P0582:n2,carrier concentration,iTE:P1039:n2,carrier concentration,3,1.0,False
label_only,iTE:P0582:n2,carrier concentration,iTE:P1157:n2,carrier concentration,4,1.0,False
label_only,iTE:P0582:n2,carrier concentration,iTE:P1171:n2,carrier concentration,5,1.0,False
label_only,iTE:P0582:n2,carrier concentration,iTE:P1968:n2,carrier concentration,6,1.0,False
label_only,iTE:P0582:n2,carrier concentration,iTE:P0832:n2,carrier concentration,7,0.9999999403953552,False
label_only,iTE:P0582:n2,carrier concentration,iTE:P1049:n2,carrier concentration,8,0.9999999403953552,False
label_only,iTE:P0582:n2,carrier concentration,iTE:P1487:n1,carrier concentration,9,0.9999999403953552,False
label_only,iTE:P0582:n2,carrier concentration,iTE:P1124:n1,higher carrier concentration,10,0.9716746211051941,False
label_only,iTE:P0591:n3,mechanical performance,iTE:P0473:n2,high TE and mechanical performances,1,0.8912208080291748,False
label_only,iTE:P0591:n3,mechanical performance,iTE:P1721:n2,mechanical robustness,2,0.8762644529342651,False
label_only,iTE:P0591:n3,mechanical performance,iTE:P0376:n4,performance,3,0.8755552768707275,False
label_only,iTE:P0591:n3,mechanical performance,iTE:P0545:n2,performance,4,0.8755552768707275,False
label_only,iTE:P0591:n3,mechanical performance,iTE:P0862:n2,performance,5,0.8755552768707275,False
label_only,iTE:P0591:n3,mechanical performance,iTE:P0412:n5,thermoelectric and mechanical performance,6,0.8740160465240479,False
label_only,iTE:P0591:n3,mechanical performance,iTE:P0490:n3,thermoelectric and mechanical performances,7,0.8641327619552612,False
label_only,iTE:P0591:n3,mechanical performance,iTE:P0925:n2,mechanical stability,8,0.8538520336151123,False
label_only,iTE:P0591:n3,mechanical performance,iTE:P1406:n2,high mechanical strength,9,0.8479896187782288,False
label_only,iTE:P0591:n3,mechanical performance,iTE:P1705:n2,electrical performance,10,0.8473061323165894,False
label_only,iTE:P0619:n1,increased PEDOT domain distances,iTE:P0825:n1,increase in the PEDOT domain distances,1,0.9910133481025696,False
label_only,iTE:P0619:n1,increased PEDOT domain distances,iTE:P0482:n2,optimized PEDOT domain distribution,2,0.8927523493766785,False
label_only,iTE:P0619:n1,increased PEDOT domain distances,iTE:P1528:n1,interconnected and large PEDOT- and PSS-rich domains,3,0.8733320832252502,False
label_only,iTE:P0619:n1,increased PEDOT domain distances,iTE:P0488:n4,dedoping of PEDOT chains,4,0.8248217701911926,False
