active_mention_ids,aliases,claim_count,concept_id,decision_group,definition,domain,label,mention_ids,normalization_reason,normalization_status,paper_ids,roles,source_document_count
"[""TG:P0312:n4""]","[""Seebeck coefficient −1.7 mV/K""]",1,TG:Cf2b4b060d4061a,,,TG,Seebeck coefficient −1.7 mV/K,"[""TG:P0312:n4""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0312""]","[""quantity""]",1
"[""TG:P0123:n11""]","[""Thermogalvanic coupling time""]",1,TG:Cf2c6bcd86e11f7,,,TG,Thermogalvanic coupling time,"[""TG:P0123:n11""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0123""]","[""condition""]",1
"[""TG:P0123:n10""]","[""Passive film""]",1,TG:Cf2d7c7c17fea55,,,TG,Passive film,"[""TG:P0123:n10""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0123""]","[""material_entity""]",1
"[""TG:P0193:complete_v1_cr001_subject""]","[""Thermocells""]",1,TG:Cf2e279cde217b0,,,TG,Thermocells,"[""TG:P0193:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0193""]","[""material_entity""]",1
"[""TG:P0288:mixed""]","[""Mixed ionic-liquid/molecular-solvent electrolytes for the cobalt couple""]",2,TG:Cf2f86e418530fc,,,TG,Mixed ionic-liquid/molecular-solvent electrolytes for the cobalt couple,"[""TG:P0288:mixed""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0288""]","[""material_entity""]",1
"[""TG:P0197:conf""]","[""Confinement of free H2O molecules to the polymer network""]",4,TG:Cf2f98f8168df3b,,,TG,Confinement of free H2O molecules to the polymer network,"[""TG:P0197:conf""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0197""]","[""interaction""]",1
"[""TG:P0266:add""]","[""Carboxylated chitosan additive""]",2,TG:Cf3068d1f5b6110,,,TG,Carboxylated chitosan additive,"[""TG:P0266:add""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0266""]","[""design_strategy""]",1
"[""TG:P0176:n9""]","[""Wearable device prototype""]",3,TG:Cf308f49673aa43,,,TG,Wearable device prototype,"[""TG:P0176:n9""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0176""]","[""material_entity""]",1
"[""TG:P0295:n5""]","[""Temperature-gradient approach""]",2,TG:Cf3091ed863ff7a,,,TG,Temperature-gradient approach,"[""TG:P0295:n5""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0295""]","[""design_strategy""]",1
"[""TG:P0097:complete_v1_cr003_object""]","[""Relative merits of the investigated iron–ligand systems""]",1,TG:Cf310f02865bf9e,,,TG,Relative merits of the investigated iron–ligand systems,"[""TG:P0097:complete_v1_cr003_object""]",,new_singleton_no_exact_alias_candidate,"[""P0097""]","[""descriptor""]",1
"[""TG:P0257:conc""]","[""CuSO4 concentration""]",1,TG:Cf316336276bfd5,,,TG,CuSO4 concentration,"[""TG:P0257:conc""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0257""]","[""condition""]",1
"[""TG:P0207:system""]","[""Solar-driven regenerative electrochemical system""]",3,TG:Cf3268c38296029,,,TG,Solar-driven regenerative electrochemical system,"[""TG:P0207:system""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0207""]","[""material_entity""]",1
"[""TG:P0193:t""]","[""Flexible quasi-solid-state aqueous thermocell""]",5,TG:Cf33146d4fe8ff4,,,TG,Flexible quasi-solid-state aqueous thermocell,"[""TG:P0193:t""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0193""]","[""material_entity""]",1
"[""TG:P0084:balance""]","[""Balance of ionic conductivity, Seebeck coefficient and mechanical properties""]",1,TG:Cf33647628760f3,,,TG,"Balance of ionic conductivity, Seebeck coefficient and mechanical properties","[""TG:P0084:balance""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0084""]","[""performance_function""]",1
"[""TG:P0115:n10""]","[""Two cell stacks cycled together between two temperatures""]",1,TG:Cf33919a600abe6,,,TG,Two cell stacks cycled together between two temperatures,"[""TG:P0115:n10""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0115""]","[""mechanism_process""]",1
"[""TG:P0275:tp""]","[""MiTC ionic thermopower""]",5,TG:Cf340a66644ad0a,,,TG,MiTC ionic thermopower,"[""TG:P0275:tp""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0275""]","[""quantity""]",1
"[""TG:P0264:compress""]","[""Compressive strength 8.99 MPa""]",1,TG:Cf343300b30131e,,,TG,Compressive strength 8.99 MPa,"[""TG:P0264:compress""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0264""]","[""quantity""]",1
"[""TG:P0061:h""]","[""Hydrogen bonding between water molecules""]",1,TG:Cf35a900bcc1432,,,TG,Hydrogen bonding between water molecules,"[""TG:P0061:h""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0061""]","[""interaction""]",1
"[""TG:P0251:disorder""]","[""Disorder within the Fe(CN)(6)(4-) solvation shell""]",1,TG:Cf364b126725ecc,,,TG,Disorder within the Fe(CN)(6)(4-) solvation shell,"[""TG:P0251:disorder""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0251""]","[""state_structure""]",1
"[""TG:P0155:complete_v1_cr002_object""]","[""Reduced conversion efficiency""]",1,TG:Cf369fed2436e99,,,TG,Reduced conversion efficiency,"[""TG:P0155:complete_v1_cr002_object""]",,new_singleton_no_exact_alias_candidate,"[""P0155""]","[""performance_function""]",1
"[""TG:P0056:hot""]","[""Co2Fe(CN)6 nanowire array on carbon cloth fiber at hot anode""]",1,TG:Cf3751690b8df31,,,TG,Co2Fe(CN)6 nanowire array on carbon cloth fiber at hot anode,"[""TG:P0056:hot""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0056""]","[""material_entity""]",1
"[""TG:P0137:diffusion"",""TG:P0145:td""]","[""Thermodiffusion effect""]",4,TG:Cf393199fc3a59a,g0060,Temperature-driven redistribution of ions in an electrolyte.,TG,Thermodiffusion effect,"[""TG:P0137:diffusion"",""TG:P0145:td""]","Both describe ionic thermodiffusion, explicitly distinguished from the coupled thermogalvanic effect; electrolyte compositions remain claim-specific.",model_merged,"[""P0137"",""P0145""]","[""mechanism_process""]",2
"[""TG:P0197:power""]","[""Maximum thermogalvanic power density of 187.2 mW m−2""]",1,TG:Cf39bad8097de95,,,TG,Maximum thermogalvanic power density of 187.2 mW m−2,"[""TG:P0197:power""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0197""]","[""quantity""]",1
"[""TG:P0262:bulk""]","[""Bulk crystalline intercalation structure""]",1,TG:Cf39e96ece11e1d,,,TG,Bulk crystalline intercalation structure,"[""TG:P0262:bulk""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0262""]","[""state_structure""]",1
"[""TG:P0208:complete_v1_cr003_object""]","[""Long-term current output""]",1,TG:Cf3a08da954b4da,,,TG,Long-term current output,"[""TG:P0208:complete_v1_cr003_object""]",,new_singleton_no_exact_alias_candidate,"[""P0208""]","[""quantity""]",1
"[""TG:P0031:cell""]","[""TGC using GO-enhanced hydrogel""]",5,TG:Cf3a1b29a6288cc,,,TG,TGC using GO-enhanced hydrogel,"[""TG:P0031:cell""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0031""]","[""material_entity""]",1
"[""TG:P0030:complexing""]","[""Cation-selective complexation""]",1,TG:Cf3b174a5472c61,,,TG,Cation-selective complexation,"[""TG:P0030:complexing""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0030""]","[""interaction""]",1
"[""TG:P0053:gel""]","[""Stretchable thermogalvanic hydrogel thread""]",4,TG:Cf3c3b045627314,,,TG,Stretchable thermogalvanic hydrogel thread,"[""TG:P0053:gel""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0053""]","[""material_entity""]",1
"[""TG:P0190:stretch""]","[""Thermocouple ultra-stretchability""]",1,TG:Cf3ca7a377ed249,,,TG,Thermocouple ultra-stretchability,"[""TG:P0190:stretch""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0190""]","[""performance_function""]",1
"[""TG:P0075:modulus""]","[""Constant hydrogel elastic modulus""]",1,TG:Cf3d5073f50d7ec,,,TG,Constant hydrogel elastic modulus,"[""TG:P0075:modulus""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0075""]","[""descriptor""]",1
"[""TG:P0082:response""]","[""Response time 40 ms""]",1,TG:Cf3dbb53f4d19b1,,,TG,Response time 40 ms,"[""TG:P0082:response""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0082""]","[""performance_function""]",1
"[""TG:P0329:down""]","[""Decrease in Cu(NO3)(2) concentration""]",2,TG:Cf3fb05e8e9a963,,,TG,Decrease in Cu(NO3)(2) concentration,"[""TG:P0329:down""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0329""]","[""mechanism_process""]",1
"[""TG:P0161:complete_v1_r003_subject""]","[""Gel structure of the prepared graphite-electrode PAAm hydrogel thermocells with K3[Fe(CN)6]/K4[Fe(CN)6] electrolytes""]",1,TG:Cf4072318f9b7f5,,,TG,Gel structure of the prepared graphite-electrode PAAm hydrogel thermocells with K3[Fe(CN)6]/K4[Fe(CN)6] electrolytes,"[""TG:P0161:complete_v1_r003_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0161""]","[""state_structure""]",1
"[""TG:P0030:complete_v1_cr002_object""]","[""Thermovoltage of thermogalvanic cells""]",1,TG:Cf4088482af1cd4,,,TG,Thermovoltage of thermogalvanic cells,"[""TG:P0030:complete_v1_cr002_object""]",,new_singleton_no_exact_alias_candidate,"[""P0030""]","[""quantity""]",1
"[""TG:P0162:mass"",""TG:P0275:mass""]","[""Redox-ion mass transfer""]",2,TG:Cf4172029d08476,g0073,Transport of redox-active ions within a thermocell electrolyte.,TG,Redox-ion mass transfer,"[""TG:P0162:mass"",""TG:P0275:mass""]","Both explicitly identify mass transfer of redox ions, alongside a separate solvation-entropy contribution.",model_merged,"[""P0162"",""P0275""]","[""mechanism_process""]",2
"[""TG:P0093:i""]","[""Open-circuit voltage approximately 1 V""]",1,TG:Cf44b2c3d28a29c,,,TG,Open-circuit voltage approximately 1 V,"[""TG:P0093:i""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0093""]","[""performance_function""]",1
"[""TG:P0004:degrade""]","[""Obvious thermoelectrical performance degradation""]",1,TG:Cf463fda34f7548,,,TG,Obvious thermoelectrical performance degradation,"[""TG:P0004:degrade""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0004""]","[""mechanism_process""]",1
"[""TG:P0171:complete_v1_cr001_object""]","[""Reaction entropies of opposite signs""]",1,TG:Cf465420363d918,,,TG,Reaction entropies of opposite signs,"[""TG:P0171:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P0171""]","[""descriptor""]",1
"[""TG:P0097:complete_v1_cr003_subject""]","[""Benchmarking against relative costs and principles of green chemistry and green chemical engineering""]",1,TG:Cf468d92e908f1a,,,TG,Benchmarking against relative costs and principles of green chemistry and green chemical engineering,"[""TG:P0097:complete_v1_cr003_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0097""]","[""design_strategy""]",1
"[""TG:P0249:pani""]","[""Polyaniline""]",1,TG:Cf46c78e9da012d,,,TG,Polyaniline,"[""TG:P0249:pani""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0249""]","[""material_entity""]",1
"[""TG:P0275:transport""]","[""Ionic transport processes""]",1,TG:Cf475aaabbd2538,,,TG,Ionic transport processes,"[""TG:P0275:transport""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0275""]","[""mechanism_process""]",1
"[""TG:P0246:des""]","[""Water-containing deep eutectic solvent strategy""]",3,TG:Cf47b487bf60019,,,TG,Water-containing deep eutectic solvent strategy,"[""TG:P0246:des""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0246""]","[""design_strategy""]",1
"[""TG:P0037:electricity""]","[""Electric power generation""]",1,TG:Cf4b86019dc1b24,,,TG,Electric power generation,"[""TG:P0037:electricity""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0037""]","[""performance_function""]",1
"[""TG:P0314:n10""]","[""Increased electrical conductivity""]",2,TG:Cf4ea47d241284a,,,TG,Increased electrical conductivity,"[""TG:P0314:n10""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0314""]","[""quantity""]",1
"[""TG:P0106:complete_v1_cr001_subject""]","[""Low frequency and small amplitude of environmental temperature fluctuations""]",1,TG:Cf4fae93fd90e48,,,TG,Low frequency and small amplitude of environmental temperature fluctuations,"[""TG:P0106:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0106""]","[""condition""]",1
"[""TG:P0222:a""]","[""Thermogalvanic cell with lithium metal electrodes and dry PEO/LiTFSI electrolyte""]",2,TG:Cf50837720e66e9,,,TG,Thermogalvanic cell with lithium metal electrodes and dry PEO/LiTFSI electrolyte,"[""TG:P0222:a""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0222""]","[""material_entity""]",1
"[""TG:P0239:n3""]","[""Entropies of mobile H+ and Cl- ions""]",1,TG:Cf51986ee738ab9,,,TG,Entropies of mobile H+ and Cl- ions,"[""TG:P0239:n3""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0239""]","[""quantity""]",1
"[""TG:P0327:ph""]","[""Elevating pH""]",1,TG:Cf5255de5d55b40,,,TG,Elevating pH,"[""TG:P0327:ph""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0327""]","[""condition""]",1
"[""TG:P0048:strength""]","[""Tension strength: 3.4 MPa""]",1,TG:Cf541006ae991f2,,,TG,Tension strength: 3.4 MPa,"[""TG:P0048:strength""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0048""]","[""quantity""]",1
"[""TG:P0004:complete_v1_cr001_object""]","[""Li+(H2O)n hydration structure""]",1,TG:Cf54a71b7ad3bab,,,TG,Li+(H2O)n hydration structure,"[""TG:P0004:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P0004""]","[""state_structure""]",1
"[""TG:P0073:pith""]","[""Planar interdigitated thermogalvanic hydrogel (PITH) device""]",4,TG:Cf5561154701837,,,TG,Planar interdigitated thermogalvanic hydrogel (PITH) device,"[""TG:P0073:pith""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0073""]","[""material_entity""]",1
"[""TG:P0013:holes""]","[""Through-hole structure design""]",1,TG:Cf5654a47958751,,,TG,Through-hole structure design,"[""TG:P0013:holes""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0013""]","[""design_strategy""]",1
"[""TG:P0012:interface""]","[""Self-powered thermogalvanic-hydrogel on-hand virtual interface""]",8,TG:Cf582b6f06732ca,,,TG,Self-powered thermogalvanic-hydrogel on-hand virtual interface,"[""TG:P0012:interface""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0012""]","[""material_entity""]",1
"[""TG:P0237:n14""]","[""Ni nanowires""]",1,TG:Cf583795aac0f86,,,TG,Ni nanowires,"[""TG:P0237:n14""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0237""]","[""material_entity""]",1
"[""TG:P0195:ice""]","[""Structure resembling amorphous ice""]",1,TG:Cf5855e01bf746f,,,TG,Structure resembling amorphous ice,"[""TG:P0195:ice""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0195""]","[""state_structure""]",1
"[""TG:P0287:complete_v1_cr005_subject""]","[""Requirement for external charging electricity""]",2,TG:Cf5a0277d6ca293,,,TG,Requirement for external charging electricity,"[""TG:P0287:complete_v1_cr005_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0287""]","[""condition""]",1
"[""TG:P0105:audit_v1_a002_subject""]","[""Thermocell formed from aqueous iron(II/III) sulphate and sodium hydrogen sulphate""]",1,TG:Cf5a58dedfeeba6,,,TG,Thermocell formed from aqueous iron(II/III) sulphate and sodium hydrogen sulphate,"[""TG:P0105:audit_v1_a002_subject""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0105""]","[""material_entity""]",1
"[""TG:P0072:te""]","[""Enhanced thermoelectric performance""]",1,TG:Cf5bf5dc1da81e3,g0039,,TG,Enhanced thermoelectric performance,"[""TG:P0072:te""]",The evidence reports thermopower but does not define the broader performance enhancement or its comparison baseline sufficiently to identify a specific outcome concept.,model_uncertain_retained,"[""P0072""]","[""performance_function""]",1
"[""TG:P0254:mna""]","[""Added NaClO4 concentration mNa""]",3,TG:Cf5d4f16b779e0b,,,TG,Added NaClO4 concentration mNa,"[""TG:P0254:mna""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0254""]","[""quantity""]",1
"[""TG:P0306:n3""]","[""Free-standing films""]",1,TG:Cf5dd7530bfdce4,,,TG,Free-standing films,"[""TG:P0306:n3""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0306""]","[""material_entity""]",1
"[""TG:P0079:nonuniform""]","[""Identification of nonuniform heat flux""]",1,TG:Cf60bf4a5454534,,,TG,Identification of nonuniform heat flux,"[""TG:P0079:nonuniform""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0079""]","[""performance_function""]",1
"[""TG:P0045:complete_v1_cr002_subject""]","[""Liquid-state thermocells""]",1,TG:Cf61107b71d1006,,,TG,Liquid-state thermocells,"[""TG:P0045:complete_v1_cr002_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0045""]","[""material_entity""]",1
"[""TG:P0195:solv""]","[""Solvation of the redox-active species""]",1,TG:Cf6139bf36e462c,,,TG,Solvation of the redox-active species,"[""TG:P0195:solv""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0195""]","[""interaction""]",1
"[""TG:P0017:strategy""]","[""Hydrogel fiber respiration monitoring strategy""]",3,TG:Cf6285506ac5d0e,,,TG,Hydrogel fiber respiration monitoring strategy,"[""TG:P0017:strategy""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0017""]","[""design_strategy""]",1
"[""TG:P0183:pred""]","[""Predicted thermopower (thermogalvanic temperature coefficient) a""]",1,TG:Cf62a82c7388180,,,TG,Predicted thermopower (thermogalvanic temperature coefficient) a,"[""TG:P0183:pred""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0183""]","[""quantity""]",1
"[""TG:P0202:nir""]","[""Strong near-infrared absorption""]",1,TG:Cf63acc1268ada8,,,TG,Strong near-infrared absorption,"[""TG:P0202:nir""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0202""]","[""performance_function""]",1
"[""TG:P0088:b""]","[""Use as building components""]",1,TG:Cf63cf253217a92,,,TG,Use as building components,"[""TG:P0088:b""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0088""]","[""application""]",1
"[""TG:P0043:temperature""]","[""Finger-triggered temperature change""]",1,TG:Cf6499f57031e73,,,TG,Finger-triggered temperature change,"[""TG:P0043:temperature""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0043""]","[""condition""]",1
"[""TG:P0150:g""]","[""PAAM/PVA/CNF hydrogel""]",3,TG:Cf65987400c7e61,,,TG,PAAM/PVA/CNF hydrogel,"[""TG:P0150:g""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0150""]","[""material_entity""]",1
"[""TG:P0150:opt""]","[""Optimization of polymer composition and soaking time""]",2,TG:Cf65a2d49e49d37,,,TG,Optimization of polymer composition and soaking time,"[""TG:P0150:opt""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0150""]","[""design_strategy""]",1
"[""TG:P0249:complete_v1_cr001_subject""]","[""Cations and anions in electrolytes""]",1,TG:Cf6a7a4f949f631,,,TG,Cations and anions in electrolytes,"[""TG:P0249:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0249""]","[""material_entity""]",1
"[""TG:P0123:n3"",""TG:P0131:n8""]","[""Cold Alloy 31 electrode""]",3,TG:Cf6b5b7768ac1ff,g0052,An Alloy 31 electrode serving as the colder member of a thermogalvanic pair.,TG,Cold Alloy 31 electrode,"[""TG:P0123:n3"",""TG:P0131:n8""]",Both specify the same alloy and cold-electrode qualifier in LiBr thermogalvanic coupling; individual specimens and conditions remain distinct.,model_merged,"[""P0123"",""P0131""]","[""material_entity""]",2
"[""TG:P0154:use""]","[""Harvesting low-grade heat to power small electronics""]",1,TG:Cf6c0a05c72625e,,,TG,Harvesting low-grade heat to power small electronics,"[""TG:P0154:use""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0154""]","[""application""]",1
"[""TG:P0260:gel""]","[""Quadruple-functional hydrogel""]",7,TG:Cf6c7a309789f27,,,TG,Quadruple-functional hydrogel,"[""TG:P0260:gel""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0260""]","[""material_entity""]",1
"[""TG:P0239:complete_v1_r005_subject""]","[""Agar model""]",1,TG:Cf6fff247619125,,,TG,Agar model,"[""TG:P0239:complete_v1_r005_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0239""]","[""descriptor""]",1
"[""TG:P0246:current""]","[""Current of 0.033 mA""]",1,TG:Cf705cdaf686e83,,,TG,Current of 0.033 mA,"[""TG:P0246:current""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0246""]","[""quantity""]",1
"[""TG:P0065:complete_v1_cr001_object""]","[""Entropically favourable electrochemical redox reaction""]",2,TG:Cf707266c9135da,,,TG,Entropically favourable electrochemical redox reaction,"[""TG:P0065:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P0065""]","[""mechanism_process""]",1
"[""TG:P0124:n9""]","[""Corrosion rate""]",1,TG:Cf70961df702721,,,TG,Corrosion rate,"[""TG:P0124:n9""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0124""]","[""quantity""]",1
"[""TG:P0074:complete_v1_cr005_object""]","[""Low heat transfer efficiency""]",1,TG:Cf710bf73013290,,,TG,Low heat transfer efficiency,"[""TG:P0074:complete_v1_cr005_object""]",,new_singleton_no_exact_alias_candidate,"[""P0074""]","[""performance_function""]",1
"[""TG:P0006:crystal"",""TG:P0255:cryst""]","[""Thermosensitive crystallization""]",6,TG:Cf715087390b3cf,g0002,Crystallization responsive to temperature.,TG,Thermosensitive crystallization,"[""TG:P0006:crystal"",""TG:P0255:cryst""]",Both explicitly identify the same crystallization process. Its coupled mechanisms and material-specific consequences remain claim context.,model_merged,"[""P0006"",""P0255""]","[""mechanism_process""]",2
"[""TG:P0299:n10""]","[""Hot-cell [I−]/[I3−] ratio""]",1,TG:Cf71cafa7366e84,,,TG,Hot-cell [I−]/[I3−] ratio,"[""TG:P0299:n10""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0299""]","[""quantity""]",1
"[""TG:P0101:n7""]","[""Gamma-butyrolactone-based electrolyte""]",2,TG:Cf7205a3a03a79b,,,TG,Gamma-butyrolactone-based electrolyte,"[""TG:P0101:n7""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0101""]","[""material_entity""]",1
"[""TG:P0212:liheat""]","[""Li-metal Peltier heat: −32 & PLUSMN; 3 kJ/mol at 298 K""]",1,TG:Cf7214c394b289b,,,TG,Li-metal Peltier heat: −32 & PLUSMN; 3 kJ/mol at 298 K,"[""TG:P0212:liheat""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0212""]","[""quantity""]",1
"[""TG:P0245:v""]","[""Initial and steady-state temperature coefficients of generated voltage""]",0,TG:Cf7281d4ee2a4a5,,,TG,Initial and steady-state temperature coefficients of generated voltage,"[""TG:P0245:v""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,[],"[""quantity""]",0
"[""TG:P0272:prep""]","[""Specific chemical treatment and hydrothermal synthesis of natural wood""]",1,TG:Cf72e69a92d0a21,,,TG,Specific chemical treatment and hydrothermal synthesis of natural wood,"[""TG:P0272:prep""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0272""]","[""design_strategy""]",1
"[""TG:P0285:power""]","[""High areal power density""]",2,TG:Cf72ef08594b4d9,,,TG,High areal power density,"[""TG:P0285:power""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0285""]","[""performance_function""]",1
"[""TG:P0196:complete_v1_cr001_subject""]","[""Emerging ionic thermoelectric devices""]",1,TG:Cf72f35d384885d,,,TG,Emerging ionic thermoelectric devices,"[""TG:P0196:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0196""]","[""material_entity""]",1
"[""TG:P0036:security""]","[""More reliable security protection than bare passwords""]",1,TG:Cf7495b6669f1c7,,,TG,More reliable security protection than bare passwords,"[""TG:P0036:security""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0036""]","[""performance_function""]",1
"[""TG:P0173:n4""]","[""Opposite temperature coefficients""]",1,TG:Cf75834f18da59e,,,TG,Opposite temperature coefficients,"[""TG:P0173:n4""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0173""]","[""descriptor""]",1
"[""TG:P0004:thermo""]","[""Thermogalvanic response of 1.82 mV K-1""]",1,TG:Cf759fa4355d9af,,,TG,Thermogalvanic response of 1.82 mV K-1,"[""TG:P0004:thermo""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0004""]","[""quantity""]",1
"[""TG:P0013:hb""]","[""Multiple hydrogen bonds among phytic acid, glycerol, and water""]",2,TG:Cf7651ef29839c8,,,TG,"Multiple hydrogen bonds among phytic acid, glycerol, and water","[""TG:P0013:hb""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0013""]","[""interaction""]",1
"[""TG:P0296:audit_v1_r006_object""]","[""Maximum power output density about 1.17 times AFC–heat driven hybrid""]",1,TG:Cf77efb270d545d,,,TG,Maximum power output density about 1.17 times AFC–heat driven hybrid,"[""TG:P0296:audit_v1_r006_object""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0296""]","[""performance_function""]",1
"[""TG:P0139:acid""]","[""Arrhenius acid introduction""]",2,TG:Cf78b27dd04f4c0,,,TG,Arrhenius acid introduction,"[""TG:P0139:acid""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0139""]","[""design_strategy""]",1
