文章名,期刊名,DOI,年份,摘要,材料,机制
"Theoretical investigations of structural, electronic, optical and thermoelectric properties of oxide halide perovskite ACoO3 (A=Nd, Pr or La)",SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2022.114684,2022,"Perovskite oxides have emerged as promising alternatives for photovoltaic devices due to their astonishing optoelectronic properties. Nevertheless, a density functional theory study was performed on the electronic, optical, and thermoelectric properties of ACoO(3) (A = Nd, Pr, and La) by TB-mBJ potentials. Based on the optimized structures, the observed results show that studied compounds display p-type semiconductor behavior with a bandgap of 1.95 eV, 1.08 eV, and 1.57 eV respectively. Hence, spherical charge density contours illustrate the ionic character of Nd/Pr/La/Co and O. The optical spectra are reported and discussed, the maximum absorption intensity for the LaCoO3 is ~& nbsp;20 x 10(4) cm around 400 nm. Furthermore, the figure of merit, the electrical and thermal conductivity of each compound are investigated by applying Boltzmann transport theory, the high mobility of carriers enhances the Seebeck coefficient and electrical conductivity of ACoO(3) (A = Nd, Pr, and La) materials. Our finding results make these materials favorable candidates for photovoltaic applications.","oxide perovskites NdCoO3, PrCoO3, and LaCoO3","ionic Nd/Pr/La/Co-O character, p-type semiconducting gaps, optical absorption, and high carrier mobility support photovoltaic and thermoelectric behavior"
First-Principles Study on the Tensile Properties and Failure Mechanism of the CoSb3/Ti Interface,JOURNAL OF ELECTRONIC MATERIALS,10.1007/s11664-017-5930-x,2018,"The mechanical properties of the CoSb3/Ti interface play a critical role in the application of thermoelectric devices. To understand the failure mechanism of the CoSb3(001)/Ti(010) interface, we investigated its response during tensile deformations by first-principles calculations. By comparison with the result between the perfect interface and the interface after atomic migration, we find that the atomic migration at the interface has an obvious influence on the mechanical properties. The tensile tests indicate the ideal tensile stress of the CoSb3/Ti interface after atomic migration decreases by about 8.1% as compared to that of the perfect one. The failure mechanism of the perfect CoSb3/Ti interface is different from that of the migrated CoSb3/Ti interface. For the perfect CoSb3/Ti interface, the breakage of the Co-Sb bond leads to the failure of the system. For the CoSb3/Ti interface after atomic migration, the breakage of the Sb-Sb bond leads to the failure of the system. This is mainly because the new ionic Ti-Sb bonds make the electrons redistributed and weaken the stiffness of the Co-Sb bonds.",CoSb3(001)/Ti(010) thermoelectric interface,"atomic migration creates ionic Ti-Sb bonds that redistribute electrons, weaken Co-Sb stiffness, and switch tensile failure from Co-Sb to Sb-Sb bond breaking"
Manipulating Thermal Conductivity by Interfacial Modification of Misfit-Layered Cobaltites Ca3Co4O9,JOURNAL OF ELECTRONIC MATERIALS,10.1007/s11664-015-3938-7,2016,"The phonon thermal conductivities of misfit-layered Ca3Co4O9, Sr3Co4O9, and Ba3Co4O9 were calculated using the perturbed molecular dynamics method to clarify the impact of lattice misfit on the phonon thermal conduction in misfit-layered cobaltites. Substitution of Sr and Ba for Ca substantially modified the magnitude of the lattice misfit between the CoO2 and rock salt (RS) layers, because of the different ionic radii, increasing overall phonon thermal conductivity. Further analyses with intentionally changed atomic masses of Ca, Sr, or Ba revealed that smaller ionic radius at the Ca site in the RS layer, instead of heavier atomic mass, is a critical factor suppressing the overall thermal conductivity of Ca3Co4O9, since it determines not only the magnitude of lattice misfit but also the dynamic interference between the two layers, which governs the phonon thermal conduction in the CoO2 and RS layers. This concept was demonstrated for Sr-doped Ca3Co4O9 as an example of atomistic manipulation for better thermoelectric properties. Phonon thermal conductivities not only in the RS layer but also in the CoO2 layer were reduced by the substitution of Sr for Ca. These results provide another strategy to improve the thermal conductivity of this class of misfit cobaltites, that is, to control the thermal conductivity of the CoO2 layer responsible for electronic and thermal conductivity by atomistic manipulation in the RS layer adjacent to the CoO2 layer.","misfit-layered cobaltites Ca3Co4O9, Sr3Co4O9, Ba3Co4O9, and Sr-doped Ca3Co4O9","A-site ionic radius changes rock-salt/CoO2 lattice misfit and interlayer dynamic interference, controlling phonon thermal conductivity"
"Thermal transport in Ag8TS6 (T = Si, Ge, Sn) argyrodites: an integrated experimental, quantum-chemical, and computational modelling study",JOURNAL OF MATERIALS CHEMISTRY A,10.1039/d5ta08709k,2026,"Argyrodite-type Ag-based sulfides combine exceptionally low lattice thermal and high ionic conductivity, making them promising candidates for thermoelectric and solid-state energy applications. In this work, we studied Ag8TS6 (T = Si, Ge, Sn) argyrodite family by combining chemical-bonding analysis, lattice vibrational properties simulation, and experimental measurements to investigate their structural and thermal transport properties. Furthermore, we propose a two-channel lattice-dynamics model based on Gr & uuml;neisen-derived phonon lifetimes and compare it to an approach using machine-learned interatomic potentials. Both approaches are able to predict thermal conductivity in agreement with experimental lattice thermal conductivities along the whole temperature range, highlighting their potential suitability for future high-throughput predictions. Our findings also reveal a relationship between bond heterogeneity arising from weakly bonded Ag+ ions and occupied antibonding states in Ag-S and Ag-Ag interactions and strong anharmonicity, including large Gr & uuml;neisen parameters, and low sound velocities, which are responsible for the low lattice thermal conductivity of Ag8SnS6, Ag8GeS6, and Ag8SiS6. We furthermore show that thermal and ionic conductivities in all three compounds are independent of each other and can likely be tuned individually.","Ag8TS6 argyrodites with T = Si, Ge, Sn, including Ag8SiS6, Ag8GeS6, and Ag8SnS6","weakly bonded Ag+ ions, Ag-S/Ag-Ag antibonding states, and strong anharmonicity produce low sound velocity and ultralow lattice thermal conductivity independent of ionic conductivity"
Closely Packed Polypyrroles via Ionic Cross-Linking: Correlation of Molecular Structure-Morphology-Thermoelectric Properties,ACS APPLIED MATERIALS & INTERFACES,10.1021/acsami.9b17009,2020,"A series of ionically interconnected polypyrrole (PPy) films are fabricated through two-monomer-connected-precursor polymerization by varying diacid linkers, thereby significantly influencing the crystalline morphology and electrical properties. The structure obtained using 1,5-napthalenedisulfonic acid (PPy-Nap) as a fused aromatic linker exhibits a higher electrical conductivity (similar to 78 S cm(-1)) than that (6.7 S cm(-1)) without a linker (PPy-ref). Cryogenic conductivity measurements reveal that the percolation carrier transport barrier of PPy-Nap is significantly smaller than that of PPy-ref, and the calculated carrier mobility of PPy-Nap is similar to 5 times higher compared to PPy-ref. The carrier transport characteristics show a good agreement with morphological data by 2D grazing-incidence X-ray scattering. All PPys have similar doped charge carrier concentrations and, thus, similar Seebeck coefficients (5-8 mu V K-1) but very different electrical conductivities. Consequently, PPy-Nap exhibits a higher power factor than that of PPy-ref (0.21 vs 0.043 mu W m(-1) K-2). The results show that the trade-off relationship between the Seebeck coefficient and electrical conductivity can be overcome by improving crystalline morphology and carrier transport. Thus, both the electrical conductivities and thermoelectric power factors can be improved with maintaining the Seebeck coefficients by enhancing the ordered conductive domains and carrier mobility while maintaining the doping level.","ionically interconnected polypyrrole films using diacid linkers, especially PPy-Nap with 1,5-naphthalenedisulfonic acid","ionic cross-linking improves crystalline morphology and ordered conductive domains, lowering carrier-transport barriers while maintaining doping level and Seebeck coefficient"
"Investigation of the electronic, structural, optical and thermoelectric properties of ternary chalcopyrite ACuS2(A=Al, Ga and In): Ab initio study",OPTIK,10.1016/j.ijleo.2022.169077,2022,"In the present work, the structural, electronic, optical and thermoelectric properties of the ternary chalcopyrite compounds defined by ACuS(2)(A=Al, Ga, In) has been performed by density functional theory (DFT) combined with Boltzmann transport theory. Based on the generalized gradient (GGA) approach, the stability accompanied with the structural parameters of the studied structure compounds was evaluated. Furthermore, modified Becke-Johnson exchange potential (TB-mBJ) was adopted for the exchange correlation potential in order to prove the electronic and optical features of ACuS(2)(A=Al, Ga and In). The plotted density of state, band structure, distribution charge density of the ACuS(2)(A=Al, Ga and In) component, with dielectric function, reflectivity, Seebeck coefficients, electrical and thermal conductivity are obtained and discussed. Our result reveal, for electronic properties, that all components exhibit p-type semiconductor with direct band gap, with 1.51 eV for GaCuS2. The chemical bonding analysis shows the presence of ionic bonding between Al/In/Ga and S. The calculated dielectric function and the absorption coefficient indicate that InCuS2 followed by GaCuS2 display an excellent absorption in the visible range with low reflectivity. The evaluated results are in excellent agreement with available experimental and theoretical data. The physical properties of the novel ACuS(2) (A=Al, Ga and In) compound show promising candidate toward photovoltaic, optoelectronic and thermoelectric device.","ternary chalcopyrites AlCuS2, GaCuS2, and InCuS2","ionic A-S bonding, direct p-type semiconducting gaps, visible absorption, and Boltzmann transport support photovoltaic, optoelectronic, and thermoelectric use"
"Disorder-controlled superionicity drives anomalous negative thermal expansion, phonon engineering, and device reliability in thermoelectric β-Cu2Se",JOURNAL OF MATERIALS CHEMISTRY A,10.1039/d6ta03737b,2026,"Superionic conductors are a class of materials in which crystalline order is coupled with liquid-like ionic motion, producing an extreme anharmonic beta-Cu2Se lattice. Such a dynamic disorder in beta-Cu2Se confers exceptional thermoelectric performance, yet its resulting lattice stability across the monoclinic (C2/c) to cubic (Fm (3) over barm) transition remains largely unexplored. Here, we reveal the origin of anisotropic negative thermal expansion (NTE) in Gd-Te double-substituted beta-Cu2Se through combined in situ high-temperature X-ray diffraction and dilatometry. Aberration-corrected STEM resolves heterogeneous strain fields responsible for the macroscopic contraction, while ab initio molecular dynamics further shows that dopant-induced local pinning modifies Cu diffusion and redistributes the vibrational spectral weight toward low-energy anharmonic modes. This electron-phonon decoupling suppresses lattice thermal conductivity and yields a peak thermoelectric figure of merit zT of 2.02 at 977 K. A prototype module delivers 83 mW at Delta T = 670 K. These results establish disorder-engineered superionicity as a route to controlling lattice thermodynamics and transport in phase-change materials.",Gd-Te double-substituted beta-Cu2Se superionic thermoelectric,"dopant-induced local pinning modifies Cu diffusion and low-energy anharmonic modes, producing anisotropic negative thermal expansion, lower lattice thermal conductivity, and high zT"
VOLTAMMETRIC AND IMPEDANCE STUDIES OF ELECTRODEPOSITION OF Te AND ITS BINARY COMPOUNDS WITH Bi AND Sb USING CHOLINE CHLORIDE - UREA BASED ELECTROLYTE,CHALCOGENIDE LETTERS,,2009,"Cyclic voltammetry and AC impedance techniques were used to investigate electrode processes of Te, Bi, and Sb ions (introduced as TeO2, Bi2O3, SbCl3 precursors) on Pt electrode in a ionic liquid consisting in choline chloride - urea ( 1: 2 moles) eutectic as electrolyte. The concentrations (mM) of precursors in the experiments were: 10.91 TeO2, 5.42 Bi2O3 + 5.45 TeO2, and 3.62 SbCl3 + 7.27 TeO2, respectively. The working temperature was kept constant at 80 degrees C. Cyclic voltammograms showed redox couples corresponding to cathodic deposition and anodic dissolution of Te, Bi-Te or Sb-Te. Their cathodic peak currents increase with square root of scan rate, thus proving a diffusive controlled electrode process for all systems. The processes of Te deposition, as well as BiTe and SbTe co-deposition, were also evidenced by electrochemical impedance spectroscopy (Nyquist and Bode diagrams) performed in the same conditions of concentration and temperature.","Te, BiTe, and SbTe electrodeposited from choline chloride-urea eutectic containing TeO2, Bi2O3, and SbCl3",diffusion-controlled Te deposition and BiTe/SbTe co-deposition are governed by redox processes in the ionic-liquid eutectic electrolyte
Improvement of hotspot cooling in confinement space by corona discharge induced ionic wind,INTERNATIONAL JOURNAL OF THERMAL SCIENCES,10.1016/j.ijthermalsci.2021.107087,2021,"Hotspot cooling is a significant problem in the thermal management of electronic devices. With device dimension scaling down, the dissipation space becomes more and more confined making hotspot cooling challenged. However, effective solutions are limited. In this study, the feasibility of hotspot cooling by ionic wind in confined space is justified. It is demonstrated that the hotspot in a confined channel can be suppressed effectively by ionic wind, which cannot be achieved by conventional pressure-driven flow even with a large Reynolds number. The underlying physics is revealed by the secondary vortices. The cooling strategies for a single hotspot and multiple hotspots are proposed. There exists strong interplay between the secondary corona jet and the bulk flow. Coupled mechanisms (impingement effect, barrier effect, and entrance effect) are explained to design a suitable electrode configuration for single hotspot cooling. However, the design strategy for single hotspot cannot be directly used for multiple hotspots and a new design concept of intensify electrode pair is proposed. It is also found that partial ground configuration is suitable for a single hotspot, while entire ground is better for multiple hotspots. This work provides a potential means for hotspot cooling of electronic devices in confined space.",corona-discharge ionic-wind cooling system in confined channels,ionic wind generates secondary vortices and coupled impingement/barrier/entrance effects that suppress hotspots in confined electronic-device spaces
Cost-effective n-type liquid flow thermocells with giant ionic thermopower and power density through solvation entropy engineering for low-grade heat harvesting,CHEMICAL ENGINEERING JOURNAL,10.1016/j.cej.2025.168815,2025,"Ionic thermocells (iTCs) with high ionic thermopower are promising for low-grade waste heat harvesting. The integration of p-n type iTCs in series would be inevitably required for sufficient voltage output. However, ionic thermopower (Si) and power density (P-max/Delta T-2) of n-type iTCs are fairly lower due to the limitation of redox reaction kinetics and ionic transport processes, and cannot match with the advanced p-type iTCs, significantly restricting their amplification. Herein, we demonstrated a cost-effective n-type liquid flow thermocells (LiTCs) with giant ionic thermopower and power density through solvation entropy engineering. The n-type LiTCs consisted of a Y-shaped channel with the separate oxidant and reductant flow alone. During the mixing process of separate FeCl3 and FeCl2 electrolytes flow alone, it can significantly degrade the complexes of Fe(H2O)5Cl(2)(+), and thus increase ionic kinetics and redox solvation entropy induced by the interaction of Fe3+ and water molecules. The Siof LiTCs can be dramatically boosted from +1 to +50.5 mV K-1 at the separate 0.01 mol L-1 FeCl3 and FeCl2 electrolytes flow, which is 38.8 times larger than that of typical n-type iTCs. The Pmax/Delta T-2 and Carnotrelative efficiency can reach the highest of 16.4 mW m(-2) K-2 and 4.4 %, much larger than the previous records. As a consequence, the ionic thermoelectric device comprised of 6 n-p type LiTCs is constructed and can output a continuous and reliable voltage of 1.7 V at 20 K temperature difference. The n-type LiTCs with a competitive cost-performance metric (1.06 $ W-1) present a promising for the practical application.",n-type Y-channel liquid-flow thermocells with separate FeCl3 and FeCl2 electrolytes,"mixing degrades Fe(H2O)5Cl2+ complexes and increases Fe3+-water redox solvation entropy/ionic kinetics, boosting n-type ionic thermopower and power density"
Convective couplings and thermal diffusion in ionic liquids,JOURNAL DE CHIMIE PHYSIQUE ET DE PHYSICO-CHIMIE BIOLOGIQUE,10.1051/jcp:1999197,1999,"We have performed thermal diffusion measurements of the molten mixture Agl/KI by a thermoelectric method in microgravity, these ones being disturbed on Earth by the free convection. These experiments have left unanswered questions and we have planned new measurements in space using an optical method, in order to check the hydrodynamical regime of the liquid during the diffusion. We have hence performed Earth experiments with a high viscosity mixture (LiCl, water) to assess the feasibility of these measurements.",molten AgI/KI mixture and high-viscosity LiCl-water mixture,thermal diffusion in ionic liquids is measured by thermoelectric/optical methods; microgravity suppresses free convection that disturbs ion diffusion
"Halogen-dependent optical response, band-edge alignment, and thermoelectric tunability in AlMgZ3 (Z = Cl, Br, I) cubic perovskites for photocatalytic water splitting and renewable energy applications: A first-principles investigation",JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,10.1016/j.jpcs.2026.113876,2026,"This study uses first-principles calculations to explore the structural, mechanical, electronic, optical, thermodynamic, and thermoelectric properties of AlMgCl3, AlMgBr3, and AlMgI3 for potential energy-related applications. The cubic perovskite structures are found to be structurally and thermodynamically stable based on tolerance factor analysis, formation energy calculations, and the Birch-Murnaghan equation of state. The lattice parameters increase gradually from Cl to I due to the larger ionic size of the halogen atoms. Mechanical property analysis shows that all compounds are mechanically stable, brittle, and anisotropic in nature. Electronic band structure calculations reveal that AlMgCl3 and AlMgBr3 possess direct bandgaps of 3.15 and 2.80 eV, respectively, whereas AlMgI3 exhibits an indirect bandgap of 1.33 eV, indicating their suitability for photovoltaic and optoelectronic applications. Optical investigations, including dielectric response and absorption spectra, demonstrate strong potential for solar energy conversion. In addition, the calculated band-edge positions suggest that these materials may be useful for photocatalytic water splitting. Thermoelectric transport properties obtained using the BoltzTraP code indicate dominant p-type conductivity and maximum ZT values of 0.780, 0.71, and 0.72 at 1200 K. The quasi-harmonic Debye model further reveals the effects of temperature and pressure on thermodynamic parameters such as bulk modulus, heat capacity, thermal expansion coefficient, and volume. Overall, the combination of these favorable properties highlights the potential of AlMgZ3 compounds for future optoelectronic and thermoelectric applications and motivates further experimental investigation.","cubic perovskites AlMgCl3, AlMgBr3, and AlMgI3","halogen ionic size tunes lattice parameter and band gap; p-type transport, optical absorption, and band-edge alignment support thermoelectric and photocatalytic applications"
Modeling thermoelectric performance of p-type Cu3SbSe4-based chalcogenide materials using decision trees and structural risk error minimization intelligent computational methods,PLOS ONE,10.1371/journal.pone.0339521,2026,"Cu3SbSe4-based materials are ternary chalcogenides thermoelectric compounds with unique sphalerite super-lattice structures and adjustable characteristics which stand them out as promising material for attaining efficient thermal and electrical energy conversion. The crystal structure of Cu3SbSe4-based materials consists of Cu-Se three dimensional frameworks with inserted CuSe4 tetrahedra layer. This energy band structure and crystal arrangement in Cu3SbSe4-based materials lead to large seebeck coefficient, low thermal conductivity and large carrier mobility with restricted number of available carriers which hinders the potential of these materials as thermoelectric compound due to low value of thermoelectric performance. Experimental methods of thermoelectric performance (using figure of merit as a measure of energy conversion efficiency) enhancement are laborious, costly and consume appreciable resources which necessitate the need of computational methods for figure of merit prediction. In this contribution, figure of merit of Cu3SbSe4-based materials has been modeled through random forest regression (decision trees) and genetic algorithm incorporated support vector regression (structural risk error minimization-based) model using temperature, dopants ionic radii and their respective concentrations as predictors. Genetically optimized support vector regression (GESVR) model outperforms random forest regression (RFR)-based model with improvement of 188.04%, 30.18% and 42.36% using correlation coefficient, mean absolute error and root mean square error, respectively for testing samples of Cu3SbSe4-based compounds. Influence of inclusions on energy conversion efficiency of Cu3Sb1-xSnxSe4 and Cu3Sb1-xFexSe2.8S1.2 compounds was investigated using GESVR- based model. The simplicity of descriptors coupled with the demonstrated precision would facilitate the exploration of Cu3SbSe4-based materials for green applications and ultimately address the current global energy crisis.",Cu3SbSe4-based chalcogenides including Cu3Sb1-xSnxSe4 and Cu3Sb1-xFexSe2.8S1.2,"decision-tree and genetic-SVR models use temperature, dopant ionic radius, and concentration to predict ZT and guide dopant-driven performance optimization"
Experimental thermoelectric power of liquid silver-germanium alloys interpreted with an analytical energy-dependent calculation,PHILOSOPHICAL MAGAZINE B-PHYSICS OF CONDENSED MATTER STATISTICAL MECHANICS ELECTRONIC OPTICAL AND MAGNETIC PROPERTIES,10.1080/13642810008205759,2000,"The absolute thermoelectric power of liquid Ag-Ge alloys has been measured as a Function of temperature over the whole phase diagram in 10 at.% steps, from the liquidus to 1150 degrees C. To interpret these original measurements we present an analytical expression of the thermoelectric power of the liquid alloys within the extended Faber-Ziman formalism in terms of partial structure factors and t-matrix formulation including, for the first time to our knowledge, an analytical expression of the energy-dependent contribution. The experimental first peak asymmetry of both germanium and silver structure factors cannot be reproduced with hard spheres. The Silbert-Young (1976, Phys. Lett. A, 58, 469) square-well potential describes them better for pure metal. To minimize the uncertainty in the knowledge of the partial structure factors in the electronic transport properties of liquid metals, we used the same model extended to alloys by Gopala Rao and Das (1987, Phys. Rev. B, 36, 6325). The muffin-tin potential used in this calculation to determine the t matrix is derived both from a screened ionic and from a neutral atomic potential.",liquid Ag-Ge alloys with screened ionic and neutral atomic potentials,thermoelectric power is interpreted through extended Faber-Ziman transport using partial structure factors and energy-dependent t-matrix scattering
Nonstoichiometric Salt Intercalation as a Means to Stabilize Alkali Doping of 2D Materials,PHYSICAL REVIEW LETTERS,10.1103/PhysRevLett.129.266401,2022,"Although doping with alkali atoms is a powerful technique for introducing charge carriers into physical systems, the resulting charge-transfer systems are generally not air stable. Here we describe computa-tionally a strategy towards increasing the stability of alkali-doped materials that employs stoichiometrically unbalanced salt crystals with excess cations (which could be deposited during, e.g., in situ gating) to achieve doping levels similar to those attained by pure alkali metal doping. The crystalline interior of the salt crystal acts as a template to stabilize the excess dopant atoms against oxidation and deintercalation, which otherwise would be highly favorable. We characterize this doping method for graphene, NbSe2, and Bi2Se3 and its effect on direct-to-indirect band gap transitions, 2D superconductivity, and thermoelectric performance. Salt intercalation should be generally applicable to systems which can accommodate this ionic crystal doping (and particularly favorable when geometrical packing constraints favor non-stoichiometry).","alkali-doped graphene, NbSe2, and Bi2Se3 stabilized by nonstoichiometric excess-cation salt intercalation","ionic crystal salt templates stabilize excess alkali dopants against oxidation/deintercalation, enabling charge transfer that alters band structure, superconductivity, and thermoelectric performance"
