concept_id,domain,display_label,display_label_source,member_count,source_mention_ids,raw_labels,paper_ids,source_roles,canonical_role,role_status,judge_partition_id,normalization_basis,concept_status,acceptance_status,required_human_review,run_id
draft:v2:iTE:b5ad8f4d9c788c74fe79,iTE,mobile ion and the vacancy occupy the lattice sites alternatively,raw_phrase,1,"[""iTE:P0963:n1""]","[""mobile ion and the vacancy occupy the lattice sites alternatively""]","[""P0963""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b5c70c9bdd81778048e7,iTE,decomposes into Li4P2S6,raw_phrase,1,"[""iTE:P1275:n1""]","[""decomposes into Li4P2S6""]","[""P1275""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b5ce73daf75923c30f9b,iTE,resonant bonding,raw_phrase,1,"[""iTE:P1949:n1""]","[""resonant bonding""]","[""P1949""]","[""interaction""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b5cf904e5bbb18fd4cf3,iTE,strong negative thermal expansion,raw_phrase,1,"[""iTE:P1232:n2""]","[""strong negative thermal expansion""]","[""P1232""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b5d707ce09d460e6381c,iTE,incompressibility of LTA zeolites,raw_phrase,1,"[""iTE:P1844:n2""]","[""incompressibility of LTA zeolites""]","[""P1844""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b5e541c9fe848e226be3,iTE,ionic liquid-gated response,raw_phrase,1,"[""iTE:P0594:n2""]","[""ionic liquid-gated response""]","[""P0594""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b5eebd95110d913f989b,iTE,copper mobility and disordering,raw_phrase,1,"[""iTE:P1593:n1""]","[""copper mobility and disordering""]","[""P1593""]",[],,deferred,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b5fba2559c6167f01b2c,iTE,hole effective mass,raw_phrase,1,"[""iTE:P0691:n1""]","[""hole effective mass""]","[""P0691""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b61a10e1dfb1788f9fae,iTE,stabilize Na+ at the cold side and OH-at the hot side,raw_phrase,1,"[""iTE:P0541:n2""]","[""stabilize Na+ at the cold side and OH-at the hot side""]","[""P0541""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b65aa5f86cb32fd461e4,iTE,离子解离,judge_partition_definition,2,"[""iTE:P0354:n2"", ""iTE:P0589:n3""]","[""ion dissociation"", ""ions dissociation""]","[""P0354"", ""P0589""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,astra:g267:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b65fcdad97aef10c7de7,iTE,热传导过程,judge_partition_definition,3,"[""iTE:P0601:n2"", ""iTE:P0682:n2"", ""iTE:P1577:n2""]","[""heat conduction"", ""thermal conduction""]","[""P0601"", ""P0682"", ""P1577""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,astra:g131:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b6c5fcfc646ac26aee68,iTE,leaf desiccation and electrode selection,raw_phrase,1,"[""iTE:P0527:n3""]","[""leaf desiccation and electrode selection""]","[""P0527""]",[],,deferred,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b6f0b4e51a147415f469,iTE,sharp feature of the density of states at the Fermi level,raw_phrase,1,"[""iTE:P0488:n2""]","[""sharp feature of the density of states at the Fermi level""]","[""P0488""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b704ed48db97fbb170a4,iTE,enhanced ionic Seebeck effect,raw_phrase,1,"[""iTE:P1003:n2""]","[""enhanced ionic Seebeck effect""]","[""P1003""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b740ae123bb26b83c8d4,iTE,strains,raw_phrase,1,"[""iTE:P1269:n1""]","[""strains""]","[""P1269""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b771d38515528899fb79,iTE,PDES gel,raw_phrase,1,"[""iTE:P0577:n1""]","[""PDES gel""]","[""P0577""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b77897ab1580264ac542,iTE,average diameter of the 1 D nanoarrays,raw_phrase,1,"[""iTE:P1607:n2""]","[""average diameter of the 1 D nanoarrays""]","[""P1607""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b7bc55dc05908f1a42bd,iTE,ion transport properties,judge_partition_definition,1,"[""iTE:P0592:n2""]","[""ion transport properties""]","[""P0592""]","[""quantity""]",,source_role_preserved_not_newly_validated,astra:g262:p000,reviewed_singleton,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b7da5a067a3eb5937ee0,iTE,Manning反离子凝聚,judge_partition_definition,2,"[""iTE:P0344:n2"", ""iTE:P0555:n1""]","[""Manning counterion condensation effect"", ""Manning's counterion condensation""]","[""P0344"", ""P0555""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,astra:g197:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b820bada59b241cbf504,iTE,thermodynamic and transport properties of the electrolyte,raw_phrase,1,"[""iTE:P0676:n1""]","[""thermodynamic and transport properties of the electrolyte""]","[""P0676""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b8339e23e974d3b06def,iTE,decreasing ionic character,raw_phrase,1,"[""iTE:P1882:n2""]","[""decreasing ionic character""]","[""P1882""]","[""interaction""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b83b1a0f37dc7555b804,iTE,enhanced phonon scattering at lattice imperfections and the mass fluctuation effect,raw_phrase,1,"[""iTE:P1128:n1""]","[""enhanced phonon scattering at lattice imperfections and the mass fluctuation effect""]","[""P1128""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b83e56b9ff4636a46cab,iTE,MgO produced during the carbonate reaction,raw_phrase,1,"[""iTE:P0910:n1""]","[""MgO produced during the carbonate reaction""]","[""P0910""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b83fde52b45b6752d0f1,iTE,electrochemical Seebeck effect,raw_phrase,1,"[""iTE:P1562:n2""]","[""electrochemical Seebeck effect""]","[""P1562""]",[],,deferred,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b8501ba1943a8e6db653,iTE,34.3 dB electromagnetic interference (EMI) shielding efficiency,raw_phrase,1,"[""iTE:P1797:n2""]","[""34.3 dB electromagnetic interference (EMI) shielding efficiency""]","[""P1797""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b857bd4a07fe9a68114b,iTE,charge transport,raw_phrase,1,"[""iTE:P0429:n2""]","[""charge transport""]","[""P0429""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b87719ed35e3eb1b8751,iTE,non-isothermal Donnan potentials,raw_phrase,1,"[""iTE:P0662:n2""]","[""non-isothermal Donnan potentials""]","[""P0662""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b8809ffdd830978d288f,iTE,Sin/Sout= 3:1,raw_phrase,1,"[""iTE:P1605:n1""]","[""Sin/Sout= 3:1""]","[""P1605""]","[""condition""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b8a749b393c7406f5385,iTE,strong Cl-Cu bonds,raw_phrase,1,"[""iTE:P0865:n1""]","[""strong Cl-Cu bonds""]","[""P0865""]","[""interaction""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b8e8c683ecea57d50a2e,iTE,out-of-plane heat transfer,raw_phrase,1,"[""iTE:P0516:n2""]","[""out-of-plane heat transfer""]","[""P0516""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b9013c60064e91560911,iTE,mechanical robustness,judge_partition_definition,1,"[""iTE:P1721:n2""]","[""mechanical robustness""]","[""P1721""]","[""performance_function""]",,source_role_preserved_not_newly_validated,astra:g279:p001,reviewed_singleton,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b91162d444b6af4c986f,iTE,temperature and concentration,raw_phrase,1,"[""iTE:P1457:n3""]","[""temperature and concentration""]","[""P1457""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b96fe9167cd75a8c6b5f,iTE,low frequency localized Cs-Cl bond vibration,raw_phrase,1,"[""iTE:P1534:n1""]","[""low frequency localized Cs-Cl bond vibration""]","[""P1534""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b97697d999254c599649,iTE,singlephase solid solution,raw_phrase,1,"[""iTE:P1592:n3""]","[""singlephase solid solution""]","[""P1592""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b979858819ea1be0b670,iTE,progressive freezing of ionic and interfacial polarization,raw_phrase,1,"[""iTE:P1413:n1""]","[""progressive freezing of ionic and interfacial polarization""]","[""P1413""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b9b04c72a7abaf7446e9,iTE,extra hole carriers,raw_phrase,1,"[""iTE:P1685:n2""]","[""extra hole carriers""]","[""P1685""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b9f4775e063b10ce9042,iTE,ion carrier concentration,raw_phrase,1,"[""iTE:P0375:n1""]","[""ion carrier concentration""]","[""P0375""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:b9fc167674953e681008,iTE,enhanced conduction and the appearance of a semiconductor behavior,raw_phrase,1,"[""iTE:P1955:n2""]","[""enhanced conduction and the appearance of a semiconductor behavior""]","[""P1955""]",[],,deferred,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:ba1af3206b20ee0f073e,iTE,gradient in the nonstoichiometry,raw_phrase,1,"[""iTE:P1701:n2""]","[""gradient in the nonstoichiometry""]","[""P1701""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:ba3ae1fa2eea3b6adf12,iTE,fast diffusion of NH4+,raw_phrase,1,"[""iTE:P1711:n1""]","[""fast diffusion of NH4+""]","[""P1711""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:ba42468125dddffb4c21,iTE,Gly-GAPL,raw_phrase,1,"[""iTE:P0737:n1""]","[""Gly-GAPL""]","[""P0737""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:ba435286b2fb47ace2fd,iTE,stereochemical activity of antimony lone-pairs,raw_phrase,1,"[""iTE:P1916:n2""]","[""stereochemical activity of antimony lone-pairs""]","[""P1916""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:ba43b3921bee46fd4cb0,iTE,increasing content of Mg,raw_phrase,1,"[""iTE:P1252:n1""]","[""increasing content of Mg""]","[""P1252""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:babba58663ee06a59b9a,iTE,segmental motions,raw_phrase,1,"[""iTE:P0570:n3""]","[""segmental motions""]","[""P0570""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bac9aeffead255f54163,iTE,decomposition,raw_phrase,1,"[""iTE:P0624:n3""]","[""decomposition""]","[""P0624""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bad07f3050eaf2c79d0a,iTE,掺杂水平,judge_partition_definition,2,"[""iTE:P0873:n2"", ""iTE:P1716:n1""]","[""doping level""]","[""P0873"", ""P1716""]","[""quantity""]",,source_role_preserved_not_newly_validated,astra:g227:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bad2cdaaac62de9ebb50,iTE,moisture-wicking and liquid transport against gravity,raw_phrase,1,"[""iTE:P1397:n2""]","[""moisture-wicking and liquid transport against gravity""]","[""P1397""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bb06a7592f17cfa21aaf,iTE,R-1ct and Rdif-1,raw_phrase,1,"[""iTE:P1188:n2""]","[""R-1ct and Rdif-1""]","[""P1188""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bb0a5a6f327ea03fff65,iTE,Ordered superlattice structures,raw_phrase,1,"[""iTE:P1623:n1""]","[""Ordered superlattice structures""]","[""P1623""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bb2a4d506bb0f97aecbc,iTE,SHS under a high-gravity field technique,raw_phrase,1,"[""iTE:P0756:n1""]","[""SHS under a high-gravity field technique""]","[""P0756""]","[""design_strategy""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bb3710716c24b4e50e75,iTE,Ba and Pnictogen group placed at unit cell centre,raw_phrase,1,"[""iTE:P1799:n1""]","[""Ba and Pnictogen group placed at unit cell centre""]","[""P1799""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bb3ac1f288729e95a73d,iTE,离子液体-聚合物作用,judge_partition_definition,1,"[""iTE:P0548:n1""]","[""interaction between the ionic liquid and polymer chains""]","[""P0548""]","[""interaction""]",,source_role_preserved_not_newly_validated,astra:g053:p001,reviewed_singleton,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bb46371d22e572337e43,iTE,conductivity and mobility of the charge carriers,raw_phrase,1,"[""iTE:P1758:n3""]","[""conductivity and mobility of the charge carriers""]","[""P1758""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bb48b8f1f970c734f502,iTE,DCA阴离子输运,judge_partition_definition,2,"[""iTE:P0556:n2"", ""iTE:P0681:n2""]","[""DCA(-) transport"", ""DCA- anion transport""]","[""P0556"", ""P0681""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,astra:g190:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bb5758e19a837985bf05,iTE,ultra-low total thermal conductivity,raw_phrase,1,"[""iTE:P0974:n1""]","[""ultra-low total thermal conductivity""]","[""P0974""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bb5d741c9ab078c10e96,iTE,SA,raw_phrase,1,"[""iTE:P0555:n2""]","[""SA""]","[""P0555""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bbcac31eae55ea841cd8,iTE,ionic wind streams,raw_phrase,1,"[""iTE:P0980:n1""]","[""ionic wind streams""]","[""P0980""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bc041ce0616b6e379bc1,iTE,conductivity is almost purely ionic,raw_phrase,1,"[""iTE:P0709:n2""]","[""conductivity is almost purely ionic""]","[""P0709""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bc0c5f3b6dc0e3f08a41,iTE,声子拖曳效应,judge_partition_definition,2,"[""iTE:P0669:n1"", ""iTE:P0958:n2""]","[""phonon-drag effect"", ""phonon-drag effects""]","[""P0669"", ""P0958""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,astra:g302:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bc1121713afda15c4504,iTE,precise recognition of subtle signals,raw_phrase,1,"[""iTE:P1349:n2""]","[""precise recognition of subtle signals""]","[""P1349""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bc20c60f43a82d96e0c2,iTE,Substituting Eu2+ with the more ionic Sr2+,raw_phrase,1,"[""iTE:P1354:n1""]","[""Substituting Eu2+ with the more ionic Sr2+""]","[""P1354""]","[""design_strategy""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bc241200e4f3b37315de,iTE,mobile Cl- ions,raw_phrase,1,"[""iTE:P0413:n2""]","[""mobile Cl- ions""]","[""P0413""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bc5d2c9ab24938bf2fbc,iTE,较好性能,judge_partition_definition,1,"[""iTE:P0773:n2""]","[""better performance""]","[""P0773""]","[""performance_function""]",,source_role_preserved_not_newly_validated,astra:g002:p009,reviewed_singleton,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bc5fe8e594ca9fee4396,iTE,macroscopic thermoelectric field,raw_phrase,1,"[""iTE:P1852:n1""]","[""macroscopic thermoelectric field""]","[""P1852""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bc86384f0858f1054e81,iTE,hopping of Cu+ ions between tetrahedral sites,raw_phrase,1,"[""iTE:P1396:n2""]","[""hopping of Cu+ ions between tetrahedral sites""]","[""P1396""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bc9885a86e8f42b61294,iTE,ionic Sr-N interactions and strong covalent Mo-N bonds,raw_phrase,1,"[""iTE:P0808:n2""]","[""ionic Sr-N interactions and strong covalent Mo-N bonds""]","[""P0808""]","[""interaction""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bc9a916f56bc9df27456,iTE,slip between different [Mg2Sb2](2-) substructures,raw_phrase,1,"[""iTE:P1068:n2""]","[""slip between different [Mg2Sb2](2-) substructures""]","[""P1068""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bcb332f75327051718ca,iTE,dopant K grain boundary segregation,raw_phrase,1,"[""iTE:P1164:n1""]","[""dopant K grain boundary segregation""]","[""P1164""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bcbbac33323e469eee96,iTE,skin-like nonlinear elastic behavior,raw_phrase,1,"[""iTE:P0869:n1""]","[""skin-like nonlinear elastic behavior""]","[""P0869""]","[""performance_function""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bcea570842f299a1d7f7,iTE,M3+阳离子半径含Sc/Cr,judge_partition_definition,1,"[""iTE:P1692:n1""]","[""M3+ cation size""]","[""P1692""]","[""quantity""]",,source_role_preserved_not_newly_validated,astra:g010:p005,reviewed_singleton,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bcee48b43aefdda72b39,iTE,phase transition of the nanoparticles,raw_phrase,1,"[""iTE:P1493:n1""]","[""phase transition of the nanoparticles""]","[""P1493""]","[""mechanism_process""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bd46ff5af20ef4ca6357,iTE,Cu2+ ions are preferentially confined,raw_phrase,1,"[""iTE:P0439:n2""]","[""Cu2+ ions are preferentially confined""]","[""P0439""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bd4a17cee5e18b210a74,iTE,热电能量转换效率,judge_partition_definition,2,"[""iTE:P0476:n2"", ""iTE:P0672:n2""]","[""conversion efficiency"", ""power conversion efficiency""]","[""P0476"", ""P0672""]","[""performance_function""]",,source_role_preserved_not_newly_validated,astra:g308:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bd727001eae367f5fae4,iTE,黏度,judge_partition_definition,4,"[""iTE:P1021:n2"", ""iTE:P1116:n1"", ""iTE:P1190:n1"", ""iTE:P1503:n1""]","[""viscosity"", ""viscosity (eta) of the solvent"", ""viscosity eta""]","[""P1021"", ""P1116"", ""P1190"", ""P1503""]","[""quantity""]",,source_role_preserved_not_newly_validated,astra:g059:p000,explicit_judge_partition,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bd87629d2e23db9e5376,iTE,p-n结内部电势差,judge_partition_definition,1,"[""iTE:P0597:n2""]","[""electric potential difference""]","[""P0597""]","[""performance_function""]",,source_role_preserved_not_newly_validated,astra:g026:p002,reviewed_singleton,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bd8f92774f31a1cc3526,iTE,resonance level in valence band,raw_phrase,1,"[""iTE:P0809:n2""]","[""resonance level in valence band""]","[""P0809""]","[""state_structure""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bdd4df785c31d60fea27,iTE,concentration difference between anions and cations,judge_partition_definition,1,"[""iTE:P0525:n4""]","[""concentration difference between anions and cations""]","[""P0525""]","[""quantity""]",,source_role_preserved_not_newly_validated,astra:g210:p001,reviewed_singleton,draft_only,astra_reviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:bdd60293981bdf6fe6c2,iTE,Cu2Se,raw_phrase,1,"[""iTE:P0792:n1""]","[""Cu2Se""]","[""P0792""]","[""material_entity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:be097a62b6796d12bf91,iTE,more negative potentials,raw_phrase,1,"[""iTE:P1360:n1""]","[""more negative potentials""]","[""P1360""]","[""condition""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:be3fe168a4e559484a74,iTE,modules,raw_phrase,1,"[""iTE:P0890:n2""]","[""modules""]","[""P0890""]",[],,deferred,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:be5b093ffefa87348fdb,iTE,Sb-Zn and Sb-Cd bonds,raw_phrase,1,"[""iTE:P1582:n1""]","[""Sb-Zn and Sb-Cd bonds""]","[""P1582""]","[""interaction""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
draft:v2:iTE:be9d1a5a208e5e0592a6,iTE,increasing x,raw_phrase,1,"[""iTE:P1105:n1""]","[""increasing x""]","[""P1105""]","[""quantity""]",,source_role_preserved_not_newly_validated,,identity_only,draft_only,identity_only_unreviewed,False,normalization_draft:8b8928b254fa3bab0fef
