mention_id,domain,paper_id,initial_concept_id,draft_concept_id,judge_partition_id,mapping_action,decision_basis,role_status,raw_label,claim_id,node_evidence_locator,source_applied,run_id,before_member_count,after_member_count
iTE:P1569:n1,iTE,P1569,iTE:P1569:initial_n1,draft:v2:iTE:3ad58461c165f1e26a8a,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,imaginary phonon modes,iTE:P1569:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1569:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1569:n2,iTE,P1569,iTE:P1569:initial_n2,draft:v2:iTE:93af0d15326716b961dd,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,dynamical instability,iTE:P1569:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1569:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1570:n1,iTE,P1570,iTE:P1570:initial_n1,draft:v2:iTE:33e2caa47ce6acf4f5cf,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,AgMgF3,iTE:P1570:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1570:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1570:n2,iTE,P1570,iTE:P1570:initial_n2,draft:v2:iTE:5e02b0d3dabfafadcc59,astra:g005:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,figure of merit (ZT),iTE:P1570:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1570:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,20
iTE:P1571:n1,iTE,P1571,iTE:P1571:initial_n1,draft:v2:iTE:c34273355306622e1da6,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,excess localized Ag vacancies,iTE:P1571:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1571:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1571:n2,iTE,P1571,iTE:P1571:initial_n2,draft:v2:iTE:68d385e5e083000c3344,astra:g028:p002,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,remains p-type,iTE:P1571:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1571:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1572:n1,iTE,P1572,iTE:P1572:initial_n1,draft:v2:iTE:86bbede56f9c38718371,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,These rings,iTE:P1572:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1572:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1572:n2,iTE,P1572,iTE:P1572:initial_n2,draft:v2:iTE:c7a17e86d1c7b69fd2f1,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,large holes,iTE:P1572:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1572:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1572:n3,iTE,P1572,iTE:P1572:initial_n3,draft:v2:iTE:8b90190a83649e5abcd4,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,ion storage,iTE:P1572:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1572:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1573:n1,iTE,P1573,iTE:P1573:initial_n1,draft:v2:iTE:532f4b9bc19f6f3a5217,astra:g010:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,ionic radius (IR) of the rare-earth elements,iTE:P1573:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1573:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,13
iTE:P1573:n2,iTE,P1573,iTE:P1573:initial_n2,draft:v2:iTE:37c58210df51f7289192,astra:g004:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,thermal conductivity,iTE:P1573:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1573:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,29
iTE:P1574:n1,iTE,P1574,iTE:P1574:initial_n1,draft:v2:iTE:dc45733a6ee9bda13b42,astra:g001:p001,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,electrical conductivity,iTE:P1574:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1574:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,43
iTE:P1574:n2,iTE,P1574,iTE:P1574:initial_n2,draft:v2:iTE:a866a67ced0c03cf4bb4,astra:g007:p002,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,power factor,iTE:P1574:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1574:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,17
iTE:P1576:n1,iTE,P1576,iTE:P1576:initial_n1,draft:v2:iTE:b310531ad0e453f6f1b6,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,charge transfer at the TPB with intrinsic O2- diffusion,iTE:P1576:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1576:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1576:n2,iTE,P1576,iTE:P1576:initial_n2,draft:v2:iTE:7e75e8bb22ff10891c4b,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,gas transfer/oxygen dissociation,iTE:P1576:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1576:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1577:n1,iTE,P1577,iTE:P1577:initial_n1,draft:v2:iTE:2ca8a6c651876b7c1a7f,astra:g189:p001,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,fast ionic species Cu+,iTE:P1577:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1577:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1577:n2,iTE,P1577,iTE:P1577:initial_n2,draft:v2:iTE:b65fcdad97aef10c7de7,astra:g131:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,thermal conduction,iTE:P1577:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1577:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,3
iTE:P1578:n1,iTE,P1578,iTE:P1578:initial_n1,draft:v2:iTE:4f7d00958d47b26b1d7a,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,electronic transfer from the rare-earth metal towards antimony,iTE:P1578:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1578:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1578:n2,iTE,P1578,iTE:P1578:initial_n2,draft:v2:iTE:e9d75d4ac69f91363a0f,astra:g022:p001,project_to_shared_concept,explicit_judge_partition,mixed_source_roles_astra_reviewed,n-type conduction,iTE:P1578:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1578:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,6
iTE:P1579:n1,iTE,P1579,iTE:P1579:initial_n1,draft:v2:iTE:db347ccbc5b189edb6ca,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,N5,iTE:P1579:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1579:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1579:n2,iTE,P1579,iTE:P1579:initial_n2,draft:v2:iTE:33beefded11385f6f965,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,photocatalytic efficiency,iTE:P1579:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1579:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1579:n3,iTE,P1579,iTE:P1579:initial_n3,draft:v2:iTE:9f1f333e187f189ee17b,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,electrochemical performance,iTE:P1579:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1579:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1580:n1,iTE,P1580,iTE:P1580:initial_n1,draft:v2:iTE:c6e5b3763758e691f106,astra:g324:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,solid electrolytes,iTE:P1580:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1580:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P1580:n2,iTE,P1580,iTE:P1580:initial_n2,draft:v2:iTE:2af3fd5bcbfc07175f1a,astra:g130:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,superionic conductivity,iTE:P1580:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1580:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,3
iTE:P1581:n1,iTE,P1581,iTE:P1581:initial_n1,draft:v2:iTE:083e41379b468890977c,astra:g201:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,Umklapp process,iTE:P1581:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1581:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P1581:n2,iTE,P1581,iTE:P1581:initial_n2,draft:v2:iTE:f1d8af3404fa70ce3300,astra:g077:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,point defect scattering,iTE:P1581:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1581:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,4
iTE:P1581:n3,iTE,P1581,iTE:P1581:initial_n3,draft:v2:iTE:fab2dbf7cdf706ee383a,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,dominant phonon scattering pathway,iTE:P1581:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1581:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1582:n1,iTE,P1582,iTE:P1582:initial_n1,draft:v2:iTE:be5b093ffefa87348fdb,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,Sb-Zn and Sb-Cd bonds,iTE:P1582:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1582:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1582:n2,iTE,P1582,iTE:P1582:initial_n2,draft:v2:iTE:3fe28384dd618df58486,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,Sb-Sb bonds,iTE:P1582:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1582:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1583:n1,iTE,P1583,iTE:P1583:initial_n1,draft:v2:iTE:9a26d949c903050e1d12,,retain_singleton,identity_only,deferred,symmetrically heated micro-contact set-up,iTE:P1583:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1583:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1583:n2,iTE,P1583,iTE:P1583:initial_n2,draft:v2:iTE:27d7a5e505a1c3ef5ba2,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,avoidance of the temperature inhomogeneity problem,iTE:P1583:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1583:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1584:n1,iTE,P1584,iTE:P1584:initial_n1,draft:v2:iTE:ceb3b8159494baeb4227,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,thermoelectric effect of free co- and counterions,iTE:P1584:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1584:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1584:n2,iTE,P1584,iTE:P1584:initial_n2,draft:v2:iTE:351f163a1e6ddb1a3ecd,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,S-T,iTE:P1584:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1584:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1585:n1,iTE,P1585,iTE:P1585:initial_n1,draft:v2:iTE:ee4c76fadef08a6424d1,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,high silver mobility,iTE:P1585:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1585:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1585:n2,iTE,P1585,iTE:P1585:initial_n2,draft:v2:iTE:c4704e014a083efa2829,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,small non-stoichiometry range,iTE:P1585:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1585:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1585:n3,iTE,P1585,iTE:P1585:initial_n3,draft:v2:iTE:8dda8c977afecd0f5964,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,internal redox process in the tellurium substructure,iTE:P1585:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1585:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1585:n4,iTE,P1585,iTE:P1585:initial_n4,draft:v2:iTE:67161899b353bfec9ee4,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,thermopower drop,iTE:P1585:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1585:n4,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1586:n1,iTE,P1586,iTE:P1586:initial_n1,draft:v2:iTE:15c45427514e2d08cfde,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,correlations,iTE:P1586:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1586:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1586:n2,iTE,P1586,iTE:P1586:initial_n2,draft:v2:iTE:1cb8aada7f00edf8c1a4,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,insulating state,iTE:P1586:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1586:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1586:n3,iTE,P1586,iTE:P1586:initial_n3,draft:v2:iTE:4277999dbd5d759ebed2,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,quasi-metallic state,iTE:P1586:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1586:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1587:n1,iTE,P1587,iTE:P1587:initial_n1,draft:v2:iTE:754e851f0589a11c0be4,astra:g056:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,Pressure,iTE:P1587:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1587:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,5
iTE:P1587:n2,iTE,P1587,iTE:P1587:initial_n2,draft:v2:iTE:f2d388ab748eac287f8f,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,band gap narrowing,iTE:P1587:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1587:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1587:n3,iTE,P1587,iTE:P1587:initial_n3,draft:v2:iTE:e296f67ed3930acee9ed,astra:g273:p001,retain_singleton,reviewed_singleton,source_role_preserved_not_newly_validated,enhanced optical absorption,iTE:P1587:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1587:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1587:n4,iTE,P1587,iTE:P1587:initial_n4,draft:v2:iTE:9b3de84f91555742609c,astra:g040:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,electrical and thermal conductivities,iTE:P1587:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1587:n4,False,normalization_draft:8b8928b254fa3bab0fef,1,5
iTE:P1588:n1,iTE,P1588,iTE:P1588:initial_n1,draft:v2:iTE:824e8e346a036679bfa9,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,donor-acceptor interaction,iTE:P1588:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1588:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1588:n2,iTE,P1588,iTE:P1588:initial_n2,draft:v2:iTE:6504d862b32fcff3b140,astra:g277:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,lowered hole concentration,iTE:P1588:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1588:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P1589:n1,iTE,P1589,iTE:P1589:initial_n1,draft:v2:iTE:19cf38144dcb457ff100,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,photothermal effect of CNT,iTE:P1589:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1589:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1589:n2,iTE,P1589,iTE:P1589:initial_n2,draft:v2:iTE:37bff2460fd575b9666e,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,self-healing process,iTE:P1589:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1589:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1590:n1,iTE,P1590,iTE:P1590:initial_n1,draft:v2:iTE:9f42763a0f837374fd7e,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,carbon-based materials,iTE:P1590:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1590:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1590:n2,iTE,P1590,iTE:P1590:initial_n2,draft:v2:iTE:5a2b2dcea8edb05f6c83,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,conductivity of composites,iTE:P1590:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1590:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1590:n3,iTE,P1590,iTE:P1590:initial_n3,draft:v2:iTE:d11fc6a7d4f3bedef74a,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,three-dimensional networks of connectivity,iTE:P1590:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1590:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1591:n1,iTE,P1591,iTE:P1591:initial_n1,draft:v2:iTE:c3aea9648be6ae9814ed,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,ion-polaron distance,iTE:P1591:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1591:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1591:n2,iTE,P1591,iTE:P1591:initial_n2,draft:v2:iTE:dc45733a6ee9bda13b42,astra:g001:p001,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,electrical conductivities,iTE:P1591:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1591:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,43
iTE:P1592:n1,iTE,P1592,iTE:P1592:initial_n1,draft:v2:iTE:3e625a202c6fdd1a6163,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,configurational entropy,iTE:P1592:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1592:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1592:n2,iTE,P1592,iTE:P1592:initial_n2,draft:v2:iTE:1717853b09cd4d46949f,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,disorder of both the anion and the cation sublattices,iTE:P1592:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1592:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1592:n3,iTE,P1592,iTE:P1592:initial_n3,draft:v2:iTE:b97697d999254c599649,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,singlephase solid solution,iTE:P1592:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1592:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1593:n1,iTE,P1593,iTE:P1593:initial_n1,draft:v2:iTE:b5eebd95110d913f989b,,retain_singleton,identity_only,deferred,copper mobility and disordering,iTE:P1593:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1593:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1593:n2,iTE,P1593,iTE:P1593:initial_n2,draft:v2:iTE:1353488881aa3a0327b3,astra:g300:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,phase transition,iTE:P1593:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1593:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P1594:n1,iTE,P1594,iTE:P1594:initial_n1,draft:v2:iTE:fad5e36cf3904a99df39,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,x values,iTE:P1594:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1594:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1594:n2,iTE,P1594,iTE:P1594:initial_n2,draft:v2:iTE:9d2bc87f629c49603f0c,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,metal-insulator transition temperature,iTE:P1594:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1594:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1595:n1,iTE,P1595,iTE:P1595:initial_n1,draft:v2:iTE:b23668ef23d2a07f3bcd,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,anharmonic and anisotropic vibration of the Cu atom,iTE:P1595:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1595:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1595:n2,iTE,P1595,iTE:P1595:initial_n2,draft:v2:iTE:24fb1f63a060ac4b321b,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,ionic bond feature around the Cu atom,iTE:P1595:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1595:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1595:n3,iTE,P1595,iTE:P1595:initial_n3,draft:v2:iTE:909ff63fac634bcf2339,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,global weak bonding,iTE:P1595:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1595:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1595:n4,iTE,P1595,iTE:P1595:initial_n4,draft:v2:iTE:e5a3ea738b24783532eb,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,glass-like thermal property,iTE:P1595:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1595:n4,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1596:n1,iTE,P1596,iTE:P1596:initial_n1,draft:v2:iTE:42c527fb6ef0790ba3f2,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,optical absorption and thermoelectric effect,iTE:P1596:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1596:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1596:n2,iTE,P1596,iTE:P1596:initial_n2,draft:v2:iTE:fce044285e4a843a6958,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,overall photoresponse,iTE:P1596:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1596:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1597:n1,iTE,P1597,iTE:P1597:initial_n1,draft:v2:iTE:5db5d50a31aa415da11e,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,ionic radius and effective charge state differences of the RE fillers,iTE:P1597:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1597:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1597:n2,iTE,P1597,iTE:P1597:initial_n2,draft:v2:iTE:06baf8b258a6c35a668a,astra:g323:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,structural stability,iTE:P1597:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1597:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P1598:n1,iTE,P1598,iTE:P1598:initial_n1,draft:v2:iTE:2b18bc3cc3fbff568bad,astra:g183:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,Anderson localisation,iTE:P1598:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1598:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,2
iTE:P1598:n2,iTE,P1598,iTE:P1598:initial_n2,draft:v2:iTE:a8529cbbca5fcbb5e671,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,transport properties,iTE:P1598:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1598:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1599:n1,iTE,P1599,iTE:P1599:initial_n1,draft:v2:iTE:ad56b1d4ab0fadce3761,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,H-2/H2O gas mixtures,iTE:P1599:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1599:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1599:n2,iTE,P1599,iTE:P1599:initial_n2,draft:v2:iTE:cee19bfb12bf74071165,astra:g001:p002,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,conductivity,iTE:P1599:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1599:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,4
iTE:P1599:n3,iTE,P1599,iTE:P1599:initial_n3,draft:v2:iTE:c98b4604b8f0dd212609,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,surface exchange resistance,iTE:P1599:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1599:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1600:n1,iTE,P1600,iTE:P1600:initial_n1,draft:v2:iTE:cb88b08332c7d3b5a67b,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,highly ionic and partial covalent bonds between In-O atoms,iTE:P1600:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1600:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1601:n1,iTE,P1601,iTE:P1601:initial_n1,draft:v2:iTE:a3c7be47ad577fbd3137,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,nature of the counter-ions,iTE:P1601:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1601:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1601:n2,iTE,P1601,iTE:P1601:initial_n2,draft:v2:iTE:37ba2efe3e1ded9a5c8a,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,direction of thermodiffusion,iTE:P1601:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1601:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1601:n3,iTE,P1601,iTE:P1601:initial_n3,draft:v2:iTE:e60ad3f32ffdc9cd6cf3,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,positive or negative Soret coefficient,iTE:P1601:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1601:n3,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1602:n1,iTE,P1602,iTE:P1602:initial_n1,draft:v2:iTE:6b3601f9aa461b225c56,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,electronic screening,iTE:P1602:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1602:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1603:n1,iTE,P1603,iTE:P1603:initial_n1,draft:v2:iTE:4cb865578137e035beb3,,retain_singleton,identity_only,source_role_preserved_not_newly_validated,higher phonon lifetime and group velocities,iTE:P1603:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1603:n1,False,normalization_draft:8b8928b254fa3bab0fef,1,1
iTE:P1603:n2,iTE,P1603,iTE:P1603:initial_n2,draft:v2:iTE:6aa962676f87f4729b7a,astra:g006:p000,project_to_shared_concept,explicit_judge_partition,source_role_preserved_not_newly_validated,lattice thermal conductivity,iTE:P1603:claim_block,inputs/raw/node_evidence.csv::mention_id=iTE:P1603:n2,False,normalization_draft:8b8928b254fa3bab0fef,1,26
