sentence_pair_id,paper_id,analysis_layer,source_membership,year,title,doi,sentence_id,evidence_sentence,left_global_concept_id,left_layer_node_id,left_label,left_surface,left_char_start,left_char_end,right_global_concept_id,right_layer_node_id,right_label,right_surface,right_char_start,right_char_end,pair_key,evidence_scope,strict_syntax_relation_supported
SP_61f090b13c1d,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_496ad649c044,LN_bdd0de728557,capture trans nanochannel diffusion,capture trans-nanochannel diffusion,530,565,GC_f42ba881fe84,LN_96c5720a208f,nanoconfined ti3c2tx ion,nanoconfined Ti3C2TX ion,492,516,GC_496ad649c044::GC_f42ba881fe84,same_sentence_cooccurrence_not_causal,False
SP_ed768934c3c1,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_496ad649c044,LN_bdd0de728557,capture trans nanochannel diffusion,capture trans-nanochannel diffusion,530,565,GC_583fd7c565e9,LN_d5f194a1e6f1,ti3c2tx,Ti3C2TX,505,512,GC_496ad649c044::GC_583fd7c565e9,same_sentence_cooccurrence_not_causal,False
SP_92223ee6d1fa,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_496ad649c044,LN_bdd0de728557,capture trans nanochannel diffusion,capture trans-nanochannel diffusion,530,565,GC_f47cc568f1e7,LN_c1c02bbc73a8,trans nanochannel,trans-nanochannel,538,555,GC_496ad649c044::GC_f47cc568f1e7,same_sentence_cooccurrence_not_causal,False
SP_8230b909541b,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_496ad649c044,LN_bdd0de728557,capture trans nanochannel diffusion,capture trans-nanochannel diffusion,530,565,GC_bccf2fc84e42,LN_d998b70b6d7b,light driven,light-driven,585,597,GC_496ad649c044::GC_bccf2fc84e42,same_sentence_cooccurrence_not_causal,False
SP_0f5276260f9e,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_5d2022e73cdd,LN_a03e466c6ff2,light driven axial temperature gradient,light-driven axial temperature gradient,585,624,GC_7ef3326ecb7c,LN_453459bfb8dc,photothermal conversion,photothermal conversion,433,456,GC_5d2022e73cdd::GC_7ef3326ecb7c,same_sentence_cooccurrence_not_causal,False
SP_e0985f4194c2,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_5d2022e73cdd,LN_a03e466c6ff2,light driven axial temperature gradient,light-driven axial temperature gradient,585,624,GC_6f6f6e33138d,LN_919056cf9976,nanoconfined ti3c2tx ion channel,nanoconfined Ti3C2TX ion channels,492,525,GC_5d2022e73cdd::GC_6f6f6e33138d,same_sentence_cooccurrence_not_causal,False
SP_71dd671a6f5a,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_5d2022e73cdd,LN_a03e466c6ff2,light driven axial temperature gradient,light-driven axial temperature gradient,585,624,GC_f42ba881fe84,LN_96c5720a208f,nanoconfined ti3c2tx ion,nanoconfined Ti3C2TX ion,492,516,GC_5d2022e73cdd::GC_f42ba881fe84,same_sentence_cooccurrence_not_causal,False
SP_9ee887bc8473,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_583fd7c565e9,LN_d5f194a1e6f1,ti3c2tx,Ti3C2TX,505,512,GC_5d2022e73cdd,LN_a03e466c6ff2,light driven axial temperature gradient,light-driven axial temperature gradient,585,624,GC_583fd7c565e9::GC_5d2022e73cdd,same_sentence_cooccurrence_not_causal,False
SP_d275d61baf8f,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_5d2022e73cdd,LN_a03e466c6ff2,light driven axial temperature gradient,light-driven axial temperature gradient,585,624,GC_f47cc568f1e7,LN_c1c02bbc73a8,trans nanochannel,trans-nanochannel,538,555,GC_5d2022e73cdd::GC_f47cc568f1e7,same_sentence_cooccurrence_not_causal,False
SP_94ffd05fe5f2,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_5d2022e73cdd,LN_a03e466c6ff2,light driven axial temperature gradient,light-driven axial temperature gradient,585,624,GC_bccf2fc84e42,LN_d998b70b6d7b,light driven,light-driven,585,597,GC_5d2022e73cdd::GC_bccf2fc84e42,same_sentence_cooccurrence_not_causal,False
SP_f3dab61b1743,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_6f6f6e33138d,LN_919056cf9976,nanoconfined ti3c2tx ion channel,nanoconfined Ti3C2TX ion channels,492,525,GC_7ef3326ecb7c,LN_453459bfb8dc,photothermal conversion,photothermal conversion,433,456,GC_6f6f6e33138d::GC_7ef3326ecb7c,same_sentence_cooccurrence_not_causal,False
SP_bf1512917b20,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_7ef3326ecb7c,LN_453459bfb8dc,photothermal conversion,photothermal conversion,433,456,GC_f42ba881fe84,LN_96c5720a208f,nanoconfined ti3c2tx ion,nanoconfined Ti3C2TX ion,492,516,GC_7ef3326ecb7c::GC_f42ba881fe84,same_sentence_cooccurrence_not_causal,False
SP_a0c1cd79124f,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_583fd7c565e9,LN_d5f194a1e6f1,ti3c2tx,Ti3C2TX,505,512,GC_7ef3326ecb7c,LN_453459bfb8dc,photothermal conversion,photothermal conversion,433,456,GC_583fd7c565e9::GC_7ef3326ecb7c,same_sentence_cooccurrence_not_causal,False
SP_b2ed715ce420,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_7ef3326ecb7c,LN_453459bfb8dc,photothermal conversion,photothermal conversion,433,456,GC_f47cc568f1e7,LN_c1c02bbc73a8,trans nanochannel,trans-nanochannel,538,555,GC_7ef3326ecb7c::GC_f47cc568f1e7,same_sentence_cooccurrence_not_causal,False
SP_b5b4ecd7f27e,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_7ef3326ecb7c,LN_453459bfb8dc,photothermal conversion,photothermal conversion,433,456,GC_bccf2fc84e42,LN_d998b70b6d7b,light driven,light-driven,585,597,GC_7ef3326ecb7c::GC_bccf2fc84e42,same_sentence_cooccurrence_not_causal,False
SP_1e1d113d2f14,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_6f6f6e33138d,LN_919056cf9976,nanoconfined ti3c2tx ion channel,nanoconfined Ti3C2TX ion channels,492,525,GC_f42ba881fe84,LN_96c5720a208f,nanoconfined ti3c2tx ion,nanoconfined Ti3C2TX ion,492,516,GC_6f6f6e33138d::GC_f42ba881fe84,same_sentence_cooccurrence_not_causal,False
SP_de398f1e4ce4,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_583fd7c565e9,LN_d5f194a1e6f1,ti3c2tx,Ti3C2TX,505,512,GC_6f6f6e33138d,LN_919056cf9976,nanoconfined ti3c2tx ion channel,nanoconfined Ti3C2TX ion channels,492,525,GC_583fd7c565e9::GC_6f6f6e33138d,same_sentence_cooccurrence_not_causal,False
SP_d18a419d7c15,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_6f6f6e33138d,LN_919056cf9976,nanoconfined ti3c2tx ion channel,nanoconfined Ti3C2TX ion channels,492,525,GC_f47cc568f1e7,LN_c1c02bbc73a8,trans nanochannel,trans-nanochannel,538,555,GC_6f6f6e33138d::GC_f47cc568f1e7,same_sentence_cooccurrence_not_causal,False
SP_44f8c34fbb1b,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_6f6f6e33138d,LN_919056cf9976,nanoconfined ti3c2tx ion channel,nanoconfined Ti3C2TX ion channels,492,525,GC_bccf2fc84e42,LN_d998b70b6d7b,light driven,light-driven,585,597,GC_6f6f6e33138d::GC_bccf2fc84e42,same_sentence_cooccurrence_not_causal,False
SP_40a3afef939d,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_583fd7c565e9,LN_d5f194a1e6f1,ti3c2tx,Ti3C2TX,505,512,GC_f42ba881fe84,LN_96c5720a208f,nanoconfined ti3c2tx ion,nanoconfined Ti3C2TX ion,492,516,GC_583fd7c565e9::GC_f42ba881fe84,same_sentence_cooccurrence_not_causal,False
SP_a212b1118e37,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_f42ba881fe84,LN_96c5720a208f,nanoconfined ti3c2tx ion,nanoconfined Ti3C2TX ion,492,516,GC_f47cc568f1e7,LN_c1c02bbc73a8,trans nanochannel,trans-nanochannel,538,555,GC_f42ba881fe84::GC_f47cc568f1e7,same_sentence_cooccurrence_not_causal,False
SP_cac75ddc4b07,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_bccf2fc84e42,LN_d998b70b6d7b,light driven,light-driven,585,597,GC_f42ba881fe84,LN_96c5720a208f,nanoconfined ti3c2tx ion,nanoconfined Ti3C2TX ion,492,516,GC_bccf2fc84e42::GC_f42ba881fe84,same_sentence_cooccurrence_not_causal,False
SP_c6fea4fd41ac,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_583fd7c565e9,LN_d5f194a1e6f1,ti3c2tx,Ti3C2TX,505,512,GC_f47cc568f1e7,LN_c1c02bbc73a8,trans nanochannel,trans-nanochannel,538,555,GC_583fd7c565e9::GC_f47cc568f1e7,same_sentence_cooccurrence_not_causal,False
SP_42e4285c80de,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_583fd7c565e9,LN_d5f194a1e6f1,ti3c2tx,Ti3C2TX,505,512,GC_bccf2fc84e42,LN_d998b70b6d7b,light driven,light-driven,585,597,GC_583fd7c565e9::GC_bccf2fc84e42,same_sentence_cooccurrence_not_causal,False
SP_4e1aa4121b08,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,3,"In particular, coupled with a photothermal conversion feature of MXenes, an array of the nanoconfined Ti3C2TX ion channels can capture trans-nanochannel diffusion potentials under a light-driven axial temperature gradient.",GC_bccf2fc84e42,LN_d998b70b6d7b,light driven,light-driven,585,597,GC_f47cc568f1e7,LN_c1c02bbc73a8,trans nanochannel,trans-nanochannel,538,555,GC_bccf2fc84e42::GC_f47cc568f1e7,same_sentence_cooccurrence_not_causal,False
SP_6e54b139cf94,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,5,"The photothermoelectric ionic response (evaluated from the ionic Seebeck coefficient) reached up to 1 mV.K-1, which is comparable to biological thermosensory channels, and demonstrated stability and reproducibility in the absence and presence of an ionic concentration gradient.",GC_55b9a05efa66,LN_898fa991a898,biological thermosensory channel,biological thermosensory channels,956,989,GC_dcc12f3294ea,LN_0a30208ae715,ionic concentration gradient,ionic concentration gradient,1072,1100,GC_55b9a05efa66::GC_dcc12f3294ea,same_sentence_cooccurrence_not_causal,False
SP_cc24587ce396,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,5,"The photothermoelectric ionic response (evaluated from the ionic Seebeck coefficient) reached up to 1 mV.K-1, which is comparable to biological thermosensory channels, and demonstrated stability and reproducibility in the absence and presence of an ionic concentration gradient.",GC_c44c08236fb4,LN_e3e09bb3cf41,ionic seebeck coefficient,ionic Seebeck coefficient,882,907,GC_dcc12f3294ea,LN_0a30208ae715,ionic concentration gradient,ionic concentration gradient,1072,1100,GC_c44c08236fb4::GC_dcc12f3294ea,same_sentence_cooccurrence_not_causal,False
SP_41bd44a534cd,P1096,iTE,iTE,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,5,"The photothermoelectric ionic response (evaluated from the ionic Seebeck coefficient) reached up to 1 mV.K-1, which is comparable to biological thermosensory channels, and demonstrated stability and reproducibility in the absence and presence of an ionic concentration gradient.",GC_55b9a05efa66,LN_898fa991a898,biological thermosensory channel,biological thermosensory channels,956,989,GC_c44c08236fb4,LN_e3e09bb3cf41,ionic seebeck coefficient,ionic Seebeck coefficient,882,907,GC_55b9a05efa66::GC_c44c08236fb4,same_sentence_cooccurrence_not_causal,False
SP_d1d39cea49cf,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,1,The present work demonstrates a totally radical change in conduction nature from typical p-type to n-type through ionic transport in FeCl3 doped free-standing poly(3-hexylthiophene) (P3HT) films.,GC_c4812512aa0f,LN_7c5d02a27618,ionic transport,ionic transport,114,129,GC_c4889a84517c,LN_38625fce728d,fecl3,FeCl3,133,138,GC_c4812512aa0f::GC_c4889a84517c,same_sentence_cooccurrence_not_causal,False
SP_b92007a906d3,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,1,The present work demonstrates a totally radical change in conduction nature from typical p-type to n-type through ionic transport in FeCl3 doped free-standing poly(3-hexylthiophene) (P3HT) films.,GC_c4812512aa0f,LN_7c5d02a27618,ionic transport,ionic transport,114,129,GC_d62dfbbcde48,LN_97143a786c82,free standing,free-standing,145,158,GC_c4812512aa0f::GC_d62dfbbcde48,same_sentence_cooccurrence_not_causal,False
SP_5b64fd13bda8,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,1,The present work demonstrates a totally radical change in conduction nature from typical p-type to n-type through ionic transport in FeCl3 doped free-standing poly(3-hexylthiophene) (P3HT) films.,GC_c4889a84517c,LN_38625fce728d,fecl3,FeCl3,133,138,GC_d62dfbbcde48,LN_97143a786c82,free standing,free-standing,145,158,GC_c4889a84517c::GC_d62dfbbcde48,same_sentence_cooccurrence_not_causal,False
SP_6fe70f527c17,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,2,The thermodiffusion of Cl- ions generated a giant negative Seebeck coefficient (similar to 2.7 mV/K) and a moderately high electrical conductivity (similar to 1 S/cm); an unprecedented level in polymers.,GC_854d252d9a45,LN_fe84ac5d0da0,thermodiffusion,thermodiffusion,200,215,GC_87a019ed5675,LN_9ec073e1bcf0,cl- ion,Cl- ions,219,227,GC_854d252d9a45::GC_87a019ed5675,same_sentence_cooccurrence_not_causal,False
SP_dbf54fdc5294,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,2,The thermodiffusion of Cl- ions generated a giant negative Seebeck coefficient (similar to 2.7 mV/K) and a moderately high electrical conductivity (similar to 1 S/cm); an unprecedented level in polymers.,GC_852674d45202,LN_d283580526bb,giant negative seebeck coefficient,giant negative Seebeck coefficient,240,274,GC_854d252d9a45,LN_fe84ac5d0da0,thermodiffusion,thermodiffusion,200,215,GC_852674d45202::GC_854d252d9a45,same_sentence_cooccurrence_not_causal,False
SP_ec1ba59f53a0,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,2,The thermodiffusion of Cl- ions generated a giant negative Seebeck coefficient (similar to 2.7 mV/K) and a moderately high electrical conductivity (similar to 1 S/cm); an unprecedented level in polymers.,GC_854d252d9a45,LN_fe84ac5d0da0,thermodiffusion,thermodiffusion,200,215,GC_a8311b95a427,LN_71a89774ac41,electrical conductivity,electrical conductivity,319,342,GC_854d252d9a45::GC_a8311b95a427,same_sentence_cooccurrence_not_causal,False
SP_2a71e329e7dc,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,2,The thermodiffusion of Cl- ions generated a giant negative Seebeck coefficient (similar to 2.7 mV/K) and a moderately high electrical conductivity (similar to 1 S/cm); an unprecedented level in polymers.,GC_852674d45202,LN_d283580526bb,giant negative seebeck coefficient,giant negative Seebeck coefficient,240,274,GC_87a019ed5675,LN_9ec073e1bcf0,cl- ion,Cl- ions,219,227,GC_852674d45202::GC_87a019ed5675,same_sentence_cooccurrence_not_causal,False
SP_0aa5e5d318b4,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,2,The thermodiffusion of Cl- ions generated a giant negative Seebeck coefficient (similar to 2.7 mV/K) and a moderately high electrical conductivity (similar to 1 S/cm); an unprecedented level in polymers.,GC_87a019ed5675,LN_9ec073e1bcf0,cl- ion,Cl- ions,219,227,GC_a8311b95a427,LN_71a89774ac41,electrical conductivity,electrical conductivity,319,342,GC_87a019ed5675::GC_a8311b95a427,same_sentence_cooccurrence_not_causal,False
SP_9c1abb4fd0d2,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,2,The thermodiffusion of Cl- ions generated a giant negative Seebeck coefficient (similar to 2.7 mV/K) and a moderately high electrical conductivity (similar to 1 S/cm); an unprecedented level in polymers.,GC_852674d45202,LN_d283580526bb,giant negative seebeck coefficient,giant negative Seebeck coefficient,240,274,GC_a8311b95a427,LN_71a89774ac41,electrical conductivity,electrical conductivity,319,342,GC_852674d45202::GC_a8311b95a427,same_sentence_cooccurrence_not_causal,False
SP_4ffdda140a12,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,3,A thermoelectric power generator fabricated using these P3HT films delivered an output electrical power of 25 mW with open circuit voltage of 128 mV for a Delta T of 46 degrees C.,GC_008c895ebf29,LN_3e60d1a99b57,output electrical power,output electrical power,480,503,GC_96bce5414138,LN_f44fce54f2b4,p3ht film,P3HT films,456,466,GC_008c895ebf29::GC_96bce5414138,same_sentence_cooccurrence_not_causal,False
SP_de6ea588ef48,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,3,A thermoelectric power generator fabricated using these P3HT films delivered an output electrical power of 25 mW with open circuit voltage of 128 mV for a Delta T of 46 degrees C.,GC_234b2810632d,LN_cd598e1e949a,open circuit voltage,open circuit voltage,518,538,GC_96bce5414138,LN_f44fce54f2b4,p3ht film,P3HT films,456,466,GC_234b2810632d::GC_96bce5414138,same_sentence_cooccurrence_not_causal,False
SP_66739db9461b,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,3,A thermoelectric power generator fabricated using these P3HT films delivered an output electrical power of 25 mW with open circuit voltage of 128 mV for a Delta T of 46 degrees C.,GC_96bce5414138,LN_f44fce54f2b4,p3ht film,P3HT films,456,466,GC_daadfd6b705e,LN_116e3b7ecd0c,thermoelectric power,thermoelectric power,402,422,GC_96bce5414138::GC_daadfd6b705e,same_sentence_cooccurrence_not_causal,False
SP_ced66d72438c,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,3,A thermoelectric power generator fabricated using these P3HT films delivered an output electrical power of 25 mW with open circuit voltage of 128 mV for a Delta T of 46 degrees C.,GC_8739cadffb88,LN_7e22f052a88f,p3ht,P3HT,456,460,GC_96bce5414138,LN_f44fce54f2b4,p3ht film,P3HT films,456,466,GC_8739cadffb88::GC_96bce5414138,same_sentence_cooccurrence_not_causal,False
SP_dee51fc3dd0f,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,3,A thermoelectric power generator fabricated using these P3HT films delivered an output electrical power of 25 mW with open circuit voltage of 128 mV for a Delta T of 46 degrees C.,GC_96bce5414138,LN_f44fce54f2b4,p3ht film,P3HT films,456,466,GC_fb354e216583,LN_47d99b572d01,thermoelectric power generator,thermoelectric power generator,402,432,GC_96bce5414138::GC_fb354e216583,same_sentence_cooccurrence_not_causal,False
SP_1a09eb7ad2d5,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,3,A thermoelectric power generator fabricated using these P3HT films delivered an output electrical power of 25 mW with open circuit voltage of 128 mV for a Delta T of 46 degrees C.,GC_008c895ebf29,LN_3e60d1a99b57,output electrical power,output electrical power,480,503,GC_234b2810632d,LN_cd598e1e949a,open circuit voltage,open circuit voltage,518,538,GC_008c895ebf29::GC_234b2810632d,same_sentence_cooccurrence_not_causal,False
SP_4242b5f8d879,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,3,A thermoelectric power generator fabricated using these P3HT films delivered an output electrical power of 25 mW with open circuit voltage of 128 mV for a Delta T of 46 degrees C.,GC_008c895ebf29,LN_3e60d1a99b57,output electrical power,output electrical power,480,503,GC_daadfd6b705e,LN_116e3b7ecd0c,thermoelectric power,thermoelectric power,402,422,GC_008c895ebf29::GC_daadfd6b705e,same_sentence_cooccurrence_not_causal,False
SP_319f9989693d,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,3,A thermoelectric power generator fabricated using these P3HT films delivered an output electrical power of 25 mW with open circuit voltage of 128 mV for a Delta T of 46 degrees C.,GC_008c895ebf29,LN_3e60d1a99b57,output electrical power,output electrical power,480,503,GC_8739cadffb88,LN_7e22f052a88f,p3ht,P3HT,456,460,GC_008c895ebf29::GC_8739cadffb88,same_sentence_cooccurrence_not_causal,False
