audit_order,candidate_id,evidence_tier,evidence_tier_order,evidence_tier_reason,strict_syntax_supported_side,ite_side_evidence_level,tg_side_evidence_level,evidence_floor,evidence_ceiling,evidence_grade,evidence_grade_order,shared_global_concept_id,shared_label,shared_category,shared_node_focus_eligible,other_endpoints_focus_eligible,focus_eligible,shared_ite_document_frequency,shared_tg_document_frequency,shared_ite_incident_pair_degree,shared_tg_incident_pair_degree,ite_pair_id,ite_pair_key,ite_pair_label,ite_other_global_concept_id,ite_other_label,ite_other_category,ite_pair_paper_count,ite_pair_sentence_count,ite_pair_strict_syntax_relation_paper_count,ite_pair_human_confirmed_relation_paper_count,ite_strict_relation_ids,ite_human_confirmed_relation_ids,ite_authoritative_provenance_fk,tg_pair_id,tg_pair_key,tg_pair_label,tg_other_global_concept_id,tg_other_label,tg_other_category,tg_pair_paper_count,tg_pair_sentence_count,tg_pair_strict_syntax_relation_paper_count,tg_pair_human_confirmed_relation_paper_count,tg_strict_relation_ids,tg_human_confirmed_relation_ids,tg_authoritative_provenance_fk,closure_group_id,cross_endpoint_pair_key,cross_endpoint_pair,cross_endpoint_status_in_iTE,cross_endpoint_status_in_TG,human_relation_review_status,cross_paper_compatibility_status,cross_endpoint_evaluation_status,novelty_status,novelty_claim_allowed,scientific_claim_status,candidate_interpretation,minimum_relation_support,total_relation_support,minimum_human_confirmed_relation_support,total_human_confirmed_relation_support,minimum_pair_paper_count,sum_pair_paper_count,minimum_pair_sentence_count,sum_pair_sentence_count,shared_minimum_document_frequency,closure_path_count,shared_candidate_path_count,within_shared_node_support_rank,within_shared_node_tier_support_rank,focus_within_shared_node_support_rank,focus_within_shared_node_tier_support_rank
42123,TC_e35d39fef5c4,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,False,False,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_57f887c4b4ce,GC_3be2e7216e42::GC_d18c91f9affa,self powered + temperature difference,GC_3be2e7216e42,self powered,untyped_extractive_keyword,1,1,0,0,,,TP_57f887c4b4ce,CL_761189f47b9c,GC_3be2e7216e42::GC_5b704f82a7d4,stable open circuit voltage + self powered,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,1389,1318,,
42124,TC_8b8ba41f9763,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,False,False,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_610fac572646,GC_3ea8786de366::GC_d18c91f9affa,thermogalvanic cell + temperature difference,GC_3ea8786de366,thermogalvanic cell,device_or_context,3,3,0,0,,,TP_610fac572646,CL_a126adb0d52c,GC_3ea8786de366::GC_5b704f82a7d4,stable open circuit voltage + thermogalvanic cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,4,1,4,27,2,3826,433,362,,
42125,TC_71eef3594dc1,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_618d8f057445,GC_4047e4c70d3e::GC_d18c91f9affa,cell directly power + temperature difference,GC_4047e4c70d3e,cell directly power,outcome_or_property,1,1,0,0,,,TP_618d8f057445,CL_fc9c6f75b72e,GC_4047e4c70d3e::GC_5b704f82a7d4,stable open circuit voltage + cell directly power,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,1390,1319,994,931
42126,TC_43e0a052e27d,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_695b2524351a,GC_bc0d4d508515::GC_d18c91f9affa,alternating pulse voltage + temperature difference,GC_bc0d4d508515,alternating pulse voltage,outcome_or_property,1,1,0,0,,,TP_695b2524351a,CL_fa2291ad630e,GC_5b704f82a7d4::GC_bc0d4d508515,stable open circuit voltage + alternating pulse voltage,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,1391,1320,995,932
42127,TC_34a2da1aace0,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_69eb5ce424bc,GC_6f0f083fb15f::GC_d18c91f9affa,maximum power density + temperature difference,GC_6f0f083fb15f,maximum power density,outcome_or_property,4,4,0,0,,,TP_69eb5ce424bc,CL_540d21b62770,GC_5b704f82a7d4::GC_6f0f083fb15f,stable open circuit voltage + maximum power density,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,5,1,5,27,2,3826,257,186,163,100
42128,TC_2b95551e3cc9,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_6b01e376507f,GC_03d36ca09f6d::GC_d18c91f9affa,prepared thermogalvanic gel + temperature difference,GC_03d36ca09f6d,prepared thermogalvanic gel,material_or_structure,1,1,0,0,,,TP_6b01e376507f,CL_4e1d553b4984,GC_03d36ca09f6d::GC_5b704f82a7d4,stable open circuit voltage + prepared thermogalvanic gel,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,1392,1321,996,933
42129,TC_b11320b1645f,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,False,False,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_6de5e2860eef,GC_d18c91f9affa::GC_fe10ec330398,temperature difference + temperature insensitive,GC_fe10ec330398,temperature insensitive,untyped_extractive_keyword,1,1,0,0,,,TP_6de5e2860eef,CL_74e3c4d6fb90,GC_5b704f82a7d4::GC_fe10ec330398,stable open circuit voltage + temperature insensitive,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,1393,1322,,
42130,TC_5d744e4cc1fa,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,False,False,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_72a1defc526e,GC_09b482352a0a::GC_d18c91f9affa,resulting 36 cell + temperature difference,GC_09b482352a0a,resulting 36 cell,device_or_context,1,1,0,0,,,TP_72a1defc526e,CL_0939794d9311,GC_09b482352a0a::GC_5b704f82a7d4,stable open circuit voltage + resulting 36 cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,1394,1323,,
42131,TC_e5b4c371e8e1,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_7321465f9f33,GC_c2d00d7f1242::GC_d18c91f9affa,ion transport + temperature difference,GC_c2d00d7f1242,ion transport,mechanism_or_process,1,1,0,0,,,TP_7321465f9f33,CL_fbb787ce1976,GC_5b704f82a7d4::GC_c2d00d7f1242,stable open circuit voltage + ion transport,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,1395,1324,997,934
42132,TC_731afcd15dc8,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,False,False,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_7691be867101,GC_138545480ba1::GC_d18c91f9affa,thermo electrochemical + temperature difference,GC_138545480ba1,thermo electrochemical,untyped_extractive_keyword,1,1,0,0,,,TP_7691be867101,CL_1a2c05f552aa,GC_138545480ba1::GC_5b704f82a7d4,stable open circuit voltage + thermo electrochemical,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,2,3826,1396,1325,,
42133,TC_f5bfce62fd50,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,False,False,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_77c89c7e3a8f,GC_3cd3564912b1::GC_d18c91f9affa,short circuit + temperature difference,GC_3cd3564912b1,short circuit,untyped_extractive_keyword,1,1,0,0,,,TP_77c89c7e3a8f,CL_2f5c0b9c6d01,GC_3cd3564912b1::GC_5b704f82a7d4,stable open circuit voltage + short circuit,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,1397,1326,,
42134,TC_346ec4b69244,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_77fa4a0c41f1,GC_b4161e5a2631::GC_d18c91f9affa,direct voltage + temperature difference,GC_b4161e5a2631,direct voltage,outcome_or_property,1,1,0,0,,,TP_77fa4a0c41f1,CL_b45a4fa9369b,GC_5b704f82a7d4::GC_b4161e5a2631,stable open circuit voltage + direct voltage,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,1398,1327,998,935
42135,TC_05a7a290ec70,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_7a3e031d6fed,GC_35c951ddac4c::GC_d18c91f9affa,widely available aqueous electrolyte + temperature difference,GC_35c951ddac4c,widely available aqueous electrolyte,material_or_structure,1,1,0,0,,,TP_7a3e031d6fed,CL_d6dbfc3242f2,GC_35c951ddac4c::GC_5b704f82a7d4,stable open circuit voltage + widely available aqueous electrolyte,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,1399,1328,999,936
42136,TC_56ac91cb9c9c,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_7bbe75b2764f,GC_c2a122dae280::GC_d18c91f9affa,heat to power + temperature difference,GC_c2a122dae280,heat to power,outcome_or_property,1,1,0,0,,,TP_7bbe75b2764f,CL_de680250b6de,GC_5b704f82a7d4::GC_c2a122dae280,stable open circuit voltage + heat to power,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,1400,1329,1000,937
42137,TC_6af5497290b8,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,False,False,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_7c7d386522c3,GC_17431aeecb91::GC_d18c91f9affa,electricity generating + temperature difference,GC_17431aeecb91,electricity generating,untyped_extractive_keyword,1,1,0,0,,,TP_7c7d386522c3,CL_3b07c9fd1861,GC_17431aeecb91::GC_5b704f82a7d4,stable open circuit voltage + electricity generating,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,1401,1330,,
42138,TC_24a6c4393c1f,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_807e0bc3f4ef,GC_aba3ccb8601b::GC_d18c91f9affa,reproducible thermopower + temperature difference,GC_aba3ccb8601b,reproducible thermopower,outcome_or_property,1,1,0,0,,,TP_807e0bc3f4ef,CL_1061a5032407,GC_5b704f82a7d4::GC_aba3ccb8601b,stable open circuit voltage + reproducible thermopower,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,1402,1331,1001,938
42139,TC_f916a7084036,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,False,False,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_84baabd6f144,GC_a15216d3da74::GC_d18c91f9affa,hydrogel thermo electrochemical cell + temperature difference,GC_a15216d3da74,hydrogel thermo electrochemical cell,device_or_context,1,1,0,0,,,TP_84baabd6f144,CL_cdf7bd2d1c26,GC_5b704f82a7d4::GC_a15216d3da74,stable open circuit voltage + hydrogel thermo electrochemical cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,1403,1332,,
42140,TC_c8dd5e73239b,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_857b99968f1d,GC_d18c91f9affa::GC_fa25ba3079cc,temperature difference + cathode electrode,GC_fa25ba3079cc,cathode electrode,material_or_structure,1,1,0,0,,,TP_857b99968f1d,CL_899347ae30e3,GC_5b704f82a7d4::GC_fa25ba3079cc,stable open circuit voltage + cathode electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,1404,1333,1002,939
42141,TC_a44d441a1490,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_89baa8cb1a62,GC_1a4459147357::GC_d18c91f9affa,maximum mass power + temperature difference,GC_1a4459147357,maximum mass power,outcome_or_property,1,1,0,0,,,TP_89baa8cb1a62,CL_4db4a169d0cd,GC_1a4459147357::GC_5b704f82a7d4,stable open circuit voltage + maximum mass power,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,1405,1334,1003,940
42142,TC_cda586ffede1,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_8f50560d1b91,GC_09c84fb5d355::GC_d18c91f9affa,maximum power + temperature difference,GC_09c84fb5d355,maximum power,outcome_or_property,4,4,0,0,,,TP_8f50560d1b91,CL_0b739635a900,GC_09c84fb5d355::GC_5b704f82a7d4,stable open circuit voltage + maximum power,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,5,1,5,27,2,3826,258,187,164,101
42143,TC_720c5c34e9e3,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_901c361c04c5,GC_cce53c102e7d::GC_d18c91f9affa,excellent kinetics + temperature difference,GC_cce53c102e7d,excellent kinetics,mechanism_or_process,1,1,0,0,,,TP_901c361c04c5,CL_b1f8b5be42bf,GC_5b704f82a7d4::GC_cce53c102e7d,stable open circuit voltage + excellent kinetics,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,1406,1335,1004,941
42144,TC_6b279617d050,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,False,False,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_916a1a58bd34,GC_16b42e37ba7a::GC_d18c91f9affa,open circuit + temperature difference,GC_16b42e37ba7a,open circuit,untyped_extractive_keyword,5,5,0,0,,,TP_916a1a58bd34,CL_23a806746752,GC_16b42e37ba7a::GC_5b704f82a7d4,stable open circuit voltage + open circuit,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,6,1,6,27,1,3826,179,108,,
42145,TC_72c84944d9f2,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_99b619ba4380,GC_77dd066c34fb::GC_d18c91f9affa,measured efficiency + temperature difference,GC_77dd066c34fb,measured efficiency,outcome_or_property,1,1,0,0,,,TP_99b619ba4380,CL_cabf9c1b367d,GC_5b704f82a7d4::GC_77dd066c34fb,stable open circuit voltage + measured efficiency,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,1407,1336,1005,942
42146,TC_4ca4274e7006,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_a36c60f4b150,GC_d18c91f9affa::GC_daadfd6b705e,temperature difference + thermoelectric power,GC_daadfd6b705e,thermoelectric power,outcome_or_property,1,1,0,0,,,TP_a36c60f4b150,CL_b4176cfac400,GC_5b704f82a7d4::GC_daadfd6b705e,stable open circuit voltage + thermoelectric power,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,1408,1337,1006,943
42147,TC_fcb07a8ff71b,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_2970338c117a,GC_5b704f82a7d4::GC_d18c91f9affa,stable open circuit voltage + temperature difference,GC_5b704f82a7d4,stable open circuit voltage,outcome_or_property,1,1,0,0,,,IP_2970338c117a,TP_a5350cdd3c39,GC_4b155e3c784d::GC_d18c91f9affa,thermoelectric conversion + temperature difference,GC_4b155e3c784d,thermoelectric conversion,mechanism_or_process,1,1,0,0,,,TP_a5350cdd3c39,CL_82270d934eb4,GC_4b155e3c784d::GC_5b704f82a7d4,stable open circuit voltage + thermoelectric conversion,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,27,1,3826,1409,1338,1007,944
