mention_id,initial_concept_id,domain,paper_id,label,current_role,retrieval_unit_id,concept_status,quote,context,context_start,context_end,context_method,embedding_text
iTE:P1957:n2,iTE:P1957:initial_n2,iTE,P1957,signal enhancement by the heated nebulizer gas,performance_function,iTE:retrieval:1b9e53e1e47a49,unmerged_initialization,"A modular thermospray interface for improving sample transport efficiency in conventional flame atomic absorption spectrometry (AAS) burners has been developed and optimized for flow injection (FI)-AAS and high-performance liquid chromatography (HPLC)-AAS applications. The installation of this interface required no modification of the conventional flame AAS burner. The thermospray unit consisted of two separate thermoelectric elements which heated a 50 mum silica capillary carrying the mobile phase and the nebulizer gas (air), respectively. The capillary and the nebulizer gas were guided through their respective heating elements using inexpensive quartz tubes-Swagelok fittings assemblies. The capillary tube was inserted into the sample aspiration needle of the heated nebulizer nozzle and positioned in the mixing chamber where the overheated mobile phase expanded as a fine thermospray. Under optimum conditions, the thermospray unit completely nebulized 1 ml min l-1 of the analyte solution. The unit was chemically compatible with water as the flow injection (FI) carrier and 0.1 mol l-1 ammonium carbonate, 0.1 mol l-1 pyridinium ion or 10-100 mmol-1 TRIS-HCl [TRIS=tris(hydroxymethyl)methylamine] buffer as HPLC mobile phases. In the FI-thermospray-AAS mode the signal-to-noise ratios were improved 6-8 times over conventional FI sample introduction, providing signal enhancements that were comparable to figures obtained with more complex and costly systems. An additional contribution to signal enhancement by the heated nebulizer gas (air) was attributed to desolvation of the thermospray aerosol in the mixing chamber. The absolute limits of detection were 1.9 ng of cadmium, 8.5 ng of copper and 27 ng of lead. The interface was also applied for the speciation of cadmium-metallothionein isoforms I and II in the HPLC-AAS mode.","conventional FI sample introduction, providing signal enhancements that were comparable to figures obtained with more complex and costly systems. An additional contribution to signal enhancement by the heated nebulizer gas (air) was attributed to desolvation of the thermospray aerosol in the mixing chamber. The absolute limits of detection were 1.9 ng of cadmium, 8.5 ng of copper and 27 ng of lead. The interface was also applied for the speciation of cadmium-metallothionein isoforms I and II in the HPLC-AAS mode.",1329,1847,phrase_anchored,"clustering: signal enhancement by the heated nebulizer gas. Context: conventional FI sample introduction, providing signal enhancements that were comparable to figures obtained with more complex and costly systems. An additional contribution to signal enhancement by the heated nebulizer gas (air) was attributed to desolvation of the thermospray aerosol in the mixing chamber. The absolute limits of detection were 1.9 ng of cadmium, 8.5 ng of copper and 27 ng of lead. The interface was also applied for the speciation of cadmium-metallothionein isoforms I and II in the HPLC-AAS mode."
iTE:P1958:n1,iTE:P1958:initial_n1,iTE,P1958,band anisotropy,state_structure,iTE:retrieval:dfa8a71575d2bf,unmerged_initialization,"Diamondlike semiconductors (DLSs) with abundant and eco-friendly constituents are highly valued in energy technology. Those with innately low thermal conduction are uncommon yet helpful for thermoelectric (TE) applications. We present the impact of lattice and electron dynamics on the TE performance of a ternary DLS Cu2SiSe3. The structural and mechanical analyses uncover the ionic-covalent bonding and ductile nature of Cu2SiSe3. Interestingly, the CuSe3 and SiSe3 tetrahedral geometries have been identified to contribute independently to the valence and conduction band edges, respectively, offering an opportunity to engineer the band structure. The bonds with different chemical natures within these geometries suggest the possibility of anharmonicity. With a band gap value of similar to 1.42 eV, the valence band is featured with band anisotropy, providing a large Seebeck coefficient. The relatively weaker interaction between Cu-Se and their considerable vibration belonging to the <100 cm(-1) region decides most of the thermal conduction. On accounting for quartic anharmonicity-based phonon renormalization along with three- and four-phonon scattering, a lower value of average lattice thermal conductivity (avg)similar to 2.02(0.99) Wm(-1)K(-1) at 300 (700) K is noticed, with particlelike contribution (avg)similar to 1.9(0.83)Wm(-1)K(-1) and wavelike contribution (avg)similar to 0.12(0.16)Wm(-1)K(-1). Ionized impurity-scattering-dominated band edges give an overall hole lifetime of similar to 52 fs at room temperature, and at the higher temperature of 700 K, higher mobility is maintained at similar to 26.0 cm2V(-1)s(-1) with similar to 1019 cm(-3) doping of carriers. A higher power factor for -type Cu(2)SiSe(3)is related to the high density of states effective mass and band geometry near the valence band edge. Average ZT similar to 0.37 at 300 K and >1.0 for the intermediate temperature range (500-700 K) is reported within 10(19)-10(20) cm(-3) carrier doping. These excellent -type TE signatures would provide an avenue to flexible ternary DLSs as a green energy solution.","the possibility of anharmonicity. With a band gap value of similar to 1.42 eV, the valence band is featured with band anisotropy, providing a large Seebeck coefficient. The relatively weaker interaction between Cu-Se and their considerable vibration belonging to the <100 cm(-1) region decides most of the thermal conduction. On accounting for quartic anharmonicity-based phonon renormalization along with three- and four-phonon scattering, a lower value of average lattice thermal conductivity (avg)similar to 2.02(0.99) Wm(-1)K(-1) at 300 (700) K is noticed,",727,1287,phrase_anchored,"clustering: band anisotropy. Context: the possibility of anharmonicity. With a band gap value of similar to 1.42 eV, the valence band is featured with band anisotropy, providing a large Seebeck coefficient. The relatively weaker interaction between Cu-Se and their considerable vibration belonging to the <100 cm(-1) region decides most of the thermal conduction. On accounting for quartic anharmonicity-based phonon renormalization along with three- and four-phonon scattering, a lower value of average lattice thermal conductivity (avg)similar to 2.02(0.99) Wm(-1)K(-1) at 300 (700) K is noticed,"
iTE:P1958:n2,iTE:P1958:initial_n2,iTE,P1958,large Seebeck coefficient,performance_function,iTE:retrieval:ab75942445ef55,unmerged_initialization,"Diamondlike semiconductors (DLSs) with abundant and eco-friendly constituents are highly valued in energy technology. Those with innately low thermal conduction are uncommon yet helpful for thermoelectric (TE) applications. We present the impact of lattice and electron dynamics on the TE performance of a ternary DLS Cu2SiSe3. The structural and mechanical analyses uncover the ionic-covalent bonding and ductile nature of Cu2SiSe3. Interestingly, the CuSe3 and SiSe3 tetrahedral geometries have been identified to contribute independently to the valence and conduction band edges, respectively, offering an opportunity to engineer the band structure. The bonds with different chemical natures within these geometries suggest the possibility of anharmonicity. With a band gap value of similar to 1.42 eV, the valence band is featured with band anisotropy, providing a large Seebeck coefficient. The relatively weaker interaction between Cu-Se and their considerable vibration belonging to the <100 cm(-1) region decides most of the thermal conduction. On accounting for quartic anharmonicity-based phonon renormalization along with three- and four-phonon scattering, a lower value of average lattice thermal conductivity (avg)similar to 2.02(0.99) Wm(-1)K(-1) at 300 (700) K is noticed, with particlelike contribution (avg)similar to 1.9(0.83)Wm(-1)K(-1) and wavelike contribution (avg)similar to 0.12(0.16)Wm(-1)K(-1). Ionized impurity-scattering-dominated band edges give an overall hole lifetime of similar to 52 fs at room temperature, and at the higher temperature of 700 K, higher mobility is maintained at similar to 26.0 cm2V(-1)s(-1) with similar to 1019 cm(-3) doping of carriers. A higher power factor for -type Cu(2)SiSe(3)is related to the high density of states effective mass and band geometry near the valence band edge. Average ZT similar to 0.37 at 300 K and >1.0 for the intermediate temperature range (500-700 K) is reported within 10(19)-10(20) cm(-3) carrier doping. These excellent -type TE signatures would provide an avenue to flexible ternary DLSs as a green energy solution.","With a band gap value of similar to 1.42 eV, the valence band is featured with band anisotropy, providing a large Seebeck coefficient. The relatively weaker interaction between Cu-Se and their considerable vibration belonging to the <100 cm(-1) region decides most of the thermal conduction. On accounting for quartic anharmonicity-based phonon renormalization along with three- and four-phonon scattering, a lower value of average lattice thermal conductivity (avg)similar to 2.02(0.99) Wm(-1)K(-1) at 300 (700) K is noticed, with particlelike contribution (avg)similar",761,1331,phrase_anchored,"clustering: large Seebeck coefficient. Context: With a band gap value of similar to 1.42 eV, the valence band is featured with band anisotropy, providing a large Seebeck coefficient. The relatively weaker interaction between Cu-Se and their considerable vibration belonging to the <100 cm(-1) region decides most of the thermal conduction. On accounting for quartic anharmonicity-based phonon renormalization along with three- and four-phonon scattering, a lower value of average lattice thermal conductivity (avg)similar to 2.02(0.99) Wm(-1)K(-1) at 300 (700) K is noticed, with particlelike contribution (avg)similar"
iTE:P1959:n1,iTE:P1959:initial_n1,iTE,P1959,presence of salt,material_entity,iTE:retrieval:ec998c99ce6453,unmerged_initialization,"Nowadays, ductile and conducting polymeric materials are highly utilizable in the realm of stretchable organic electronics. Here, mechanically ductile and electrically conducting free-standing films are fabricated by blending different solvents such as dimethyl sulfoxide (DMSO), diethylene glycol (DEG) and N,N-dimethylformamide (DMF), and salts such as silver nitrate (AgNO3), zinc chloride (ZnCl2), copper chloride (CuCl2) and indium chloride (InCl3) with the homogeneous solution of poly(3,4-ethylenedioxythiophene):polystyrenesulfonate (PEDOT:PSS) and poly(vinyl alcohol) (PVA) through solution casting method. The presence of salt modifies the PEDOT conformation from benzoid to quinoid, and induces the evolution of different morphologies. ZnCl2 or AgNO3 blended films have lower surface roughness and good miscibility with polymers, while CuCl2 or InCl3 blended films have relatively higher surface roughness as well as irregularly distributed surface morphology. Some crystalline domains are also formed due to the salt agglomeration. The presence of salt inside PEDOT:PSS/PVA/solvent system changes the current-voltage response from non-linear to linear. Among all the films, zinc salt blended PEDOT:PSS/PVA/DMSO, PEDOT:PSS/PVA/DEG and PEDOT:PSS/PVA/DMF films have higher conductivity, and zinc salt blended PEDOT:PSS/PVA/DEG film shows the highest conductivity of 0.041 +/- 0.0014 S cm-1, while silver salt blended PEDOT:PSS/PVA/DMSO, PEDOT:PSS/PVA/DEG and PEDOT:PSS/PVA/DMF films have higher elongation at break, and silver salt blended PEDOT:PSS/PVA/DMSO film shows the highest elongation at break of 670 +/- 31%. Both the charge carriers, i.e., electrons and ions, contribute to the electrical conduction, and the presence of hydrogen bonds and ionic interactions among PEDOT+, PSS-, PVA, residual solvent, salt cations and anions modifies the film behaviours. Among all the films, ZnCl2 blended PEDOT:PSS/PVA/DMSO film offers relatively superior behaviours having higher conductivity (0.025 +/- 0.0013 S cm-1) and elongation at break (517 +/- 15%), and therefore can have potential applications in the fields of wearable devices, bioelectronics, etc. Nowadays, ductile and conducting polymeric materials are highly utilizable in the realm of stretchable organic electronics.","and indium chloride (InCl3) with the homogeneous solution of poly(3,4-ethylenedioxythiophene):polystyrenesulfonate (PEDOT:PSS) and poly(vinyl alcohol) (PVA) through solution casting method. The presence of salt modifies the PEDOT conformation from benzoid to quinoid, and induces the evolution of different morphologies. ZnCl2 or AgNO3 blended films have lower surface roughness and good miscibility with polymers, while CuCl2 or InCl3 blended films have relatively higher surface roughness as well as irregularly distributed surface morphology. Some crystalline domains are also formed due to the salt",426,1028,phrase_anchored,"clustering: presence of salt. Context: and indium chloride (InCl3) with the homogeneous solution of poly(3,4-ethylenedioxythiophene):polystyrenesulfonate (PEDOT:PSS) and poly(vinyl alcohol) (PVA) through solution casting method. The presence of salt modifies the PEDOT conformation from benzoid to quinoid, and induces the evolution of different morphologies. ZnCl2 or AgNO3 blended films have lower surface roughness and good miscibility with polymers, while CuCl2 or InCl3 blended films have relatively higher surface roughness as well as irregularly distributed surface morphology. Some crystalline domains are also formed due to the salt"
iTE:P1959:n2,iTE:P1959:initial_n2,iTE,P1959,PEDOT conformation from benzoid to quinoid,state_structure,iTE:retrieval:05d6bda88048fc,unmerged_initialization,"Nowadays, ductile and conducting polymeric materials are highly utilizable in the realm of stretchable organic electronics. Here, mechanically ductile and electrically conducting free-standing films are fabricated by blending different solvents such as dimethyl sulfoxide (DMSO), diethylene glycol (DEG) and N,N-dimethylformamide (DMF), and salts such as silver nitrate (AgNO3), zinc chloride (ZnCl2), copper chloride (CuCl2) and indium chloride (InCl3) with the homogeneous solution of poly(3,4-ethylenedioxythiophene):polystyrenesulfonate (PEDOT:PSS) and poly(vinyl alcohol) (PVA) through solution casting method. The presence of salt modifies the PEDOT conformation from benzoid to quinoid, and induces the evolution of different morphologies. ZnCl2 or AgNO3 blended films have lower surface roughness and good miscibility with polymers, while CuCl2 or InCl3 blended films have relatively higher surface roughness as well as irregularly distributed surface morphology. Some crystalline domains are also formed due to the salt agglomeration. The presence of salt inside PEDOT:PSS/PVA/solvent system changes the current-voltage response from non-linear to linear. Among all the films, zinc salt blended PEDOT:PSS/PVA/DMSO, PEDOT:PSS/PVA/DEG and PEDOT:PSS/PVA/DMF films have higher conductivity, and zinc salt blended PEDOT:PSS/PVA/DEG film shows the highest conductivity of 0.041 +/- 0.0014 S cm-1, while silver salt blended PEDOT:PSS/PVA/DMSO, PEDOT:PSS/PVA/DEG and PEDOT:PSS/PVA/DMF films have higher elongation at break, and silver salt blended PEDOT:PSS/PVA/DMSO film shows the highest elongation at break of 670 +/- 31%. Both the charge carriers, i.e., electrons and ions, contribute to the electrical conduction, and the presence of hydrogen bonds and ionic interactions among PEDOT+, PSS-, PVA, residual solvent, salt cations and anions modifies the film behaviours. Among all the films, ZnCl2 blended PEDOT:PSS/PVA/DMSO film offers relatively superior behaviours having higher conductivity (0.025 +/- 0.0013 S cm-1) and elongation at break (517 +/- 15%), and therefore can have potential applications in the fields of wearable devices, bioelectronics, etc. Nowadays, ductile and conducting polymeric materials are highly utilizable in the realm of stretchable organic electronics.","the homogeneous solution of poly(3,4-ethylenedioxythiophene):polystyrenesulfonate (PEDOT:PSS) and poly(vinyl alcohol) (PVA) through solution casting method. The presence of salt modifies the PEDOT conformation from benzoid to quinoid, and induces the evolution of different morphologies. ZnCl2 or AgNO3 blended films have lower surface roughness and good miscibility with polymers, while CuCl2 or InCl3 blended films have relatively higher surface roughness as well as irregularly distributed surface morphology. Some crystalline domains are also formed due to the salt agglomeration. The presence of salt",459,1064,phrase_anchored,"clustering: PEDOT conformation from benzoid to quinoid. Context: the homogeneous solution of poly(3,4-ethylenedioxythiophene):polystyrenesulfonate (PEDOT:PSS) and poly(vinyl alcohol) (PVA) through solution casting method. The presence of salt modifies the PEDOT conformation from benzoid to quinoid, and induces the evolution of different morphologies. ZnCl2 or AgNO3 blended films have lower surface roughness and good miscibility with polymers, while CuCl2 or InCl3 blended films have relatively higher surface roughness as well as irregularly distributed surface morphology. Some crystalline domains are also formed due to the salt agglomeration. The presence of salt"
iTE:P1960:n1,iTE:P1960:initial_n1,iTE,P1960,ionic radius of R3+,quantity,iTE:retrieval:4a79882997e81f,unmerged_initialization,"The crystal structure and powder patterns were prepared for the distorted perovskite series R(Co3/4Ti1/4)O-3 (R = La, Pr, Nd, Sm, Eu, Gd, Dy, Ho). The R(Co3/4Ti1/4)O-3 members are isostructural with each other and are crystallized in the orthorhombic crystal system with space group Pnma, Z = 4. From R = La to Ho, the lattice parameters a range from 5.4614(3) to 5.5368(2) angstrom, b range from 7.7442(4) to 7.4859(2) angstrom, and c range from 5.5046(3) to 5.2170(2) angstrom. The unit-cell volumes, V which range from 232.81(2) to 216.237(11) angstrom(3) follow the trend of lanthanide contraction. The structure distortion of these compounds is evidenced in the tilt angles theta, phi, and omega, which represent rotations of an octahedron about the pseudo-cubic perovskite [110](p), [001](p) and [111](p) axes. All three tilt angles increase across the lanthanide series (for R = La to R = Ho: theta increases from 8.34 degrees to 17.00 degrees, phi from 6.24 degrees to 8.53 degrees, and from 10.41 degrees to 18.96 degrees), indicating a greater octahedral distortion as the ionic radius of R3+ [r(R3+)] decreases. The bond valence sum values for the (Co/Ti) site and the R site of R(Co3/4Ti1/4)O-3 reveal no significant bond strain in these compounds. X-ray diffraction patterns of the R(Co3/4Ti1/4)O-3 samples were submitted to the Powder Diffraction File. (C) 2017 International Centre for Diffraction Data.","Ho: theta increases from 8.34 degrees to 17.00 degrees, phi from 6.24 degrees to 8.53 degrees, and from 10.41 degrees to 18.96 degrees), indicating a greater octahedral distortion as the ionic radius of R3+ [r(R3+)] decreases. The bond valence sum values for the (Co/Ti) site and the R site of R(Co3/4Ti1/4)O-3 reveal no significant bond strain in these compounds. X-ray diffraction patterns of the R(Co3/4Ti1/4)O-3 samples were submitted to the Powder Diffraction File. (C) 2017 International Centre for Diffraction Data.",896,1418,phrase_anchored,"clustering: ionic radius of R3+. Context: Ho: theta increases from 8.34 degrees to 17.00 degrees, phi from 6.24 degrees to 8.53 degrees, and from 10.41 degrees to 18.96 degrees), indicating a greater octahedral distortion as the ionic radius of R3+ [r(R3+)] decreases. The bond valence sum values for the (Co/Ti) site and the R site of R(Co3/4Ti1/4)O-3 reveal no significant bond strain in these compounds. X-ray diffraction patterns of the R(Co3/4Ti1/4)O-3 samples were submitted to the Powder Diffraction File. (C) 2017 International Centre for Diffraction Data."
iTE:P1960:n2,iTE:P1960:initial_n2,iTE,P1960,octahedral distortion,state_structure,iTE:retrieval:49c6dc3cf74707,unmerged_initialization,"The crystal structure and powder patterns were prepared for the distorted perovskite series R(Co3/4Ti1/4)O-3 (R = La, Pr, Nd, Sm, Eu, Gd, Dy, Ho). The R(Co3/4Ti1/4)O-3 members are isostructural with each other and are crystallized in the orthorhombic crystal system with space group Pnma, Z = 4. From R = La to Ho, the lattice parameters a range from 5.4614(3) to 5.5368(2) angstrom, b range from 7.7442(4) to 7.4859(2) angstrom, and c range from 5.5046(3) to 5.2170(2) angstrom. The unit-cell volumes, V which range from 232.81(2) to 216.237(11) angstrom(3) follow the trend of lanthanide contraction. The structure distortion of these compounds is evidenced in the tilt angles theta, phi, and omega, which represent rotations of an octahedron about the pseudo-cubic perovskite [110](p), [001](p) and [111](p) axes. All three tilt angles increase across the lanthanide series (for R = La to R = Ho: theta increases from 8.34 degrees to 17.00 degrees, phi from 6.24 degrees to 8.53 degrees, and from 10.41 degrees to 18.96 degrees), indicating a greater octahedral distortion as the ionic radius of R3+ [r(R3+)] decreases. The bond valence sum values for the (Co/Ti) site and the R site of R(Co3/4Ti1/4)O-3 reveal no significant bond strain in these compounds. X-ray diffraction patterns of the R(Co3/4Ti1/4)O-3 samples were submitted to the Powder Diffraction File. (C) 2017 International Centre for Diffraction Data.","Ho: theta increases from 8.34 degrees to 17.00 degrees, phi from 6.24 degrees to 8.53 degrees, and from 10.41 degrees to 18.96 degrees), indicating a greater octahedral distortion as the ionic radius of R3+ [r(R3+)] decreases. The bond valence sum values for the (Co/Ti) site and the R site of R(Co3/4Ti1/4)O-3 reveal no significant bond strain in these compounds. X-ray diffraction patterns of the R(Co3/4Ti1/4)O-3 samples were submitted to the Powder Diffraction File. (C) 2017 International Centre for Diffraction Data.",896,1418,phrase_anchored,"clustering: octahedral distortion. Context: Ho: theta increases from 8.34 degrees to 17.00 degrees, phi from 6.24 degrees to 8.53 degrees, and from 10.41 degrees to 18.96 degrees), indicating a greater octahedral distortion as the ionic radius of R3+ [r(R3+)] decreases. The bond valence sum values for the (Co/Ti) site and the R site of R(Co3/4Ti1/4)O-3 reveal no significant bond strain in these compounds. X-ray diffraction patterns of the R(Co3/4Ti1/4)O-3 samples were submitted to the Powder Diffraction File. (C) 2017 International Centre for Diffraction Data."
iTE:P1961:n1,iTE:P1961:initial_n1,iTE,P1961,r(R3+),quantity,iTE:retrieval:ec8c16d395cf2e,unmerged_initialization,"The structure of a series of lanthanide iron cobalt perovskite oxides, R(Fe0.5Co0.5)O-3 (R = Pr, Nd, Sm, Eu, and Gd), have been investigated. The space group of these compounds was confirmed to be orthorhombic Pnma (No. 62), Z = 4. From Pr to Gd, the lattice parameter a varies from 5.466 35(13) angstrom to 5.507 10(13) angstrom, b from 7.7018(2) to 7.561 75(13) angstrom, c from 5.443 38(10) to 5.292 00(8) angstrom, and unit-cell volume V from 229.170(9) angstrom(3) to 220.376(9) angstrom(3), respectively. While the trend of V follows the trend of the lanthanide contraction, the lattice parameter a increases as the ionic radius r(R3+) decreases. X-ray diffraction (XRD) and transmission electron microscopy confirm that Fe and Co are disordered over the octahedral sites. The structure distortion of these compounds is evidenced in the tilt angles theta, phi, and omega, which represent rotations of an octahedron about the pseudocubic perovskite [110](p), [001](p), and [111](p) axes. All three tilt angles increase across the lanthanide series (for R = Pr to R = Gd:. theta increases from 12.3 degrees to 15.2 degrees, f from 7.5 degrees to 15.8 degrees, and omega from 14.4 degrees to 21.7 degrees), indicating a greater octahedral distortion as r(R3+) decreases. The bond valence sum for the sixfold (Fe/Co) site and the eightfold R site of R(Fe0.5Co0.5)O-3 reveal no significant bond strain. Density Functional Theory calculations for Pr(Fe0.5Co0.5)O-3 support the disorder of Fe and Co and suggest that this compound to be a narrow band gap semiconductor. XRD patterns of the R(Fe0.5Co0.5)O-3 samples were submitted to the Powder Diffraction File. (C) 2016 International Centre for Diffraction Data.","the trend of V follows the trend of the lanthanide contraction, the lattice parameter a increases as the ionic radius r(R3+) decreases. X-ray diffraction (XRD) and transmission electron microscopy confirm that Fe and Co are disordered over the octahedral sites. The structure distortion of these compounds is evidenced in the tilt angles theta, phi, and omega, which represent rotations of an octahedron about the pseudocubic perovskite [110](p), [001](p), and [111](p) axes. All three tilt angles increase across the lanthanide series",517,1052,phrase_anchored,"clustering: r(R3+). Context: the trend of V follows the trend of the lanthanide contraction, the lattice parameter a increases as the ionic radius r(R3+) decreases. X-ray diffraction (XRD) and transmission electron microscopy confirm that Fe and Co are disordered over the octahedral sites. The structure distortion of these compounds is evidenced in the tilt angles theta, phi, and omega, which represent rotations of an octahedron about the pseudocubic perovskite [110](p), [001](p), and [111](p) axes. All three tilt angles increase across the lanthanide series"
iTE:P1961:n2,iTE:P1961:initial_n2,iTE,P1961,octahedral distortion,state_structure,iTE:retrieval:49c6dc3cf74707,unmerged_initialization,"The structure of a series of lanthanide iron cobalt perovskite oxides, R(Fe0.5Co0.5)O-3 (R = Pr, Nd, Sm, Eu, and Gd), have been investigated. The space group of these compounds was confirmed to be orthorhombic Pnma (No. 62), Z = 4. From Pr to Gd, the lattice parameter a varies from 5.466 35(13) angstrom to 5.507 10(13) angstrom, b from 7.7018(2) to 7.561 75(13) angstrom, c from 5.443 38(10) to 5.292 00(8) angstrom, and unit-cell volume V from 229.170(9) angstrom(3) to 220.376(9) angstrom(3), respectively. While the trend of V follows the trend of the lanthanide contraction, the lattice parameter a increases as the ionic radius r(R3+) decreases. X-ray diffraction (XRD) and transmission electron microscopy confirm that Fe and Co are disordered over the octahedral sites. The structure distortion of these compounds is evidenced in the tilt angles theta, phi, and omega, which represent rotations of an octahedron about the pseudocubic perovskite [110](p), [001](p), and [111](p) axes. All three tilt angles increase across the lanthanide series (for R = Pr to R = Gd:. theta increases from 12.3 degrees to 15.2 degrees, f from 7.5 degrees to 15.8 degrees, and omega from 14.4 degrees to 21.7 degrees), indicating a greater octahedral distortion as r(R3+) decreases. The bond valence sum for the sixfold (Fe/Co) site and the eightfold R site of R(Fe0.5Co0.5)O-3 reveal no significant bond strain. Density Functional Theory calculations for Pr(Fe0.5Co0.5)O-3 support the disorder of Fe and Co and suggest that this compound to be a narrow band gap semiconductor. XRD patterns of the R(Fe0.5Co0.5)O-3 samples were submitted to the Powder Diffraction File. (C) 2016 International Centre for Diffraction Data.","15.2 degrees, f from 7.5 degrees to 15.8 degrees, and omega from 14.4 degrees to 21.7 degrees), indicating a greater octahedral distortion as r(R3+) decreases. The bond valence sum for the sixfold (Fe/Co) site and the eightfold R site of R(Fe0.5Co0.5)O-3 reveal no significant bond strain. Density Functional Theory calculations for Pr(Fe0.5Co0.5)O-3 support the disorder of Fe and Co and suggest that this compound to be a narrow band gap semiconductor. XRD patterns of the R(Fe0.5Co0.5)O-3 samples were submitted to",1114,1631,phrase_anchored,"clustering: octahedral distortion. Context: 15.2 degrees, f from 7.5 degrees to 15.8 degrees, and omega from 14.4 degrees to 21.7 degrees), indicating a greater octahedral distortion as r(R3+) decreases. The bond valence sum for the sixfold (Fe/Co) site and the eightfold R site of R(Fe0.5Co0.5)O-3 reveal no significant bond strain. Density Functional Theory calculations for Pr(Fe0.5Co0.5)O-3 support the disorder of Fe and Co and suggest that this compound to be a narrow band gap semiconductor. XRD patterns of the R(Fe0.5Co0.5)O-3 samples were submitted to"
iTE:P1962:n1,iTE:P1962:initial_n1,iTE,P1962,sulfide bromide,material_entity,iTE:retrieval:2623d70800aea5,unmerged_initialization,"Melting reactions of CuBr, BiBr3 and Bi(2)Q(3) (Q = S or Se) resulted in black needles of quaternary chalcogenide bromides. Cu1.5Bi2.64S3.42Br2.58 has a melting point of 708(5) K and crystallizes in the monoclinic space group C2/m with a = 1315.1(3) pm, b = 410.28(5) pm, c = 937.2(2) pm, beta = 90.33(2)degrees at T = 293(2) K. The isostructural selenide Cu1.57Bi2.37Se2.68Br3.32, which melts at 724(5) K, has the lattice parameters a = 1353.9(3) pm, b = 417.54(5) pm, c = 960.4(2) pm, beta = 91.13(2)degrees. Black needles of the selenide iodides Cu1.57Bi4.69Se7.64I0.36 and Cu2.31Bi5Se8.31I0.69 were obtained by chemical vapor transport of CuI and Bi2Se3. They also crystallize in space group type C2/m with a = 1373.9(4) pm, b = 417.4(1) pm, c = 1464.6(4) pm, beta = 115.57(2)degrees, and a = 1369.1(3) pm, b = 416.6(1) pm, c = 1526.4(3) pm, beta = 99.81(3)degrees, respectively. All four compounds belong to pavonite homologous series. Their structures are built up of two alternating types of layered modules parallel (001), denoted A and B. Composition and shape of module A are almost the same in all structures. They consist of paired rods (1)(infinity)[BiQ(3/3)X(2/2)Z(2/2)] (Z = Q/X; X = Br, I) running along [010] and copper(I) cations that are distributed over various voids between the rods. Modules of type B are composed of [MZ(6)] octahedra (M = Bi/Cu), which are arranged in NaCl-type fragments of thickness N = 1, 3 or 4. The Joint Probability Density Function (JPDF) reveals a continuous pathway for copper ion transport along [010] in the case of the sulfide bromide. The pseudo-potential for hopping of copper ions was calculated as 47 meV only. The electrical and thermal conductivities as well as the Seebeck coefficient were determined to evaluate the thermoelectric properties.","Modules of type B are composed of [MZ(6)] octahedra (M = Bi/Cu), which are arranged in NaCl-type fragments of thickness N = 1, 3 or 4. The Joint Probability Density Function (JPDF) reveals a continuous pathway for copper ion transport along [010] in the case of the sulfide bromide. The pseudo-potential for hopping of copper ions was calculated as 47 meV only. The electrical and thermal conductivities as well as the Seebeck coefficient were determined to evaluate the thermoelectric properties.",1306,1803,phrase_anchored,"clustering: sulfide bromide. Context: Modules of type B are composed of [MZ(6)] octahedra (M = Bi/Cu), which are arranged in NaCl-type fragments of thickness N = 1, 3 or 4. The Joint Probability Density Function (JPDF) reveals a continuous pathway for copper ion transport along [010] in the case of the sulfide bromide. The pseudo-potential for hopping of copper ions was calculated as 47 meV only. The electrical and thermal conductivities as well as the Seebeck coefficient were determined to evaluate the thermoelectric properties."
