pair_id,domain_layer,pair_key,source_node_id,source_role,node_a_label,target_node_id,target_role,node_b_label,pair_type,paper_count,exclusive_layer_paper_count,shared_corpus_paper_count,first_year,last_year,supporting_paper_ids,supporting_dois,supporting_titles,node_a_domain_df,node_b_domain_df,historical_graph_eligible,pair_evidence_strength
TP_3d33772a32ae,iTE|TG,TC_6d3814acb95f::TC_b2d1806de346,TC_6d3814acb95f,material_system,hydrogel,TC_b2d1806de346,structure_state,double-network hydrogel mechanics,material_system__structure_state,1,1,1,2025,2025,P0188,10.1002/smll.202407622,Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters,23,1,False,0.3869
TP_99a16093276c,iTE|TG,TC_8630a7a80369::TC_b2d1806de346,TC_8630a7a80369,material_system,polyacrylamide (PAM),TC_b2d1806de346,structure_state,double-network hydrogel mechanics,material_system__structure_state,1,1,1,2025,2025,P0188,10.1002/smll.202407622,Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters,5,1,False,0.3869
TP_fa5798d83c6b,iTE|TG,TC_8c13f1bad786::TC_4b2db7e72622,TC_8c13f1bad786,material_system,copper electrode,TC_4b2db7e72622,structure_state,gel-confined redox transport,material_system__structure_state,1,1,1,2025,2025,P0267,10.1002/smll.202407529,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,1,20,False,0.3869
TP_f503814ff815,iTE|TG,TC_96ff8a3db67b::TC_4b2db7e72622,TC_96ff8a3db67b,material_system,carbon nanotube,TC_4b2db7e72622,structure_state,gel-confined redox transport,material_system__structure_state,1,1,1,2025,2025,P0136,10.1021/acssuschemeng.4c10855,A Dual-Function Poly(vinyl alcohol) Hydrogel for Solar Water Production and Thermoelectric Energy Generation,1,20,False,0.3869
TP_d041ffa288b7,iTE|TG,TC_ab08cdd1f9be::TC_4b2db7e72622,TC_ab08cdd1f9be,material_system,Ti3C2Tx MXene,TC_4b2db7e72622,structure_state,gel-confined redox transport,material_system__structure_state,1,1,1,2025,2025,P0267,10.1002/smll.202407529,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,1,20,False,0.3869
TP_83c1d4cc0a37,iTE|TG,TC_b67db95f7040::TC_4b2db7e72622,TC_b67db95f7040,material_system,[Fe(CN)6],TC_4b2db7e72622,structure_state,gel-confined redox transport,material_system__structure_state,1,1,1,2025,2025,P0136,10.1021/acssuschemeng.4c10855,A Dual-Function Poly(vinyl alcohol) Hydrogel for Solar Water Production and Thermoelectric Energy Generation,2,20,True,0.3869
TP_40445fd6ecd0,iTE|TG,TC_b713a196469a::TC_854f69487596,TC_b713a196469a,material_system,ferri/ferrocyanide,TC_854f69487596,structure_state,chaotropic salts,material_system__structure_state,1,1,1,2025,2025,P0139,10.1002/adfm.202417740,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,12,1,False,0.3869
TP_8f6ef28db223,iTE|TG,TC_b713a196469a::TC_f104995fe14f,TC_b713a196469a,material_system,ferri/ferrocyanide,TC_f104995fe14f,structure_state,anti-freezing organohydrogel design,material_system__structure_state,1,1,1,2025,2025,P0246,10.1016/j.cej.2025.159714,High performance eutectogel-based thermocell with a wide operating temperature range through a water-containing deep eutectic solvent strategy,12,5,True,0.3869
TP_7e51e252b37e,iTE|TG,TC_c0591a33971d::TC_4b2db7e72622,TC_c0591a33971d,material_system,ionic liquid,TC_4b2db7e72622,structure_state,gel-confined redox transport,material_system__structure_state,1,1,1,2025,2025,P0142,10.1002/advs.202509400,Solvent Replacement-Driven Ionic Liquid Thermoelectric Gel for Self-Powered Morse Code Communication Assisted by Machine Learning,8,20,True,0.3869
TP_69a8b494d3b6,iTE|TG,TC_c45d20184f79::TC_4b2db7e72622,TC_c45d20184f79,material_system,imidazolium ionic-liquid phase transition electrolyte,TC_4b2db7e72622,structure_state,gel-confined redox transport,material_system__structure_state,1,1,1,2025,2025,P0142,10.1002/advs.202509400,Solvent Replacement-Driven Ionic Liquid Thermoelectric Gel for Self-Powered Morse Code Communication Assisted by Machine Learning,7,20,True,0.3869
TP_b99c8ee1cee9,iTE|TG,TC_c8efd3db5897::TC_07500f5feb43,TC_c8efd3db5897,material_system,poly(vinyl alcohol) (PVA),TC_07500f5feb43,structure_state,dynamic crosslinked gel network,material_system__structure_state,1,1,1,2025,2025,P0188,10.1002/smll.202407622,Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters,9,5,True,0.3869
TP_4a83ad6daf93,iTE|TG,TC_c8efd3db5897::TC_38b40867b616,TC_c8efd3db5897,material_system,poly(vinyl alcohol) (PVA),TC_38b40867b616,structure_state,double-network hydrogel,material_system__structure_state,1,1,1,2025,2025,P0188,10.1002/smll.202407622,Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters,9,2,True,0.3869
TP_9453273fdf89,iTE|TG,TC_c8efd3db5897::TC_b2d1806de346,TC_c8efd3db5897,material_system,poly(vinyl alcohol) (PVA),TC_b2d1806de346,structure_state,double-network hydrogel mechanics,material_system__structure_state,1,1,1,2025,2025,P0188,10.1002/smll.202407622,Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters,9,1,False,0.3869
TP_a5d0cc1fbe7d,iTE|TG,TC_c8efd3db5897::TC_d6b4f02a544c,TC_c8efd3db5897,material_system,poly(vinyl alcohol) (PVA),TC_d6b4f02a544c,structure_state,double/interpenetrating network,material_system__structure_state,1,1,1,2025,2025,P0188,10.1002/smll.202407622,Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters,9,4,True,0.3869
TP_9629538b2d20,iTE|TG,TC_d528eeb45c4d::TC_07500f5feb43,TC_d528eeb45c4d,material_system,deep-eutectic eutogel electrolyte,TC_07500f5feb43,structure_state,dynamic crosslinked gel network,material_system__structure_state,1,1,1,2025,2025,P0246,10.1016/j.cej.2025.159714,High performance eutectogel-based thermocell with a wide operating temperature range through a water-containing deep eutectic solvent strategy,2,5,True,0.3869
TP_b3659710ab6d,iTE|TG,TC_d528eeb45c4d::TC_d6b4f02a544c,TC_d528eeb45c4d,material_system,deep-eutectic eutogel electrolyte,TC_d6b4f02a544c,structure_state,double/interpenetrating network,material_system__structure_state,1,1,1,2025,2025,P0246,10.1016/j.cej.2025.159714,High performance eutectogel-based thermocell with a wide operating temperature range through a water-containing deep eutectic solvent strategy,2,4,True,0.3869
TP_623b53201ed9,iTE|TG,TC_d528eeb45c4d::TC_f104995fe14f,TC_d528eeb45c4d,material_system,deep-eutectic eutogel electrolyte,TC_f104995fe14f,structure_state,anti-freezing organohydrogel design,material_system__structure_state,1,1,1,2025,2025,P0246,10.1016/j.cej.2025.159714,High performance eutectogel-based thermocell with a wide operating temperature range through a water-containing deep eutectic solvent strategy,2,5,True,0.3869
TP_4e5e74af4828,iTE|TG,TC_07500f5feb43::TC_5bcfefdb9413,TC_07500f5feb43,structure_state,dynamic crosslinked gel network,TC_5bcfefdb9413,mechanism,redox reaction entropy,structure_state__mechanism,1,1,1,2025,2025,P0188,10.1002/smll.202407622,Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters,5,9,True,0.3869
TP_825d5dc033fc,iTE|TG,TC_07500f5feb43::TC_7513bf902622,TC_07500f5feb43,structure_state,dynamic crosslinked gel network,TC_7513bf902622,mechanism,solvent-shell water/DES regulation,structure_state__mechanism,1,1,1,2025,2025,P0246,10.1016/j.cej.2025.159714,High performance eutectogel-based thermocell with a wide operating temperature range through a water-containing deep eutectic solvent strategy,5,1,False,0.3869
TP_b0f0cb01acb0,iTE|TG,TC_07500f5feb43::TC_f2b85f088f6c,TC_07500f5feb43,structure_state,dynamic crosslinked gel network,TC_f2b85f088f6c,mechanism,organic redox molecular design,structure_state__mechanism,1,1,1,2025,2025,P0188,10.1002/smll.202407622,Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters,5,3,True,0.3869
TP_d0358648f2a8,iTE|TG,TC_077323f7819d::TC_125db93329fb,TC_077323f7819d,structure_state,Hofmeister/chaotropic effect,TC_125db93329fb,mechanism,thermogalvanic redox conversion,structure_state__mechanism,1,1,1,2025,2025,P0139,10.1002/adfm.202417740,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,3,30,True,0.3869
TP_3af1bb307823,iTE|TG,TC_077323f7819d::TC_af6bbcaf729f,TC_077323f7819d,structure_state,Hofmeister/chaotropic effect,TC_af6bbcaf729f,mechanism,Fe2+/Fe3+ solvation redox chemistry,structure_state__mechanism,1,1,1,2025,2025,P0139,10.1002/adfm.202417740,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,3,10,True,0.3869
TP_54a57dbe6d02,iTE|TG,TC_077323f7819d::TC_e2a3f0650eaa,TC_077323f7819d,structure_state,Hofmeister/chaotropic effect,TC_e2a3f0650eaa,mechanism,solvation-shell remodeling,structure_state__mechanism,1,1,1,2025,2025,P0139,10.1002/adfm.202417740,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,3,3,True,0.3869
TP_27f6161064eb,iTE|TG,TC_38b40867b616::TC_5bcfefdb9413,TC_38b40867b616,structure_state,double-network hydrogel,TC_5bcfefdb9413,mechanism,redox reaction entropy,structure_state__mechanism,1,1,1,2025,2025,P0188,10.1002/smll.202407622,Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters,2,9,True,0.3869
TP_258ec5bcec98,iTE|TG,TC_38b40867b616::TC_f2b85f088f6c,TC_38b40867b616,structure_state,double-network hydrogel,TC_f2b85f088f6c,mechanism,organic redox molecular design,structure_state__mechanism,1,1,1,2025,2025,P0188,10.1002/smll.202407622,Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters,2,3,True,0.3869
TP_4837389b4583,iTE|TG,TC_4b2db7e72622::TC_0bff7d51cbea,TC_4b2db7e72622,structure_state,gel-confined redox transport,TC_0bff7d51cbea,mechanism,photothermal-thermoelectric coupling,structure_state__mechanism,1,1,1,2025,2025,P0136,10.1021/acssuschemeng.4c10855,A Dual-Function Poly(vinyl alcohol) Hydrogel for Solar Water Production and Thermoelectric Energy Generation,20,2,True,0.3869
TP_c3cb30652757,iTE|TG,TC_4b2db7e72622::TC_7513bf902622,TC_4b2db7e72622,structure_state,gel-confined redox transport,TC_7513bf902622,mechanism,solvent-shell water/DES regulation,structure_state__mechanism,1,1,1,2025,2025,P0246,10.1016/j.cej.2025.159714,High performance eutectogel-based thermocell with a wide operating temperature range through a water-containing deep eutectic solvent strategy,20,1,False,0.3869
TP_7e665f58302a,iTE|TG,TC_4b2db7e72622::TC_b16fcb9ccb71,TC_4b2db7e72622,structure_state,gel-confined redox transport,TC_b16fcb9ccb71,mechanism,cu electrodes. mxene tunes cu2+/cl- thermodiffusion,structure_state__mechanism,1,1,1,2025,2025,P0267,10.1002/smll.202407529,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,20,1,False,0.3869
TP_f98118986f85,iTE|TG,TC_4b2db7e72622::TC_fcb70797c57c,TC_4b2db7e72622,structure_state,gel-confined redox transport,TC_fcb70797c57c,mechanism,piezoresistive-thermoelectric coupling,structure_state__mechanism,1,1,1,2025,2025,P0267,10.1002/smll.202407529,A Multifunctional MXene/PVA Hydrogel as a Continuous Ionic Thermoelectric Generator and a Strain/Temperature Sensor,20,3,True,0.3869
TP_8ace47e1c8de,iTE|TG,TC_854f69487596::TC_125db93329fb,TC_854f69487596,structure_state,chaotropic salts,TC_125db93329fb,mechanism,thermogalvanic redox conversion,structure_state__mechanism,1,1,1,2025,2025,P0139,10.1002/adfm.202417740,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,1,30,False,0.3869
TP_aba2d3dd77aa,iTE|TG,TC_854f69487596::TC_902956facbd0,TC_854f69487596,structure_state,chaotropic salts,TC_902956facbd0,mechanism,hydrogen bonding,structure_state__mechanism,1,1,1,2025,2025,P0139,10.1002/adfm.202417740,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,1,3,False,0.3869
TP_a828715c96cf,iTE|TG,TC_854f69487596::TC_af6bbcaf729f,TC_854f69487596,structure_state,chaotropic salts,TC_af6bbcaf729f,mechanism,Fe2+/Fe3+ solvation redox chemistry,structure_state__mechanism,1,1,1,2025,2025,P0139,10.1002/adfm.202417740,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,1,10,False,0.3869
TP_51d6156da23a,iTE|TG,TC_854f69487596::TC_e2a3f0650eaa,TC_854f69487596,structure_state,chaotropic salts,TC_e2a3f0650eaa,mechanism,solvation-shell remodeling,structure_state__mechanism,1,1,1,2025,2025,P0139,10.1002/adfm.202417740,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,1,3,False,0.3869
TP_461a97def070,iTE|TG,TC_a9af609cf89a::TC_125db93329fb,TC_a9af609cf89a,structure_state,chaotropic polymer-water disruption,TC_125db93329fb,mechanism,thermogalvanic redox conversion,structure_state__mechanism,1,1,1,2025,2025,P0139,10.1002/adfm.202417740,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,4,30,True,0.3869
TP_dda9c014e5cf,iTE|TG,TC_a9af609cf89a::TC_af6bbcaf729f,TC_a9af609cf89a,structure_state,chaotropic polymer-water disruption,TC_af6bbcaf729f,mechanism,Fe2+/Fe3+ solvation redox chemistry,structure_state__mechanism,1,1,1,2025,2025,P0139,10.1002/adfm.202417740,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,4,10,True,0.3869
TP_707b85a5717d,iTE|TG,TC_a9af609cf89a::TC_e2a3f0650eaa,TC_a9af609cf89a,structure_state,chaotropic polymer-water disruption,TC_e2a3f0650eaa,mechanism,solvation-shell remodeling,structure_state__mechanism,1,1,1,2025,2025,P0139,10.1002/adfm.202417740,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,4,3,True,0.3869
TP_a0b120e01403,iTE|TG,TC_b2d1806de346::TC_5bcfefdb9413,TC_b2d1806de346,structure_state,double-network hydrogel mechanics,TC_5bcfefdb9413,mechanism,redox reaction entropy,structure_state__mechanism,1,1,1,2025,2025,P0188,10.1002/smll.202407622,Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters,1,9,False,0.3869
TP_143cef6db0bc,iTE|TG,TC_b2d1806de346::TC_f2b85f088f6c,TC_b2d1806de346,structure_state,double-network hydrogel mechanics,TC_f2b85f088f6c,mechanism,organic redox molecular design,structure_state__mechanism,1,1,1,2025,2025,P0188,10.1002/smll.202407622,Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters,1,3,False,0.3869
TP_defcba3fec08,iTE|TG,TC_d6b4f02a544c::TC_5bcfefdb9413,TC_d6b4f02a544c,structure_state,double/interpenetrating network,TC_5bcfefdb9413,mechanism,redox reaction entropy,structure_state__mechanism,1,1,1,2025,2025,P0188,10.1002/smll.202407622,Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters,4,9,True,0.3869
TP_2fb99966f306,iTE|TG,TC_d6b4f02a544c::TC_7513bf902622,TC_d6b4f02a544c,structure_state,double/interpenetrating network,TC_7513bf902622,mechanism,solvent-shell water/DES regulation,structure_state__mechanism,1,1,1,2025,2025,P0246,10.1016/j.cej.2025.159714,High performance eutectogel-based thermocell with a wide operating temperature range through a water-containing deep eutectic solvent strategy,4,1,False,0.3869
TP_ef296eb045c2,iTE|TG,TC_d6b4f02a544c::TC_f2b85f088f6c,TC_d6b4f02a544c,structure_state,double/interpenetrating network,TC_f2b85f088f6c,mechanism,organic redox molecular design,structure_state__mechanism,1,1,1,2025,2025,P0188,10.1002/smll.202407622,Exploring Pyrazine-Based Organic Redox Couples for Enhanced Thermoelectric Performance in Wearable Energy Harvesters,4,3,True,0.3869
TP_24db7176e918,iTE|TG,TC_f104995fe14f::TC_402d7ec84669,TC_f104995fe14f,structure_state,anti-freezing organohydrogel design,TC_402d7ec84669,mechanism,ion-pairing and complexation,structure_state__mechanism,1,1,1,2025,2025,P0250,10.1021/acsmaterialslett.4c02193,Simultaneously Modulating Solvation and Water Structure for High-Performance Antifreezing n-Type Liquid Thermocells,5,7,True,0.3869
TP_44e6a6590dc9,iTE|TG,TC_f104995fe14f::TC_7513bf902622,TC_f104995fe14f,structure_state,anti-freezing organohydrogel design,TC_7513bf902622,mechanism,solvent-shell water/DES regulation,structure_state__mechanism,1,1,1,2025,2025,P0246,10.1016/j.cej.2025.159714,High performance eutectogel-based thermocell with a wide operating temperature range through a water-containing deep eutectic solvent strategy,5,1,False,0.3869
TP_6be0a3168c95,iTE|TG,TC_f104995fe14f::TC_8dea083ebe59,TC_f104995fe14f,structure_state,anti-freezing organohydrogel design,TC_8dea083ebe59,mechanism,solvation entropy,structure_state__mechanism,1,1,1,2025,2025,P0250,10.1021/acsmaterialslett.4c02193,Simultaneously Modulating Solvation and Water Structure for High-Performance Antifreezing n-Type Liquid Thermocells,5,6,True,0.3869
TP_5bab9953ab16,iTE|TG,TC_f104995fe14f::TC_d51141fbc0ae,TC_f104995fe14f,structure_state,anti-freezing organohydrogel design,TC_d51141fbc0ae,mechanism,ferri/ferrocyanide redox chemistry,structure_state__mechanism,1,1,1,2025,2025,P0246,10.1016/j.cej.2025.159714,High performance eutectogel-based thermocell with a wide operating temperature range through a water-containing deep eutectic solvent strategy,5,14,True,0.3869
TP_009fd7d179fc,iTE|TG,TC_04ab71eea966::TC_3cc3f4ae2196,TC_04ab71eea966,material_system,graphene oxide,TC_3cc3f4ae2196,mechanism,cation-anion thermodiffusion asymmetry,material_system__mechanism,1,1,1,2026,2026,P0174,10.1016/j.icheatmasstransfer.2026.111281,Enhanced thermoelectric response of liquid electrolytes confined in graphene oxide nanochannel membranes,1,11,False,0.3869
TP_dd8451f0de0e,iTE|TG,TC_04ab71eea966::TC_525335db36fb,TC_04ab71eea966,material_system,graphene oxide,TC_525335db36fb,mechanism,nanochannel-confined ion transport,material_system__mechanism,1,1,1,2026,2026,P0174,10.1016/j.icheatmasstransfer.2026.111281,Enhanced thermoelectric response of liquid electrolytes confined in graphene oxide nanochannel membranes,1,2,False,0.3869
TP_e0e27ae3eb86,iTE|TG,TC_04ab71eea966::TC_575b8475e747,TC_04ab71eea966,material_system,graphene oxide,TC_575b8475e747,mechanism,ionic thermodiffusion (Soret effect),material_system__mechanism,1,1,1,2026,2026,P0174,10.1016/j.icheatmasstransfer.2026.111281,Enhanced thermoelectric response of liquid electrolytes confined in graphene oxide nanochannel membranes,1,21,False,0.3869
TP_7fc1c08555e1,iTE|TG,TC_04ab71eea966::TC_5e292922c5e6,TC_04ab71eea966,material_system,graphene oxide,TC_5e292922c5e6,mechanism,graphene oxide nanochannel membranes,material_system__mechanism,1,1,1,2026,2026,P0174,10.1016/j.icheatmasstransfer.2026.111281,Enhanced thermoelectric response of liquid electrolytes confined in graphene oxide nanochannel membranes,1,1,False,0.3869
TP_98bbe8c1962f,iTE|TG,TC_04ab71eea966::TC_6ce6770b2b98,TC_04ab71eea966,material_system,graphene oxide,TC_6ce6770b2b98,mechanism,nanochannel membrane,material_system__mechanism,1,1,1,2026,2026,P0174,10.1016/j.icheatmasstransfer.2026.111281,Enhanced thermoelectric response of liquid electrolytes confined in graphene oxide nanochannel membranes,1,1,False,0.3869
TP_bf2d31439140,iTE|TG,TC_04ab71eea966::TC_6f81d3f83472,TC_04ab71eea966,material_system,graphene oxide,TC_6f81d3f83472,mechanism,competition between soret thermodiffusion,material_system__mechanism,1,1,1,2026,2026,P0174,10.1016/j.icheatmasstransfer.2026.111281,Enhanced thermoelectric response of liquid electrolytes confined in graphene oxide nanochannel membranes,1,1,False,0.3869
TP_8ffe13fe76b8,iTE|TG,TC_04ab71eea966::TC_87e040977b41,TC_04ab71eea966,material_system,graphene oxide,TC_87e040977b41,mechanism,ion diffusion,material_system__mechanism,1,1,1,2026,2026,P0174,10.1016/j.icheatmasstransfer.2026.111281,Enhanced thermoelectric response of liquid electrolytes confined in graphene oxide nanochannel membranes,1,3,False,0.3869
TP_0ee2ba10192f,iTE|TG,TC_04ab71eea966::TC_b93fc7829d13,TC_04ab71eea966,material_system,graphene oxide,TC_b93fc7829d13,mechanism,ion-selectivity membrane transport,material_system__mechanism,1,1,1,2026,2026,P0174,10.1016/j.icheatmasstransfer.2026.111281,Enhanced thermoelectric response of liquid electrolytes confined in graphene oxide nanochannel membranes,1,3,False,0.3869
TP_cf765fed321d,iTE|TG,TC_2e0bab4f91c8::TC_8dea083ebe59,TC_2e0bab4f91c8,material_system,[Fe(CN)6]3-/4-,TC_8dea083ebe59,mechanism,solvation entropy,material_system__mechanism,1,1,1,2026,2026,P0264,10.1016/j.jechem.2026.05.024,Robust thermocells based on deep eutectic solvent-tailored gel electrolytes for low-grade heat harvesting,3,6,True,0.3869
TP_b00a0ce47dfe,iTE|TG,TC_2e0bab4f91c8::TC_c889e0f92f27,TC_2e0bab4f91c8,material_system,[Fe(CN)6]3-/4-,TC_c889e0f92f27,mechanism,selective solvation,material_system__mechanism,1,1,1,2026,2026,P0264,10.1016/j.jechem.2026.05.024,Robust thermocells based on deep eutectic solvent-tailored gel electrolytes for low-grade heat harvesting,3,6,True,0.3869
TP_b65746c8896c,iTE|TG,TC_336c7d4ac670::TC_125db93329fb,TC_336c7d4ac670,material_system,CuCl2,TC_125db93329fb,mechanism,thermogalvanic redox conversion,material_system__mechanism,1,1,1,2026,2026,P0144,10.1038/s41467-026-68721-9,Modulating thermo-diffusion/galvanic coupling via ion speciation engineering enables high-performance ionic thermoelectric cells,1,30,False,0.3869
TP_f6ce9a322859,iTE|TG,TC_336c7d4ac670::TC_402d7ec84669,TC_336c7d4ac670,material_system,CuCl2,TC_402d7ec84669,mechanism,ion-pairing and complexation,material_system__mechanism,1,1,1,2026,2026,P0144,10.1038/s41467-026-68721-9,Modulating thermo-diffusion/galvanic coupling via ion speciation engineering enables high-performance ionic thermoelectric cells,1,7,False,0.3869
TP_b5ab522fd055,iTE|TG,TC_336c7d4ac670::TC_575b8475e747,TC_336c7d4ac670,material_system,CuCl2,TC_575b8475e747,mechanism,ionic thermodiffusion (Soret effect),material_system__mechanism,1,1,1,2026,2026,P0144,10.1038/s41467-026-68721-9,Modulating thermo-diffusion/galvanic coupling via ion speciation engineering enables high-performance ionic thermoelectric cells,1,21,False,0.3869
TP_1a8ded3721c9,iTE|TG,TC_385ec1869ee3::TC_3cc3f4ae2196,TC_385ec1869ee3,material_system,graphene,TC_3cc3f4ae2196,mechanism,cation-anion thermodiffusion asymmetry,material_system__mechanism,1,1,1,2026,2026,P0174,10.1016/j.icheatmasstransfer.2026.111281,Enhanced thermoelectric response of liquid electrolytes confined in graphene oxide nanochannel membranes,1,11,False,0.3869
TP_b9f98697ca5d,iTE|TG,TC_385ec1869ee3::TC_525335db36fb,TC_385ec1869ee3,material_system,graphene,TC_525335db36fb,mechanism,nanochannel-confined ion transport,material_system__mechanism,1,1,1,2026,2026,P0174,10.1016/j.icheatmasstransfer.2026.111281,Enhanced thermoelectric response of liquid electrolytes confined in graphene oxide nanochannel membranes,1,2,False,0.3869
TP_97b2f3b6b019,iTE|TG,TC_385ec1869ee3::TC_575b8475e747,TC_385ec1869ee3,material_system,graphene,TC_575b8475e747,mechanism,ionic thermodiffusion (Soret effect),material_system__mechanism,1,1,1,2026,2026,P0174,10.1016/j.icheatmasstransfer.2026.111281,Enhanced thermoelectric response of liquid electrolytes confined in graphene oxide nanochannel membranes,1,21,False,0.3869
TP_64226a02cbf0,iTE|TG,TC_385ec1869ee3::TC_5e292922c5e6,TC_385ec1869ee3,material_system,graphene,TC_5e292922c5e6,mechanism,graphene oxide nanochannel membranes,material_system__mechanism,1,1,1,2026,2026,P0174,10.1016/j.icheatmasstransfer.2026.111281,Enhanced thermoelectric response of liquid electrolytes confined in graphene oxide nanochannel membranes,1,1,False,0.3869
TP_5be681a54bfb,iTE|TG,TC_385ec1869ee3::TC_6ce6770b2b98,TC_385ec1869ee3,material_system,graphene,TC_6ce6770b2b98,mechanism,nanochannel membrane,material_system__mechanism,1,1,1,2026,2026,P0174,10.1016/j.icheatmasstransfer.2026.111281,Enhanced thermoelectric response of liquid electrolytes confined in graphene oxide nanochannel membranes,1,1,False,0.3869
TP_0456c25f9dec,iTE|TG,TC_385ec1869ee3::TC_6f81d3f83472,TC_385ec1869ee3,material_system,graphene,TC_6f81d3f83472,mechanism,competition between soret thermodiffusion,material_system__mechanism,1,1,1,2026,2026,P0174,10.1016/j.icheatmasstransfer.2026.111281,Enhanced thermoelectric response of liquid electrolytes confined in graphene oxide nanochannel membranes,1,1,False,0.3869
TP_0c6255841073,iTE|TG,TC_385ec1869ee3::TC_87e040977b41,TC_385ec1869ee3,material_system,graphene,TC_87e040977b41,mechanism,ion diffusion,material_system__mechanism,1,1,1,2026,2026,P0174,10.1016/j.icheatmasstransfer.2026.111281,Enhanced thermoelectric response of liquid electrolytes confined in graphene oxide nanochannel membranes,1,3,False,0.3869
TP_3b1affeb6096,iTE|TG,TC_385ec1869ee3::TC_b93fc7829d13,TC_385ec1869ee3,material_system,graphene,TC_b93fc7829d13,mechanism,ion-selectivity membrane transport,material_system__mechanism,1,1,1,2026,2026,P0174,10.1016/j.icheatmasstransfer.2026.111281,Enhanced thermoelectric response of liquid electrolytes confined in graphene oxide nanochannel membranes,1,3,False,0.3869
TP_f8bbcc55a7a0,iTE|TG,TC_3963ad1e6521::TC_125db93329fb,TC_3963ad1e6521,material_system,FeCl3,TC_125db93329fb,mechanism,thermogalvanic redox conversion,material_system__mechanism,1,1,1,2026,2026,P0080,10.1016/j.cej.2026.175294,Synergy of thermodiffusion and thermogalvanic effect in n-type ionic hydrogel: self-signaled fire warning and enhanced heat harvesting,3,30,True,0.3869
TP_b548bac1cd67,iTE|TG,TC_3963ad1e6521::TC_1749fa6eb786,TC_3963ad1e6521,material_system,FeCl3,TC_1749fa6eb786,mechanism,fecl3/fecl2. bmim+/h2po4- thermodiffusion,material_system__mechanism,1,1,1,2026,2026,P0080,10.1016/j.cej.2026.175294,Synergy of thermodiffusion and thermogalvanic effect in n-type ionic hydrogel: self-signaled fire warning and enhanced heat harvesting,3,1,False,0.3869
TP_548e03dcb38b,iTE|TG,TC_49a5bac6c473::TC_3cf38e4b2576,TC_49a5bac6c473,material_system,sodium perchlorate (NaClO4),TC_3cf38e4b2576,mechanism,charge-transfer resistance engineering,material_system__mechanism,1,1,1,2026,2026,P0254,10.35848/1347-4065/ae2ec1,Role of strong electrolytes on resistivity components in a liquid themoelectronic converter,1,5,False,0.3869
TP_ca22bf4d51ce,iTE|TG,TC_49a5bac6c473::TC_e8e45d21108f,TC_49a5bac6c473,material_system,sodium perchlorate (NaClO4),TC_e8e45d21108f,mechanism,supporting-electrolyte viscosity/resistance tradeoff,material_system__mechanism,1,1,1,2026,2026,P0254,10.35848/1347-4065/ae2ec1,Role of strong electrolytes on resistivity components in a liquid themoelectronic converter,1,1,False,0.3869
