mention_id,domain,paper_id,raw_phrase,status
iTE:P1749:n1,iTE,P1749,large valence disparity between A and B cations and/or small ionic radius ratio,not_yet_annotated
iTE:P1749:n2,iTE,P1749,Low thermal conductivities,not_yet_annotated
iTE:P1750:n1,iTE,P1750,temperature gradients applied at the channel walls,not_yet_annotated
iTE:P1750:n2,iTE,P1750,streaming potential,not_yet_annotated
iTE:P1750:n3,iTE,P1750,flow,not_yet_annotated
iTE:P1751:n1,iTE,P1751,interlayer ion motion,not_yet_annotated
iTE:P1751:n2,iTE,P1751,partial ionic contribution,not_yet_annotated
iTE:P1752:n1,iTE,P1752,Y-Z bonding,not_yet_annotated
iTE:P1752:n2,iTE,P1752,bulk modulus,not_yet_annotated
iTE:P1752:n3,iTE,P1752,Gruneisen parameter,not_yet_annotated
iTE:P1752:n4,iTE,P1752,power factor,not_yet_annotated
iTE:P1753:n1,iTE,P1753,grain,not_yet_annotated
iTE:P1753:n2,iTE,P1753,conduction and relaxation process,not_yet_annotated
iTE:P1754:n1,iTE,P1754,thermopower,not_yet_annotated
iTE:P1754:n2,iTE,P1754,electrical conductivity,not_yet_annotated
iTE:P1755:n1,iTE,P1755,substitutions of Ln(3+) for Ca2+,not_yet_annotated
iTE:P1755:n2,iTE,P1755,hole concentration,not_yet_annotated
iTE:P1755:n3,iTE,P1755,point-defect phonon scattering,not_yet_annotated
iTE:P1756:n1,iTE,P1756,lacked the necessary qualities to serve as a battery cathode,not_yet_annotated
iTE:P1757:n1,iTE,P1757,p-type semiconductors,not_yet_annotated
iTE:P1757:n2,iTE,P1757,bandgaps,not_yet_annotated
iTE:P1758:n1,iTE,P1758,jump rate of vacancy,not_yet_annotated
iTE:P1758:n2,iTE,P1758,linear distance,not_yet_annotated
iTE:P1758:n3,iTE,P1758,conductivity and mobility of the charge carriers,not_yet_annotated
iTE:P1759:n1,iTE,P1759,larger collapse,not_yet_annotated
iTE:P1759:n2,iTE,P1759,phase transition pressure point,not_yet_annotated
iTE:P1760:n1,iTE,P1760,bonding-antibonding pairwise interactions alternating along linear chains of at least five atoms,not_yet_annotated
iTE:P1760:n2,iTE,P1760,long-range electron transfer,not_yet_annotated
iTE:P1761:n1,iTE,P1761,induced pressure,not_yet_annotated
iTE:P1761:n2,iTE,P1761,band gap,not_yet_annotated
iTE:P1762:n1,iTE,P1762,temperature difference,not_yet_annotated
iTE:P1762:n2,iTE,P1762,open circuit voltage,not_yet_annotated
iTE:P1763:n1,iTE,P1763,electron tunnelling,not_yet_annotated
iTE:P1763:n2,iTE,P1763,Ni contents,not_yet_annotated
iTE:P1764:n1,iTE,P1764,Co/Ni and B,not_yet_annotated
iTE:P1764:n2,iTE,P1764,an ionic bond,not_yet_annotated
iTE:P1765:n1,iTE,P1765,thermoelectric chip,not_yet_annotated
iTE:P1765:n2,iTE,P1765,cool and heat the solution,not_yet_annotated
iTE:P1766:n1,iTE,P1766,improvement of the SILAR process,not_yet_annotated
iTE:P1766:n2,iTE,P1766,400 nm per hour,not_yet_annotated
iTE:P1767:n1,iTE,P1767,formation of reactive Mg plasma,not_yet_annotated
iTE:P1767:n2,iTE,P1767,ultrafast reaction kinetics,not_yet_annotated
iTE:P1768:n1,iTE,P1768,new defect levels in the band gap,not_yet_annotated
iTE:P1768:n2,iTE,P1768,new radiative recombination pathways,not_yet_annotated
iTE:P1769:n1,iTE,P1769,Y-Si ionic bonds,not_yet_annotated
iTE:P1769:n2,iTE,P1769,structural stability,not_yet_annotated
iTE:P1770:n1,iTE,P1770,electrostatic energy,not_yet_annotated
iTE:P1770:n2,iTE,P1770,S-EC in solid,not_yet_annotated
iTE:P1771:n1,iTE,P1771,suppression of in-plane disorder,not_yet_annotated
iTE:P1771:n2,iTE,P1771,enhancement of anharmonicity,not_yet_annotated
iTE:P1772:n1,iTE,P1772,heat-treatment (HT) temperature,not_yet_annotated
iTE:P1772:n2,iTE,P1772,dc electric conductivity,not_yet_annotated
iTE:P1773:n1,iTE,P1773,lack of mobile charged defects in the perovkite-like layers,not_yet_annotated
iTE:P1773:n2,iTE,P1773,superior intrinsic ferroelectric fatigue endurance,not_yet_annotated
iTE:P1774:n1,iTE,P1774,sequentially stacking highly aligned double-walled carbon nanotube (DWCNT) sheets,not_yet_annotated
iTE:P1774:n2,iTE,P1774,efficient ion transport,not_yet_annotated
iTE:P1775:n1,iTE,P1775,PMF,not_yet_annotated
iTE:P1775:n2,iTE,P1775,diffusion of the mobile ionic species,not_yet_annotated
iTE:P1776:n1,iTE,P1776,increasing values of x,not_yet_annotated
iTE:P1776:n2,iTE,P1776,Activation energy and thermoelectric coefficient values,not_yet_annotated
iTE:P1777:n1,iTE,P1777,a cell containing a PCM derived from synthesized ILs,not_yet_annotated
iTE:P1777:n2,iTE,P1777,more than 2 hours,not_yet_annotated
iTE:P1778:n1,iTE,P1778,ionic bonding nature,not_yet_annotated
iTE:P1778:n2,iTE,P1778,unusually low lattice thermal conductivities,not_yet_annotated
iTE:P1779:n1,iTE,P1779,bilayer design and simple solution posttreatment,not_yet_annotated
iTE:P1779:n2,iTE,P1779,direct current conductivity (sigma(dc)) and work function,not_yet_annotated
iTE:P1780:n1,iTE,P1780,incorporation of MXene,not_yet_annotated
iTE:P1780:n2,iTE,P1780,remarkable photothermal characteristics,not_yet_annotated
iTE:P1781:n1,iTE,P1781,increasing aO(2),not_yet_annotated
iTE:P1781:n2,iTE,P1781,n-type (m = -1/4) to p-type (m = +1/4) transition,not_yet_annotated
iTE:P1782:n1,iTE,P1782,controlled phase-segregated morphology,not_yet_annotated
iTE:P1782:n2,iTE,P1782,efficient charge transport,not_yet_annotated
iTE:P1783:n1,iTE,P1783,phonon lattice vibration dynamics,not_yet_annotated
iTE:P1783:n2,iTE,P1783,thermal conductivity (kappa),not_yet_annotated
iTE:P1784:n1,iTE,P1784,adding more B atoms into AlN,not_yet_annotated
iTE:P1784:n2,iTE,P1784,"less compressible, less ionic",not_yet_annotated
iTE:P1785:n1,iTE,P1785,amorphous film,not_yet_annotated
iTE:P1785:n2,iTE,P1785,less thermo-emf,not_yet_annotated
iTE:P1786:n1,iTE,P1786,strong ionic bond of Ti-O,not_yet_annotated
iTE:P1786:n2,iTE,P1786,low electrical conductivity of TiO2,not_yet_annotated
iTE:P1787:n1,iTE,P1787,co-continuous phase,not_yet_annotated
iTE:P1787:n2,iTE,P1787,flexible and stretchable,not_yet_annotated
iTE:P1788:n1,iTE,P1788,nearly isotropic three-dimensional bonding network,not_yet_annotated
iTE:P1788:n2,iTE,P1788,suppresses interlayer slip,not_yet_annotated
iTE:P1789:n1,iTE,P1789,solid state reaction and electrospinning processes,not_yet_annotated
iTE:P1789:n2,iTE,P1789,phase pure CuAlO2,not_yet_annotated
iTE:P1790:n1,iTE,P1790,moisture content,not_yet_annotated
iTE:P1790:n2,iTE,P1790,dominant conduction mechanism changed from electron to ionic,not_yet_annotated
iTE:P1791:n1,iTE,P1791,YxAl1_xN (at x = 0.25 and T = 600 K),not_yet_annotated
iTE:P1791:n2,iTE,P1791,-213.9 mu V/K,not_yet_annotated
iTE:P1792:n1,iTE,P1792,fluctuation-induced coupling between fluid motion and electron transport,not_yet_annotated
iTE:P1792:n2,iTE,P1792,hydroelectronic drag effect,not_yet_annotated
iTE:P1793:n1,iTE,P1793,deprotonation of a carboxyl group,not_yet_annotated
iTE:P1793:n2,iTE,P1793,Ti-O interfacial bond formation,not_yet_annotated
iTE:P1794:n1,iTE,P1794,elimination of air-sensitive lithium ions at 96 h/48e sites,not_yet_annotated
iTE:P1794:n2,iTE,P1794,intrinsic air stability,not_yet_annotated
iTE:P1795:n1,iTE,P1795,In-Mg(1) being acceptor defect and In-Sb being electron compensation defect,not_yet_annotated
iTE:P1795:n2,iTE,P1795,p-type conduction,not_yet_annotated
iTE:P1796:n1,iTE,P1796,inversion of CF geometry,not_yet_annotated
iTE:P1796:n2,iTE,P1796,CRS characteristics,not_yet_annotated
iTE:P1797:n1,iTE,P1797,incorporation of MXene,not_yet_annotated
iTE:P1797:n2,iTE,P1797,34.3 dB electromagnetic interference (EMI) shielding efficiency,not_yet_annotated
iTE:P1798:n1,iTE,P1798,Grain boundaries of TiO2,not_yet_annotated
iTE:P1798:n2,iTE,P1798,donors of electrons,not_yet_annotated
iTE:P1799:n1,iTE,P1799,Ba and Pnictogen group placed at unit cell centre,not_yet_annotated
iTE:P1799:n2,iTE,P1799,ionic bond,not_yet_annotated
iTE:P1801:n1,iTE,P1801,Mn3+-O-Mn4+ double-exchange mechanism,not_yet_annotated
iTE:P1801:n2,iTE,P1801,ferromagnetism,not_yet_annotated
iTE:P1802:n1,iTE,P1802,strong electrostatic interaction with PEDOT:PSS,not_yet_annotated
iTE:P1802:n2,iTE,P1802,reliable interface between the layers,not_yet_annotated
iTE:P1803:n1,iTE,P1803,anisotropic speed of sound and intrinsic material properties,not_yet_annotated
iTE:P1803:n2,iTE,P1803,"direction-dependent kappa(L)(theta,phi)",not_yet_annotated
iTE:P1804:n1,iTE,P1804,Y impurity placed at a B site,not_yet_annotated
iTE:P1804:n2,iTE,P1804,perovskite structure more stable,not_yet_annotated
iTE:P1805:n1,iTE,P1805,Electric field effects at the interface,not_yet_annotated
iTE:P1805:n2,iTE,P1805,solute partitioning,not_yet_annotated
iTE:P1806:n1,iTE,P1806,GO/MA NCs,not_yet_annotated
iTE:P1806:n2,iTE,P1806,20.56 mu A mM(-1) cm(-2),not_yet_annotated
iTE:P1807:n1,iTE,P1807,controlling the Fe thickness,not_yet_annotated
iTE:P1807:n2,iTE,P1807,p-type (2DHG) to n-type (2DEG),not_yet_annotated
iTE:P1808:n1,iTE,P1808,"K, Sr/Ba, Cd and Sb atoms",not_yet_annotated
iTE:P1808:n2,iTE,P1808,ionic bonding,not_yet_annotated
iTE:P1809:n1,iTE,P1809,increasing in ionic bonding fraction,not_yet_annotated
iTE:P1809:n2,iTE,P1809,reducing in size of particles,not_yet_annotated
iTE:P1810:n1,iTE,P1810,topological charges,not_yet_annotated
iTE:P1810:n2,iTE,P1810,high electrical conduction,not_yet_annotated
iTE:P1811:n1,iTE,P1811,LiSiIn,not_yet_annotated
iTE:P1811:n2,iTE,P1811,"superior stiffness, deformation resistance, and fracture strength",not_yet_annotated
iTE:P1812:n1,iTE,P1812,integration of fabric reinforcement,not_yet_annotated
iTE:P1812:n2,iTE,P1812,compressive and impact resistance,not_yet_annotated
iTE:P1813:n1,iTE,P1813,multiplex topologies,not_yet_annotated
iTE:P1813:n2,iTE,P1813,high electrical conductivity,not_yet_annotated
iTE:P1814:n1,iTE,P1814,Ga3+ ions is substituted on octahedral (B) sites,not_yet_annotated
iTE:P1814:n2,iTE,P1814,electron tunnelling,not_yet_annotated
iTE:P1815:n1,iTE,P1815,modified CVT technique with appropriate heat treatments,not_yet_annotated
iTE:P1815:n2,iTE,P1815,pure single crystals of CuCrX2,not_yet_annotated
iTE:P1816:n1,iTE,P1816,sandwiched LiCl-nanocellulose-engineered paper,not_yet_annotated
iTE:P1816:n2,iTE,P1816,ion-transport junction,not_yet_annotated
iTE:P1817:n1,iTE,P1817,predominance of iodine,not_yet_annotated
iTE:P1817:n2,iTE,P1817,decomposed most rapidly,not_yet_annotated
iTE:P1818:n1,iTE,P1818,OC (27.3% carboxyl content),not_yet_annotated
iTE:P1818:n2,iTE,P1818,reducing the activation energy of PAD polymerization,not_yet_annotated
iTE:P1819:n1,iTE,P1819,phonon scattering channels provided by the localized optical branches,not_yet_annotated
iTE:P1819:n2,iTE,P1819,low thermal conductivity,not_yet_annotated
iTE:P1820:n1,iTE,P1820,bonding within the layer packages,not_yet_annotated
iTE:P1820:n2,iTE,P1820,predominantly covalent,not_yet_annotated
iTE:P1821:n1,iTE,P1821,Cs2KTlI6 and Cs2RbTlI6,not_yet_annotated
iTE:P1821:n2,iTE,P1821,direct band gaps of 1.07eV and 1.22eV,not_yet_annotated
iTE:P1822:n1,iTE,P1822,unconventional bonding,not_yet_annotated
iTE:P1822:n2,iTE,P1822,"large Born effective charges, high optical dielectric constants, low Debye temperatures and an almost metal-like electrical conductivity",not_yet_annotated
iTE:P1823:n1,iTE,P1823,an ionic adduct together with a neutral dopant,not_yet_annotated
iTE:P1823:n2,iTE,P1823,enhanced power factor,not_yet_annotated
iTE:P1824:n1,iTE,P1824,[Sr2F2](2+) and [Cu2Te2](2-) blocks,not_yet_annotated
iTE:P1824:n2,iTE,P1824,ionic and covalent,not_yet_annotated
iTE:P1825:n1,iTE,P1825,optimized multi-nozzle electrospray cooling system,not_yet_annotated
iTE:P1825:n2,iTE,P1825,surface temperatures decreased by more than 50 %,not_yet_annotated
iTE:P1826:n1,iTE,P1826,low and high oxygen activities,not_yet_annotated
iTE:P1826:n2,iTE,P1826,electronic and ionic lattice charge compensations,not_yet_annotated
iTE:P1827:n1,iTE,P1827,generation of charge carriers by substitution of Ba with La ion and oxygen vacancies,not_yet_annotated
iTE:P1827:n2,iTE,P1827,electrical conductivity,not_yet_annotated
iTE:P1828:n1,iTE,P1828,low band offset between conduction bands of Bi2S3 and AgBiS2,not_yet_annotated
iTE:P1828:n2,iTE,P1828,electrons can easily move from one component to another,not_yet_annotated
iTE:P1829:n1,iTE,P1829,two different europium valence states,not_yet_annotated
iTE:P1829:n2,iTE,P1829,an electron-donor like a group-I/II-element or as a d-metal,not_yet_annotated
iTE:P1830:n1,iTE,P1830,non collinear spin arrangement,not_yet_annotated
iTE:P1830:n2,iTE,P1830,low magnetic moment,not_yet_annotated
iTE:P1831:n1,iTE,P1831,going from x = 3.4 to 3.8,not_yet_annotated
iTE:P1831:n2,iTE,P1831,metallic to semiconducting behavior,not_yet_annotated
iTE:P1832:n1,iTE,P1832,point-defect interactions,not_yet_annotated
iTE:P1832:n2,iTE,P1832,partial ionic and hole conductivities,not_yet_annotated
iTE:P1833:n1,iTE,P1833,hopping of electrons between Ti4+ and Ti3+,not_yet_annotated
iTE:P1833:n2,iTE,P1833,relaxation process in the high-temperature range,not_yet_annotated
iTE:P1834:n1,iTE,P1834,direct bandgap of Sn(Zr/Hf)O-3 significantly reduced,not_yet_annotated
iTE:P1834:n2,iTE,P1834,enhancing the conductivity,not_yet_annotated
iTE:P1835:n1,iTE,P1835,dope M2+,not_yet_annotated
iTE:P1835:n2,iTE,P1835,concentration of electrons,not_yet_annotated
iTE:P1836:n1,iTE,P1836,strong p-d antibonding interactions between copper and iodine,not_yet_annotated
iTE:P1836:n2,iTE,P1836,anharmonic soft crystal lattice,not_yet_annotated
iTE:P1837:n1,iTE,P1837,O and Ga atoms,not_yet_annotated
iTE:P1837:n2,iTE,P1837,covalent character,not_yet_annotated
iTE:P1838:n1,iTE,P1838,ionic scissoring of macroscopic black phosphorus crystals,not_yet_annotated
iTE:P1838:n2,iTE,P1838,"high-quality, individual PNRs",not_yet_annotated
iTE:P1839:n1,iTE,P1839,CsBaPS4 and RbBaPS4 compounds,not_yet_annotated
iTE:P1839:n2,iTE,P1839,direct bandgaps,not_yet_annotated
iTE:P1840:n1,iTE,P1840,Y incorporation,not_yet_annotated
iTE:P1840:n2,iTE,P1840,grain growth,not_yet_annotated
iTE:P1841:n1,iTE,P1841,FeSb2,not_yet_annotated
iTE:P1841:n2,iTE,P1841,extended covalent network,not_yet_annotated
iTE:P1842:n1,iTE,P1842,3D multijunction multiband photovoltaic,not_yet_annotated
iTE:P1842:n2,iTE,P1842,creation of electron-hole pair,not_yet_annotated
iTE:P1843:n1,iTE,P1843,heavier cations,not_yet_annotated
iTE:P1843:n2,iTE,P1843,enhanced polarizability,not_yet_annotated
iTE:P1844:n1,iTE,P1844,penetration of a large amount of noble gas atoms into the cages of LTA zeolites,not_yet_annotated
iTE:P1844:n2,iTE,P1844,incompressibility of LTA zeolites,not_yet_annotated
iTE:P1845:n1,iTE,P1845,VTIG,not_yet_annotated
iTE:P1845:n2,iTE,P1845,additional power production,not_yet_annotated
iTE:P1846:n1,iTE,P1846,annealed at different temperatures up to 500 K,not_yet_annotated
iTE:P1846:n2,iTE,P1846,appearance of electrical conductivity,not_yet_annotated
iTE:P1847:n1,iTE,P1847,van der Waals interactions are much weaker compared to ionic bond interactions,not_yet_annotated
iTE:P1847:n2,iTE,P1847,out-of-plane linear compression resistance,not_yet_annotated
iTE:P1848:n1,iTE,P1848,halogen ionic radius variation,not_yet_annotated
iTE:P1848:n2,iTE,P1848,Band gap tuning,not_yet_annotated
iTE:P1849:n1,iTE,P1849,reduction in hole carrier concentration,not_yet_annotated
iTE:P1849:n2,iTE,P1849,decrease of electrical conductivity,not_yet_annotated
iTE:P1850:n1,iTE,P1850,replacement of Cl with Br and I,not_yet_annotated
iTE:P1850:n2,iTE,P1850,shifting of band gap (1.71 to 0.90 eV),not_yet_annotated
iTE:P1851:n1,iTE,P1851,edge-on orientation,not_yet_annotated
iTE:P1851:n2,iTE,P1851,ion transport,not_yet_annotated
iTE:P1852:n1,iTE,P1852,macroscopic thermoelectric field,not_yet_annotated
iTE:P1852:n2,iTE,P1852,thermoelectrophoretic force,not_yet_annotated
iTE:P1853:n1,iTE,P1853,decreases in structural distortions such as variance of sizes and local strains,not_yet_annotated
iTE:P1853:n2,iTE,P1853,increase in the Curie temperature T-C,not_yet_annotated
iTE:P1854:n1,iTE,P1854,tuning the Fe/Co ratio,not_yet_annotated
iTE:P1854:n2,iTE,P1854,peak ZT similar to 1.1 at about 425 degrees C,not_yet_annotated
iTE:P1855:n1,iTE,P1855,ionic salt post-treatment strategy,not_yet_annotated
iTE:P1855:n2,iTE,P1855,tailoring of the intrinsic electrostatic interaction within PEDOT:PSS,not_yet_annotated
iTE:P1856:n1,iTE,P1856,larger ionic radii of Ni2+,not_yet_annotated
iTE:P1856:n2,iTE,P1856,expansion of the unit cell volume,not_yet_annotated
iTE:P1857:n1,iTE,P1857,Y 3+ doped,not_yet_annotated
iTE:P1857:n2,iTE,P1857,low temperature phase transition of La 3 NbO 7,not_yet_annotated
iTE:P1858:n1,iTE,P1858,YNiPn compounds,not_yet_annotated
iTE:P1858:n2,iTE,P1858,indirect narrow bandgap semiconductors,not_yet_annotated
iTE:P1859:n1,iTE,P1859,CVD-grown Se-carbon films,not_yet_annotated
iTE:P1859:n2,iTE,P1859,largest thermoelectric power reported in the open literature among carbon-based compounds,not_yet_annotated
iTE:P1860:n1,iTE,P1860,strong anharmonicity,not_yet_annotated
iTE:P1860:n2,iTE,P1860,ultralow lattice thermal conductivity,not_yet_annotated
iTE:P1861:n1,iTE,P1861,decoherence,not_yet_annotated
iTE:P1861:n2,iTE,P1861,local symmetry breaking with increasing temperature,not_yet_annotated
iTE:P1862:n1,iTE,P1862,gradient energy band structure of PbTe-PbS/TNAs,not_yet_annotated
iTE:P1862:n2,iTE,P1862,excellent hydrogen production activities,not_yet_annotated
iTE:P1863:n1,iTE,P1863,Ba2GdRuO6 double perovskite oxide,not_yet_annotated
iTE:P1863:n2,iTE,P1863,high figure of merit of 0.86 at 550 K,not_yet_annotated
iTE:P1864:n1,iTE,P1864,regional cooling,not_yet_annotated
iTE:P1864:n2,iTE,P1864,anti-arrhythmic therapy for small tissue sizes,not_yet_annotated
iTE:P1865:n1,iTE,P1865,almost flat conduction band along the L to Gamma direction,not_yet_annotated
iTE:P1865:n2,iTE,P1865,large value (1100 mu V K-1) of Seebeck coefficient,not_yet_annotated
iTE:P1866:n1,iTE,P1866,quantum confinement for crystallite size,not_yet_annotated
iTE:P1866:n2,iTE,P1866,larger band gap,not_yet_annotated
iTE:P1867:n1,iTE,P1867,increasing the Al3+ content,not_yet_annotated
iTE:P1867:n2,iTE,P1867,Lattice constant values,not_yet_annotated
iTE:P1868:n1,iTE,P1868,Mono-Si,not_yet_annotated
iTE:P1868:n2,iTE,P1868,highest eta ele of 20.0 % at 11 concentration ratios,not_yet_annotated
iTE:P1869:n1,iTE,P1869,uptake of oxygen at vacant sites,not_yet_annotated
iTE:P1869:n2,iTE,P1869,formation of electronic holes,not_yet_annotated
iTE:P1870:n1,iTE,P1870,vibration involving La ions in the X-12 cage,not_yet_annotated
iTE:P1870:n2,iTE,P1870,low-energy optical modes,not_yet_annotated
iTE:P1871:n1,iTE,P1871,electron transfer reaction between alkali metal and aromatic compounds,not_yet_annotated
iTE:P1871:n2,iTE,P1871,alkali metal cation and radical anion,not_yet_annotated
iTE:P1872:n1,iTE,P1872,Light-induced phase transitions in the hydrogel,not_yet_annotated
iTE:P1872:n2,iTE,P1872,"voltages that resemble low-intensity, alternating electric fields",not_yet_annotated
iTE:P1873:n1,iTE,P1873,additional Al,not_yet_annotated
iTE:P1873:n2,iTE,P1873,very small band gap,not_yet_annotated
iTE:P1874:n1,iTE,P1874,Mott's model of phonon-assisted polaronic hopping,not_yet_annotated
iTE:P1874:n2,iTE,P1874,conductivity data,not_yet_annotated
iTE:P1875:n1,iTE,P1875,increasing sulfur composition at any fixed magnesium composition,not_yet_annotated
iTE:P1875:n2,iTE,P1875,Elastic stiffness constants,not_yet_annotated
iTE:P1876:n1,iTE,P1876,Cu6Se2Te2,not_yet_annotated
iTE:P1876:n2,iTE,P1876,enhancement in the power factor,not_yet_annotated
iTE:P1877:n1,iTE,P1877,ultrasonic vibration,not_yet_annotated
iTE:P1877:n2,iTE,P1877,phase separation of PEDOT and PSS,not_yet_annotated
iTE:P1878:n1,iTE,P1878,unique Li+ solvation with the aggregated double anions,not_yet_annotated
iTE:P1878:n2,iTE,P1878,enhanced mobility kinetics of Li+,not_yet_annotated
iTE:P1879:n1,iTE,P1879,ions in the electrolyte are accumulated on the surface of the samples,not_yet_annotated
iTE:P1879:n2,iTE,P1879,electrostatic carrier doping at the interface,not_yet_annotated
iTE:P1880:n1,iTE,P1880,O-v-Mn2O3@rGO/CNTs composite,not_yet_annotated
iTE:P1880:n2,iTE,P1880,maximum specific capacity of 82.91 mAh/g at 6 mA/cm(2),not_yet_annotated
iTE:P1881:n1,iTE,P1881,strong covalent B-B interactions and partially ionic Al & horbar;B bonds,not_yet_annotated
iTE:P1881:n2,iTE,P1881,overall structural integrity,not_yet_annotated
iTE:P1882:n1,iTE,P1882,increasing Se concentrations,not_yet_annotated
iTE:P1882:n2,iTE,P1882,decreasing ionic character,not_yet_annotated
iTE:P1883:n1,iTE,P1883,strong covalency,not_yet_annotated
iTE:P1883:n2,iTE,P1883,semiconducting gap,not_yet_annotated
iTE:P1884:n1,iTE,P1884,"filling atoms Ba, Ce, and Y in Sb-icosahedron voids",not_yet_annotated
iTE:P1884:n2,iTE,P1884,lattice thermal conductivity of RyMxCo4-xSb12 compounds,not_yet_annotated
iTE:P1885:n1,iTE,P1885,increase in the concentration of titanium vacancies,not_yet_annotated
iTE:P1885:n2,iTE,P1885,shift of the n-p transition point toward lower values of oxygen activity,not_yet_annotated
iTE:P1887:n1,iTE,P1887,Li atoms filling vacancies and substituting atoms in the Ge framework,not_yet_annotated
iTE:P1887:n2,iTE,P1887,expansion of the unit cell,not_yet_annotated
iTE:P1888:n1,iTE,P1888,mixed electronic and ionic compensation,not_yet_annotated
iTE:P1888:n2,iTE,P1888,slope of the log sigma vs log p(O-2) dependence is -1/5.4,not_yet_annotated
iTE:P1889:n1,iTE,P1889,electric field,not_yet_annotated
iTE:P1889:n2,iTE,P1889,Kapitza resistance,not_yet_annotated
iTE:P1890:n1,iTE,P1890,interplay between ionic and covalent bonds,not_yet_annotated
iTE:P1890:n2,iTE,P1890,formation of pentagonal NWs,not_yet_annotated
iTE:P1891:n1,iTE,P1891,Chemical dissimilarity among the II and I/IV atoms,not_yet_annotated
iTE:P1891:n2,iTE,P1891,barrier to antisite formation,not_yet_annotated
iTE:P1893:n1,iTE,P1893,Lattice softening and LO-TO splitting,not_yet_annotated
iTE:P1893:n2,iTE,P1893,minimum kappa for the TiCoSb1.02 synthesized sample,not_yet_annotated
iTE:P1894:n1,iTE,P1894,Heikes model,not_yet_annotated
iTE:P1894:n2,iTE,P1894,thermopower of CaTiO3,not_yet_annotated
iTE:P1895:n1,iTE,P1895,trigonal-tricationic room temperature ionic liquid,not_yet_annotated
iTE:P1895:n2,iTE,P1895,bleed observed with the PDMS,not_yet_annotated
iTE:P1897:n1,iTE,P1897,jumps are infrequent,not_yet_annotated
iTE:P1897:n2,iTE,P1897,low thermal conductivity,not_yet_annotated
iTE:P1898:n1,iTE,P1898,ionic bonding,not_yet_annotated
iTE:P1898:n2,iTE,P1898,LO-TO splitting in the phonon dispersion curves,not_yet_annotated
iTE:P1899:n1,iTE,P1899,fast diffusion at high spin state,not_yet_annotated
iTE:P1899:n2,iTE,P1899,high number of carrier density,not_yet_annotated
iTE:P1900:n1,iTE,P1900,PEDOT:PSS/DES,not_yet_annotated
iTE:P1900:n2,iTE,P1900,over three-fold improvements in impedance and charge injection capacity in vitro,not_yet_annotated
iTE:P1901:n1,iTE,P1901,changes in orbital hybridization,not_yet_annotated
iTE:P1901:n2,iTE,P1901,Bandgap energies,not_yet_annotated
iTE:P1902:n1,iTE,P1902,GO layer facing higher concentration electrolytes,not_yet_annotated
iTE:P1902:n2,iTE,P1902,much higher ionic conductance,not_yet_annotated
iTE:P1903:n1,iTE,P1903,Na+/Cl- ionic shielding effects,not_yet_annotated
iTE:P1903:n2,iTE,P1903,conductivity,not_yet_annotated
iTE:P1904:n1,iTE,P1904,Ce,not_yet_annotated
iTE:P1904:n2,iTE,P1904,weak ferromagnetism,not_yet_annotated
iTE:P1905:n1,iTE,P1905,more covalent character in Li3P and Li3As,not_yet_annotated
iTE:P1905:n2,iTE,P1905,decreasing bandgaps (1.1 eV to 0.7 eV to 0.65 eV),not_yet_annotated
iTE:P1906:n1,iTE,P1906,3C SiC,not_yet_annotated
iTE:P1906:n2,iTE,P1906,highest thermal conductivity of 172 Wm(-1)K(-1) at 300 K,not_yet_annotated
iTE:P1907:n1,iTE,P1907,decreasing ionic radius of R3+,not_yet_annotated
iTE:P1907:n2,iTE,P1907,average R-O bond length,not_yet_annotated
iTE:P1908:n1,iTE,P1908,soft vibrational modes of the rattling,not_yet_annotated
iTE:P1908:n2,iTE,P1908,phonon transport,not_yet_annotated
iTE:P1910:n1,iTE,P1910,stronger electronic disorder for Gd doping,not_yet_annotated
iTE:P1910:n2,iTE,P1910,tendency for localization,not_yet_annotated
iTE:P1911:n1,iTE,P1911,slightly over-saturated in Cu,not_yet_annotated
iTE:P1911:n2,iTE,P1911,faster dissolution,not_yet_annotated
iTE:P1912:n1,iTE,P1912,dissolution-precipitation process with temperature,not_yet_annotated
iTE:P1912:n2,iTE,P1912,strongly temperature-dependent carrier density,not_yet_annotated
iTE:P1913:n1,iTE,P1913,parabolic bands in the vicinity of the Fermi level,not_yet_annotated
iTE:P1913:n2,iTE,P1913,low effective mass,not_yet_annotated
iTE:P1914:n1,iTE,P1914,contracted trimer structures,not_yet_annotated
iTE:P1914:n2,iTE,P1914,fast Ag+ diffusion,not_yet_annotated
iTE:P1915:n1,iTE,P1915,-5% biaxial and hydrostatic strains,not_yet_annotated
iTE:P1915:n2,iTE,P1915,64.17 and 67.54 g H2 per L,not_yet_annotated
iTE:P1916:n1,iTE,P1916,distortion of the octahedral coordination around antimony atoms,not_yet_annotated
iTE:P1916:n2,iTE,P1916,stereochemical activity of antimony lone-pairs,not_yet_annotated
iTE:P1917:n1,iTE,P1917,contact surface area decreases,not_yet_annotated
iTE:P1917:n2,iTE,P1917,friction and the amount of heat generated,not_yet_annotated
iTE:P1918:n1,iTE,P1918,content of conducting particles,not_yet_annotated
iTE:P1918:n2,iTE,P1918,clusters are destroyed to be created again,not_yet_annotated
iTE:P1919:n1,iTE,P1919,strong interactions within the electron gas,not_yet_annotated
iTE:P1919:n2,iTE,P1919,behavior resembling correlated transport of electrons,not_yet_annotated
iTE:P1920:n1,iTE,P1920,small polaron hopping model,not_yet_annotated
