paper_id,year,source_membership,concept_id,canonical_concept,evidence_field,evidence_text,rule_kind,mapping_status
P1402,2017,iTE,C0783369D77,PEDOT family,title,One-step electrodeposition of free-standing flexible conducting PEDOT derivative film and its electrochemical capacitive and thermoelectric performance,family_recall,already_mapped
P1403,2023,iTE,C0783369D77,PEDOT family,material_raw,"PEDOT:PSS mixed conductors with Zonyl, DMSO, and CNT additives",family_recall,already_mapped
P1403,2023,iTE,C95D66F92B2,carbon nanotube family,material_raw,"PEDOT:PSS mixed conductors with Zonyl, DMSO, and CNT additives",family_recall,already_mapped
P1409,2021,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),title,Molecular Dynamics Approach to Calculate the Thermodiffusion (Soret and Seebeck) Coefficients of Salts in Aqueous Solutions,synonym_recall,already_mapped
P1430,2013,iTE,C0783369D77,PEDOT family,title,Enhancement of the thermoelectric properties of PEDOT:PSS thin films by post-treatment,family_recall,already_mapped
P1432,2023,iTE,C0783369D77,PEDOT family,material_raw,PEDOT:PSS treated with protic ionic liquid p-MIM:TCB and compared with EMIM:TCB,family_recall,already_mapped
P1433,2023,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,thermodiffusion in stretchable electrolytes creates large Seebeck coefficients for wearable heat harvesting and self-powered sensing,synonym_recall,already_mapped
P1447,2023,iTE,C0783369D77,PEDOT family,title,"Highly Conductive, Ultrastrong, and Flexible Wet-Spun PEDOT:PSS/ Ionic Liquid Fibers for Wearable Electronics",family_recall,already_mapped
P1449,2023,iTE,C0783369D77,PEDOT family,material_raw,PEDOT:PSS/p-MIM:TFSI transparent stretchable electrodes compared with EMIM:TFSI and Li:TFSI,family_recall,already_mapped
P1457,2017,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,ion-specific heats of transport for Li+ and Cl- determine Soret minima and concentration/temperature-dependent Seebeck coefficients,synonym_recall,already_mapped
P1474,2024,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,"temperature-gradient-driven ion-surface interactions, Soret effect, and thermoelectric transport intercalate NaCl ions and generate concentration-dependent voltage response",synonym_recall,already_mapped
P1482,2019,iTE,C0783369D77,PEDOT family,title,Highly Stretchable and Air-Stable PEDOT:PSS/Ionic Liquid Composites for Efficient Organic Thermoelectrics,family_recall,already_mapped
P1491,2022,iTE,C0783369D77,PEDOT family,title,3D cellulose fiber networks modified by PEDOT:PSS/graphene nanoplatelets for thermoelectric applications,family_recall,already_mapped
P1519,2025,iTE,C0783369D77,PEDOT family,material_raw,PEDOT:PSS/protic imidazolium TFSI ionic-liquid thin films,family_recall,already_mapped
P1520,2026,iTE,C5E47CC0A62,Hofmeister/chaotropic effect,mechanism_raw,"BF4- chaotropicity and EMIM+-I3- interactions increase entropy/potential differences, enabling woven body-temperature sensing thermocell wristbands",synonym_recall,already_mapped
P1520,2026,iTE,C2106B674B9,iodide/triiodide,mechanism_raw,"BF4- chaotropicity and EMIM+-I3- interactions increase entropy/potential differences, enabling woven body-temperature sensing thermocell wristbands",synonym_recall,added
P1523,2018,iTE,C0783369D77,PEDOT family,material_raw,Bi0.5Sb1.5Te3/PEDOT:PSS composites with Triton X-100 surfactant,family_recall,already_mapped
P1528,2022,iTE,C0783369D77,PEDOT family,title,fluence of the molecular weight and size distribution of PSS on mixed ionic-electronic transport in PEDOT:PSS,family_recall,already_mapped
P1545,2020,iTE,C0783369D77,PEDOT family,material_raw,sulfonate-bearing polythiophene films PTS-Na and PEDOT:PSS,family_recall,already_mapped
P1549,2020,iTE,CA6C42A1D77,ferri/ferrocyanide family,title,Volume effect of organic solvent on electrochemical Seebeck coefficient of [Fe(CN)6]4-/[Fe(CN)6]3- in water,family_recall,already_mapped
P1553,2020,iTE,C0783369D77,PEDOT family,material_raw,CuCl2-containing PEDOT:PSS mixed ionic-electronic films,family_recall,already_mapped
P1584,2019,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,thermodiffusion inversion arises from changing nanoparticle Eastman entropy and free-ion thermoelectric contributions across solvent composition,synonym_recall,already_mapped
P1589,2023,iTE,C95D66F92B2,carbon nanotube family,material_raw,"NR/ZDMA/CNT natural-rubber composites with ZnO, methacrylic acid, CNT, and ionic supramolecular network",family_recall,already_mapped
P1596,2024,iTE,C95D66F92B2,carbon nanotube family,material_raw,carbon nanotubes gated by ionic liquid and chemically doped PTE detectors,family_recall,already_mapped
P1601,2019,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),title,Thermodiffusion of citrate-coated γ-Fe2O3 nanoparticles in aqueous dispersions with tuned counter-ions - anisotropy of the Soret coefficient under a magnet,synonym_recall,already_mapped
P1613,2025,iTE,C0783369D77,PEDOT family,title,Enhanced thermoelectric performance of PEDOT:PSS film by two-step post-treatment with mixed solvent based ionic liquid,family_recall,already_mapped
P1614,2026,iTE,CA6C42A1D77,ferri/ferrocyanide family,material_raw,humidity-stable ionic hydrogel quasi-solid thermocells with amphiphilic networks and [Fe(CN)6]4-/3-,family_recall,already_mapped
P1629,2015,iTE,C95D66F92B2,carbon nanotube family,title,Hybrid Films of Graphene and Carbon Nanotubes for High Performance Chemical and Temperature Sensing Applications,family_recall,already_mapped
P1641,2026,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,ion promotes Zn2+ migration/uniform deposition and cation-anion diffusion asymmetry amplifies ionic thermodiffusion for self-powered sensing,synonym_recall,already_mapped
P1650,2026,iTE,C95D66F92B2,carbon nanotube family,title,Reinforced photothermoelectric effect of single-walled carbon nanotubes by electrochemical regulation,family_recall,already_mapped
P1666,2023,iTE,C0783369D77,PEDOT family,title,Highly flexible and stable green perovskite light-emitting diodes based on IL-modified PEDOT:PSS film,family_recall,already_mapped
P1696,2010,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),title,Modeling of thermodiffusion in liquid metal alloys,synonym_recall,already_mapped
P1701,2005,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),title,On the Soret effect in binary nonstoichiometric oxides - kinetic demixing of cuprite in a temperature gradient,synonym_recall,already_mapped
P1707,2026,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,Na+ thermodiffusion via Soret effect generates ionic thermovoltage while the soft conductive network transduces strain,synonym_recall,already_mapped
P1711,2024,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,fast NH4+ diffusion plus reversible insertion/thermo-extraction couples thermodiffusion with heat-to-electric storage,synonym_recall,already_mapped
P1719,2026,iTE,C0783369D77,PEDOT family,material_raw,PVA/PEDOT:PSS/LiCl ion-diffusion hydrogel wound patch,family_recall,already_mapped
P1719,2026,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,asymmetric Li+ and Cl- diffusion in the polymer matrix generates thermodiffusion voltage while ionic conductivity converts strain to impedance changes,synonym_recall,already_mapped
P1721,2026,iTE,C0783369D77,PEDOT family,material_raw,bacterial cellulose/sodium alginate/PEDOT/PANI composite aerogel crosslinked by Ca2+,family_recall,already_mapped
P1732,2020,iTE,C0783369D77,PEDOT family,material_raw,PEDOT treated by ionic-liquid additives with varied cation/anion ratios,family_recall,already_mapped
P1744,2023,iTE,CE6FC512ED2,dynamic crosslinked gel network,mechanism_raw,tate ionic thermoelectric response converts tiny temperature differences into voltage while elastic self-healing network survives seawater and pressure,family_recall,added
P1750,2013,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,"Soret, thermoelectric, and electrothermal coupling among ions, potential, flow, and temperature modifies streaming potentials",synonym_recall,already_mapped
P1770,2017,iTE,CA6C42A1D77,ferri/ferrocyanide family,title,Temperature effect on redox voltage in LixCo[Fe(CN)6]y,family_recall,added
P1774,2019,iTE,C95D66F92B2,carbon nanotube family,title,Stacked double-walled carbon nanotube sheet electrodes for electrochemically harvesting thermal energy,family_recall,already_mapped
P1779,2023,iTE,C0783369D77,PEDOT family,material_raw,PEDOT:PSS hole transport layer in organic-inorganic hybrid solar cells,family_recall,already_mapped
P1782,2025,iTE,C0783369D77,PEDOT family,material_raw,PBFDO/TPU/ionic liquid PBTI n-type conducting elastomer with PEDOT:PSS p-type counterpart,family_recall,already_mapped
P1802,2022,iTE,C0783369D77,PEDOT family,title,Robust and Highly Conductive PEDOT:PSS:Ag Nanowires/Polyethyleneimine Multilayers Based on Ionic Layer-by-Layer Assembly for E-Textiles and 3D Electronics,family_recall,already_mapped
P1813,2020,iTE,C95D66F92B2,carbon nanotube family,title,Highly efficient thermo-electrochemical energy harvesting from graphene-carbon nanotube 'hybrid' aerogels,family_recall,already_mapped
P1818,2026,iTE,C5E47CC0A62,Hofmeister/chaotropic effect,mechanism_raw,"oxidized curdlan initiates sunlight polymerization and Fe3+/SO4 solvent exchange creates Hofmeister/coordination networks for ionic TE, cooling, and storage",synonym_recall,already_mapped
P1842,2013,iTE,C95D66F92B2,carbon nanotube family,title,"Modeling and Fabrication of Three-Dimensional Multijunction Multiband Photovoltaic Solar Cell Based-Carbon Nanotube (Retracted article. See vol. 137, 017001, 2015)",family_recall,already_mapped
P1851,2019,iTE,C0783369D77,PEDOT family,title,"Microstructure-dependent electrochemical properties of chemical-vapor deposited poly(3,4-ethylenedioxythiophene) (PEDOT) films",family_recall,already_mapped
P1852,2025,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,"ractions, enslaved ion fluxes, heat of transfer, and thermoelectric fields determine thermophoresis/Soret behavior",synonym_recall,already_mapped
P1855,2024,iTE,C0783369D77,PEDOT family,material_raw,Zn(TFSI)2-post-treated freestanding PEDOT:PSS films,family_recall,already_mapped
P1877,2018,iTE,C0783369D77,PEDOT family,title,Tailoring Characteristics of PEDOT:PSS Coated on Glass and Plastics by Ultrasonic Substrate Vibration Post Treatment,family_recall,already_mapped
P1878,2024,iTE,C3002C089A5,ionic thermodiffusion (Soret effect),mechanism_raw,"fluorosurfactant changes Li+ solvation into aggregated double-anion environments, improving Li+ thermodiffusion, interface stability, and thermopower",synonym_recall,already_mapped
P1880,2022,iTE,C95D66F92B2,carbon nanotube family,title,Mesoporous oxygen vacancy 3D-rhombohedral Ov-Mn2O3 mixed with rGO@CNTs as cathode material for self-charging pouch-type hybrid supercapacitor applications,family_recall,already_mapped
P1900,2026,iTE,C0783369D77,PEDOT family,title,PEDOT:PSS conducting eutectogel for enhanced electrical recording and stimulation in implantable neural interfaces,family_recall,already_mapped
P1942,2025,iTE,C0783369D77,PEDOT family,title,Insight into the Optoelectronic Response of Exfoliated Bi2Te3-PEDOT:PSS/SnS Heterostructure-Based Self Powered Vis-NIR Photodetector,family_recall,already_mapped
P1959,2024,iTE,C0783369D77,PEDOT family,title,Fabrication of highly stretchable salt and solvent blended PEDOT:PSS/PVA free-standing films: non-linear to linear electrical conduction response,family_recall,already_mapped
P1974,2009,iTE,C95D66F92B2,carbon nanotube family,title,Light-Driven Thermoelectric Conversion Based on a Carbon Nanotube-Ionic Liquid Gel Composite,family_recall,already_mapped
