paper_id,concept_id,canonical_concept,concept_type,concept_subtype,evidence_field,evidence_text,extraction_method,confidence
P1666,CCB7E33D0FE,ionic liquid,material_system,electrolyte and solvent,mechanism_raw,ionic liquid,controlled_rule,0.94
P1666,CF6EB9E126B,perovskite,material_system,solid thermoelectric family,material_raw,perovskite,controlled_rule,0.94
P1667,C06AB309E36,electrochemical impedance spectroscopy,characterization_method,electrochemical characterization,abstract,electrochemical impedance spectroscopy,controlled_rule,0.94
P1667,C3848258807,Al2O3,material_entity,chemical formula,material_raw,Al2O3,chemical_formula_parser,0.9
P1667,C5C8C31EAB3,high electrical conductivity,property_metric,property/metric,abstract/material/mechanism,high electrical conductivity,cleaned_open_concept,0.78
P1667,C83B8CE46CF,high conductivity,property_metric,property/metric,abstract/material/mechanism,high conductivity,cleaned_open_concept,0.78
P1667,C86FD936824,impedance spectroscopy,characterization_method,characterization method,abstract/material/mechanism,impedance spectroscopy,cleaned_open_concept,0.78
P1667,CA8311B95A4,electrical conductivity,property_metric,transport property,abstract,electrical conductivity,controlled_rule,0.94
P1667,CB650BF52CF,X-ray diffraction,characterization_method,structure characterization,abstract,x-ray diffraction,controlled_rule,0.94
P1667,CBC536166F4,ionic conductivity,property_metric,transport property,mechanism_raw,ionic conductivity,controlled_rule,0.94
P1667,CCFD9A81EEE,solid electrolyte,material_system,electrolyte and solvent,abstract,solid state electrolyte,controlled_rule,0.94
P1667,CD4C833BBB0,low conductivity,property_metric,property/metric,abstract/material/mechanism,low conductivity,cleaned_open_concept,0.78
P1668,C5A8DA1C047,CrO3,material_entity,chemical formula,material_raw,CrO3,chemical_formula_parser,0.9
P1668,CB9430BE241,photothermal thermogalvanic integration,device_function,device function,material+mechanism+abstract,"Ca-doped lanthanum chromite La1-xCaxCrO3, especially La0.5Ca0.5CrO3 | Ca2+ doping distorts lattice, raises Cr valence, and creates oxygen vacancies, enhancing solar absorption and thermal emittance",domain_curated_rule,0.97
P1669,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"Ca-Li dual-cationic trifluoromethanesulfonate ionic liquid electrolyte with functionalized AmimCl and PEN@ZrBDC-F-4% anionophilic separator | dual Ca2+/Li+ thermal charging stores charge cooperatively, AmimCl increases cation mobility, and anionophilic ZrBDC-F promotes carrier migration",domain_curated_rule,0.97
P1669,C338491CE9C,thermal charging redox storage,device_function,device function,material+mechanism+abstract,"Ca-Li dual-cationic trifluoromethanesulfonate ionic liquid electrolyte with functionalized AmimCl and PEN@ZrBDC-F-4% anionophilic separator | dual Ca2+/Li+ thermal charging stores charge cooperatively, AmimCl increases cation mobility, and anionophilic ZrBDC-F promotes carrier migration",domain_curated_rule,0.97
P1669,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,thermopower,controlled_rule,0.94
P1669,CCB7E33D0FE,ionic liquid,material_system,electrolyte and solvent,material_raw,ionic liquid,controlled_rule,0.94
P1669,CE98C075230,thermal charging,device_function,device function,abstract/material/mechanism,thermal charging,cleaned_open_concept,0.78
P1669,CFE4361F368,charge-carrier mobility,solid_state_mechanism,electronic transport,abstract,carrier mobility,controlled_rule,0.94
P1670,C0617A8C2F0,conductivity sigma,property_metric,property/metric,abstract/material/mechanism,conductivity sigma,cleaned_open_concept,0.78
P1670,C30475C6EA1,electrical conductivity sigma,property_metric,property/metric,abstract/material/mechanism,electrical conductivity sigma,cleaned_open_concept,0.78
P1670,C331CCBD546,electron microscopy,characterization_method,characterization method,abstract/material/mechanism,electron microscopy,cleaned_open_concept,0.78
P1670,C5EFC27B241,power factor,property_metric,thermoelectric metric,mechanism_raw,power factor,controlled_rule,0.94
P1670,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1670,C708A5286C3,SnO2,material_entity,chemical formula,material_raw,SnO2,chemical_formula_parser,0.9
P1670,C7096F6ECC5,imidazolium ionic-liquid phase transition electrolyte,material_system,material/system,material+mechanism+abstract,"nanostructured porous Sb:SnO2 film with Cr(III) acetylacetonate in 3-methoxypropionitrile electrolyte | redox electrolyte donates electrons to Sb:SnO2, lowering resistivity more than Seebeck loss and increasing the solid-liquid thermoelectric power factor",domain_curated_rule,0.97
P1670,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"nanostructured porous Sb:SnO2 film with Cr(III) acetylacetonate in 3-methoxypropionitrile electrolyte | redox electrolyte donates electrons to Sb:SnO2, lowering resistivity more than Seebeck loss and increasing the solid-liquid thermoelectric power factor",domain_curated_rule,0.97
P1670,C86FD936824,impedance spectroscopy,characterization_method,characterization method,abstract/material/mechanism,impedance spectroscopy,cleaned_open_concept,0.78
P1670,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,Seebeck coefficient,controlled_rule,0.94
P1670,CA8311B95A4,electrical conductivity,property_metric,transport property,abstract,electrical conductivity,controlled_rule,0.94
P1670,CCB7E33D0FE,ionic liquid,material_system,electrolyte and solvent,abstract,ionic liquids,controlled_rule,0.94
P1670,CCF542D6217,thermal conductivity,property_metric,transport property,abstract,thermal conductivity,controlled_rule,0.94
P1670,CE1E499232F,scanning electron microscopy,characterization_method,microscopy,abstract,scanning electron microscopy,controlled_rule,0.94
P1671,C004CC2098D,AgCrS2,material_entity,chemical formula,material_raw,AgCrS2,chemical_formula_parser,0.9
P1671,C1FC9BD492E,alloy/disorder phonon scattering,solid_state_mechanism,thermal transport,mechanism_raw,site disorder,controlled_rule,0.94
P1671,C2378F90E64,anharmonic phonon transport,solid_state_mechanism,thermal transport,mechanism_raw,anharmonic,controlled_rule,0.94
P1671,C4052F644EA,low lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,low lattice thermal conductivity,cleaned_open_concept,0.78
P1671,C45EE16DE6E,lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,lattice thermal conductivity,cleaned_open_concept,0.78
P1671,C6AF4664C16,ACrX2,material_entity,chemical formula,material_raw,ACrX2,chemical_formula_parser,0.9
P1671,C7FACAA1363,AgCrSe2,material_entity,chemical formula,material_raw,AgCrSe2,chemical_formula_parser,0.9
P1671,C89EEAA9F17,CuCrS2,material_entity,chemical formula,material_raw,CuCrS2,chemical_formula_parser,0.9
P1671,C9968B5FA4F,seebeck coefficients,property_metric,property/metric,abstract/material/mechanism,seebeck coefficients,cleaned_open_concept,0.78
P1671,CACF6FDAA21,high ionic conductivity,property_metric,property/metric,abstract/material/mechanism,high ionic conductivity,cleaned_open_concept,0.78
P1671,CB727037BDD,lattice thermal-conductivity suppression,solid_state_mechanism,thermal transport,abstract,"reduction in lattice thermal conductivity was observed in the high-temperature phase, despite the increased disorder on the cation site and the onset of superionic conductivity. This suggests that the low lattice thermal conductivity",controlled_rule,0.94
P1671,CBC536166F4,ionic conductivity,property_metric,transport property,abstract,ionic conductivity,controlled_rule,0.94
P1671,CC9289BCDC3,CuCrSe2,material_entity,chemical formula,material_raw,CuCrSe2,chemical_formula_parser,0.9
P1671,CCF542D6217,thermal conductivity,property_metric,transport property,mechanism_raw,thermal conductivity,controlled_rule,0.94
P1671,CEA29EF1A99,thermal-gradient heat-transfer control,device_mechanism,thermal management,abstract,thermal resistance,controlled_rule,0.94
P1672,C1222343440,powder diffraction,characterization_method,characterization method,abstract/material/mechanism,powder diffraction,cleaned_open_concept,0.78
P1672,C5687B7EA63,ZnCr2,material_entity,chemical formula,material_raw,ZnCr2,chemical_formula_parser,0.9
P1673,C384BEE1074,density functional theory,computational_method,electronic-structure calculation,abstract,density functional theory,controlled_rule,0.94
P1674,C2276A75659,SrTiO3,material_entity,chemical formula,material_raw,SrTiO3,chemical_formula_parser,0.9
P1674,C5324084A22,molecular dynamics,computational_method,atomistic simulation,abstract,molecular dynamics,controlled_rule,0.94
P1674,CCF542D6217,thermal conductivity,property_metric,transport property,abstract,thermal conductivity,controlled_rule,0.94
P1675,CF458C61212,LiNbO3,material_entity,chemical formula,material_raw,LiNbO3,chemical_formula_parser,0.9
P1676,C10C4FF4B6C,hydrogen bonding,solvation_entropy,intermolecular interaction,mechanism_raw,hydrogen bonds,controlled_rule,0.94
P1676,C8CF7730997,ac conductivity,property_metric,property/metric,abstract/material/mechanism,ac conductivity,cleaned_open_concept,0.78
P1676,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,thermopower,controlled_rule,0.94
P1676,CA076BE905C,TTFCOOND4,material_entity,chemical formula,material_raw,TTFCOOND4,chemical_formula_parser,0.9
P1676,CB02CED7099,carrier-concentration optimization,solid_state_mechanism,electronic transport,abstract,carrier concentration,controlled_rule,0.94
P1676,CD2945515EE,TTFCOONH4,material_entity,chemical formula,material_raw,TTFCOONH4,chemical_formula_parser,0.9
P1676,CFE4361F368,charge-carrier mobility,solid_state_mechanism,electronic transport,abstract,carrier mobility,controlled_rule,0.94
P1677,C6F22187716,electronic conductivity,property_metric,property/metric,abstract/material/mechanism,electronic conductivity,cleaned_open_concept,0.78
P1677,CDB90DFF9A6,conductivity measurements,property_metric,property/metric,abstract/material/mechanism,conductivity measurements,cleaned_open_concept,0.78
P1678,C2378F90E64,anharmonic phonon transport,solid_state_mechanism,thermal transport,mechanism_raw,anharmonicity,controlled_rule,0.94
P1678,C384BEE1074,density functional theory,computational_method,electronic-structure calculation,abstract,DFT,controlled_rule,0.94
P1678,C3D74C503D4,Bi2Te3,material_entity,solid thermoelectric,abstract,Bi2Te3,controlled_rule,0.94
P1678,C4052F644EA,low lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,low lattice thermal conductivity,cleaned_open_concept,0.78
P1678,C45EE16DE6E,lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,lattice thermal conductivity,cleaned_open_concept,0.78
P1678,C6D6399FFC8,HfS2,material_entity,chemical formula,material_raw,HfS2,chemical_formula_parser,0.9
P1678,C83F99EC4D7,ultra-low lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,ultra-low lattice thermal conductivity,cleaned_open_concept,0.78
P1678,CADCC57C7F1,SnSe,material_entity,solid thermoelectric,abstract,SnSe,controlled_rule,0.94
P1678,CB19ED8936D,MoS2,material_entity,two-dimensional material,abstract,MoS2,controlled_rule,0.94
P1678,CB727037BDD,lattice thermal-conductivity suppression,solid_state_mechanism,thermal transport,mechanism_raw,ultralow lattice thermal conductivity,controlled_rule,0.94
P1678,CCF542D6217,thermal conductivity,property_metric,transport property,mechanism_raw,thermal conductivity,controlled_rule,0.94
P1678,CD0AC412088,ultralow lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,ultralow lattice thermal conductivity,cleaned_open_concept,0.78
P1678,CDBBD5033EA,HfSe2,material_entity,chemical formula,material_raw,HfSe2,chemical_formula_parser,0.9
P1679,C3A804F9865,Cu2O,material_entity,chemical formula,material_raw,Cu2O,chemical_formula_parser,0.9
P1679,C44799FE290,defect engineering,solid_state_mechanism,defect chemistry,mechanism_raw,"vacancy defects, shifting Fermi level and transport",controlled_rule,0.94
P1679,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1679,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,Seebeck coefficient,controlled_rule,0.94
P1679,CA8311B95A4,electrical conductivity,property_metric,transport property,abstract,electrical conductivity,controlled_rule,0.94
P1679,CFE4361F368,charge-carrier mobility,solid_state_mechanism,electronic transport,abstract,hole mobility,controlled_rule,0.94
P1680,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,mechanism_raw,ion conduction,controlled_rule,0.94
P1680,C2964ADB3A9,chalcogenide,material_system,solid thermoelectric family,abstract,chalcogenides,controlled_rule,0.94
P1680,C5EFC27B241,power factor,property_metric,thermoelectric metric,mechanism_raw,power factor,controlled_rule,0.94
P1680,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1680,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,Seebeck coefficient,controlled_rule,0.94
P1680,CA8311B95A4,electrical conductivity,property_metric,transport property,abstract,electrical conductivity,controlled_rule,0.94
P1680,CB02CED7099,carrier-concentration optimization,solid_state_mechanism,electronic transport,mechanism_raw,carrier density,controlled_rule,0.94
P1681,CF840763400,TiO2,material_entity,chemical formula,material_raw,TiO2,chemical_formula_parser,0.9
P1682,C38C7E198D9,Raman spectroscopy,characterization_method,spectroscopy,abstract,Raman spectroscopy,controlled_rule,0.94
P1682,C650C0B37A1,Sn2S3,material_entity,chemical formula,material_raw,Sn2S3,chemical_formula_parser,0.9
P1682,CB650BF52CF,X-ray diffraction,characterization_method,structure characterization,abstract,X-ray diffraction,controlled_rule,0.94
P1683,C3DB4F04D16,rattling-mode phonon suppression,solid_state_mechanism,thermal transport,mechanism_raw,rattling,controlled_rule,0.94
P1683,C45EE16DE6E,lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,lattice thermal conductivity,cleaned_open_concept,0.78
P1683,CA62C8F275F,Co4Sb12,material_entity,chemical formula,material_raw,Co4Sb12,chemical_formula_parser,0.9
P1683,CB02CED7099,carrier-concentration optimization,solid_state_mechanism,electronic transport,mechanism_raw,carrier concentration,controlled_rule,0.94
P1683,CB530564ED0,skutterudite,material_system,solid thermoelectric family,material_raw,skutterudites,controlled_rule,0.94
P1683,CB650BF52CF,X-ray diffraction,characterization_method,structure characterization,abstract,x-ray diffraction,controlled_rule,0.94
P1683,CB727037BDD,lattice thermal-conductivity suppression,solid_state_mechanism,thermal transport,mechanism_raw,lower lattice thermal conductivity,controlled_rule,0.94
P1683,CCB610B0F66,lower lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,lower lattice thermal conductivity,cleaned_open_concept,0.78
P1683,CCF542D6217,thermal conductivity,property_metric,transport property,mechanism_raw,thermal conductivity,controlled_rule,0.94
P1684,C384BEE1074,density functional theory,computational_method,electronic-structure calculation,abstract,density functional theory,controlled_rule,0.94
P1684,CA51638BAAB,Ce3XY,material_entity,chemical formula,material_raw,Ce3XY,chemical_formula_parser,0.9
P1684,CCF542D6217,thermal conductivity,property_metric,transport property,abstract,thermal conductivity,controlled_rule,0.94
P1684,CF6EB9E126B,perovskite,material_system,solid thermoelectric family,material_raw,perovskites,controlled_rule,0.94
P1685,CA026FEDF4D,CoO2,material_entity,chemical formula,material_raw,CoO2,chemical_formula_parser,0.9
P1685,CA8311B95A4,electrical conductivity,property_metric,transport property,abstract,electrical conductivity,controlled_rule,0.94
P1685,CBF24CD6AF1,electronic-structure modulation,solid_state_mechanism,electronic structure,abstract,electronic structure,controlled_rule,0.94
P1686,C2880A1DF90,SrMoO3,material_entity,chemical formula,material_raw,SrMoO3,chemical_formula_parser,0.9
P1686,C482A6E4588,absorption spectroscopy,characterization_method,characterization method,abstract/material/mechanism,absorption spectroscopy,cleaned_open_concept,0.78
P1686,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1686,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,Seebeck coefficient,controlled_rule,0.94
P1686,CB650BF52CF,X-ray diffraction,characterization_method,structure characterization,abstract,X-ray diffraction,controlled_rule,0.94
P1686,CD7C09EB6BD,SrMoO4,material_entity,chemical formula,material_raw,SrMoO4,chemical_formula_parser,0.9
P1686,CF613FF5F63,seebeck coefficient values,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient values,cleaned_open_concept,0.78
P1686,CF6EB9E126B,perovskite,material_system,solid thermoelectric family,material_raw,perovskites,controlled_rule,0.94
P1687,C38C7E198D9,Raman spectroscopy,characterization_method,spectroscopy,abstract,Raman spectroscopy,controlled_rule,0.94
P1687,C46747A02A1,ion-pairing and complexation,solvation_entropy,complexation,material+mechanism+abstract,"50TeO2-(50-x)V2O3-xK2O ternary glasses | K2O changes TeO3/TeO4 and V coordination/non-bridging oxygens, switching conductivity from mainly ionic to mixed polaronic/ionic behavior",domain_curated_rule,0.97
P1687,C784264BC72,V2O3,material_entity,chemical formula,material_raw,V2O3,chemical_formula_parser,0.9
P1687,C86FD936824,impedance spectroscopy,characterization_method,characterization method,abstract/material/mechanism,impedance spectroscopy,cleaned_open_concept,0.78
P1687,CAD31BE3C31,dc conductivity,property_metric,property/metric,abstract/material/mechanism,dc conductivity,cleaned_open_concept,0.78
P1687,CB650BF52CF,X-ray diffraction,characterization_method,structure characterization,abstract,X-ray diffraction,controlled_rule,0.94
P1687,CCACE9FE8A2,TeO2-,material_entity,chemical formula,material_raw,TeO2-,chemical_formula_parser,0.9
P1688,C028C9C49DC,CaSiO3,material_entity,chemical formula,material_raw,CaSiO3,chemical_formula_parser,0.9
P1688,C384BEE1074,density functional theory,computational_method,electronic-structure calculation,abstract,density functional theory,controlled_rule,0.94
P1688,C413AEDFAA1,positive seebeck,property_metric,property/metric,abstract/material/mechanism,positive seebeck,cleaned_open_concept,0.78
P1688,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1688,C6DC5DD518A,positive seebeck coefficients,property_metric,property/metric,abstract/material/mechanism,positive seebeck coefficients,cleaned_open_concept,0.78
P1688,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,Seebeck coefficient,controlled_rule,0.94
P1688,C9968B5FA4F,seebeck coefficients,property_metric,property/metric,abstract/material/mechanism,seebeck coefficients,cleaned_open_concept,0.78
P1688,CBF24CD6AF1,electronic-structure modulation,solid_state_mechanism,electronic structure,abstract,band gap,controlled_rule,0.94
P1688,CF6EB9E126B,perovskite,material_system,solid thermoelectric family,abstract,perovskites,controlled_rule,0.94
P1689,C106397924D,p/n thermogalvanic series design,device_function,device function,material+mechanism+abstract,"layered heteroanionic NdCuOTe | weak interlayer bonding, ionic-covalent bond inhomogeneity, Cu-d/Te-p antibonding states, and Cu rattling suppress phonon transport while band valleys improve TE transport",domain_curated_rule,0.97
P1689,C2378F90E64,anharmonic phonon transport,solid_state_mechanism,thermal transport,abstract,anharmonicity,controlled_rule,0.94
P1689,C3DB4F04D16,rattling-mode phonon suppression,solid_state_mechanism,thermal transport,mechanism_raw,rattling,controlled_rule,0.94
P1689,C4052F644EA,low lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,low lattice thermal conductivity,cleaned_open_concept,0.78
P1689,C45EE16DE6E,lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,lattice thermal conductivity,cleaned_open_concept,0.78
P1689,C9968B5FA4F,seebeck coefficients,property_metric,property/metric,abstract/material/mechanism,seebeck coefficients,cleaned_open_concept,0.78
P1689,CB727037BDD,lattice thermal-conductivity suppression,solid_state_mechanism,thermal transport,abstract,"reduce the phonon group velocity and Debye temperature. The antibonding states, primarily contributed by the hybridisation of Cu 3d and Te 5p orbitals and the low-frequency rattling-like vibration of the Cu atom, lead to a strong anharmonicity. Consequently, a low lattice thermal conductivity",controlled_rule,0.94
P1689,CBDA7CBD21E,high seebeck coefficients,property_metric,property/metric,abstract/material/mechanism,high seebeck coefficients,cleaned_open_concept,0.78
P1689,CC2754A6A87,high seebeck,property_metric,property/metric,abstract/material/mechanism,high seebeck,cleaned_open_concept,0.78
P1689,CCF542D6217,thermal conductivity,property_metric,transport property,abstract,thermal conductivity,controlled_rule,0.94
P1690,C106397924D,p/n thermogalvanic series design,device_function,device function,material+mechanism+abstract,"sodalite compounds BaGe8As14, RbGe7As15, CsGe7As15 | guest-cation size and Ba positional disorder/rattling in Ge-As cages produce ultralow lattice thermal conductivity and high predicted ZT",domain_curated_rule,0.97
P1690,C1A9158F2A8,transmission electron microscopy,characterization_method,microscopy,abstract,transmission electron microscopy,controlled_rule,0.94
P1690,C2378F90E64,anharmonic phonon transport,solid_state_mechanism,thermal transport,abstract,anharmonicity,controlled_rule,0.94
P1690,C331CCBD546,electron microscopy,characterization_method,characterization method,abstract/material/mechanism,electron microscopy,cleaned_open_concept,0.78
P1690,C384BEE1074,density functional theory,computational_method,electronic-structure calculation,abstract,DFT,controlled_rule,0.94
P1690,C3DB4F04D16,rattling-mode phonon suppression,solid_state_mechanism,thermal transport,mechanism_raw,rattling,controlled_rule,0.94
P1690,C45EE16DE6E,lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,lattice thermal conductivity,cleaned_open_concept,0.78
P1690,CB650BF52CF,X-ray diffraction,characterization_method,structure characterization,abstract,X-ray diffraction,controlled_rule,0.94
P1690,CB727037BDD,lattice thermal-conductivity suppression,solid_state_mechanism,thermal transport,mechanism_raw,ultralow lattice thermal conductivity,controlled_rule,0.94
P1690,CCF542D6217,thermal conductivity,property_metric,transport property,mechanism_raw,thermal conductivity,controlled_rule,0.94
P1690,CD0AC412088,ultralow lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,ultralow lattice thermal conductivity,cleaned_open_concept,0.78
P1690,CDCF2D71089,CsGe7As15,material_entity,chemical formula,material_raw,CsGe7As15,chemical_formula_parser,0.9
P1690,CECD3EB0530,BaGe8As14,material_entity,chemical formula,material_raw,BaGe8As14,chemical_formula_parser,0.9
P1690,CFFF866F9E7,RbGe7As15,material_entity,chemical formula,material_raw,RbGe7As15,chemical_formula_parser,0.9
P1691,CCAABE058E7,ferri/ferrocyanide redox chemistry,redox_chemistry,redox mechanism,material+mechanism+abstract,"vacancy-doped nickel ferrites Fe3-x-deltaNixO4 | B-site vacancy-mediated ionic relaxations dominate analyzable magnetic after-effects, while Ni-induced Anderson localization disrupts electron tunneling/hopping processes",domain_curated_rule,0.97
P1692,C38C7E198D9,Raman spectroscopy,characterization_method,spectroscopy,abstract,Raman spectroscopy,controlled_rule,0.94
P1692,CB40B685934,CuCr1,material_entity,chemical formula,material_raw,CuCr1,chemical_formula_parser,0.9
P1692,CB650BF52CF,X-ray diffraction,characterization_method,structure characterization,abstract,X-ray diffraction,controlled_rule,0.94
P1693,C29E72A29F5,LSCF1982,material_entity,chemical formula,material_raw,LSCF1982,chemical_formula_parser,0.9
P1694,C338491CE9C,thermal charging redox storage,device_function,device function,material+mechanism+abstract,"high-temperature thermal charging cells with optimized electrode solutions, layered electrode materials, and Li-ion concentration gradients | opposing ionic concentration and temperature differences enable self-maintained thermal voltage and high-temperature waste-heat harvesting",domain_curated_rule,0.97
P1694,CB9430BE241,photothermal thermogalvanic integration,device_function,device function,material+mechanism+abstract,"high-temperature thermal charging cells with optimized electrode solutions, layered electrode materials, and Li-ion concentration gradients | opposing ionic concentration and temperature differences enable self-maintained thermal voltage and high-temperature waste-heat harvesting",domain_curated_rule,0.97
P1694,CE39B16551E,redox-layer ionic-gradient cell,transport_mechanism,transport mechanism,material+mechanism+abstract,"high-temperature thermal charging cells with optimized electrode solutions, layered electrode materials, and Li-ion concentration gradients | opposing ionic concentration and temperature differences enable self-maintained thermal voltage and high-temperature waste-heat harvesting",domain_curated_rule,0.97
P1694,CE98C075230,thermal charging,device_function,device function,abstract/material/mechanism,thermal charging,cleaned_open_concept,0.78
P1694,CFACA6EEA84,high-temperature thermal charging cells,device_function,device function,material+mechanism+abstract,"high-temperature thermal charging cells with optimized electrode solutions, layered electrode materials, and Li-ion concentration gradients | opposing ionic concentration and temperature differences enable self-maintained thermal voltage and high-temperature waste-heat harvesting",domain_curated_rule,0.97
P1695,C2964ADB3A9,chalcogenide,material_system,solid thermoelectric family,material_raw,chalcogenides,controlled_rule,0.94
P1695,C3A573478D9,first-principles calculation,computational_method,electronic-structure calculation,abstract,First-principles calculation,controlled_rule,0.94
P1695,C45EE16DE6E,lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,lattice thermal conductivity,cleaned_open_concept,0.78
P1695,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1695,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,Seebeck coefficient,controlled_rule,0.94
P1695,CA8311B95A4,electrical conductivity,property_metric,transport property,abstract,electrical conductivity,controlled_rule,0.94
P1695,CBF24CD6AF1,electronic-structure modulation,solid_state_mechanism,electronic structure,mechanism_raw,band gap,controlled_rule,0.94
P1695,CCF542D6217,thermal conductivity,property_metric,transport property,abstract,thermal conductivity,controlled_rule,0.94
P1695,CE3AEB6368A,RbLiZnS2,material_entity,chemical formula,material_raw,RbLiZnS2,chemical_formula_parser,0.9
P1695,CFACF32E93E,NaLiZnS2,material_entity,chemical formula,material_raw,NaLiZnS2,chemical_formula_parser,0.9
P1696,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,binary liquid metal alloys including Na-K mixtures | thermodiffusion arises from ion-ion heat transport plus internal thermoelectric-field electronic contribution under thermal gradients,domain_curated_rule,0.97
P1697,C2378F90E64,anharmonic phonon transport,solid_state_mechanism,thermal transport,mechanism_raw,anharmonic,controlled_rule,0.94
P1697,C38C7E198D9,Raman spectroscopy,characterization_method,spectroscopy,abstract,Raman spectroscopy,controlled_rule,0.94
P1697,C3DB4F04D16,rattling-mode phonon suppression,solid_state_mechanism,thermal transport,mechanism_raw,rattling,controlled_rule,0.94
P1697,C45EE16DE6E,lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,lattice thermal conductivity,cleaned_open_concept,0.78
P1697,CB727037BDD,lattice thermal-conductivity suppression,solid_state_mechanism,thermal transport,abstract,ultralow lattice thermal conductivity,controlled_rule,0.94
P1697,CCF542D6217,thermal conductivity,property_metric,transport property,abstract,thermal conductivity,controlled_rule,0.94
P1697,CD0AC412088,ultralow lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,ultralow lattice thermal conductivity,cleaned_open_concept,0.78
P1697,CE310918694,ultralow thermal conductivity,property_metric,property/metric,abstract/material/mechanism,ultralow thermal conductivity,cleaned_open_concept,0.78
P1698,C0D08B66C8E,diffraction analysis,characterization_method,characterization method,abstract/material/mechanism,diffraction analysis,cleaned_open_concept,0.78
P1698,C2964ADB3A9,chalcogenide,material_system,solid thermoelectric family,abstract,chalcogenides,controlled_rule,0.94
P1698,C384BEE1074,density functional theory,computational_method,electronic-structure calculation,abstract,Density functional theory,controlled_rule,0.94
P1698,C3A9D13C19F,electron diffraction,characterization_method,characterization method,abstract/material/mechanism,electron diffraction,cleaned_open_concept,0.78
P1698,C46747A02A1,ion-pairing and complexation,solvation_entropy,complexation,material+mechanism+abstract,"Cu-rich sulfides Cu3BiS3, Cu12Sb4S13 tetrahedrite, and CuS3/CuS4 networks | three-fold coordinated weakly bonded Cu causes low-energy vibrations and ultralow kappa but blocks hole delocalization through CuS3 networks",domain_curated_rule,0.97
P1698,C69A31CEEA4,CuS4,material_entity,chemical formula,material_raw,CuS4,chemical_formula_parser,0.9
P1698,CB02CED7099,carrier-concentration optimization,solid_state_mechanism,electronic transport,abstract,carrier concentration,controlled_rule,0.94
P1698,CB9430BE241,photothermal thermogalvanic integration,device_function,device function,material+mechanism+abstract,"Cu-rich sulfides Cu3BiS3, Cu12Sb4S13 tetrahedrite, and CuS3/CuS4 networks | three-fold coordinated weakly bonded Cu causes low-energy vibrations and ultralow kappa but blocks hole delocalization through CuS3 networks",domain_curated_rule,0.97
P1698,CCEB91538FE,Cu12Sb4S13,material_entity,chemical formula,material_raw,Cu12Sb4S13,chemical_formula_parser,0.9
P1698,CCF542D6217,thermal conductivity,property_metric,transport property,abstract,thermal conductivity,controlled_rule,0.94
P1698,CCF7BB8C525,density functional theory calculations,computational_method,computational method,abstract/material/mechanism,density functional theory calculations,cleaned_open_concept,0.78
