pair_id,iTE_claim,TG_claim,iTE_paper,TG_paper,score,endpoint_similarity,relation_lexical_similarity
X6baa741a2a12,iTE:P1964:r005,TG:P0135:r001,P1964,P0135,0.5522506237030029,0.771198034286499,0.04137346148490906
X28925a0f11ef,iTE:P1567:r007,TG:P0134:r004,P1567,P0134,0.5522493720054626,0.7425769567489624,0.10815170407295227
X367598a1ea6f,iTE:P1065:r005,TG:P0273:r005,P1065,P0273,0.5522482395172119,0.7695682048797607,0.04516841843724251
X278c76aa3580,iTE:P0750:r009,TG:P0070:r004,P0750,P0070,0.5522476434707642,0.7889252305030823,0.0
Xd7950e13d62c,iTE:P1724:r011,TG:P0202:r003,P1724,P0202,0.5522438287734985,0.7450666427612305,0.1023239865899086
X66ea87212c7d,iTE:P1664:r004,TG:P0313:r002,P1664,P0313,0.5522428154945374,0.7809683084487915,0.018550032749772072
Xcbe735ee840f,iTE:P0953:r004,TG:P0277:r006,P0953,P0277,0.552240788936615,0.7889154553413391,0.0
X1949ff62a652,iTE:P1473:r011,TG:P0148:r012,P1473,P0148,0.5522407293319702,0.7697808146476746,0.04464726150035858
X472a8d7f1976,iTE:P1144:r002,TG:P0111:r008,P1144,P0111,0.5522403717041016,0.7858294248580933,0.007199179846793413
X9e1041cb3f6a,iTE:P1442:r002,TG:P0004:r008,P1442,P0004,0.5522403717041016,0.7800790071487427,0.02061690390110016
Xb8fb9e3f67bb,iTE:P1298:r008,TG:P0290:r013,P1298,P0290,0.5522385239601135,0.775100827217102,0.032226480543613434
Xa6cba57e34ed,iTE:P1423:r015,TG:P0218:r005,P1423,P0218,0.5522284507751465,0.774406909942627,0.03381213918328285
X23aaa5c71f8f,iTE:P1636:r002,TG:P0312:r002,P1636,P0312,0.5522283911705017,0.7888977527618408,0.0
Xcb908c45c707,iTE:P0833:r016,TG:P0070:r002,P0833,P0070,0.55222088098526,0.7888870239257812,0.0
Xc64536bfe9a1,iTE:P1374:r019,TG:P0229:r006,P1374,P0229,0.552219808101654,0.7888854742050171,0.0
X87594deba4d0,iTE:P1702:r002,TG:P0240:r006,P1702,P0240,0.552219808101654,0.7863206267356873,0.0059845843352377415
X8bc24cc530b7,iTE:P0820:r003,TG:P0094:r009,P0820,P0094,0.5522196292877197,0.788885235786438,0.0
X46d001c02f5d,iTE:P1101:r027,TG:P0084:r011,P1101,P0084,0.5522178411483765,0.7888826131820679,0.0
X8a9a6d3356b9,iTE:P1695:r012,TG:P0262:r011,P1695,P0262,0.552215039730072,0.7888786792755127,0.0
X58017c622acf,iTE:P1567:r002,TG:P0120:r001,P1567,P0120,0.5522145628929138,0.7888779640197754,0.0
X53bbc64b036f,iTE:P0822:r001,TG:P0140:r005,P0822,P0140,0.5522115230560303,0.7779741287231445,0.025432052090764046
X62fcb568260a,iTE:P1278:r010,TG:P0167:r004,P1278,P0167,0.5522106289863586,0.7888723015785217,0.0
X000771531999,iTE:P1165:r005,TG:P0332:r006,P1165,P0332,0.5522084832191467,0.7688649296760559,0.04667685925960541
X7fa4571af27d,iTE:P1654:r007,TG:P0119:r004,P1654,P0119,0.5522051453590393,0.7888644933700562,0.0
Xff149062394b,iTE:P1133:r006,TG:P0165:r004,P1133,P0165,0.5522024035453796,0.7810803055763245,0.018153946846723557
X28d3cb110b91,iTE:P1916:r002,TG:P0240:r005,P1916,P0240,0.5522022843360901,0.7447067499160767,0.10302527993917465
X214f7f8e9ff3,iTE:P1282:r011,TG:P0216:r002,P1282,P0216,0.5522016882896423,0.7888596057891846,0.0
X9e3ee863a837,iTE:P1877:r010,TG:P0014:r001,P1877,P0014,0.5522016882896423,0.7543954849243164,0.0804162248969078
X890f9d96a623,iTE:P1224:r005,TG:P0306:r009,P1224,P0306,0.5522007346153259,0.7860687971115112,0.006508587393909693
Xabcd3ab15579,iTE:P1142:r004,TG:P0132:r003,P1142,P0132,0.5521999001502991,0.7855380177497864,0.007744238246232271
Xeaa6cb2c9568,iTE:P1550:r004,TG:P0132:r002,P1550,P0132,0.5521991848945618,0.7749538421630859,0.03243843466043472
Xbaf9d3a6974f,iTE:P1094:r005,TG:P0313:r002,P1094,P0313,0.5521981120109558,0.7888544797897339,0.0
Xfb27d89719ab,iTE:P1827:r004,TG:P0280:r006,P1827,P0280,0.5521978139877319,0.7652943730354309,0.05497254803776741
X28b4c4d4218f,iTE:P1234:r001,TG:P0285:r007,P1234,P0285,0.5521963834762573,0.7888519763946533,0.0
Xe8417f8ce98c,iTE:P1766:r003,TG:P0237:r011,P1766,P0237,0.5521960258483887,0.7779219150543213,0.025502212345600128
X7c3475b98faf,iTE:P1963:r009,TG:P0132:r003,P1963,P0132,0.5521928668022156,0.7863994836807251,0.0057108113542199135
X9c97a04b8291,iTE:P1578:r005,TG:P0167:r012,P1578,P0167,0.5521917939186096,0.7545303702354431,0.08006847649812698
X8758b4ebba12,iTE:P1061:r010,TG:P0237:r010,P1061,P0237,0.5521897673606873,0.7888425588607788,0.0
X05d8e7021066,iTE:P1836:r007,TG:P0039:r004,P1836,P0039,0.5521833300590515,0.7888333797454834,0.0
Xdd4b57f2eaf7,iTE:P0829:r011,TG:P0240:r002,P0829,P0240,0.5521819591522217,0.7849463224411011,0.009065037593245506
Xbb7e6be40b4d,iTE:P1856:r003,TG:P0237:r010,P1856,P0237,0.5521814823150635,0.7693542838096619,0.04544491693377495
X066014de394c,iTE:P1801:r008,TG:P0240:r003,P1801,P0240,0.5521805882453918,0.7718146443367004,0.03970108926296234
X81ca84a1fcb2,iTE:P1654:r014,TG:P0277:r004,P1654,P0277,0.5521765947341919,0.7680410146713257,0.048492927104234695
Xc0ddee48ef24,iTE:P1204:r003,TG:P0277:r001,P1204,P0277,0.5521730780601501,0.765620231628418,0.054129719734191895
X17a5a8659ff2,iTE:P0986:r002,TG:P0043:r003,P0986,P0043,0.552169919013977,0.7888141870498657,0.0
Xc6cab6d33511,iTE:P1280:r006,TG:P0262:r009,P1280,P0262,0.5521650910377502,0.7799241542816162,0.02072734758257866
Xf1d1c1f30859,iTE:P1740:r005,TG:P0255:r003,P1740,P0255,0.5521642565727234,0.7888060808181763,0.0
X2de0fa2f32df,iTE:P1968:r016,TG:P0053:r009,P1968,P0053,0.5521636009216309,0.7888051867485046,0.0
Xecbd8c249458,iTE:P1933:r021,TG:P0240:r005,P1933,P0240,0.5521616339683533,0.7639444470405579,0.05800165235996246
X93618c48b9ec,iTE:P0531:r006,TG:P0111:r005,P0531,P0111,0.552161455154419,0.7814709544181824,0.017105955630540848
Xc4e22baea72a,iTE:P0623:r006,TG:P0333:r003,P0623,P0333,0.5521607398986816,0.7888010740280151,0.0
Xb8fb90829339,iTE:P1517:r022,TG:P0132:r004,P1517,P0132,0.55215984582901,0.7856317758560181,0.007391921244561672
Xff7666def09d,iTE:P1106:r002,TG:P0214:r007,P1106,P0214,0.5521559119224548,0.7887941598892212,0.0
X0fef579532c9,iTE:P1658:r002,TG:P0132:r001,P1658,P0132,0.5521554350852966,0.7887935042381287,0.0
Xc97a7b484e86,iTE:P1863:r028,TG:P0070:r004,P1863,P0070,0.5521528124809265,0.7887897491455078,0.0
Xccde6ece5824,iTE:P1603:r005,TG:P0262:r009,P1603,P0262,0.5521495342254639,0.7814277410507202,0.01716705970466137
X63f2e168d7c0,iTE:P1704:r011,TG:P0262:r006,P1704,P0262,0.5521467924118042,0.7887811064720154,0.0
X931de8ccb59d,iTE:P1374:r007,TG:P0285:r007,P1374,P0285,0.552142858505249,0.7826849222183228,0.01421129796653986
Xdc08ccf0cfb0,iTE:P1090:r002,TG:P0195:r009,P1090,P0195,0.5521400570869446,0.7887715101242065,0.0
Xbb729f181ab8,iTE:P1459:r020,TG:P0290:r002,P1459,P0290,0.5521398782730103,0.7887712717056274,0.0
X27e9cb8aba80,iTE:P0850:r004,TG:P0045:r004,P0850,P0045,0.5521382093429565,0.756289005279541,0.07578635215759277
X272d4192d1b3,iTE:P1758:r007,TG:P0255:r004,P1758,P0255,0.552130937576294,0.7787517309188843,0.023349091410636902
X217644d01aca,iTE:P1144:r006,TG:P0310:audit_v1_a002,P1144,P0310,0.5521295070648193,0.7740856409072876,0.03423203155398369
X42af990573a4,iTE:P1961:r015,TG:P0290:r002,P1961,P0290,0.5521293878555298,0.7865478992462158,0.00515289232134819
X4dbc72b07a32,iTE:P1039:r008,TG:P0270:r005,P1039,P0270,0.552128791809082,0.7802306413650513,0.019891200587153435
X6121f11ee915,iTE:P1544:r007,TG:P0285:r006,P1544,P0285,0.5521287322044373,0.7663179636001587,0.05235397815704346
X6dbc2540212c,iTE:P1891:r009,TG:P0257:r004,P1891,P0257,0.5521273016929626,0.78875333070755,0.0
Xd91bd38b2623,iTE:P1755:r002,TG:P0112:r002,P1755,P0112,0.5521259903907776,0.7887514233589172,0.0
X2996947331e9,iTE:P1761:r004,TG:P0111:r008,P1761,P0111,0.5521247982978821,0.7887496948242188,0.0
Xc17052b4ea0a,iTE:P1294:r003,TG:P0070:r004,P1294,P0070,0.5521244406700134,0.7887492179870605,0.0
Xf93cb7b2bcf5,iTE:P1911:r008,TG:P0255:r004,P1911,P0255,0.552122950553894,0.7887470722198486,0.0
Xf00b1f0549ac,iTE:P1370:r005,TG:P0255:r004,P1370,P0255,0.5521225929260254,0.7834631204605103,0.012328071519732475
X22b3095bd8ed,iTE:P1901:audit_v1_a001,TG:P0248:r005,P1901,P0248,0.5521211624145508,0.7806769609451294,0.018824253231287003
Xe2f37e117075,iTE:P1767:r011,TG:P0240:r003,P1767,P0240,0.5521169900894165,0.7855252027511597,0.007497794460505247
Xd4838aef84e0,iTE:P1132:r013,TG:P0064:r001,P1132,P0064,0.5521140694618225,0.7639265060424805,0.0578850582242012
X303add3fdac6,iTE:P0985:r004,TG:P0329:r002,P0985,P0329,0.552113950252533,0.7887341976165771,0.0
Xc1d73b174fdb,iTE:P1416:r010,TG:P0022:r001,P1416,P0022,0.5521129369735718,0.7780362963676453,0.02495838887989521
X335c244656fe,iTE:P0649:r003,TG:P0240:r006,P0649,P0240,0.5521124005317688,0.7849961519241333,0.008717028424143791
Xf3de44eb1bb4,iTE:P1101:r008,TG:P0132:r001,P1101,P0132,0.5521090626716614,0.7887272834777832,0.0
X0291c3c6f859,iTE:P1425:r012,TG:P0262:r008,P1425,P0262,0.5521060228347778,0.7887229323387146,0.0
Xabaeaf54e202,iTE:P1011:r004,TG:P0240:r003,P1011,P0240,0.5521056652069092,0.7887223958969116,0.0
Xecbf5992f634,iTE:P1159:r018,TG:P0067:r005,P1159,P0067,0.5521054863929749,0.7887221574783325,0.0
X3e712c571a91,iTE:P1219:r006,TG:P0140:r005,P1219,P0140,0.5521050095558167,0.7887214422225952,0.0
X88bef8d165e1,iTE:P0807:r003,TG:P0034:r003,P0807,P0034,0.5521016120910645,0.7728092074394226,0.03711725026369095
Xc52d87eae16e,iTE:P1593:r004,TG:P0277:r006,P1593,P0277,0.5521012544631958,0.7887160778045654,0.0
X0a03cf50aaec,iTE:P1594:r001,TG:P0319:r003,P1594,P0319,0.5520997047424316,0.7790529727935791,0.022542156279087067
Xc2ad51e6d91c,iTE:P1453:r003,TG:P0280:r005,P1453,P0280,0.5520976781845093,0.7887109518051147,0.0
X770a15f1c4f3,iTE:P1439:r004,TG:P0310:audit_v1_a003,P1439,P0310,0.5520971417427063,0.7887102365493774,0.0
X9f0ea3be05d4,iTE:P0926:r004,TG:P0226:r001,P0926,P0226,0.5520967245101929,0.7847574949264526,0.009221660904586315
X452a9a36c72e,iTE:P1426:r001,TG:P0280:r006,P1426,P0280,0.5520967245101929,0.7887096405029297,0.0
X5d11dc106c95,iTE:P1418:r017,TG:P0132:r003,P1418,P0132,0.552095890045166,0.7836977243423462,0.011691611260175705
Xed765f5dc23a,iTE:P1473:r010,TG:P0306:r009,P1473,P0306,0.5520957112312317,0.772708535194397,0.03733263537287712
X617e913480b9,iTE:P1106:r003,TG:P0214:r006,P1106,P0214,0.5520906448364258,0.7887009382247925,0.0
Xf227e5242c0a,iTE:P1101:r022,TG:P0280:r006,P1101,P0280,0.5520901083946228,0.7752333283424377,0.03142251446843147
X227945254b69,iTE:P1904:r022,TG:P0329:r002,P1904,P0329,0.5520883798599243,0.7809484004974365,0.018081750720739365
Xba9c8c985e96,iTE:P1479:r032,TG:P0327:r007,P1479,P0327,0.5520872473716736,0.7724654674530029,0.03787132725119591
Xa0833cdf3f3b,iTE:P1369:r011,TG:P0070:r002,P1369,P0070,0.5520864725112915,0.7886949777603149,0.0
Xd7949f2c8b1d,iTE:P1314:r016,TG:P0132:r002,P1314,P0132,0.5520861148834229,0.7757495045661926,0.030204877257347107
X975efaa3d1fa,iTE:P1537:r009,TG:P0248:r005,P1537,P0248,0.5520857572555542,0.775150716304779,0.03160078823566437
Xaa4fc71a5afb,iTE:P1968:r015,TG:P0240:r004,P1968,P0240,0.5520851016044617,0.7784892320632935,0.023808881640434265
Xa10f478ee4d0,iTE:P1418:r022,TG:P0132:r003,P1418,P0132,0.5520819425582886,0.7719095945358276,0.03915061801671982
Xacaf319b4272,iTE:P1773:r007,TG:P0046:r003,P1773,P0046,0.55207759141922,0.7796443700790405,0.0210884939879179
X1741c7d32ac4,iTE:P1965:r004,TG:P0223:r001,P1965,P0223,0.5520758032798767,0.7886797189712524,0.0
Xff0d8809c537,iTE:P1425:r005,TG:P0063:r002,P1425,P0063,0.5520727634429932,0.7886753678321838,0.0
Xe6437fc3351d,iTE:P1972:r012,TG:P0280:r006,P1972,P0280,0.5520719289779663,0.7886742353439331,0.0
X9595cc515384,iTE:P1788:r002,TG:P0240:r002,P1788,P0240,0.5520715117454529,0.7886735796928406,0.0
Xe72f453782e5,iTE:P0715:r006,TG:P0280:r005,P0715,P0280,0.5520685911178589,0.7852379679679871,0.008006712421774864
X8fa97ae76d44,iTE:P1916:r006,TG:P0240:r005,P1916,P0240,0.5520665645599365,0.7401376962661743,0.11323398351669312
Xd771e3c02b7a,iTE:P1915:r003,TG:P0280:r006,P1915,P0280,0.5520649552345276,0.7797752618789673,0.020740928128361702
Xe56a28ca4b76,iTE:P0746:r003,TG:P0283:r001,P0746,P0283,0.5520636439323425,0.7804251909255981,0.019220205023884773
X62a8faedf2f0,iTE:P1915:r001,TG:P0132:r001,P1915,P0132,0.5520601272583008,0.7860745191574097,0.006026686169207096
Xcdbd7e17721d,iTE:P1858:r001,TG:P0173:r003,P1858,P0173,0.5520579218864441,0.7886541485786438,0.0
Xf0ca5f4db9be,iTE:P0848:r003,TG:P0154:r005,P0848,P0154,0.5520561337471008,0.7859336137771606,0.00634207995608449
X06c64dfc018f,iTE:P0632:r014,TG:P0018:r001,P0632,P0018,0.5520553588867188,0.7798864841461182,0.020449412986636162
X58fbd7218933,iTE:P1037:r005,TG:P0312:r002,P1037,P0312,0.5520492196083069,0.7861970663070679,0.005704428534954786
X975d804c7697,iTE:P1039:r001,TG:P0054:r001,P1039,P0054,0.5520484447479248,0.7819561958312988,0.01559715811163187
X01698fa56f98,iTE:P0880:r004,TG:P0226:r002,P0880,P0226,0.5520483255386353,0.7852359414100647,0.007943989709019661
X972568543cb3,iTE:P1524:r014,TG:P0280:r006,P1524,P0280,0.5520470142364502,0.7868309020996094,0.004217955283820629
X67d759570d3f,iTE:P0898:r005,TG:P0327:r007,P0898,P0327,0.552044689655304,0.78863525390625,0.0
Xce58338ba5f7,iTE:P1489:r009,TG:P0280:r006,P1489,P0280,0.5520431399345398,0.7886331081390381,0.0
Xb06fd29c66df,iTE:P1450:r028,TG:P0165:r004,P1450,P0165,0.5520426630973816,0.7853002548217773,0.007774932309985161
X716707456a15,iTE:P1683:r005,TG:P0124:r004,P1683,P0124,0.5520330667495728,0.719173789024353,0.1620379239320755
X6263ef178978,iTE:P0756:r002,TG:P0333:r009,P0756,P0333,0.5520290732383728,0.788612961769104,0.0
X6d911bcf7b4f,iTE:P1323:r005,TG:P0255:r004,P1323,P0255,0.552029013633728,0.7691947221755981,0.045309025794267654
X6b30e53fa2d3,iTE:P1065:r005,TG:P0112:r002,P1065,P0112,0.5520243048667908,0.7886061668395996,0.0
Xc412313c6948,iTE:P1567:r001,TG:P0327:r004,P1567,P0327,0.5520203113555908,0.7886004447937012,0.0
X94e09eea06a5,iTE:P1884:r001,TG:P0044:r002,P1884,P0044,0.5520193576812744,0.758213996887207,0.07089847326278687
Xbc92c5ea62ee,iTE:P1085:r007,TG:P0173:r001,P1085,P0173,0.5520188808441162,0.7835631966590881,0.011748860590159893
X5a5a4de10053,iTE:P1323:r008,TG:P0237:r010,P1323,P0237,0.5520143508911133,0.7776869535446167,0.025444993749260902
X51667f9a8b05,iTE:P0504:r007,TG:P0280:r006,P0504,P0280,0.5520103573799133,0.7885862588882446,0.0
Xbd8bd1f9a204,iTE:P1595:r006,TG:P0277:r006,P1595,P0277,0.5520073771476746,0.7748719453811646,0.03199000656604767
X511148ac5b18,iTE:P0937:r006,TG:P0111:r005,P0937,P0111,0.5520060062408447,0.788580060005188,0.0
X32fece5bf335,iTE:P1793:r007,TG:P0083:r008,P1793,P0083,0.5520051121711731,0.7748845815658569,0.03195297718048096
X2e025d204444,iTE:P1850:r009,TG:P0070:r004,P1850,P0070,0.5520034432411194,0.7885763645172119,0.0
X94ea534e389a,iTE:P1674:r004,TG:P0329:r002,P1674,P0329,0.5520004034042358,0.776531457901001,0.028094736859202385
X9bbe2138c7a6,iTE:P1431:r003,TG:P0293:r005,P1431,P0293,0.5519997477531433,0.7741818428039551,0.03357493877410889
Xadd2915053e3,iTE:P1085:r006,TG:P0173:r003,P1085,P0173,0.5519994497299194,0.7885706424713135,0.0
Xa7ed71c8438e,iTE:P1820:r002,TG:P0033:r002,P1820,P0033,0.551998496055603,0.7866772413253784,0.004414791706949472
X955570ff7e67,iTE:P1012:r005,TG:P0216:r001,P1012,P0216,0.5519924163818359,0.7885606288909912,0.0
X6c7f6365b153,iTE:P1630:r007,TG:P0118:r006,P1630,P0118,0.5519921779632568,0.7700870037078857,0.04310429468750954
X4d3b930ad710,iTE:P1227:r007,TG:P0262:r009,P1227,P0262,0.551991879940033,0.7808251976966858,0.018047558143734932
X69e816c21c5b,iTE:P0873:r001,TG:P0266:r003,P0873,P0266,0.55199134349823,0.788559079170227,0.0
X46d2a63c8bc3,iTE:P1568:r003,TG:P0286:r005,P1568,P0286,0.5519869923591614,0.7303502559661865,0.13580603897571564
X6a5fdbe86d8f,iTE:P1118:r002,TG:P0277:r004,P1118,P0277,0.5519869327545166,0.7866747379302979,0.004382160492241383
X360bfa4f6d77,iTE:P1310:r035,TG:P0070:r004,P1310,P0070,0.5519844889640808,0.7885492444038391,0.0
Xdb4478398faa,iTE:P1558:r004,TG:P0280:r005,P1558,P0280,0.5519827604293823,0.7885468006134033,0.0
X116cea9c6ab2,iTE:P1282:r015,TG:P0132:r001,P1282,P0132,0.5519799590110779,0.7767945528030396,0.027412651106715202
Xec3a400d7dc2,iTE:P0768:r008,TG:P0240:r004,P0768,P0240,0.5519769787788391,0.7885385751724243,0.0
X60521c98fb0d,iTE:P1319:r011,TG:P0277:r006,P1319,P0277,0.5519766807556152,0.7885381579399109,0.0
X89fc31aa48ef,iTE:P1506:r002,TG:P0022:r004,P1506,P0022,0.5519766807556152,0.7804268598556519,0.0189262256026268
Xf6fba1e8b856,iTE:P0710:r003,TG:P0248:r005,P0710,P0248,0.5519755482673645,0.7839646339416504,0.010667563416063786
X51e905e58f54,iTE:P1915:r001,TG:P0109:r004,P1915,P0109,0.5519747138023376,0.7527008056640625,0.08361373841762543
X46baae85019a,iTE:P0456:r013,TG:P0106:r001,P0456,P0106,0.5519739985466003,0.7885342836380005,0.0
Xd2a5aac9b41e,iTE:P1223:r013,TG:P0018:r001,P1223,P0018,0.5519729256629944,0.7885327339172363,0.0
X17c40bc3bc7e,iTE:P1004:r012,TG:P0326:r010,P1004,P0326,0.5519699454307556,0.7885285019874573,0.0
X4153c7cad82f,iTE:P1965:r005,TG:P0223:r001,P1965,P0223,0.5519696474075317,0.7885280847549438,0.0
Xe34c5bf5e4ff,iTE:P0897:r006,TG:P0282:r009,P0897,P0282,0.5519683361053467,0.7867910861968994,0.004048643633723259
Xb317f9b077aa,iTE:P1384:r002,TG:P0053:r009,P1384,P0053,0.5519675016403198,0.7835091352462769,0.011703829281032085
X40308d141249,iTE:P1426:r011,TG:P0059:r006,P1426,P0059,0.5519657135009766,0.7730462551116943,0.03611109405755997
Xf98cd44e42be,iTE:P0857:r004,TG:P0280:r005,P0857,P0280,0.5519636869430542,0.788519561290741,0.0
X0260bfb3fc2e,iTE:P1118:r003,TG:P0273:r006,P1118,P0273,0.5519622564315796,0.7788207530975342,0.02262580208480358
X3b4967ac4b9e,iTE:P1283:r007,TG:P0053:r006,P1283,P0053,0.5519524812698364,0.7679740190505981,0.04790224879980087
X913fb1f2884f,iTE:P1757:r004,TG:P0329:r003,P1757,P0329,0.5519508123397827,0.7885011434555054,0.0
X1c869ad0b031,iTE:P1492:r009,TG:P0121:r007,P1492,P0121,0.5519497394561768,0.7842456102371216,0.009926244616508484
X6b1144ff110b,iTE:P1688:r044,TG:P0132:r001,P1688,P0132,0.5519483089447021,0.755753219127655,0.07640352100133896
X04322ec74384,iTE:P0632:r014,TG:P0302:r005,P0632,P0302,0.5519446134567261,0.7286586761474609,0.13961166143417358
X7a460ad8b32f,iTE:P1072:r001,TG:P0111:r008,P1072,P0111,0.5519406199455261,0.7884865999221802,0.0
Xdc532ad8b79f,iTE:P0531:r005,TG:P0111:r005,P0531,P0111,0.5519402623176575,0.7813655138015747,0.01661476492881775
X40fc3fedf412,iTE:P1913:r005,TG:P0059:r006,P1913,P0059,0.5519355535507202,0.7793282270431519,0.02135283127427101
Xc282af119b2c,iTE:P1733:r018,TG:P0288:r001,P1733,P0288,0.551935076713562,0.7862107753753662,0.005291815847158432
X370363bca2cd,iTE:P1814:r003,TG:P0290:r002,P1814,P0290,0.5519327521324158,0.7884753346443176,0.0
X83065dacafae,iTE:P1704:r001,TG:P0262:r016,P1704,P0262,0.5519313216209412,0.78847336769104,0.0
X9e08ff7f0b53,iTE:P1308:r009,TG:P0277:r006,P1308,P0277,0.5519294142723083,0.7884706258773804,0.0
X94afbf3112fe,iTE:P1413:r014,TG:P0132:r002,P1413,P0132,0.5519262552261353,0.7862199544906616,0.005241044797003269
X5fdf751f52bb,iTE:P1789:r001,TG:P0327:r004,P1789,P0327,0.5519250631332397,0.7700446844100952,0.04297926649451256
Xeee165b2a86d,iTE:P1317:r002,TG:P0273:r006,P1317,P0273,0.5519232749938965,0.759789228439331,0.06690280139446259
Xe0fc3a934970,iTE:P1884:r002,TG:P0280:r006,P1884,P0280,0.5519225597381592,0.7777648568153381,0.024957289919257164
Xb855ea96b2eb,iTE:P1592:r005,TG:P0054:r002,P1592,P0054,0.5519169569015503,0.7861771583557129,0.005309843923896551
X6066115ec4bb,iTE:P1132:r013,TG:P0067:r001,P1132,P0067,0.5519164800643921,0.7597306966781616,0.06701678037643433
X999d6df3e4aa,iTE:P1227:r006,TG:P0212:r006,P1227,P0212,0.5519137978553772,0.7884483337402344,0.0
X7bcbe03bce78,iTE:P1019:r006,TG:P0240:r006,P1019,P0240,0.5519132614135742,0.7884474992752075,0.0
X330d60b9425d,iTE:P1654:r007,TG:P0132:r003,P1654,P0132,0.5519132614135742,0.7708649635314941,0.041026096791028976
X9cf0d63d60e7,iTE:P1365:r003,TG:P0216:r001,P1365,P0216,0.5519120693206787,0.7884458303451538,0.0
Xeb1586423cc3,iTE:P1229:r005,TG:P0262:r001,P1229,P0262,0.5519110560417175,0.7654764652252197,0.053591761738061905
X7f3dff4c78f3,iTE:P1633:r001,TG:P0311:r006,P1633,P0311,0.5519109964370728,0.7844619154930115,0.009292102418839931
Xab7f600bcfdf,iTE:P1795:r010,TG:P0070:r002,P1795,P0070,0.5519067645072937,0.7796815037727356,0.020432427525520325
X7fb6d390a120,iTE:P0710:r003,TG:P0312:r002,P0710,P0312,0.5519043207168579,0.7856002449989319,0.006614020559936762
Xa5b40874f426,iTE:P0894:r008,TG:P0240:r004,P0894,P0240,0.5519022941589355,0.7793283462524414,0.021241575479507446
X56423a7aa7ad,iTE:P0610:r008,TG:P0262:r009,P0610,P0262,0.5519017577171326,0.7769718766212463,0.02673822082579136
X5f3b7df87b69,iTE:P1777:r003,TG:P0018:r010,P1777,P0018,0.5519012808799744,0.7841576933860779,0.009969724342226982
X2510e6b97fa4,iTE:P1256:r012,TG:P0167:r011,P1256,P0167,0.5518994331359863,0.7720048427581787,0.03832022473216057
Xff7e3586b858,iTE:P1572:r011,TG:P0277:r006,P1572,P0277,0.5518978834152222,0.7884255647659302,0.0
X0358753bc29b,iTE:P1753:r002,TG:P0240:r006,P1753,P0240,0.5518954992294312,0.7806740999221802,0.0180788766592741
Xda2bce9d6958,iTE:P1937:r015,TG:P0061:r003,P1937,P0061,0.5518931746482849,0.7764966487884521,0.02781849540770054
X683202d40418,iTE:P1421:r007,TG:P0285:r007,P1421,P0285,0.5518878698348999,0.7820865511894226,0.014757663011550903
X0f53475fff42,iTE:P0986:r008,TG:P0277:r006,P0986,P0277,0.5518872737884521,0.7724573612213135,0.03722379356622696
X51658ebd60df,iTE:P1567:r001,TG:P0240:r006,P1567,P0240,0.5518836379051208,0.7681148052215576,0.04734441637992859
Xb64da1384aba,iTE:P0556:r007,TG:P0084:r007,P0556,P0084,0.551878035068512,0.7794150710105896,0.02095838636159897
X1cf4f131fc6a,iTE:P1612:r011,TG:P0223:r004,P1612,P0223,0.5518758296966553,0.7865490317344666,0.004305011592805386
X5515027c6a4f,iTE:P1434:r003,TG:P0054:r002,P1434,P0054,0.5518714189529419,0.7860454320907593,0.005465251859277487
Xe741ab6c2fc3,iTE:P1179:r008,TG:P0299:r006,P1179,P0299,0.5518713593482971,0.783938467502594,0.010381513275206089
X87c9e77dfe65,iTE:P0658:r005,TG:P0125:r008,P0658,P0125,0.5518682599067688,0.7741515636444092,0.03320735692977905
Xfdf8e7af8c22,iTE:P1389:r016,TG:P0237:r007,P1389,P0237,0.5518665313720703,0.7883808016777039,0.0
Xd16cebb58948,iTE:P1279:r007,TG:P0277:r005,P1279,P0277,0.5518619418144226,0.7855139970779419,0.006673990748822689
X398635743aa3,iTE:P0809:r007,TG:P0240:r003,P0809,P0240,0.5518582463264465,0.7773187756538391,0.025783833116292953
Xc7c7cce57a36,iTE:P1479:r023,TG:P0327:r007,P1479,P0327,0.5518580675125122,0.779417872428894,0.02088531292974949
X1d03172574ce,iTE:P1776:r011,TG:P0280:r006,P1776,P0280,0.5518580079078674,0.7883685827255249,0.0
Xbe85c1d101ca,iTE:P1699:r005,TG:P0070:r004,P1699,P0070,0.5518575310707092,0.7883679270744324,0.0
X4a28347af189,iTE:P1668:r004,TG:P0026:r008,P1668,P0026,0.5518558025360107,0.78357994556427,0.011166103184223175
X366618cf92c0,iTE:P1085:r006,TG:P0030:r002,P1085,P0030,0.5518540143966675,0.7883629202842712,0.0
Xd3e68e2b3591,iTE:P1389:r002,TG:P0097:r005,P1389,P0097,0.5518513321876526,0.7720320224761963,0.03809647634625435
X8e5be9c571aa,iTE:P1369:r014,TG:P0184:r002,P1369,P0184,0.5518497228622437,0.7883567810058594,0.0
X25a1f541bfaf,iTE:P1479:r032,TG:P0327:r008,P1479,P0327,0.5518496036529541,0.7711094617843628,0.04024325683712959
X6d8facf889f4,iTE:P1710:r004,TG:P0255:r004,P1710,P0255,0.5518489480018616,0.7883556485176086,0.0
X4d95ffb898dd,iTE:P1340:r009,TG:P0070:r004,P1340,P0070,0.5518481135368347,0.7781969904899597,0.0237007774412632
X8e8c47df4579,iTE:P1916:r004,TG:P0240:r005,P1916,P0240,0.5518476366996765,0.7400085926055908,0.11280528455972672
