retrieval_unit_id,mention_id,paper_id,domain
iTE:retrieval:4a1898716ef677,iTE:P0862:n2,P0862,iTE
iTE:retrieval:22aaa8908c2a58,iTE:P1557:n3,P1557,iTE
iTE:retrieval:6b37d5d315d054,iTE:P0720:n2,P0720,iTE
iTE:retrieval:963609f5f56f79,iTE:P0763:n2,P0763,iTE
iTE:retrieval:8ebb39be4982f1,iTE:P0918:n2,P0918,iTE
iTE:retrieval:1ebfb673e12e74,iTE:P0676:n2,P0676,iTE
iTE:retrieval:688cc82ee93907,iTE:P0370:n3,P0370,iTE
iTE:retrieval:14b8f118f68b67,iTE:P1064:n2,P1064,iTE
iTE:retrieval:ba6993c40c59dd,iTE:P1381:n1,P1381,iTE
iTE:retrieval:5278b5bb716156,iTE:P1730:n2,P1730,iTE
iTE:retrieval:6b5a5f863392fb,iTE:P1804:n2,P1804,iTE
iTE:retrieval:79446d341edbab,iTE:P0353:n4,P0353,iTE
iTE:retrieval:d35fca4fe4f78a,iTE:P0936:n2,P0936,iTE
iTE:retrieval:9cb5ea19d4ec1b,iTE:P1081:n1,P1081,iTE
iTE:retrieval:9d2bc0b3e8add6,iTE:P1789:n2,P1789,iTE
iTE:retrieval:1dbeeed475e25d,iTE:P0411:n1,P0411,iTE
iTE:retrieval:4299e3133d513c,iTE:P0409:n1,P0409,iTE
iTE:retrieval:5785081fb621fc,iTE:P0512:n2,P0512,iTE
iTE:retrieval:f0dadef9dd4684,iTE:P1877:n2,P1877,iTE
iTE:retrieval:e73c43042c8f35,iTE:P0858:n2,P0858,iTE
iTE:retrieval:bb90e77c49fc24,iTE:P1593:n2,P1593,iTE
iTE:retrieval:cd9f7d93f6fbce,iTE:P1921:n1,P1921,iTE
iTE:retrieval:d130e9c1365768,iTE:P1493:n1,P1493,iTE
iTE:retrieval:d574d9cb54955a,iTE:P1759:n2,P1759,iTE
iTE:retrieval:396f0a75d1f414,iTE:P1207:n2,P1207,iTE
iTE:retrieval:63783c214b3ab3,iTE:P1611:n1,P1611,iTE
iTE:retrieval:5c0a83f04d7203,iTE:P0767:n3,P0767,iTE
iTE:retrieval:6acc48de44bcc7,iTE:P1522:n3,P1522,iTE
iTE:retrieval:341f44935dedf8,iTE:P1244:n2,P1244,iTE
iTE:retrieval:5da056056a99bf,iTE:P1712:n2,P1712,iTE
iTE:retrieval:914db303f77572,iTE:P0783:n2,P0783,iTE
iTE:retrieval:2fcd26e3dcd07c,iTE:P1489:n2,P1489,iTE
iTE:retrieval:15b0a6724ca075,iTE:P1689:n3,P1689,iTE
iTE:retrieval:953edf07827383,iTE:P1783:n1,P1783,iTE
iTE:retrieval:78aa37bc33b608,iTE:P1102:n2,P1102,iTE
iTE:retrieval:78aa37bc33b608,iTE:P1417:n2,P1417,iTE
iTE:retrieval:da82a0ca08313b,iTE:P0904:n3,P0904,iTE
iTE:retrieval:da82a0ca08313b,iTE:P0917:n2,P0917,iTE
iTE:retrieval:da82a0ca08313b,iTE:P0921:n2,P0921,iTE
iTE:retrieval:da82a0ca08313b,iTE:P1031:n3,P1031,iTE
iTE:retrieval:da82a0ca08313b,iTE:P1170:n2,P1170,iTE
iTE:retrieval:da82a0ca08313b,iTE:P1489:n3,P1489,iTE
iTE:retrieval:96b0fc0eec0d5c,iTE:P0902:n2,P0902,iTE
iTE:retrieval:0d8655196751e7,iTE:P1819:n1,P1819,iTE
iTE:retrieval:fc1fe2b7c4a48b,iTE:P1712:n3,P1712,iTE
iTE:retrieval:fb87a8b73f9fe7,iTE:P1380:n2,P1380,iTE
iTE:retrieval:134da98378b5c1,iTE:P1621:n1,P1621,iTE
iTE:retrieval:9bf9db74144917,iTE:P0774:n1,P0774,iTE
iTE:retrieval:4c5b46d7568c9e,iTE:P1908:n2,P1908,iTE
iTE:retrieval:9b8c18ee38f184,iTE:P0775:n1,P0775,iTE
iTE:retrieval:1875d8ad6b95b8,iTE:P0669:n1,P0669,iTE
iTE:retrieval:26b1b3dc80a40c,iTE:P0958:n2,P0958,iTE
iTE:retrieval:ecda4a599d88b5,iTE:P1678:n2,P1678,iTE
iTE:retrieval:101afaf05005d4,iTE:P0762:n1,P0762,iTE
iTE:retrieval:cb8802b97aba31,iTE:P1044:n1,P1044,iTE
iTE:retrieval:7a1bdfd9ec3502,iTE:P0631:n1,P0631,iTE
iTE:retrieval:a6b972fd62eebc,iTE:P0445:n1,P0445,iTE
iTE:retrieval:c858fac3ce5f8e,iTE:P0670:n1,P0670,iTE
iTE:retrieval:0438dbf332978a,iTE:P1579:n2,P1579,iTE
iTE:retrieval:2f9bdf17a49757,iTE:P1946:n2,P1946,iTE
iTE:retrieval:2a18804ba0d62c,iTE:P1100:n2,P1100,iTE
iTE:retrieval:d7d849c73bd54d,iTE:P1175:n2,P1175,iTE
iTE:retrieval:c01ccf23b5c860,iTE:P0885:n2,P0885,iTE
iTE:retrieval:53813e0f9328bb,iTE:P0340:n3,P0340,iTE
iTE:retrieval:487cc9f1f1e5aa,iTE:P1589:n1,P1589,iTE
iTE:retrieval:b38c11cd557a35,iTE:P0892:n1,P0892,iTE
iTE:retrieval:509a16f5eab3b7,iTE:P1650:n2,P1650,iTE
iTE:retrieval:b8532ba54df6cc,iTE:P1942:n1,P1942,iTE
iTE:retrieval:4cf3b692ad767c,iTE:P0346:n2,P0346,iTE
iTE:retrieval:fad231b9f0f5b2,iTE:P0466:n2,P0466,iTE
iTE:retrieval:1f3a64e95ad6d8,iTE:P0853:n1,P0853,iTE
iTE:retrieval:a886f16612de91,iTE:P0576:n2,P0576,iTE
iTE:retrieval:0e76bf3d1f04b0,iTE:P1243:n1,P1243,iTE
iTE:retrieval:2bbdf858e531e1,iTE:P1581:n2,P1581,iTE
iTE:retrieval:794ffd5323689e,iTE:P1130:n1,P1130,iTE
iTE:retrieval:c28a43a3363bad,iTE:P1832:n1,P1832,iTE
iTE:retrieval:69cfe4ac513caa,iTE:P1755:n3,P1755,iTE
iTE:retrieval:d3bfe72e4b47ae,iTE:P1152:n1,P1152,iTE
iTE:retrieval:d3bfe72e4b47ae,iTE:P1654:n2,P1654,iTE
iTE:retrieval:8caf7019464cc6,iTE:P0845:n2,P0845,iTE
iTE:retrieval:efcfe0d521bd61,iTE:P1664:n1,P1664,iTE
iTE:retrieval:a867dc9e7e10a5,iTE:P1259:n1,P1259,iTE
iTE:retrieval:4bff94e4f2e906,iTE:P0838:n1,P0838,iTE
iTE:retrieval:e11882d4e16ae2,iTE:P0567:n1,P0567,iTE
iTE:retrieval:50a71d080f4799,iTE:P0583:n1,P0583,iTE
iTE:retrieval:fd6050132d00e7,iTE:P1122:n1,P1122,iTE
iTE:retrieval:bf6f013b432e19,iTE:P0400:n2,P0400,iTE
iTE:retrieval:45fc34552a1da7,iTE:P1189:n1,P1189,iTE
iTE:retrieval:2eb2a25603dfde,iTE:P1404:n4,P1404,iTE
iTE:retrieval:00f7c4bd0a47d9,iTE:P0494:n2,P0494,iTE
iTE:retrieval:9f38a1d1ebbcdd,iTE:P0918:n1,P0918,iTE
iTE:retrieval:9e2f464bc2e451,iTE:P1544:n4,P1544,iTE
iTE:retrieval:0bb9c828ac7a01,iTE:P1536:n2,P1536,iTE
iTE:retrieval:20a35c0057c690,iTE:P1320:n1,P1320,iTE
iTE:retrieval:63e1c49e7c432e,iTE:P0679:n2,P0679,iTE
iTE:retrieval:4fb362828bc039,iTE:P1031:n1,P1031,iTE
iTE:retrieval:93aa6444c27c61,iTE:P0671:n1,P0671,iTE
iTE:retrieval:282510d9bbcde6,iTE:P0369:n1,P0369,iTE
iTE:retrieval:b8c0a44531623d,iTE:P0735:n1,P0735,iTE
iTE:retrieval:aeb6d555bce7a9,iTE:P0383:n2,P0383,iTE
iTE:retrieval:55423b60fe5963,iTE:P0378:n1,P0378,iTE
iTE:retrieval:d9b8cd007a4f53,iTE:P0387:n4,P0387,iTE
iTE:retrieval:d9b8cd007a4f53,iTE:P0884:n2,P0884,iTE
iTE:retrieval:b46716fd19757a,iTE:P1939:n2,P1939,iTE
iTE:retrieval:862bbd2ef6d64a,iTE:P1601:n3,P1601,iTE
iTE:retrieval:77b4666aed7893,iTE:P1646:n1,P1646,iTE
iTE:retrieval:263648b999b02e,iTE:P1115:n2,P1115,iTE
iTE:retrieval:d8f9480c249dcf,iTE:P0634:n2,P0634,iTE
iTE:retrieval:54bb812293df00,iTE:P1221:n1,P1221,iTE
iTE:retrieval:004050322a1eef,iTE:P1705:n1,P1705,iTE
iTE:retrieval:f3c142d64d501f,iTE:P0771:n3,P0771,iTE
iTE:retrieval:35242df890d139,iTE:P0476:n2,P0476,iTE
iTE:retrieval:76a73d11d0ae75,iTE:P0386:n3,P0386,iTE
iTE:retrieval:501774e7721289,iTE:P0378:n3,P0378,iTE
iTE:retrieval:501774e7721289,iTE:P0502:n2,P0502,iTE
iTE:retrieval:501774e7721289,iTE:P0562:n2,P0562,iTE
iTE:retrieval:501774e7721289,iTE:P0582:n3,P0582,iTE
iTE:retrieval:501774e7721289,iTE:P0738:n2,P0738,iTE
iTE:retrieval:501774e7721289,iTE:P0796:n2,P0796,iTE
iTE:retrieval:501774e7721289,iTE:P0864:n3,P0864,iTE
iTE:retrieval:501774e7721289,iTE:P1073:n2,P1073,iTE
iTE:retrieval:501774e7721289,iTE:P1369:n2,P1369,iTE
iTE:retrieval:501774e7721289,iTE:P1480:n2,P1480,iTE
iTE:retrieval:501774e7721289,iTE:P1568:n3,P1568,iTE
iTE:retrieval:501774e7721289,iTE:P1574:n2,P1574,iTE
iTE:retrieval:501774e7721289,iTE:P1752:n4,P1752,iTE
iTE:retrieval:671be58b1c73bb,iTE:P0674:n2,P0674,iTE
iTE:retrieval:933a27575fdacf,iTE:P0448:n3,P0448,iTE
iTE:retrieval:e9266028700a35,iTE:P0507:n2,P0507,iTE
iTE:retrieval:97caa0f4a42996,iTE:P0514:n2,P0514,iTE
iTE:retrieval:e378a8d3da7df5,iTE:P1014:n2,P1014,iTE
iTE:retrieval:b6f4a8cda93f73,iTE:P1349:n2,P1349,iTE
iTE:retrieval:08840fe235df30,iTE:P1817:n1,P1817,iTE
iTE:retrieval:9681d473e1717e,iTE:P1820:n2,P1820,iTE
iTE:retrieval:d07fdc035bba9e,iTE:P1502:n1,P1502,iTE
iTE:retrieval:97bb73ed3e02a0,iTE:P1622:n1,P1622,iTE
iTE:retrieval:ec998c99ce6453,iTE:P1959:n1,P1959,iTE
iTE:retrieval:b667446e6eb255,iTE:P1125:n1,P1125,iTE
iTE:retrieval:b667446e6eb255,iTE:P1140:n1,P1140,iTE
iTE:retrieval:a2503364f19807,iTE:P1427:n2,P1427,iTE
iTE:retrieval:9f2235c7754a56,iTE:P0896:n1,P0896,iTE
iTE:retrieval:848ef2c4ea69fd,iTE:P1413:n1,P1413,iTE
iTE:retrieval:37a60a6470b407,iTE:P1121:n1,P1121,iTE
iTE:retrieval:e2973683e87e6a,iTE:P1335:n2,P1335,iTE
iTE:retrieval:293dfb1110a448,iTE:P0540:n2,P0540,iTE
iTE:retrieval:95bde3432bbcd6,iTE:P1636:n1,P1636,iTE
iTE:retrieval:155d7abf2befd1,iTE:P0392:n2,P0392,iTE
iTE:retrieval:e757f14fd7182b,iTE:P0557:n2,P0557,iTE
iTE:retrieval:6e7d98e394ad53,iTE:P0417:n2,P0417,iTE
iTE:retrieval:aa16bac1adcb1d,iTE:P1179:n1,P1179,iTE
iTE:retrieval:4090ef017da67d,iTE:P1815:n2,P1815,iTE
iTE:retrieval:dd0a615fe3ec02,iTE:P0667:n2,P0667,iTE
iTE:retrieval:fb6ce3a7ea4f21,iTE:P1866:n1,P1866,iTE
iTE:retrieval:f593ee42954730,iTE:P1586:n3,P1586,iTE
iTE:retrieval:9671d7c8c8daac,iTE:P1703:n2,P1703,iTE
iTE:retrieval:ec8c16d395cf2e,iTE:P1961:n1,P1961,iTE
iTE:retrieval:9dd6f9a44acf2b,iTE:P1267:n2,P1267,iTE
iTE:retrieval:c29d2218d7d77c,iTE:P0526:n1,P0526,iTE
iTE:retrieval:c29d2218d7d77c,iTE:P0554:n2,P0554,iTE
iTE:retrieval:60c72b43725056,iTE:P0464:n3,P0464,iTE
iTE:retrieval:f220fe170669cd,iTE:P0670:n4,P0670,iTE
iTE:retrieval:09a1b2381dd2b3,iTE:P1643:n2,P1643,iTE
iTE:retrieval:d77c14efaa55c8,iTE:P1740:n1,P1740,iTE
iTE:retrieval:5b02f374121608,iTE:P0537:n3,P0537,iTE
iTE:retrieval:cdd2245f6ecda6,iTE:P0408:n3,P0408,iTE
iTE:retrieval:107fc461e78998,iTE:P0814:n1,P0814,iTE
iTE:retrieval:2724ffb5c0bfb8,iTE:P0993:n1,P0993,iTE
iTE:retrieval:fce8340ab1a0d8,iTE:P1423:n2,P1423,iTE
iTE:retrieval:ef2b264fe9b9eb,iTE:P0637:n3,P0637,iTE
iTE:retrieval:57c0e9f3b0d641,iTE:P1702:n2,P1702,iTE
iTE:retrieval:53011ab7b68d92,iTE:P1440:n2,P1440,iTE
iTE:retrieval:27893138d19442,iTE:P1371:n2,P1371,iTE
iTE:retrieval:11c8c82f5fba4e,iTE:P1384:n1,P1384,iTE
iTE:retrieval:b05b36aed365c5,iTE:P1648:n1,P1648,iTE
iTE:retrieval:7845129116d76d,iTE:P1642:n1,P1642,iTE
iTE:retrieval:1438319ecdc580,iTE:P0478:n2,P0478,iTE
iTE:retrieval:b3f085b2bbcb58,iTE:P0828:n3,P0828,iTE
iTE:retrieval:1f2616554188e5,iTE:P0347:n1,P0347,iTE
iTE:retrieval:9cfd6125565946,iTE:P0798:n1,P0798,iTE
iTE:retrieval:59e4f9cd6ac7bf,iTE:P1237:n1,P1237,iTE
iTE:retrieval:03621b04fc2fb5,iTE:P1467:n1,P1467,iTE
iTE:retrieval:9ff639cf5b69dc,iTE:P0507:n1,P0507,iTE
iTE:retrieval:5eaeca5fa5dc0b,iTE:P0500:n1,P0500,iTE
iTE:retrieval:da7898371e75b6,iTE:P1484:n2,P1484,iTE
iTE:retrieval:e74cf5e0af07d2,iTE:P0442:n1,P0442,iTE
iTE:retrieval:173ec42997c292,iTE:P1529:n2,P1529,iTE
iTE:retrieval:fd6e818a2e03c1,iTE:P0339:n3,P0339,iTE
iTE:retrieval:b5a07356fe9637,iTE:P0335:n2,P0335,iTE
iTE:retrieval:d8834de0e14902,iTE:P0425:n2,P0425,iTE
iTE:retrieval:1e63e95474e46f,iTE:P1550:n1,P1550,iTE
iTE:retrieval:10e297dfb9ff5f,iTE:P1138:n2,P1138,iTE
iTE:retrieval:b4e5b3fdd6592d,iTE:P1017:n1,P1017,iTE
iTE:retrieval:cc2ab68f60729a,iTE:P1947:n2,P1947,iTE
iTE:retrieval:4cccbc287ecc5f,iTE:P1168:n2,P1168,iTE
iTE:retrieval:20dea4cb54100d,iTE:P1480:n3,P1480,iTE
iTE:retrieval:8250a211d664de,iTE:P1269:n2,P1269,iTE
iTE:retrieval:ad1ab9385fbfc3,iTE:P1971:n1,P1971,iTE
iTE:retrieval:24d7768711d305,iTE:P1130:n2,P1130,iTE
iTE:retrieval:59ee489044b109,iTE:P0711:n1,P0711,iTE
iTE:retrieval:59ee489044b109,iTE:P0714:n3,P0714,iTE
iTE:retrieval:af4e541f573390,iTE:P1809:n2,P1809,iTE
iTE:retrieval:70d75a2f0794b0,iTE:P1419:n2,P1419,iTE
iTE:retrieval:c3e7d780caaa46,iTE:P1818:n2,P1818,iTE
iTE:retrieval:6fb48a5da540b3,iTE:P1036:n1,P1036,iTE
iTE:retrieval:1eb407a8547e5a,iTE:P1950:n2,P1950,iTE
iTE:retrieval:c7821254bd258d,iTE:P1849:n1,P1849,iTE
iTE:retrieval:c40e6925b665ff,iTE:P1322:n2,P1322,iTE
iTE:retrieval:ef4d9621574812,iTE:P1008:n1,P1008,iTE
iTE:retrieval:9e12ba4f5cfa6b,iTE:P1384:n2,P1384,iTE
iTE:retrieval:50415861c86936,iTE:P1456:n2,P1456,iTE
iTE:retrieval:4c627d82e952a3,iTE:P1738:n2,P1738,iTE
iTE:retrieval:1758174367fc6d,iTE:P0932:n4,P0932,iTE
iTE:retrieval:e2e74ab0f2c355,iTE:P1253:n2,P1253,iTE
iTE:retrieval:e2e74ab0f2c355,iTE:P1394:n2,P1394,iTE
iTE:retrieval:396e9ba2beda7b,iTE:P0836:n2,P0836,iTE
iTE:retrieval:51a89b1d4d323a,iTE:P1864:n1,P1864,iTE
iTE:retrieval:ddc65c6bb4c66b,iTE:P0497:n1,P0497,iTE
iTE:retrieval:a4452df8022c82,iTE:P0776:n2,P0776,iTE
iTE:retrieval:9378e7e8fe422c,iTE:P1833:n2,P1833,iTE
iTE:retrieval:92d4be426a5a3c,iTE:P1316:n4,P1316,iTE
iTE:retrieval:0cb0dbe286bf7d,iTE:P0797:n2,P0797,iTE
iTE:retrieval:74f44424d5449e,iTE:P1802:n2,P1802,iTE
iTE:retrieval:108bd0690f61a2,iTE:P1571:n2,P1571,iTE
iTE:retrieval:1e8e7b4d3a6bbf,iTE:P1780:n2,P1780,iTE
iTE:retrieval:efd294d173479e,iTE:P1257:n1,P1257,iTE
iTE:retrieval:9a0f2b79ece942,iTE:P1613:n2,P1613,iTE
iTE:retrieval:30095dd177638a,iTE:P1232:n1,P1232,iTE
iTE:retrieval:abbb67b557d789,iTE:P1151:n1,P1151,iTE
iTE:retrieval:b68e140c8d7244,iTE:P0371:n3,P0371,iTE
iTE:retrieval:323013f1c998aa,iTE:P0967:n1,P0967,iTE
iTE:retrieval:dbbe9278b2cfdd,iTE:P1850:n1,P1850,iTE
iTE:retrieval:9e1012f0adcafd,iTE:P1549:n1,P1549,iTE
iTE:retrieval:cbe472dc750678,iTE:P1608:n2,P1608,iTE
iTE:retrieval:ea8598d0716b57,iTE:P1534:n2,P1534,iTE
iTE:retrieval:da4bd92637e161,iTE:P1316:n1,P1316,iTE
iTE:retrieval:74b05211612dc6,iTE:P0696:n2,P0696,iTE
iTE:retrieval:12279c72dbe9ad,iTE:P1321:n1,P1321,iTE
iTE:retrieval:be970d090a9b0a,iTE:P0825:n3,P0825,iTE
iTE:retrieval:ba9523cbd51b33,iTE:P1242:n2,P1242,iTE
iTE:retrieval:ccee433fc5c041,iTE:P1615:n2,P1615,iTE
iTE:retrieval:48483082150900,iTE:P0664:n2,P0664,iTE
iTE:retrieval:c4ee0b1e5b0429,iTE:P1099:n2,P1099,iTE
iTE:retrieval:c4ee0b1e5b0429,iTE:P1632:n3,P1632,iTE
iTE:retrieval:e49e96f99701a3,iTE:P0431:n2,P0431,iTE
iTE:retrieval:4bd869e8acd381,iTE:P0809:n2,P0809,iTE
iTE:retrieval:5d7caf39f3e969,iTE:P1949:n1,P1949,iTE
iTE:retrieval:abf38e72fb328c,iTE:P0697:n2,P0697,iTE
iTE:retrieval:29f22e77975ce7,iTE:P1700:n2,P1700,iTE
iTE:retrieval:227d4661adfb14,iTE:P0450:n1,P0450,iTE
iTE:retrieval:d6b2345d9e3691,iTE:P1925:n1,P1925,iTE
iTE:retrieval:b1fb303c0fefd1,iTE:P1001:n2,P1001,iTE
iTE:retrieval:8ffc263f39a066,iTE:P0920:n3,P0920,iTE
iTE:retrieval:0aacf74dfb9449,iTE:P0810:n1,P0810,iTE
iTE:retrieval:b6776390afdd0f,iTE:P1708:n2,P1708,iTE
iTE:retrieval:e0b3e4cbd87da6,iTE:P0443:n1,P0443,iTE
iTE:retrieval:63479ad69a090b,iTE:P0701:n1,P0701,iTE
iTE:retrieval:3a316f288df182,iTE:P0474:n1,P0474,iTE
iTE:retrieval:ea730531e98d97,iTE:P0423:n2,P0423,iTE
iTE:retrieval:cffabb3c8bd292,iTE:P1676:n3,P1676,iTE
iTE:retrieval:b6f52bfe17e13b,iTE:P1816:n1,P1816,iTE
iTE:retrieval:db9ccbb4130e9f,iTE:P1464:n2,P1464,iTE
iTE:retrieval:0ac957e4880f45,iTE:P1663:n1,P1663,iTE
iTE:retrieval:ebbcf7a9032285,iTE:P1438:n2,P1438,iTE
iTE:retrieval:391d0e87292e84,iTE:P1394:n1,P1394,iTE
iTE:retrieval:56e84e50a59b53,iTE:P0883:n2,P0883,iTE
iTE:retrieval:51f43eda7906b1,iTE:P1969:n2,P1969,iTE
iTE:retrieval:ee386e457fa8a4,iTE:P1054:n1,P1054,iTE
iTE:retrieval:6311aaf9a0c389,iTE:P0829:n2,P0829,iTE
iTE:retrieval:df0ecd1e37f00a,iTE:P0894:n2,P0894,iTE
iTE:retrieval:2ba190abf92db2,iTE:P1214:n2,P1214,iTE
iTE:retrieval:112698db4cab8f,iTE:P0928:n4,P0928,iTE
iTE:retrieval:b6422dd7da907c,iTE:P1468:n1,P1468,iTE
iTE:retrieval:6bdbee21bd93be,iTE:P0869:n2,P0869,iTE
iTE:retrieval:ab5fde07c1faa0,iTE:P0609:n2,P0609,iTE
iTE:retrieval:15abcb54cae793,iTE:P0405:n1,P0405,iTE
iTE:retrieval:048e327b12eaf0,iTE:P1302:n1,P1302,iTE
iTE:retrieval:152581556ca1d7,iTE:P0570:n3,P0570,iTE
iTE:retrieval:b43cd099c5166d,iTE:P1052:n1,P1052,iTE
iTE:retrieval:e1b5401930e771,iTE:P0347:n4,P0347,iTE
iTE:retrieval:a8e1c3194ec955,iTE:P1003:n1,P1003,iTE
iTE:retrieval:a205341f981d5c,iTE:P0493:n2,P0493,iTE
iTE:retrieval:98ae5a3e7117bb,iTE:P0571:n2,P0571,iTE
iTE:retrieval:e7e5487764377d,iTE:P0689:n1,P0689,iTE
iTE:retrieval:06d137d3d15f3f,iTE:P0344:n3,P0344,iTE
iTE:retrieval:6c3c7a5b304119,iTE:P1169:n1,P1169,iTE
iTE:retrieval:3af5da6f78ac37,iTE:P0608:n3,P0608,iTE
iTE:retrieval:28e580c3af3773,iTE:P0919:n1,P0919,iTE
iTE:retrieval:f1aac254f0b350,iTE:P0467:n1,P0467,iTE
iTE:retrieval:0ac6cd3d374b5c,iTE:P0414:n1,P0414,iTE
iTE:retrieval:6344f533a519b1,iTE:P1049:n1,P1049,iTE
iTE:retrieval:c96716e8b7d725,iTE:P0379:n2,P0379,iTE
iTE:retrieval:57e58deb31e152,iTE:P0437:n2,P0437,iTE
iTE:retrieval:0d2fabbdcb1dcb,iTE:P0928:n2,P0928,iTE
iTE:retrieval:cddb868203f92e,iTE:P0838:n2,P0838,iTE
iTE:retrieval:6602afb94eced0,iTE:P0485:n1,P0485,iTE
iTE:retrieval:92ae3a7243dcc8,iTE:P0457:n2,P0457,iTE
iTE:retrieval:92ae3a7243dcc8,iTE:P0477:n3,P0477,iTE
iTE:retrieval:d4be0fc1528066,iTE:P0920:n2,P0920,iTE
iTE:retrieval:a9d6c8c5226a01,iTE:P0378:n5,P0378,iTE
iTE:retrieval:a45b4053fa33fd,iTE:P1589:n2,P1589,iTE
iTE:retrieval:2f0bad5d86b815,iTE:P1694:n2,P1694,iTE
iTE:retrieval:7f70319e87ee10,iTE:P1537:n2,P1537,iTE
iTE:retrieval:1ce279d4ae9483,iTE:P0992:n2,P0992,iTE
iTE:retrieval:c324f655ac0921,iTE:P1883:n2,P1883,iTE
iTE:retrieval:e7deb09149f6ba,iTE:P0705:n1,P0705,iTE
iTE:retrieval:c2abf8b4b14f9a,iTE:P1030:n2,P1030,iTE
iTE:retrieval:b9d4fd093f3132,iTE:P1092:n2,P1092,iTE
iTE:retrieval:2407cd42cff12d,iTE:P0870:n4,P0870,iTE
iTE:retrieval:27bf0e192f27f1,iTE:P1330:n2,P1330,iTE
iTE:retrieval:ca73f61034afc2,iTE:P1744:n1,P1744,iTE
iTE:retrieval:c31ecea33554bd,iTE:P0859:n1,P0859,iTE
iTE:retrieval:7d26298994d5ce,iTE:P1774:n1,P1774,iTE
iTE:retrieval:7914dd664f4221,iTE:P0651:n1,P0651,iTE
iTE:retrieval:4cb7a91a05e570,iTE:P1228:n2,P1228,iTE
iTE:retrieval:4e4c0a86f60b62,iTE:P0721:n2,P0721,iTE
iTE:retrieval:9d333b482d2fe4,iTE:P0836:n1,P0836,iTE
iTE:retrieval:aac98ba8f385e6,iTE:P0913:n1,P0913,iTE
iTE:retrieval:7e1d1fd4aefd8d,iTE:P0488:n2,P0488,iTE
iTE:retrieval:59915e790607b9,iTE:P0925:n1,P0925,iTE
iTE:retrieval:7ef25c37cf9fc6,iTE:P1228:n1,P1228,iTE
iTE:retrieval:208119f90fb4de,iTE:P1084:n2,P1084,iTE
iTE:retrieval:136bdd3e3c3eee,iTE:P1885:n2,P1885,iTE
iTE:retrieval:dff7bcae94e059,iTE:P1622:n2,P1622,iTE
iTE:retrieval:afe25baa9b6e7f,iTE:P1850:n2,P1850,iTE
iTE:retrieval:8bfcee89557b9b,iTE:P0573:n1,P0573,iTE
iTE:retrieval:67d34fe40dcfcb,iTE:P0463:n3,P0463,iTE
iTE:retrieval:154b4d89b63fa0,iTE:P1026:n1,P1026,iTE
iTE:retrieval:03ea7915f48631,iTE:P1514:n3,P1514,iTE
iTE:retrieval:caa734bb7894d8,iTE:P0600:n2,P0600,iTE
iTE:retrieval:dec539f43f4f78,iTE:P0689:n2,P0689,iTE
iTE:retrieval:59a45e24c2f673,iTE:P1696:n2,P1696,iTE
iTE:retrieval:2402641b8c8836,iTE:P1213:n2,P1213,iTE
iTE:retrieval:1b9e53e1e47a49,iTE:P1957:n2,P1957,iTE
iTE:retrieval:a92e9c5c8cff48,iTE:P0475:n1,P0475,iTE
iTE:retrieval:68a92d49110955,iTE:P1652:n1,P1652,iTE
iTE:retrieval:088b3c094f36cc,iTE:P0989:n2,P0989,iTE
iTE:retrieval:6b9977c82e4817,iTE:P1471:n3,P1471,iTE
iTE:retrieval:9e82587226b48e,iTE:P1672:n1,P1672,iTE
iTE:retrieval:5ff69ba045fc7a,iTE:P1360:n2,P1360,iTE
iTE:retrieval:d7443e2cd0f029,iTE:P0970:n2,P0970,iTE
iTE:retrieval:c0b431b989771a,iTE:P1372:n2,P1372,iTE
iTE:retrieval:dc1374b70645cf,iTE:P0759:n2,P0759,iTE
iTE:retrieval:5bcd91af65b5be,iTE:P1592:n3,P1592,iTE
iTE:retrieval:410e8a3194c71d,iTE:P1499:n1,P1499,iTE
iTE:retrieval:d9a683adde4b68,iTE:P1088:n1,P1088,iTE
iTE:retrieval:f9b24b6b14fd32,iTE:P1179:n2,P1179,iTE
iTE:retrieval:61fc9fd7544f3e,iTE:P0558:n2,P0558,iTE
iTE:retrieval:89c8a718518810,iTE:P0869:n1,P0869,iTE
iTE:retrieval:59b0116321cbda,iTE:P1911:n1,P1911,iTE
iTE:retrieval:8b5ce78e5ad785,iTE:P1068:n2,P1068,iTE
iTE:retrieval:90386e46981736,iTE:P1053:n1,P1053,iTE
iTE:retrieval:4d3bd8f4d584eb,iTE:P0547:n1,P0547,iTE
iTE:retrieval:9bb51b6e7048ea,iTE:P1888:n2,P1888,iTE
iTE:retrieval:c426d49dc6d1c9,iTE:P0646:n1,P0646,iTE
iTE:retrieval:4f7426f3af24d3,iTE:P1256:n2,P1256,iTE
iTE:retrieval:dc5960b5817134,iTE:P0829:n1,P0829,iTE
iTE:retrieval:2ac8e23a1f8a19,iTE:P0997:n2,P0997,iTE
iTE:retrieval:522a784ef9fea8,iTE:P0728:n1,P0728,iTE
iTE:retrieval:05e7fe56925522,iTE:P0674:n3,P0674,iTE
iTE:retrieval:9afe64576b40b2,iTE:P1585:n2,P1585,iTE
iTE:retrieval:e51d8468b221ee,iTE:P1201:n2,P1201,iTE
iTE:retrieval:875000bc0cea5d,iTE:P0499:n1,P0499,iTE
iTE:retrieval:863c43d8ea737b,iTE:P1241:n1,P1241,iTE
iTE:retrieval:5be34b8d601a2c,iTE:P1505:n1,P1505,iTE
