concept,concept_type,doc_freq,score
gelatin identifying,material_system,2,20.06544207949011
gelatin-kcl-fecn4-/3 ionic,material_system,2,20.06544207949011
gelatin shows,material_system,2,20.06544207949011
gelatin-cscl change,material_system,2,20.06544207949011
ionic characteristics,material_system,2,20.06544207949011
hydrogel so42-/so32,material_system,2,20.06544207949011
ionic capacitors,material_system,2,20.06544207949011
liquid treated,material_system,2,20.06544207949011
liquid treatment,material_system,2,20.06544207949011
liquid undergoes,material_system,2,20.06544207949011
liquid-based ionogel,material_system,2,20.06544207949011
liquid-based tecs,material_system,2,20.06544207949011
ionic compensation,material_system,2,20.06544207949011
hydrogel simultaneously,material_system,2,20.06544207949011
phosphorous-containing ionic,material_system,2,20.06544207949011
multivalent ions,material_system,2,20.06544207949011
phonon liquid,material_system,2,20.06544207949011
gelatin-kcl-fecn4-/3 i-te,material_system,2,20.06544207949011
phonon renormalization,material_system,2,20.06544207949011
gelatin-k-4 k-3,material_system,2,20.06544207949011
phonon-phonon interactions,material_system,2,20.06544207949011
phonons superionic,material_system,2,20.06544207949011
generation artificial,material_system,2,20.06544207949011
pedot:pss/il composites,material_system,2,20.06544207949011
practical utilization,material_system,2,20.06544207949011
perovskites systematically,material_system,2,20.06544207949011
generation heat,material_system,2,20.06544207949011
performance thermopower,property_metric,2,20.06544207949011
generation ferri-/ferrocyanide,material_system,2,20.06544207949011
generation oxygen,material_system,2,20.06544207949011
pedot:pss emerged,material_system,2,20.06544207949011
functional material,material_system,2,20.06544207949011
functional group,material_system,2,20.06544207949011
films humidity,material_system,2,20.06544207949011
films electrodeposition,material_system,2,20.06544207949011
film high-temperature,material_system,2,20.06544207949011
film conductivity,property_metric,2,20.06544207949011
film composition,material_system,2,20.06544207949011
filler addition,material_system,2,20.06544207949011
field ionic,material_system,2,20.06544207949011
ferromagnetic transition,material_system,2,20.06544207949011
power optimization,material_system,2,20.06544207949011
ferrocyanide ii,material_system,2,20.06544207949011
generation image,material_system,2,20.06544207949011
generation integration,material_system,2,20.06544207949011
generation ion,material_system,2,20.06544207949011
generation relatively,material_system,2,20.06544207949011
generation work,material_system,2,20.06544207949011
performance low-temperature,material_system,2,20.06544207949011
generation technologies,material_system,2,20.06544207949011
generation systematic,material_system,2,20.06544207949011
generation solar-driven,material_system,2,20.06544207949011
generation sensing,material_system,2,20.06544207949011
generation results,material_system,2,20.06544207949011
performance pva,material_system,2,20.06544207949011
generation ionic,material_system,2,20.06544207949011
generation polyoxovanadate,material_system,2,20.06544207949011
generator ions,material_system,2,20.06544207949011
generation photothermal,device_function,2,20.06544207949011
generation mechanism,material_system,2,20.06544207949011
generation low,material_system,2,20.06544207949011
performance semiconducting,material_system,2,20.06544207949011
performance stems,material_system,2,20.06544207949011
ferrocyanide crystallization,phase_or_species_transition,2,20.06544207949011
power polyoxovanadate-ionic,material_system,2,20.06544207949011
power single-temperature,material_system,2,20.06544207949011
flow thermogalvanic,material_system,2,20.06544207949011
focuses thermo-diffusion,material_system,2,20.06544207949011
power applications,material_system,2,20.06544207949011
focused entropy,material_system,2,20.06544207949011
fluctuations soret,transport_mechanism,2,20.06544207949011
fluctuation caused,material_system,2,20.06544207949011
fluctuated temperature,material_system,2,20.06544207949011
flowing multi-channels,material_system,2,20.06544207949011
flow temperature,material_system,2,20.06544207949011
force liquid,material_system,2,20.06544207949011
flexible operation,material_system,2,20.06544207949011
flexible hydrogel,material_system,2,20.06544207949011
flexible electrode,material_system,2,20.06544207949011
flexibility elongation,material_system,2,20.06544207949011
flash combustion,material_system,2,20.06544207949011
flame-retardant ionic,material_system,2,20.06544207949011
finger temperature-driven,material_system,2,20.06544207949011
foil electrode,material_system,2,20.06544207949011
potentiostatic conditions,material_system,2,20.06544207949011
ferricyanide iii,material_system,2,20.06544207949011
feature positions,material_system,2,20.06544207949011
ferri/ferrocyanide electrolytes,redox_chemistry,2,20.06544207949011
ferri/ferrocyanide concentration,redox_chemistry,2,20.06544207949011
ferri-/ferrocyanide thermogalvanic,material_system,2,20.06544207949011
fermi-dirac distribution,material_system,2,20.06544207949011
fecl3/fecl2 impregnation,material_system,2,20.06544207949011
practical directions,material_system,2,20.06544207949011
practical implications,material_system,2,20.06544207949011
films systematically,material_system,2,20.06544207949011
potentials systematically,material_system,2,20.06544207949011
feasible option,material_system,2,20.06544207949011
films temperature,material_system,2,20.06544207949011
first-order phase,material_system,2,20.06544207949011
formation additionally,material_system,2,20.06544207949011
formation addition,material_system,2,20.06544207949011
formalisms transport,material_system,2,20.06544207949011
formal oxidation,material_system,2,20.06544207949011
generator applications,material_system,2,20.06544207949011
persist superionic,material_system,2,20.06544207949011
pedot:pss/swcnt composite,material_system,2,20.06544207949011
perturbation theory,material_system,2,20.06544207949011
generator strain/temperature,material_system,2,20.06544207949011
pedot:pss/emim dca,material_system,2,20.06544207949011
pedot:pss-based thermoelectrics,material_system,2,20.06544207949011
pedot:pss-based ite,material_system,2,20.06544207949011
glass composition,material_system,2,20.06544207949011
governed competition,material_system,2,20.06544207949011
govern ionic,material_system,2,20.06544207949011
govern ion,material_system,2,20.06544207949011
good seebeck,property_metric,2,20.06544207949011
good correlation,material_system,2,20.06544207949011
good conductivity,property_metric,2,20.06544207949011
good absorption,material_system,2,20.06544207949011
pedot:pss flexible,material_system,2,20.06544207949011
pedot:pss garnered,material_system,2,20.06544207949011
pedot:pss hole,material_system,2,20.06544207949011
pedot:pss identified,material_system,2,20.06544207949011
generator pedot:pss,material_system,2,20.06544207949011
generator water,material_system,2,20.06544207949011
performance humidity,material_system,2,20.06544207949011
performance high-entropy,solvation_entropy,2,20.06544207949011
percolation pathways,material_system,2,20.06544207949011
pedot:pss/swcnt conductivity,property_metric,2,20.06544207949011
given ionic,material_system,2,20.06544207949011
peltier soret,transport_mechanism,2,20.06544207949011
perception adaptive,material_system,2,20.06544207949011
perception human-machine,material_system,2,20.06544207949011
perception multiple,material_system,2,20.06544207949011
percolation networks,material_system,2,20.06544207949011
giant bidirectionally,material_system,2,20.06544207949011
generators pedot,material_system,2,20.06544207949011
gga-pbesol functional,material_system,2,20.06544207949011
gga-pbe approximation,material_system,2,20.06544207949011
gga approximation,material_system,2,20.06544207949011
geopolymer ionic,material_system,2,20.06544207949011
geopolymer composites,material_system,2,20.06544207949011
geometry optimization,material_system,2,20.06544207949011
generators seebeck,property_metric,2,20.06544207949011
pedot:pss improve,material_system,2,20.06544207949011
glassy systems,material_system,2,20.06544207949011
pedot:pss mu,material_system,2,20.06544207949011
phase ductile,material_system,2,20.06544207949011
generation developed,material_system,2,20.06544207949011
phase compound,material_system,2,20.06544207949011
generation density,material_system,2,20.06544207949011
phase covalent,material_system,2,20.06544207949011
phase cubic,material_system,2,20.06544207949011
phase density,material_system,2,20.06544207949011
generation densities,material_system,2,20.06544207949011
phase elastic,material_system,2,20.06544207949011
phase caused,material_system,2,20.06544207949011
phase equilibria,material_system,2,20.06544207949011
phase exhibits,material_system,2,20.06544207949011
generation charge,material_system,2,20.06544207949011
phase ionic/covalent,material_system,2,20.06544207949011
phase lattice,material_system,2,20.06544207949011
phase negative,material_system,2,20.06544207949011
pf combination,material_system,2,20.06544207949011
generation driven,material_system,2,20.06544207949011
phase calculated,material_system,2,20.06544207949011
pedot:pss p-type,material_system,2,20.06544207949011
glasses conductivity,property_metric,2,20.06544207949011
glasses ionic,material_system,2,20.06544207949011
pedot:pss poly,material_system,2,20.06544207949011
pedot:pss popular,material_system,2,20.06544207949011
pedot:pss prepared,material_system,2,20.06544207949011
pedot:pss simultaneously,material_system,2,20.06544207949011
pedot:pss single-walled,material_system,2,20.06544207949011
pedot:pss so42-/so32-ion-promoted,material_system,2,20.06544207949011
pedot:pss increases,material_system,2,20.06544207949011
phase bulk,material_system,2,20.06544207949011
functional used,material_system,2,20.06544207949011
generator pedot,material_system,2,20.06544207949011
generator ionic,material_system,2,20.06544207949011
generation exhibits,material_system,2,20.06544207949011
generation electric,material_system,2,20.06544207949011
phase behavior,material_system,2,20.06544207949011
phase boundary,material_system,2,20.06544207949011
ionic additive,material_system,2,20.06544207949011
ionic aggregates,material_system,2,20.06544207949011
ionic ba-framework,material_system,2,20.06544207949011
ionogel blended,material_system,2,20.06544207949011
ions hydrogen,material_system,2,20.06544207949011
ions improve,material_system,2,20.06544207949011
ions intercalated,material_system,2,20.06544207949011
ions intercalation,material_system,2,20.06544207949011
ionic thermophoresis,material_system,2,20.06544207949011
ions interface,material_system,2,20.06544207949011
ionic thermoelectrics ionic thermoelectrics,material_system,2,20.06544207949011
ionic thermoelectrical,material_system,2,20.06544207949011
ions mechanism,material_system,2,20.06544207949011
ions melamine,material_system,2,20.06544207949011
ions model,material_system,2,20.06544207949011
ions moving,material_system,2,20.06544207949011
ions octahedral,material_system,2,20.06544207949011
ions order,material_system,2,20.06544207949011
ions organohydrogel,gel_microstructure,2,20.06544207949011
ions oxygen,material_system,2,20.06544207949011
ions particularly,material_system,2,20.06544207949011
ions hopping,material_system,2,20.06544207949011
ions addition,material_system,2,20.06544207949011
ions according,material_system,2,20.06544207949011
ionic-radius mass,material_system,2,20.06544207949011
ionic/covalent character,material_system,2,20.06544207949011
ionic/covalent bonds,material_system,2,20.06544207949011
ions absolute,material_system,2,20.06544207949011
ionogel considered,material_system,2,20.06544207949011
ionogel demonstrated,material_system,2,20.06544207949011
ionogel demonstrates,material_system,2,20.06544207949011
ionic-type thermoelectric,material_system,2,20.06544207949011
ionogel emerged,material_system,2,20.06544207949011
limited conversion,material_system,2,20.06544207949011
ionic-liquid/electrode interface,material_system,2,20.06544207949011
ionic-liquid thermoelectric,material_system,2,20.06544207949011
ionogel formed,material_system,2,20.06544207949011
ionogel harvests,material_system,2,20.06544207949011
ionic-liquid redox-couple,material_system,2,20.06544207949011
ionic-liquid redox,material_system,2,20.06544207949011
ionogel continuous,material_system,2,20.06544207949011
ions phonons,material_system,2,20.06544207949011
ions plus,material_system,2,20.06544207949011
ions pore,material_system,2,20.06544207949011
ions entropy,material_system,2,20.06544207949011
ions doping,material_system,2,20.06544207949011
ions effective,material_system,2,20.06544207949011
ions electrostatically,material_system,2,20.06544207949011
ions emerging,material_system,2,20.06544207949011
ionic transference,material_system,2,20.06544207949011
ions enable,material_system,2,20.06544207949011
ions enhance,material_system,2,20.06544207949011
ions fecl3/2,material_system,2,20.06544207949011
ionic valence,material_system,2,20.06544207949011
ions cost-effective,material_system,2,20.06544207949011
interpretation design,material_system,2,20.06544207949011
ionic hopping,material_system,2,20.06544207949011
limited solvation,material_system,2,20.06544207949011
ion storage,material_system,2,20.06544207949011
ion speciation,material_system,2,20.06544207949011
ion source,material_system,2,20.06544207949011
ionic type,material_system,2,20.06544207949011
ions copper,material_system,2,20.06544207949011
ions preferentially,material_system,2,20.06544207949011
ions called,material_system,2,20.06544207949011
ions present,material_system,2,20.06544207949011
ions hole,material_system,2,20.06544207949011
ions geopolymer,material_system,2,20.06544207949011
ions function,material_system,2,20.06544207949011
ions flexible,material_system,2,20.06544207949011
ions alkali,material_system,2,20.06544207949011
ions aqueous,material_system,2,20.06544207949011
ionic-covalent mixture,material_system,2,20.06544207949011
ions achieve,material_system,2,20.06544207949011
ions carriers,material_system,2,20.06544207949011
ions chitosan,material_system,2,20.06544207949011
ions competitive,material_system,2,20.06544207949011
ionic weak,material_system,2,20.06544207949011
ionic versus,material_system,2,20.06544207949011
ions conditions,material_system,2,20.06544207949011
ions confined,material_system,2,20.06544207949011
ionogel cationic,material_system,2,20.06544207949011
ionogel added,material_system,2,20.06544207949011
ionic ba-o,material_system,2,20.06544207949011
ionogel achieves,material_system,2,20.06544207949011
larger temperature,material_system,2,20.06544207949011
largest ionic,material_system,2,20.06544207949011
laser deposition,material_system,2,20.06544207949011
lattice distortions,material_system,2,20.06544207949011
lattice one-dimensionality,material_system,2,20.06544207949011
ionic pb-te,material_system,2,20.06544207949011
ionic pathways,material_system,2,20.06544207949011
ionic partial,material_system,2,20.06544207949011
ions provides,material_system,2,20.06544207949011
ionic p-n,material_system,2,20.06544207949011
ionic nah,material_system,2,20.06544207949011
ionic models,material_system,2,20.06544207949011
ionic melt,material_system,2,20.06544207949011
ionic mass,material_system,2,20.06544207949011
lattice transport,material_system,2,20.06544207949011
lattice vibrational,material_system,2,20.06544207949011
layer adsorption/reaction,material_system,2,20.06544207949011
ionic radius/valence,material_system,2,20.06544207949011
ionic reaction,material_system,2,20.06544207949011
ionic reaction/transport,material_system,2,20.06544207949011
light irradiation,material_system,2,20.06544207949011
li2so4 thermodiffusion,transport_mechanism,2,20.06544207949011
liberates polymer,material_system,2,20.06544207949011
licl ionic,material_system,2,20.06544207949011
ionic lattice,material_system,2,20.06544207949011
ionic la-o,material_system,2,20.06544207949011
ionic kinetics,material_system,2,20.06544207949011
ionic interlayer,material_system,2,20.06544207949011
limit application,material_system,2,20.06544207949011
lays foundation,material_system,2,20.06544207949011
limit ionic,material_system,2,20.06544207949011
limitation redox,material_system,2,20.06544207949011
limitations efficiency,material_system,2,20.06544207949011
limited attention,material_system,2,20.06544207949011
leakage evaporation,material_system,2,20.06544207949011
leads formation,material_system,2,20.06544207949011
leading reduction,material_system,2,20.06544207949011
layer formation,material_system,2,20.06544207949011
layer hydrogel,material_system,2,20.06544207949011
layer ionogel,material_system,2,20.06544207949011
ionogel hold,material_system,2,20.06544207949011
ionogel structure,material_system,2,20.06544207949011
ionogel synthesized,material_system,2,20.06544207949011
ionogel temperature,material_system,2,20.06544207949011
ionogel thermoelectric,material_system,2,20.06544207949011
ionogel times,material_system,2,20.06544207949011
ionogel used,material_system,2,20.06544207949011
ionothermal synthesis,material_system,2,20.06544207949011
ionic-liquid ionogel,material_system,2,20.06544207949011
ionogel selective,material_system,2,20.06544207949011
ionic-liquid mixture,material_system,2,20.06544207949011
ionic-liquid precursor,material_system,2,20.06544207949011
ionic/electronic thermoelectric,material_system,2,20.06544207949011
ionic/electronic conductivity,property_metric,2,20.06544207949011
ionicliquid thermocells,material_system,2,20.06544207949011
ionic/electrical conductivity,property_metric,2,20.06544207949011
ionogel achieved,material_system,2,20.06544207949011
ionogel self-healing,material_system,2,20.06544207949011
ionogel reported,material_system,2,20.06544207949011
layered heteroanionic,material_system,2,20.06544207949011
ionic-liquid electrochemical,material_system,2,20.06544207949011
ionic oxide,material_system,2,20.06544207949011
ions protons,material_system,2,20.06544207949011
ions proposed,material_system,2,20.06544207949011
ions promote,material_system,2,20.06544207949011
ionogel igs,material_system,2,20.06544207949011
ionic-liquid electrolytes,material_system,2,20.06544207949011
ionic-liquid electrolyte,material_system,2,20.06544207949011
ionic-liquid concentrations,material_system,2,20.06544207949011
ionic-electronic designs,material_system,2,20.06544207949011
ionogel peg,material_system,2,20.06544207949011
ionogel poly,material_system,2,20.06544207949011
ionogel possess,material_system,2,20.06544207949011
ionogel prepared,material_system,2,20.06544207949011
ionogel progressively,material_system,2,20.06544207949011
ionogel provide,material_system,2,20.06544207949011
ionogel quasi-solid-state,material_system,2,20.06544207949011
ion sizes,material_system,2,20.06544207949011
ion simultaneously,material_system,2,20.06544207949011
local distortions,material_system,2,20.06544207949011
ion regulation,material_system,2,20.06544207949011
ion-induced crystallization,phase_or_species_transition,2,20.06544207949011
ion-injected thermoelectric,material_system,2,20.06544207949011
liquid consisting,material_system,2,20.06544207949011
liquid content,material_system,2,20.06544207949011
ionic conductors ionic,material_system,2,20.06544207949011
liquid crystalline,material_system,2,20.06544207949011
liquid developed,material_system,2,20.06544207949011
liquid electrode,material_system,2,20.06544207949011
liquid electron,material_system,2,20.06544207949011
liquid enhance,material_system,2,20.06544207949011
liquid facilitates,material_system,2,20.06544207949011
liquid forced,material_system,2,20.06544207949011
liquid forms,material_system,2,20.06544207949011
liquid gelled,material_system,2,20.06544207949011
liquid improves,material_system,2,20.06544207949011
liquid increases,material_system,2,20.06544207949011
liquid investigated,material_system,2,20.06544207949011
liquids composed,material_system,2,20.06544207949011
low-concentration regime,material_system,2,20.06544207949011
investigation influence,material_system,2,20.06544207949011
low-cost production,material_system,2,20.06544207949011
ion disrupts,material_system,2,20.06544207949011
ion coordination,material_system,2,20.06544207949011
ion carrier,material_system,2,20.06544207949011
ion adsorption,material_system,2,20.06544207949011
iodide/triiodide thermogalvanic,redox_chemistry,2,20.06544207949011
liquids emim,material_system,2,20.06544207949011
iodide/triiodide thermo-electrochemical,redox_chemistry,2,20.06544207949011
iodide/triiodide i-/i-3,redox_chemistry,2,20.06544207949011
investigation mechanism,material_system,2,20.06544207949011
iodide/triiodide conversion,redox_chemistry,2,20.06544207949011
investigations thermoelectric,material_system,2,20.06544207949011
investigations highlight,material_system,2,20.06544207949011
investigations carried,material_system,2,20.06544207949011
investigation work,material_system,2,20.06544207949011
investigation physical,material_system,2,20.06544207949011
investigation optical,material_system,2,20.06544207949011
liquid leakage,material_system,2,20.06544207949011
liquid litfsi,material_system,2,20.06544207949011
liquid low-grade,material_system,2,20.06544207949011
liquid butyl-3-methylimidazolium,material_system,2,20.06544207949011
linearly temperature,material_system,2,20.06544207949011
ionic electron,material_system,2,20.06544207949011
ionic doping-induced,material_system,2,20.06544207949011
liquid allyl-3-methylimidazolium,material_system,2,20.06544207949011
ionic doping,material_system,2,20.06544207949011
ionic direct-bandgap,material_system,2,20.06544207949011
liquid bis,material_system,2,20.06544207949011
ionic crosslinks,material_system,2,20.06544207949011
ionic fluid,material_system,2,20.06544207949011
ionic crosslinking,material_system,2,20.06544207949011
ionic cross-linking,material_system,2,20.06544207949011
liquid cells,material_system,2,20.06544207949011
lino3 solution,material_system,2,20.06544207949011
ionic hole,material_system,2,20.06544207949011
liquid plus,material_system,2,20.06544207949011
liquid post-treatment,material_system,2,20.06544207949011
liquid organic,material_system,2,20.06544207949011
ionic fluids,material_system,2,20.06544207949011
liquid media,material_system,2,20.06544207949011
liquid choline,material_system,2,20.06544207949011
liquid mixture,material_system,2,20.06544207949011
liquid molecular,material_system,2,20.06544207949011
liquid nitrogen,material_system,2,20.06544207949011
liquid offers,material_system,2,20.06544207949011
liquid confined,material_system,2,20.06544207949011
liquid cold,material_system,2,20.06544207949011
liquid coating,material_system,2,20.06544207949011
ionic heats,material_system,2,20.06544207949011
ionic flux,material_system,2,20.06544207949011
ionic heat,material_system,2,20.06544207949011
limiting ionic,material_system,2,20.06544207949011
limiting operational,material_system,2,20.06544207949011
ionic gelatin,material_system,2,20.06544207949011
limits ionic,material_system,2,20.06544207949011
ionic functionalities,material_system,2,20.06544207949011
ionic framework,material_system,2,20.06544207949011
ion dynamics,material_system,2,20.06544207949011
ion electrolyte,material_system,2,20.06544207949011
ion injected,material_system,2,20.06544207949011
ion-dipole interaction,material_system,2,20.06544207949011
liquids employed,material_system,2,20.06544207949011
liquids enhancing,material_system,2,20.06544207949011
liquids high,material_system,2,20.06544207949011
ion-exchange membrane,material_system,2,20.06544207949011
ion-electron coupling,material_system,2,20.06544207949011
ion-electron conductors,material_system,2,20.06544207949011
ion-electrode interactions,material_system,2,20.06544207949011
ion-conducting thermoelectric,material_system,2,20.06544207949011
lithium intercalation,material_system,2,20.06544207949011
ion-blocking interface,material_system,2,20.06544207949011
liquids paper,material_system,2,20.06544207949011
liquids pils,material_system,2,20.06544207949011
liquids poly,material_system,2,20.06544207949011
ion volume,material_system,2,20.06544207949011
liquids prospects,material_system,2,20.06544207949011
ion vacancy,material_system,2,20.06544207949011
litfsi pedot,material_system,2,20.06544207949011
ion metal,material_system,2,20.06544207949011
liquids report,material_system,2,20.06544207949011
ion radius,material_system,2,20.06544207949011
local ionic,material_system,2,20.06544207949011
localization band,material_system,2,20.06544207949011
localization effect,material_system,2,20.06544207949011
localization electrical,material_system,2,20.06544207949011
ion redox,material_system,2,20.06544207949011
ion reaction,material_system,2,20.06544207949011
ion ratio,material_system,2,20.06544207949011
localization functions,material_system,2,20.06544207949011
ion thermodiffusion ion,transport_mechanism,2,20.06544207949011
logistic regression,material_system,2,20.06544207949011
loi reduction,material_system,2,20.06544207949011
ion provider,material_system,2,20.06544207949011
ion polarization,material_system,2,20.06544207949011
long-range ion,material_system,2,20.06544207949011
long-term operational,material_system,2,20.06544207949011
ion molten,material_system,2,20.06544207949011
liquids provide,material_system,2,20.06544207949011
liquids template,material_system,2,20.06544207949011
ion interactions,material_system,2,20.06544207949011
lowering contribution,material_system,2,20.06544207949011
lower conductivity,property_metric,2,20.06544207949011
lower limitation,material_system,2,20.06544207949011
intrinsic temperature,material_system,2,20.06544207949011
intrinsic limitations,material_system,2,20.06544207949011
intrinsic excitations,material_system,2,20.06544207949011
intrinsic conductivity,property_metric,2,20.06544207949011
intrinsic conduction,material_system,2,20.06544207949011
intriguing ionic,material_system,2,20.06544207949011
low-temperature transport,material_system,2,20.06544207949011
intimate relationship,material_system,2,20.06544207949011
investigate electrode,material_system,2,20.06544207949011
investigate ionic,material_system,2,20.06544207949011
investigated functions,material_system,2,20.06544207949011
investigation carried,material_system,2,20.06544207949011
ion lattice,material_system,2,20.06544207949011
ion jumps,material_system,2,20.06544207949011
low-temperature zt,material_system,2,20.06544207949011
introducing ionic,material_system,2,20.06544207949011
liquids thiolate/disulfide,material_system,2,20.06544207949011
inversion sign,material_system,2,20.06544207949011
litcs antisolvent,material_system,2,20.06544207949011
ion transference,material_system,2,20.06544207949011
ion thermopower,property_metric,2,20.06544207949011
lithium electrode,material_system,2,20.06544207949011
low activation,material_system,2,20.06544207949011
ion leakage,material_system,2,20.06544207949011
low concentrations,material_system,2,20.06544207949011
inversely proportional,material_system,2,20.06544207949011
low-temperature specific,material_system,2,20.06544207949011
intrusion porosimetry,material_system,2,20.06544207949011
intrusion porosimeter,material_system,2,20.06544207949011
introduction melamine,material_system,2,20.06544207949011
low-temperature differences,material_system,2,20.06544207949011
low-temperature electrode,material_system,2,20.06544207949011
low-temperature operating,material_system,2,20.06544207949011
low-temperature solid,material_system,2,20.06544207949011
practical solution,material_system,2,20.06544207949011
practices ionic,material_system,2,20.06544207949011
applications pedot:pss,material_system,2,20.06544207949011
pair solution,material_system,2,20.06544207949011
harvesting next-generation,material_system,2,20.06544207949011
oxides high-temperature,material_system,2,20.06544207949011
oxygen diffusion,material_system,2,20.06544207949011
oxygen evolution,material_system,2,20.06544207949011
oxygen intercalation,material_system,2,20.06544207949011
harvesting mxene/pva,material_system,2,20.06544207949011
oxygen ionic,material_system,2,20.06544207949011
oxygen ions,material_system,2,20.06544207949011
oxygen reduction,material_system,2,20.06544207949011
oxygen-containing functional,material_system,2,20.06544207949011
oxide ions,material_system,2,20.06544207949011
overall pedot,material_system,2,20.06544207949011
pam network,material_system,2,20.06544207949011
panel temperature,material_system,2,20.06544207949011
gradients soret,transport_mechanism,2,20.06544207949011
gradients ionogel,material_system,2,20.06544207949011
pdca-soaked hydrogel,material_system,2,20.06544207949011
harvesting pedot,material_system,2,20.06544207949011
oxide ionic,material_system,2,20.06544207949011
guanidinium ions,material_system,2,20.06544207949011
overcome limitation,material_system,2,20.06544207949011
guidance optimization,material_system,2,20.06544207949011
pam carboxymethyl,material_system,2,20.06544207949011
harvesting liquid-flow,device_function,2,20.06544207949011
p-n liquid,material_system,2,20.06544207949011
harvesting liquid-state,material_system,2,20.06544207949011
harvesting micro-ionic,material_system,2,20.06544207949011
overall pedot:pss,material_system,2,20.06544207949011
heat convection,material_system,2,20.06544207949011
harvesting temperature,material_system,2,20.06544207949011
heat conductivity,property_metric,2,20.06544207949011
overlooked thermogalvanic,material_system,2,20.06544207949011
harvesting utilization,material_system,2,20.06544207949011
oxidation organosolv,material_system,2,20.06544207949011
oxidation potential,material_system,2,20.06544207949011
harvesting threedimensional,material_system,2,20.06544207949011
oxide electrode,material_system,2,20.06544207949011
peak temperature,material_system,2,20.06544207949011
peak thermopower,property_metric,2,20.06544207949011
pedot conformation,material_system,2,20.06544207949011
groups polymer,material_system,2,20.06544207949011
pani redox,material_system,2,20.06544207949011
growth interface,material_system,2,20.06544207949011
growth direction,material_system,2,20.06544207949011
paradigm multifunctional,material_system,2,20.06544207949011
parallel liquid,material_system,2,20.06544207949011
groups pyrazine,redox_chemistry,2,20.06544207949011
parameters diffusion,material_system,2,20.06544207949011
groups ionic,material_system,2,20.06544207949011
pbe functional,material_system,2,20.06544207949011
group compositions,material_system,2,20.06544207949011
green applications,material_system,2,20.06544207949011
pam sodium,material_system,2,20.06544207949011
partial conductivity,property_metric,2,20.06544207949011
participation degree,material_system,2,20.06544207949011
greater conventional,material_system,2,20.06544207949011
particle concentration,material_system,2,20.06544207949011
gradually addition,material_system,2,20.06544207949011
pbe-gga approximation,material_system,2,20.06544207949011
gradient photothermal,device_function,2,20.06544207949011
pedot work,material_system,2,20.06544207949011
gradient ion,material_system,2,20.06544207949011
pedot grains,material_system,2,20.06544207949011
gradient ferri/ferrocyanide,redox_chemistry,2,20.06544207949011
gradient evaporation,material_system,2,20.06544207949011
gradient electrode,material_system,2,20.06544207949011
pedot promising,material_system,2,20.06544207949011
pedot structure,material_system,2,20.06544207949011
pedot-tos electrode,material_system,2,20.06544207949011
gradual transition,material_system,2,20.06544207949011
pedot-tos ferro/ferricyanide,material_system,2,20.06544207949011
pedot-tos tgcs,material_system,2,20.06544207949011
pedot-tos tgcs pedot-tos,material_system,2,20.06544207949011
pedot/pss phase,material_system,2,20.06544207949011
governing seebeck,property_metric,2,20.06544207949011
pedot:pss attracted,material_system,2,20.06544207949011
pedot:pss compared,material_system,2,20.06544207949011
h-1 additionally,material_system,2,20.06544207949011
pacs hydrogel,material_system,2,20.06544207949011
graphite percolation,material_system,2,20.06544207949011
half-heusler semiconductors,material_system,2,20.06544207949011
nature calculation,material_system,2,20.06544207949011
hydrogel composition,material_system,2,20.06544207949011
hydrogel combines,material_system,2,20.06544207949011
hydrogel combined,material_system,2,20.06544207949011
hydrogel coating,material_system,2,20.06544207949011
nb incorporation,material_system,2,20.06544207949011
nd substitution,material_system,2,20.06544207949011
hydrogel chains,material_system,2,20.06544207949011
nanofluidic systems,material_system,2,20.06544207949011
hydrogel deep-learning-assisted,material_system,2,20.06544207949011
hydrogel delivers,material_system,2,20.06544207949011
hydrogel demonstrates,material_system,2,20.06544207949011
n-type semiconductor,material_system,2,20.06544207949011
hydrogel fully,material_system,2,20.06544207949011
hydrogel flexible,material_system,2,20.06544207949011
hydrogel finally,material_system,2,20.06544207949011
hydrogel film,material_system,2,20.06544207949011
hydrogel comprising,material_system,2,20.06544207949011
natural polymer,material_system,2,20.06544207949011
narrow-gap semiconducting,material_system,2,20.06544207949011
hydrogel coupling,material_system,2,20.06544207949011
hydrogel potential,material_system,2,20.06544207949011
hydrogel pyrazine,redox_chemistry,2,20.06544207949011
high-thermopower waste-heat,property_metric,2,20.06544207949011
n-type region,material_system,2,20.06544207949011
hydrogel furthermore,material_system,2,20.06544207949011
nanofluids dispersions,material_system,2,20.06544207949011
nanoparticle concentration,material_system,2,20.06544207949011
hydrogel couples,material_system,2,20.06544207949011
narrow distribution,material_system,2,20.06544207949011
nanoparticles ions,material_system,2,20.06544207949011
nanopore membrane,material_system,2,20.06544207949011
hydrogel constrained,material_system,2,20.06544207949011
nanoscale dimensions,material_system,2,20.06544207949011
nanostructured electrode,material_system,2,20.06544207949011
nanotubes ionic,material_system,2,20.06544207949011
hydrogel connected,material_system,2,20.06544207949011
hydrogel fe2+/3,redox_chemistry,2,20.06544207949011
n/p liquid,material_system,2,20.06544207949011
hydrogel explored,material_system,2,20.06544207949011
harvesting functional,material_system,2,20.06544207949011
p-n transition,material_system,2,20.06544207949011
p-to-n seebeck,property_metric,2,20.06544207949011
p-to-n transition,material_system,2,20.06544207949011
harvesting integration,material_system,2,20.06544207949011
harvesting geopolymers,material_system,2,20.06544207949011
harvesting functionalities,material_system,2,20.06544207949011
p-type gelatin-k-4,material_system,2,20.06544207949011
