concept,concept_type,doc_freq,score,graph_role
hybrid functional,material_system,8,68.54323723883394,background
n-type thermogalvanic,material_system,8,68.54323723883394,background
conductivity strong,property_metric,8,68.54323723883394,background
platinum electrode,electrode_interface,8,68.54323723883394,background
radical polymerization,material_system,8,68.54323723883394,background
p-n junction,material_system,8,68.54323723883394,background
harvesting systems,material_system,8,68.54323723883394,background
dominant ionic,material_system,8,68.54323723883394,background
temperature chemical,material_system,8,68.54323723883394,background
temperature oxygen,material_system,8,68.54323723883394,background
te conversion,material_system,8,68.54323723883394,background
ionic-electronic conductors,material_system,8,68.54323723883394,background
multifunctional materials,material_system,8,68.54323723883394,background
characterized x ray diffraction,characterization_method,6,66.77242919421589,background
seebeck coefficient similar mu,property_metric,6,66.77242919421589,background
diffraction x ray diffraction scanning,characterization_method,6,66.77242919421589,background
styrene sulfonate pedot:pss films,material_system,6,66.77242919421589,background
conversion low-grade heat electricity,material_system,6,66.77242919421589,background
ionic thermoelectric i-te gels,material_system,6,66.77242919421589,background
conductivity seebeck coefficient thermal,property_metric,6,66.77242919421589,background
conductivity sigma thermoelectric power,property_metric,6,66.77242919421589,background
gas phase controlled oxygen,material_system,6,66.77242919421589,background
x ray absorption fine,characterization_method,6,66.77242919421589,background
scanning electron microscopy transmission electron,characterization_method,6,66.77242919421589,background
x ray diffraction x ray diffraction scanning,characterization_method,6,66.77242919421589,background
voltage mv temperature difference,material_system,6,66.77242919421589,background
electron localization function elf,material_system,6,66.77242919421589,background
x ray diffraction scanning,characterization_method,6,66.77242919421589,background
investigation structural electronic optical,material_system,6,66.77242919421589,background
n-type ionic thermoelectric hydrogel,material_system,6,66.77242919421589,background
ethylenedioxythiophene polystyrene sulfonate pedot:pss,material_system,6,66.77242919421589,background
ethylenedioxythiophene polystyrene sulfonate pedot,material_system,6,66.77242919421589,background
conductivity seebeck coefficient power,property_metric,6,66.77242919421589,background
utilization low-grade thermal energy,material_system,6,66.77242919421589,background
energy-dispersive x ray spectroscopy,characterization_method,6,66.77242919421589,background
scanning electron microscopy transmission,characterization_method,6,66.77242919421589,background
conductivity seebeck coefficient thermal conductivity,property_metric,6,66.77242919421589,background
phase controlled oxygen activity,material_system,6,66.77242919421589,background
low lattice thermal conductivity high,property_metric,5,62.621107993114435,background
high specific output power density,property_metric,5,62.621107993114435,background
electrical conductivity sigma thermoelectric power,property_metric,5,62.621107993114435,background
seebeck coefficient electrical conductivity sigma,property_metric,5,62.621107993114435,background
dioxythiophene poly styrene sulfonate pedot,material_system,5,62.621107993114435,background
ab initio molecular dynamics simulations,material_system,5,62.621107993114435,background
extremely low lattice thermal conductivity,property_metric,5,62.621107993114435,background
specific output power density mu,property_metric,5,62.621107993114435,background
electrical conductivity sigma seebeck coefficient,property_metric,5,62.621107993114435,background
thermal conductivity high power factor,property_metric,5,62.621107993114435,background
improve ionic,material_system,7,61.074640916772616,background
stretchable thermogalvanic,material_system,7,61.074640916772616,background
uv region,material_system,7,61.074640916772616,background
surface temperature,material_system,7,61.074640916772616,background
seebeck peltier,property_metric,7,61.074640916772616,background
conductivities seebeck,property_metric,7,61.074640916772616,background
exceptional mechanical,material_system,7,61.074640916772616,background
electron diffraction,characterization_method,7,61.074640916772616,background
redox solvation,material_system,7,61.074640916772616,background
improve conductivity,property_metric,7,61.074640916772616,background
cation transport,transport_mechanism,7,61.074640916772616,background
influence ionic,material_system,7,61.074640916772616,background
hot electrode,electrode_interface,7,61.074640916772616,background
superionic transition,material_system,7,61.074640916772616,background
aqueous thermogalvanic,material_system,7,61.074640916772616,background
low conductivity,property_metric,7,61.074640916772616,background
maximum seebeck,property_metric,7,61.074640916772616,background
impurity phases,material_system,7,61.074640916772616,background
conversion waste,material_system,7,61.074640916772616,background
covalent/ionic bonding,material_system,7,61.074640916772616,background
self-powered temperature,material_system,7,61.074640916772616,background
conductivity materials,property_metric,7,61.074640916772616,background
increases redox,material_system,7,61.074640916772616,background
cation disorder,material_system,7,61.074640916772616,background
gap semiconductors,material_system,7,61.074640916772616,background
high-thermopower ionic,property_metric,7,61.074640916772616,background
structural distortion,material_system,7,61.074640916772616,background
anion transport,transport_mechanism,7,61.074640916772616,background
hydrogel thermoelectric,material_system,7,61.074640916772616,background
reaction entropy,solvation_entropy,7,61.074640916772616,background
temperature-dependent redox,material_system,7,61.074640916772616,background
ion-electron conductor,material_system,7,61.074640916772616,background
double-network hydrogel,gel_microstructure,7,61.074640916772616,background
ionogel high,material_system,7,61.074640916772616,background
application thermoelectric,material_system,7,61.074640916772616,background
redox chemistry,material_system,7,61.074640916772616,background
doping concentration,material_system,7,61.074640916772616,background
thermopower power,property_metric,7,61.074640916772616,background
diffraction patterns,characterization_method,7,61.074640916772616,background
dopant concentration,material_system,7,61.074640916772616,background
bonds ionic,material_system,7,61.074640916772616,background
motion monitoring,material_system,7,61.074640916772616,background
applications energy,material_system,7,61.074640916772616,background
ac conductivity,property_metric,7,61.074640916772616,background
copper electrode,material_system,7,61.074640916772616,background
conversion energy,material_system,7,61.074640916772616,background
redox kinetics,electrode_interface,7,61.074640916772616,background
application self-powered,material_system,7,61.074640916772616,background
conventional ionic,material_system,7,61.074640916772616,background
improvement seebeck,property_metric,7,61.074640916772616,background
covalent-ionic bonding,material_system,7,61.074640916772616,background
conductivity increased,property_metric,7,61.074640916772616,background
low seebeck,property_metric,7,61.074640916772616,background
coefficient pedot:pss,material_system,7,61.074640916772616,background
electrochemical reactions,material_system,7,61.074640916772616,background
pedot chains,material_system,7,61.074640916772616,background
conductivity essential,property_metric,7,61.074640916772616,background
p-type thermopower,property_metric,7,61.074640916772616,background
widespread application,material_system,7,61.074640916772616,background
concentration electronic,material_system,7,61.074640916772616,background
interaction ionic,material_system,7,61.074640916772616,background
thermoelectric generation,material_system,7,61.074640916772616,background
potential ionic,material_system,7,61.074640916772616,background
electrode potential,electrode_interface,7,61.074640916772616,background
systems elsevier,material_system,7,61.074640916772616,background
transport heat,material_system,7,61.074640916772616,background
electrodeposited choline,material_system,7,61.074640916772616,background
dca ionic,material_system,7,61.074640916772616,background
attention high,material_system,7,61.074640916772616,background
ion selectivity,transport_mechanism,7,61.074640916772616,background
enhancement ionic,material_system,7,61.074640916772616,background
ion thermoelectric,material_system,7,61.074640916772616,background
phase transformation,material_system,7,61.074640916772616,background
temperature composition,material_system,7,61.074640916772616,background
low-temperature waste,material_system,7,61.074640916772616,background
devices ionic,material_system,7,61.074640916772616,background
ionic model,material_system,7,61.074640916772616,background
coefficient pedot,material_system,7,61.074640916772616,background
coupling thermogalvanic,material_system,7,61.074640916772616,background
electrode area,material_system,7,61.074640916772616,background
applications wearable,material_system,7,61.074640916772616,background
p-type conduction,material_system,7,61.074640916772616,background
conductivity increasing,property_metric,7,61.074640916772616,background
conversion thermogalvanic,material_system,7,61.074640916772616,background
phase formation,material_system,7,61.074640916772616,background
band dispersion,material_system,7,61.074640916772616,background
alcohol hydrogel,material_system,7,61.074640916772616,background
enthalpy formation,material_system,7,61.074640916772616,background
spin channels,material_system,7,61.074640916772616,background
thermopower high,property_metric,7,61.074640916772616,background
phase purity,material_system,7,61.074640916772616,background
conductivity resulting,property_metric,7,61.074640916772616,background
enhancing thermopower,property_metric,7,61.074640916772616,background
interactions ions,material_system,7,61.074640916772616,background
retention cycles,material_system,7,61.074640916772616,background
waals interactions,material_system,7,61.074640916772616,background
convert temperature,material_system,7,61.074640916772616,background
numerical simulations,material_system,7,61.074640916772616,background
weak ionic,material_system,7,61.074640916772616,background
conductivity reduced,property_metric,7,61.074640916772616,background
function elf,material_system,7,61.074640916772616,background
oxidation states,material_system,7,61.074640916772616,background
temperature concentration,material_system,7,61.074640916772616,background
