initial_concept_id,domain,label,source_mention_id,legacy_role,semantic_role,normalization_status,semantic_review_status
iTE:P1588:initial_n1,iTE,donor-acceptor interaction,iTE:P1588:n1,interaction,,unmerged_initialization,not_reviewed
iTE:P1588:initial_n2,iTE,lowered hole concentration,iTE:P1588:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1589:initial_n1,iTE,photothermal effect of CNT,iTE:P1589:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1589:initial_n2,iTE,self-healing process,iTE:P1589:n2,performance,,unmerged_initialization,not_reviewed
iTE:P1590:initial_n1,iTE,carbon-based materials,iTE:P1590:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1590:initial_n2,iTE,conductivity of composites,iTE:P1590:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1590:initial_n3,iTE,three-dimensional networks of connectivity,iTE:P1590:n3,mechanism,,unmerged_initialization,not_reviewed
iTE:P1591:initial_n1,iTE,ion-polaron distance,iTE:P1591:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1591:initial_n2,iTE,electrical conductivities,iTE:P1591:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1592:initial_n1,iTE,configurational entropy,iTE:P1592:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1592:initial_n2,iTE,disorder of both the anion and the cation sublattices,iTE:P1592:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1592:initial_n3,iTE,singlephase solid solution,iTE:P1592:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1593:initial_n1,iTE,copper mobility and disordering,iTE:P1593:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1593:initial_n2,iTE,phase transition,iTE:P1593:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1594:initial_n1,iTE,x values,iTE:P1594:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1594:initial_n2,iTE,metal-insulator transition temperature,iTE:P1594:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1595:initial_n1,iTE,anharmonic and anisotropic vibration of the Cu atom,iTE:P1595:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1595:initial_n2,iTE,ionic bond feature around the Cu atom,iTE:P1595:n2,interaction,,unmerged_initialization,not_reviewed
iTE:P1595:initial_n3,iTE,global weak bonding,iTE:P1595:n3,interaction,,unmerged_initialization,not_reviewed
iTE:P1595:initial_n4,iTE,glass-like thermal property,iTE:P1595:n4,performance,,unmerged_initialization,not_reviewed
iTE:P1596:initial_n1,iTE,optical absorption and thermoelectric effect,iTE:P1596:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1596:initial_n2,iTE,overall photoresponse,iTE:P1596:n2,performance,,unmerged_initialization,not_reviewed
iTE:P1597:initial_n1,iTE,ionic radius and effective charge state differences of the RE fillers,iTE:P1597:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1597:initial_n2,iTE,structural stability,iTE:P1597:n2,performance,,unmerged_initialization,not_reviewed
iTE:P1598:initial_n1,iTE,Anderson localisation,iTE:P1598:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1598:initial_n2,iTE,transport properties,iTE:P1598:n2,performance,,unmerged_initialization,not_reviewed
iTE:P1599:initial_n1,iTE,H-2/H2O gas mixtures,iTE:P1599:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1599:initial_n2,iTE,conductivity,iTE:P1599:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1599:initial_n3,iTE,surface exchange resistance,iTE:P1599:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1600:initial_n1,iTE,highly ionic and partial covalent bonds between In-O atoms,iTE:P1600:n1,interaction,,unmerged_initialization,not_reviewed
iTE:P1601:initial_n1,iTE,nature of the counter-ions,iTE:P1601:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1601:initial_n2,iTE,direction of thermodiffusion,iTE:P1601:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1601:initial_n3,iTE,positive or negative Soret coefficient,iTE:P1601:n3,performance,,unmerged_initialization,not_reviewed
iTE:P1602:initial_n1,iTE,electronic screening,iTE:P1602:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1603:initial_n1,iTE,higher phonon lifetime and group velocities,iTE:P1603:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1603:initial_n2,iTE,lattice thermal conductivity,iTE:P1603:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1604:initial_n1,iTE,[C(4)mim](+) cation,iTE:P1604:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1604:initial_n2,iTE,Bi2Te3 layer sliding and separation,iTE:P1604:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1605:initial_n1,iTE,Sin/Sout= 3:1,iTE:P1605:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1605:initial_n2,iTE,average temperature of PV,iTE:P1605:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1605:initial_n3,iTE,temperature uniformity,iTE:P1605:n3,performance,,unmerged_initialization,not_reviewed
iTE:P1606:initial_n1,iTE,Se defects,iTE:P1606:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1606:initial_n2,iTE,changes from Anderson insulator to metal,iTE:P1606:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1607:initial_n1,iTE,assembly temperature and the growth time,iTE:P1607:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1607:initial_n2,iTE,average diameter of the 1 D nanoarrays,iTE:P1607:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1608:initial_n1,iTE,adding 5 wt% water,iTE:P1608:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1608:initial_n2,iTE,repulsion between NPs,iTE:P1608:n2,interaction,,unmerged_initialization,not_reviewed
iTE:P1609:initial_n1,iTE,intro-duction of Sn,iTE:P1609:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1609:initial_n2,iTE,impurity bands near the Fermi level,iTE:P1609:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1610:initial_n1,iTE,Na2PdCl6,iTE:P1610:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1610:initial_n2,iTE,defect tolerance and thermal stability,iTE:P1610:n2,performance,,unmerged_initialization,not_reviewed
iTE:P1611:initial_n1,iTE,phase transitions,iTE:P1611:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1611:initial_n2,iTE,superconductivity,iTE:P1611:n2,performance,,unmerged_initialization,not_reviewed
iTE:P1612:initial_n1,iTE,dilute Ga dopant,iTE:P1612:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1612:initial_n2,iTE,aliovalent substitution,iTE:P1612:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1612:initial_n3,iTE,mobile zinc ions,iTE:P1612:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1612:initial_n4,iTE,hole carrier concentration,iTE:P1612:n4,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1613:initial_n1,iTE,H2SO4 and EMIM-DCA,iTE:P1613:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1613:initial_n2,iTE,removing the insulating PSS,iTE:P1613:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1613:initial_n3,iTE,electrical conductivity,iTE:P1613:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1613:initial_n4,iTE,benzenoid-to-quinoid conformational transformation,iTE:P1613:n4,mechanism,,unmerged_initialization,not_reviewed
iTE:P1614:initial_n1,iTE,electrostatic and ion-pi interactions,iTE:P1614:n1,interaction,,unmerged_initialization,not_reviewed
iTE:P1614:initial_n2,iTE,entropy difference of the [Fe(CN)6 4-/Fe(CN)6 3-] redox couple,iTE:P1614:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1614:initial_n3,iTE,thermopower,iTE:P1614:n3,performance,,unmerged_initialization,not_reviewed
iTE:P1615:initial_n1,iTE,high G value,iTE:P1615:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1615:initial_n2,iTE,resistant to plastic deformation,iTE:P1615:n2,performance,,unmerged_initialization,not_reviewed
iTE:P1616:initial_n1,iTE,high electrical and thermal conductivities,iTE:P1616:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1616:initial_n2,iTE,thermoelectric efficiency,iTE:P1616:n2,performance,,unmerged_initialization,not_reviewed
iTE:P1616:initial_n3,iTE,heat dissipation and charge transport,iTE:P1616:n3,mechanism,,unmerged_initialization,not_reviewed
iTE:P1617:initial_n1,iTE,solute boundary laver thickness,iTE:P1617:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1617:initial_n2,iTE,growth velocity,iTE:P1617:n2,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1617:initial_n3,iTE,temperature gradient,iTE:P1617:n3,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1618:initial_n1,iTE,bond diversification,iTE:P1618:n1,interaction,,unmerged_initialization,not_reviewed
iTE:P1618:initial_n2,iTE,lattice thermal conductivity,iTE:P1618:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1619:initial_n1,iTE,electrochemically active BV+/2+ molecules,iTE:P1619:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1619:initial_n2,iTE,electron transport between the BBL fibers,iTE:P1619:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1619:initial_n3,iTE,thermoelectric properties,iTE:P1619:n3,performance,,unmerged_initialization,not_reviewed
iTE:P1620:initial_n1,iTE,ionic radius of the alkali metal,iTE:P1620:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1620:initial_n2,iTE,lattice constants,iTE:P1620:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1620:initial_n3,iTE,bulk modulus,iTE:P1620:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1621:initial_n1,iTE,phonon softening,iTE:P1621:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1621:initial_n2,iTE,fast Ag diffusion,iTE:P1621:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1622:initial_n1,iTE,"preferential ionization of the predominant acceptor-type ionic defects, titanium vacancies",iTE:P1622:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1622:initial_n2,iTE,shift toward p-type properties,iTE:P1622:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1623:initial_n1,iTE,Ordered superlattice structures,iTE:P1623:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1624:initial_n1,iTE,Cu2S nanoparticles,iTE:P1624:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1624:initial_n2,iTE,active electron donors,iTE:P1624:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1624:initial_n3,iTE,solubility of Cu,iTE:P1624:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1625:initial_n1,iTE,electronic and ionic conductivity,iTE:P1625:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1626:initial_n1,iTE,AC experiments,iTE:P1626:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1626:initial_n2,iTE,ionic conductivity,iTE:P1626:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1627:initial_n1,iTE,two or more hydroxyl groups,iTE:P1627:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1627:initial_n2,iTE,immobilized anions,iTE:P1627:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1627:initial_n3,iTE,effective surface potential from positive to negative,iTE:P1627:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1627:initial_n4,iTE,anion- to cation-selective behavior,iTE:P1627:n4,mechanism,,unmerged_initialization,not_reviewed
iTE:P1628:initial_n1,iTE,disordered nature of silver,iTE:P1628:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1628:initial_n2,iTE,ultralow thermal conductivity,iTE:P1628:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1629:initial_n1,iTE,hybrid film device,iTE:P1629:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1629:initial_n2,iTE,"high sensitivity at ppm level, low detection limit, and fast signal response/recovery",iTE:P1629:n2,performance,,unmerged_initialization,not_reviewed
iTE:P1630:initial_n1,iTE,motion of positive hole in carbon fiber,iTE:P1630:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1631:initial_n1,iTE,higher covalency of La-O bonds,iTE:P1631:n1,interaction,,unmerged_initialization,not_reviewed
iTE:P1632:initial_n1,iTE,dopant scattering,iTE:P1632:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1632:initial_n2,iTE,carrier mobility,iTE:P1632:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1632:initial_n3,iTE,resistivity,iTE:P1632:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1633:initial_n1,iTE,Mn-d states at the Fermi level,iTE:P1633:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1633:initial_n2,iTE,density of states,iTE:P1633:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1633:initial_n3,iTE,electronic transport properties,iTE:P1633:n3,performance,,unmerged_initialization,not_reviewed
iTE:P1634:initial_n1,iTE,incorporation of larger ionic radius of Nd3+ ions in place of smaller ionic radius of Fe3+,iTE:P1634:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1634:initial_n2,iTE,lattice parameter,iTE:P1634:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1635:initial_n1,iTE,metal-like behavior,iTE:P1635:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1635:initial_n2,iTE,Seebeck coefficient,iTE:P1635:n2,performance,,unmerged_initialization,not_reviewed
iTE:P1635:initial_n3,iTE,electrical conductivity,iTE:P1635:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1636:initial_n1,iTE,proton conductivity,iTE:P1636:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1637:initial_n1,iTE,diffusion process at high frequency,iTE:P1637:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1637:initial_n2,iTE,oxygen reduction reaction,iTE:P1637:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1638:initial_n1,iTE,high-density defects and stronger scattering,iTE:P1638:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1638:initial_n2,iTE,low-temperature thermal conductivity,iTE:P1638:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1639:initial_n1,iTE,soaking in DES2,iTE:P1639:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1639:initial_n2,iTE,electrical conductivity,iTE:P1639:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1640:initial_n1,iTE,mixed conduction,iTE:P1640:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1641:initial_n1,iTE,electrostatic repulsion,iTE:P1641:n1,interaction,,unmerged_initialization,not_reviewed
iTE:P1641:initial_n2,iTE,Zn2+ migration,iTE:P1641:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1641:initial_n3,iTE,uniform deposition,iTE:P1641:n3,mechanism,,unmerged_initialization,not_reviewed
iTE:P1641:initial_n4,iTE,capacity retention,iTE:P1641:n4,performance,,unmerged_initialization,not_reviewed
iTE:P1642:initial_n1,iTE,reactance of the composite changes from captative to inductive,iTE:P1642:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1642:initial_n2,iTE,percolation threshold,iTE:P1642:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1643:initial_n1,iTE,stronger bonding,iTE:P1643:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1643:initial_n2,iTE,rapid hydrogen desorption,iTE:P1643:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1644:initial_n1,iTE,ionic radii,iTE:P1644:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1644:initial_n2,iTE,crystal lattice parameters,iTE:P1644:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1646:initial_n1,iTE,positive values of Cauchy pressure,iTE:P1646:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1646:initial_n2,iTE,ionic bonding,iTE:P1646:n2,interaction,,unmerged_initialization,not_reviewed
iTE:P1647:initial_n1,iTE,etching in an aqueous ammonia solution,iTE:P1647:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1647:initial_n2,iTE,type of conductivity is changed from n to p,iTE:P1647:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1648:initial_n1,iTE,rattling vibrations of these large molecular units,iTE:P1648:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1648:initial_n2,iTE,lattice heat transport,iTE:P1648:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1649:initial_n1,iTE,Maxwell-Wagner type interfacial polarization,iTE:P1649:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1649:initial_n2,iTE,normal dielectric behaviour,iTE:P1649:n2,performance,,unmerged_initialization,not_reviewed
iTE:P1650:initial_n1,iTE,energy barrier at the m-s junctions,iTE:P1650:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1650:initial_n2,iTE,photothermoelectric effect,iTE:P1650:n2,performance,,unmerged_initialization,not_reviewed
iTE:P1651:initial_n1,iTE,Ni (or Pt) d-Zr d hybridization,iTE:P1651:n1,interaction,,unmerged_initialization,not_reviewed
iTE:P1651:initial_n2,iTE,gap formation,iTE:P1651:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1652:initial_n1,iTE,silver halides,iTE:P1652:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1652:initial_n2,iTE,unconventional modifiers,iTE:P1652:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1653:initial_n1,iTE,higher excess volume,iTE:P1653:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1653:initial_n2,iTE,weaker Sr-O bonds,iTE:P1653:n2,interaction,,unmerged_initialization,not_reviewed
iTE:P1653:initial_n3,iTE,thermal conductivity,iTE:P1653:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1654:initial_n1,iTE,mass and ionic radius differences between Ho3+ and In3+,iTE:P1654:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1654:initial_n2,iTE,point-defect scattering,iTE:P1654:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1654:initial_n3,iTE,lattice thermal conductivity,iTE:P1654:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1655:initial_n1,iTE,Cu2+/Cu1+ ionic concentration,iTE:P1655:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1655:initial_n2,iTE,electronic hopping frequency between Fe2+ and Fe3+ ions,iTE:P1655:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1655:initial_n3,iTE,dielectric properties,iTE:P1655:n3,performance,,unmerged_initialization,not_reviewed
iTE:P1656:initial_n1,iTE,"low values of Debye temperature, melting point and Vickers hardness",iTE:P1656:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1656:initial_n2,iTE,Weak atomic bonds,iTE:P1656:n2,interaction,,unmerged_initialization,not_reviewed
iTE:P1657:initial_n1,iTE,content of Li,iTE:P1657:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1657:initial_n2,iTE,density of holes,iTE:P1657:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1657:initial_n3,iTE,electrical conductivity,iTE:P1657:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1658:initial_n1,iTE,Sr and Zn substitutions,iTE:P1658:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1658:initial_n2,iTE,Atomic disordering,iTE:P1658:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1658:initial_n3,iTE,total thermal conductivity,iTE:P1658:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1659:initial_n1,iTE,structures of poly-ions of the non-conducting components with the conducting species in-between,iTE:P1659:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1659:initial_n2,iTE,high ionic conductivity and chemical stability,iTE:P1659:n2,performance,,unmerged_initialization,not_reviewed
iTE:P1660:initial_n1,iTE,hopping motion of protons,iTE:P1660:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1660:initial_n2,iTE,breaking of the hydrogen bonds,iTE:P1660:n2,interaction,,unmerged_initialization,not_reviewed
iTE:P1660:initial_n3,iTE,electrical conductivity in the superionic phase,iTE:P1660:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1662:initial_n1,iTE,strong ionic bond in Cs-O,iTE:P1662:n1,interaction,,unmerged_initialization,not_reviewed
iTE:P1662:initial_n2,iTE,covalent bond between X and O,iTE:P1662:n2,interaction,,unmerged_initialization,not_reviewed
iTE:P1663:initial_n1,iTE,scarcity of silver 4d states just below the valence band maximum,iTE:P1663:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1664:initial_n1,iTE,polar optical phonon (POP) scattering,iTE:P1664:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1664:initial_n2,iTE,hole mobility,iTE:P1664:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1665:initial_n1,iTE,pH,iTE:P1665:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1665:initial_n2,iTE,thermo-osmotic conversion,iTE:P1665:n2,performance,,unmerged_initialization,not_reviewed
iTE:P1666:initial_n1,iTE,IL,iTE:P1666:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1666:initial_n2,iTE,work function of the PEDOT:PSS layer,iTE:P1666:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1666:initial_n3,iTE,barrier for hole injection,iTE:P1666:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1667:initial_n1,iTE,applying a voltage,iTE:P1667:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1667:initial_n2,iTE,electrically conducting Ag filament,iTE:P1667:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1667:initial_n3,iTE,high conductivity state,iTE:P1667:n3,performance,,unmerged_initialization,not_reviewed
iTE:P1668:initial_n1,iTE,increase in the valence state of Cr ions and oxygen vacancies,iTE:P1668:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1668:initial_n2,iTE,solar absorption,iTE:P1668:n2,performance,,unmerged_initialization,not_reviewed
iTE:P1668:initial_n3,iTE,thermal emittance,iTE:P1668:n3,performance,,unmerged_initialization,not_reviewed
iTE:P1669:initial_n1,iTE,functionalized AmimCl,iTE:P1669:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1669:initial_n2,iTE,surrounding shielding effect,iTE:P1669:n2,interaction,,unmerged_initialization,not_reviewed
iTE:P1669:initial_n3,iTE,mobility of Ca2+ and Li+ ions,iTE:P1669:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1670:initial_n1,iTE,donation of electrons from the electrolyte to the solid,iTE:P1670:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1670:initial_n2,iTE,electrical conductivity,iTE:P1670:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1670:initial_n3,iTE,Seebeck coefficient,iTE:P1670:n3,performance,,unmerged_initialization,not_reviewed
iTE:P1671:initial_n1,iTE,anharmonic bonding,iTE:P1671:n1,interaction,,unmerged_initialization,not_reviewed
iTE:P1671:initial_n2,iTE,diffuson dominated transport,iTE:P1671:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1671:initial_n3,iTE,low lattice thermal conductivity,iTE:P1671:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1672:initial_n1,iTE,simple ionic model,iTE:P1672:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1672:initial_n2,iTE,consistent description of the properties of the system,iTE:P1672:n2,performance,,unmerged_initialization,not_reviewed
iTE:P1673:initial_n1,iTE,hard spheres,iTE:P1673:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1673:initial_n2,iTE,static structure factors,iTE:P1673:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1675:initial_n1,iTE,interface electric field,iTE:P1675:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1675:initial_n2,iTE,partitioning of the intrinsic LiNbO3 melt species,iTE:P1675:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1675:initial_n3,iTE,thermoelectric power and the charge separation effects,iTE:P1675:n3,mechanism,,unmerged_initialization,not_reviewed
iTE:P1676:initial_n1,iTE,Proton carriers in the temperature gradient,iTE:P1676:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1676:initial_n2,iTE,thermopower,iTE:P1676:n2,performance,,unmerged_initialization,not_reviewed
iTE:P1676:initial_n3,iTE,same positive charge,iTE:P1676:n3,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1677:initial_n1,iTE,great electron affinities,iTE:P1677:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1677:initial_n2,iTE,chemical reduction from either TBACN or TDAE,iTE:P1677:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1678:initial_n1,iTE,ionic character in the interatomic bonds,iTE:P1678:n1,interaction,,unmerged_initialization,not_reviewed
iTE:P1678:initial_n2,iTE,phonon-electric field coupling,iTE:P1678:n2,mechanism,,unmerged_initialization,not_reviewed
iTE:P1679:initial_n1,iTE,electrons,iTE:P1679:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1679:initial_n2,iTE,electrical conductivity and Seebeck coefficient,iTE:P1679:n2,performance,,unmerged_initialization,not_reviewed
iTE:P1680:initial_n1,iTE,Cu ion conduction in addition to Ag ion conduction,iTE:P1680:n1,mechanism,,unmerged_initialization,not_reviewed
iTE:P1680:initial_n2,iTE,n-type carrier density,iTE:P1680:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1680:initial_n3,iTE,unusual Cu doping effect,iTE:P1680:n3,performance,,unmerged_initialization,not_reviewed
iTE:P1682:initial_n1,iTE,addition of sodium and chlorine atoms,iTE:P1682:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1682:initial_n2,iTE,crystallinity,iTE:P1682:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1682:initial_n3,iTE,optical properties,iTE:P1682:n3,performance,,unmerged_initialization,not_reviewed
iTE:P1683:initial_n1,iTE,guest atom ADPs,iTE:P1683:n1,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1683:initial_n2,iTE,kappa(L),iTE:P1683:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1684:initial_n1,iTE,Ce3AlC,iTE:P1684:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1684:initial_n2,iTE,covalent bonding,iTE:P1684:n2,interaction,,unmerged_initialization,not_reviewed
iTE:P1685:initial_n1,iTE,deviation from the ideal stoichiometry La1/3CoO2,iTE:P1685:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1685:initial_n2,iTE,extra hole carriers,iTE:P1685:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1685:initial_n3,iTE,Pauli paramagnetic,iTE:P1685:n3,performance,,unmerged_initialization,not_reviewed
iTE:P1686:initial_n1,iTE,nitrogen content,iTE:P1686:n1,material_strategy,,unmerged_initialization,not_reviewed
iTE:P1686:initial_n2,iTE,conductivity,iTE:P1686:n2,physical_consequence,,unmerged_initialization,not_reviewed
iTE:P1687:initial_n1,iTE,non-bridging oxygen formation and the variation in linkages,iTE:P1687:n1,mechanism,,unmerged_initialization,not_reviewed
