concept_u_id,concept_v_id,source_first_year,source_last_year,source_evidence_papers,source_first_evidence_paper,target_first_year,target_last_year,target_evidence_papers,target_first_evidence_paper,source_support_year,concept_u,concept_v,u_type,v_type,type_pair,diffusion_status,lag_years,source_support_threshold
C46747A02A1,C6153FCE2C1,2025.0,2025.0,1.0,P0336,,,,,,ion-pairing and complexation,pi-pi stacking,solvation_entropy,gel_microstructure,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
C46747A02A1,CBFAB31D6E6,2025.0,2025.0,1.0,P0367,,,,,,ion-pairing and complexation,electrostatic interaction,solvation_entropy,solvation_entropy,solvation_entropy + solvation_entropy,target_only_or_insufficient_source_support,,2
C46747A02A1,CF69DD93A68,2024.0,2024.0,1.0,P0355,,,,,,ion-pairing and complexation,selective ion transport,solvation_entropy,transport_mechanism,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C46A965349B,C539540C36B,2025.0,2025.0,1.0,P0681,,,,,,anion transport,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C46A965349B,C845F498233,2025.0,2025.0,1.0,P0367,,,,,,anion transport,ion-dipole interaction,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C46A965349B,C872881EC3C,2025.0,2025.0,1.0,P0367,,,,,,anion transport,gel-confined redox transport,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C46A965349B,C96681C9193,2025.0,2025.0,1.0,P0681,,,,,,anion transport,ion channels,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C46A965349B,CA8C62A4868,2023.0,2023.0,1.0,P0537,,,,,,anion transport,redox reaction entropy,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C46A965349B,CB25BC3FC14,2025.0,2025.0,1.0,P0367,,,,,,anion transport,double/interpenetrating network,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C46A965349B,CBFAB31D6E6,2025.0,2025.0,1.0,P0367,,,,,,anion transport,electrostatic interaction,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C46A965349B,CC028ABF9C6,2025.0,2025.0,1.0,P0681,,,,,,anion transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C46A965349B,CC3BA67827F,2020.0,2020.0,1.0,P1553,,,,,,anion transport,ionic-electronic coupling,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C46A965349B,CF203EF8121,2023.0,2023.0,1.0,P0537,,,,,,anion transport,Eastman entropy of transfer,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C46A965349B,CFBB5A400A1,2025.0,2025.0,1.0,P0367,,,,,,anion transport,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C539540C36B,C5CE88E5AD7,2024.0,2024.0,1.0,P0683,,,,,,nanochannel-confined ion transport,thermal migration,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C539540C36B,C845F498233,2024.0,2024.0,1.0,P0567,,,,,,nanochannel-confined ion transport,ion-dipole interaction,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C539540C36B,CC028ABF9C6,2025.0,2025.0,1.0,P0681,,,,,,nanochannel-confined ion transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C539540C36B,CEA29EF1A99,2023.0,2023.0,1.0,P0862,,,,,,nanochannel-confined ion transport,thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,device_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C539540C36B,CEA97D4EE60,2025.0,2025.0,1.0,P0338,,,,,,nanochannel-confined ion transport,oriented ion-transport channels,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C539540C36B,CF69DD93A68,2021.0,2021.0,1.0,P0608,,,,,,nanochannel-confined ion transport,selective ion transport,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C539540C36B,CFBB5A400A1,2025.0,2025.0,1.0,P0347,,,,,,nanochannel-confined ion transport,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C555F4672C1,C6C09287FDB,2020.0,2020.0,1.0,P1592,,,,,,configurational-entropy modulation,high-entropy redox/ion coupling,phase_or_species_transition,solvation_entropy,phase_or_species_transition + solvation_entropy,target_only_or_insufficient_source_support,,2
C58F3B85353,CA8C62A4868,2022.0,2022.0,1.0,P0560,,,,,,thermoresponsive micellization p/n conversion,redox reaction entropy,phase_or_species_transition,solvation_entropy,phase_or_species_transition + solvation_entropy,target_only_or_insufficient_source_support,,2
C58F3B85353,CF203EF8121,2022.0,2022.0,1.0,P0560,,,,,,thermoresponsive micellization p/n conversion,Eastman entropy of transfer,phase_or_species_transition,solvation_entropy,phase_or_species_transition + solvation_entropy,target_only_or_insufficient_source_support,,2
C58F3B85353,CFBB5A400A1,2023.0,2023.0,1.0,P0383,,,,,,thermoresponsive micellization p/n conversion,cation-anion thermodiffusion asymmetry,phase_or_species_transition,transport_mechanism,phase_or_species_transition + transport_mechanism,target_only_or_insufficient_source_support,,2
C5CE88E5AD7,C8AD5B453CC,2025.0,2025.0,1.0,P0878,,,,,,thermal migration,ion diffusion,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C5CE88E5AD7,CE10EBC642C,2025.0,2025.0,1.0,P0401,,,,,,thermal migration,Manning counterion condensation,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C5E47CC0A62,C845F498233,2022.0,2022.0,1.0,P1045,,,,,,Hofmeister/chaotropic effect,ion-dipole interaction,gel_microstructure,solvation_entropy,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
C5E47CC0A62,C96681C9193,2025.0,2025.0,1.0,P0518,,,,,,Hofmeister/chaotropic effect,ion channels,gel_microstructure,transport_mechanism,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C5E47CC0A62,CBFAB31D6E6,2022.0,2022.0,1.0,P1045,,,,,,Hofmeister/chaotropic effect,electrostatic interaction,gel_microstructure,solvation_entropy,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
C5E63317596,CB25BC3FC14,2022.0,2022.0,1.0,P0919,,,,,,hierarchical porous electrode interface,double/interpenetrating network,electrode_interface,gel_microstructure,electrode_interface + gel_microstructure,target_only_or_insufficient_source_support,,2
C5E63317596,CC028ABF9C6,2022.0,2022.0,1.0,P0919,,,,,,hierarchical porous electrode interface,anti-freezing organohydrogel design,electrode_interface,gel_microstructure,electrode_interface + gel_microstructure,target_only_or_insufficient_source_support,,2
C5E63317596,CE6FC512ED2,2022.0,2022.0,1.0,P0919,,,,,,hierarchical porous electrode interface,dynamic crosslinked gel network,electrode_interface,gel_microstructure,electrode_interface + gel_microstructure,target_only_or_insufficient_source_support,,2
C6153FCE2C1,CFBB5A400A1,2025.0,2025.0,1.0,P0336,,,,,,pi-pi stacking,cation-anion thermodiffusion asymmetry,gel_microstructure,transport_mechanism,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C6C09287FDB,CE2D00B183C,2025.0,2025.0,1.0,P0335,,,,,,high-entropy redox/ion coupling,redox-kinetics enhancement,solvation_entropy,electrode_interface,electrode_interface + solvation_entropy,target_only_or_insufficient_source_support,,2
C70B6BBB358,C872881EC3C,2023.0,2023.0,1.0,P0381,,,,,,temperature-sensitive phase transition,gel-confined redox transport,phase_or_species_transition,gel_microstructure,gel_microstructure + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C70B6BBB358,CB25BC3FC14,2023.0,2023.0,1.0,P0381,,,,,,temperature-sensitive phase transition,double/interpenetrating network,phase_or_species_transition,gel_microstructure,gel_microstructure + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C78D65254F9,C845F498233,2023.0,2023.0,1.0,P0772,,,,,,phase transition,ion-dipole interaction,phase_or_species_transition,solvation_entropy,phase_or_species_transition + solvation_entropy,target_only_or_insufficient_source_support,,2
C78D65254F9,CAA2101509C,2024.0,2024.0,1.0,P0954,,,,,,phase transition,solid-liquid phase transition,phase_or_species_transition,phase_or_species_transition,phase_or_species_transition + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C78D65254F9,CB56BB4DDB0,2024.0,2024.0,1.0,P1921,,,,,,phase transition,carbon-electrode redox interface,phase_or_species_transition,electrode_interface,electrode_interface + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C78D65254F9,CBFAB31D6E6,2019.0,2019.0,1.0,P1065,,,,,,phase transition,electrostatic interaction,phase_or_species_transition,solvation_entropy,phase_or_species_transition + solvation_entropy,target_only_or_insufficient_source_support,,2
C78D65254F9,CC3BA67827F,2004.0,2004.0,1.0,P0709,,,,,,phase transition,ionic-electronic coupling,phase_or_species_transition,transport_mechanism,phase_or_species_transition + transport_mechanism,target_only_or_insufficient_source_support,,2
C78D65254F9,CC5968B917E,2020.0,2020.0,1.0,P1775,,,,,,phase transition,convection and mass transport,phase_or_species_transition,transport_mechanism,phase_or_species_transition + transport_mechanism,target_only_or_insufficient_source_support,,2
C78D65254F9,CE6FC512ED2,2022.0,2022.0,1.0,P0697,,,,,,phase transition,dynamic crosslinked gel network,phase_or_species_transition,gel_microstructure,gel_microstructure + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C7932B1CE8C,CB25BC3FC14,2023.0,2023.0,1.0,P0379,,,,,,chaotropic polymer-water disruption,double/interpenetrating network,gel_microstructure,gel_microstructure,gel_microstructure + gel_microstructure,target_only_or_insufficient_source_support,,2
C7932B1CE8C,CC3BA67827F,2023.0,2023.0,1.0,P1342,,,,,,chaotropic polymer-water disruption,ionic-electronic coupling,gel_microstructure,transport_mechanism,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C845F498233,C8AD5B453CC,2023.0,2023.0,1.0,P0374,,,,,,ion-dipole interaction,ion diffusion,solvation_entropy,transport_mechanism,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C845F498233,C96681C9193,2024.0,2024.0,1.0,P0567,,,,,,ion-dipole interaction,ion channels,solvation_entropy,transport_mechanism,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C845F498233,CB25BC3FC14,2025.0,2025.0,1.0,P0367,,,,,,ion-dipole interaction,double/interpenetrating network,solvation_entropy,gel_microstructure,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
C845F498233,CE6FC512ED2,2025.0,2025.0,1.0,P0341,,,,,,ion-dipole interaction,dynamic crosslinked gel network,solvation_entropy,gel_microstructure,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
C845F498233,CFBB5A400A1,2025.0,2025.0,1.0,P0367,,,,,,ion-dipole interaction,cation-anion thermodiffusion asymmetry,solvation_entropy,transport_mechanism,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C872881EC3C,C98C1040415,2024.0,2024.0,1.0,P0408,,,,,,gel-confined redox transport,cation transport,gel_microstructure,transport_mechanism,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C872881EC3C,CE4B0E242E7,2025.0,2025.0,1.0,P0342,,,,,,gel-confined redox transport,interfacial charge transfer,gel_microstructure,electrode_interface,electrode_interface + gel_microstructure,target_only_or_insufficient_source_support,,2
C872881EC3C,CEA97D4EE60,2025.0,2025.0,1.0,P0338,,,,,,gel-confined redox transport,oriented ion-transport channels,gel_microstructure,gel_microstructure,gel_microstructure + gel_microstructure,target_only_or_insufficient_source_support,,2
C872881EC3C,CF4A6A0344F,2025.0,2025.0,1.0,P0338,,,,,,gel-confined redox transport,ion migration,gel_microstructure,transport_mechanism,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C8AD5B453CC,C96681C9193,2020.0,2020.0,1.0,P1096,,,,,,ion diffusion,ion channels,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C8AD5B453CC,CB25BC3FC14,2024.0,2024.0,1.0,P0744,,,,,,ion diffusion,double/interpenetrating network,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C8AD5B453CC,CBFAB31D6E6,2023.0,2023.0,1.0,P0374,,,,,,ion diffusion,electrostatic interaction,transport_mechanism,solvation_entropy,solvation_entropy + transport_mechanism,target_only_or_insufficient_source_support,,2
C8AD5B453CC,CC028ABF9C6,2019.0,2019.0,1.0,P0650,,,,,,ion diffusion,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C8AD5B453CC,CC5968B917E,1999.0,1999.0,1.0,P1303,,,,,,ion diffusion,convection and mass transport,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C8AD5B453CC,CE2D00B183C,2024.0,2024.0,1.0,P0376,,,,,,ion diffusion,redox-kinetics enhancement,transport_mechanism,electrode_interface,electrode_interface + transport_mechanism,target_only_or_insufficient_source_support,,2
C8AD5B453CC,CF4A6A0344F,2021.0,2021.0,1.0,P0645,,,,,,ion diffusion,ion migration,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C90F2267A45,CB25BC3FC14,2024.0,2024.0,1.0,P0677,,,,,,zwitterionic hydrogel ion regulation,double/interpenetrating network,gel_microstructure,gel_microstructure,gel_microstructure + gel_microstructure,target_only_or_insufficient_source_support,,2
C90F2267A45,CE6FC512ED2,2024.0,2024.0,1.0,P0677,,,,,,zwitterionic hydrogel ion regulation,dynamic crosslinked gel network,gel_microstructure,gel_microstructure,gel_microstructure + gel_microstructure,target_only_or_insufficient_source_support,,2
C9516FFBFC5,CB314592CFB,2021.0,2021.0,1.0,P1493,,,,,,volume phase transition,precipitation and species redistribution,phase_or_species_transition,phase_or_species_transition,phase_or_species_transition + phase_or_species_transition,target_only_or_insufficient_source_support,,2
C9516FFBFC5,CFBB5A400A1,2025.0,2025.0,1.0,P0339,,,,,,volume phase transition,cation-anion thermodiffusion asymmetry,phase_or_species_transition,transport_mechanism,phase_or_species_transition + transport_mechanism,target_only_or_insufficient_source_support,,2
C96681C9193,CC028ABF9C6,2025.0,2025.0,1.0,P0681,,,,,,ion channels,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C96681C9193,CC3BA67827F,2019.0,2019.0,1.0,P0764,,,,,,ion channels,ionic-electronic coupling,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C96681C9193,CF4A6A0344F,2023.0,2023.0,1.0,P0386,,,,,,ion channels,ion migration,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C96681C9193,CFBB5A400A1,2025.0,2025.0,1.0,P0347,,,,,,ion channels,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
C98C1040415,CC028ABF9C6,2024.0,2024.0,1.0,P0408,,,,,,cation transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C98C1040415,CE4B0E242E7,2024.0,2024.0,1.0,P1533,,,,,,cation transport,interfacial charge transfer,transport_mechanism,electrode_interface,electrode_interface + transport_mechanism,target_only_or_insufficient_source_support,,2
C98C1040415,CE6FC512ED2,2024.0,2024.0,1.0,P0408,,,,,,cation transport,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
C98C1040415,CF4A6A0344F,2022.0,2022.0,1.0,P0570,,,,,,cation transport,ion migration,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
CA8C62A4868,CE2D00B183C,2025.0,2025.0,1.0,P0335,,,,,,redox reaction entropy,redox-kinetics enhancement,solvation_entropy,electrode_interface,electrode_interface + solvation_entropy,target_only_or_insufficient_source_support,,2
CAEE03ADAC5,CE4B0E242E7,2025.0,2025.0,1.0,P0342,,,,,,bidirectional cationic anchoring thermodiffusion,interfacial charge transfer,transport_mechanism,electrode_interface,electrode_interface + transport_mechanism,target_only_or_insufficient_source_support,,2
CAEE03ADAC5,CE6FC512ED2,2025.0,2025.0,1.0,P0342,,,,,,bidirectional cationic anchoring thermodiffusion,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
CAEE03ADAC5,CFBB5A400A1,2025.0,2025.0,1.0,P0342,,,,,,bidirectional cationic anchoring thermodiffusion,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
CB25BC3FC14,CBFAB31D6E6,2025.0,2025.0,1.0,P0367,,,,,,double/interpenetrating network,electrostatic interaction,gel_microstructure,solvation_entropy,gel_microstructure + solvation_entropy,target_only_or_insufficient_source_support,,2
CB25BC3FC14,CF4A6A0344F,2025.0,2025.0,1.0,P0344,,,,,,double/interpenetrating network,ion migration,gel_microstructure,transport_mechanism,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
CB25BC3FC14,CF69DD93A68,2025.0,2025.0,1.0,P0344,,,,,,double/interpenetrating network,selective ion transport,gel_microstructure,transport_mechanism,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
CB314592CFB,CF4A6A0344F,2025.0,2025.0,1.0,P1396,,,,,,precipitation and species redistribution,ion migration,phase_or_species_transition,transport_mechanism,phase_or_species_transition + transport_mechanism,target_only_or_insufficient_source_support,,2
CBFAB31D6E6,CEA29EF1A99,2016.0,2016.0,1.0,P1201,,,,,,electrostatic interaction,thermal-gradient heat-transfer control,solvation_entropy,device_mechanism,device_mechanism + solvation_entropy,target_only_or_insufficient_source_support,,2
CC028ABF9C6,CE10EBC642C,2023.0,2023.0,1.0,P0555,,,,,,anti-freezing organohydrogel design,Manning counterion condensation,gel_microstructure,transport_mechanism,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
CC3BA67827F,CC5968B917E,2002.0,2002.0,1.0,P1486,,,,,,ionic-electronic coupling,convection and mass transport,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
CC3BA67827F,CE6FC512ED2,2024.0,2024.0,1.0,P0510,,,,,,ionic-electronic coupling,dynamic crosslinked gel network,transport_mechanism,gel_microstructure,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
CD486BA800F,CE4B0E242E7,2003.0,2003.0,1.0,P1285,,,,,,host-guest complexation,interfacial charge transfer,solvation_entropy,electrode_interface,electrode_interface + solvation_entropy,target_only_or_insufficient_source_support,,2
CE10EBC642C,CF4A6A0344F,2025.0,2025.0,1.0,P0344,,,,,,Manning counterion condensation,ion migration,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
CE10EBC642C,CF69DD93A68,2025.0,2025.0,1.0,P0344,,,,,,Manning counterion condensation,selective ion transport,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
CE4B0E242E7,CE6FC512ED2,2025.0,2025.0,1.0,P0342,,,,,,interfacial charge transfer,dynamic crosslinked gel network,electrode_interface,gel_microstructure,electrode_interface + gel_microstructure,target_only_or_insufficient_source_support,,2
CE4B0E242E7,CFBB5A400A1,2025.0,2025.0,1.0,P0342,,,,,,interfacial charge transfer,cation-anion thermodiffusion asymmetry,electrode_interface,transport_mechanism,electrode_interface + transport_mechanism,target_only_or_insufficient_source_support,,2
CEA29EF1A99,CF4A6A0344F,2023.0,2023.0,1.0,P0862,,,,,,thermal-gradient heat-transfer control,ion migration,device_mechanism,transport_mechanism,device_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
CEA97D4EE60,CF4A6A0344F,2025.0,2025.0,1.0,P0338,,,,,,oriented ion-transport channels,ion migration,gel_microstructure,transport_mechanism,gel_microstructure + transport_mechanism,target_only_or_insufficient_source_support,,2
CF69DD93A68,CFBB5A400A1,2025.0,2025.0,1.0,P0528,,,,,,selective ion transport,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,transport_mechanism + transport_mechanism,target_only_or_insufficient_source_support,,2
