concept_u_id,concept_v_id,concept_u,concept_v,u_type,v_type,semantic_similarity,degree_u,degree_v,degree_min,degree_max,document_frequency_u,document_frequency_v,frequency_min,frequency_max,frequency_balance,recent_frequency_u,recent_frequency_v,recent_frequency_sum,trend_u,trend_v,age_u,age_v,common_neighbors,jaccard,adamic_adar,preferential_attachment,shortest_path,same_component,same_type,material_material_pair,material_mechanism_pair,mechanism_mechanism_pair,tg_history_frequency_u,tg_history_frequency_v,tg_history_frequency_sum,tg_both_concepts_seen,cutoff_year,future_window,label
C188B56F6F1,CF69DD93A68,ion-selectivity membrane transport,selective ion transport,transport_mechanism,transport_mechanism,0.8664759397506714,26,9,9,26,49,6,6,49,0.12244897959183673,26,5,31,5.0,1.3333333333333333,26,4,8,0.2962962962962963,2.6534095144330974,234,1,1,1,0,0,1,15,0,15,0,2025,2026-2026,1
C23B9BED21A,C3002C089A5,ionic conduction,ionic thermodiffusion (Soret effect),transport_mechanism,transport_mechanism,0.606113851070404,11,43,11,43,53,107,53,107,0.4953271028037383,17,65,82,2.6666666666666665,13.0,33,26,10,0.22727272727272727,3.4473464130888707,473,1,1,1,0,0,1,4,32,36,1,2025,2026-2026,0
C23B9BED21A,C46A965349B,ionic conduction,anion transport,transport_mechanism,transport_mechanism,0.6592726707458496,11,16,11,16,53,4,4,53,0.07547169811320754,17,3,20,2.6666666666666665,0.6666666666666666,33,5,5,0.22727272727272727,1.5597375854534647,176,1,1,1,0,0,1,4,0,4,0,2025,2026-2026,0
C23B9BED21A,C539540C36B,ionic conduction,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,0.7490586638450623,11,20,11,20,53,20,20,53,0.37735849056603776,17,16,33,2.6666666666666665,4.333333333333333,33,7,9,0.4090909090909091,3.0647528176242638,220,1,1,1,0,0,1,4,2,6,1,2025,2026-2026,0
C23B9BED21A,C78D65254F9,ionic conduction,phase transition,transport_mechanism,phase_or_species_transition,0.18714967370033264,11,24,11,24,53,83,53,83,0.6385542168674698,17,35,52,2.6666666666666665,6.0,33,22,5,0.16666666666666666,1.520689005622406,264,1,1,0,0,0,1,4,18,22,1,2025,2026-2026,0
C23B9BED21A,C8AD5B453CC,ionic conduction,ion diffusion,transport_mechanism,transport_mechanism,0.8591792583465576,11,22,11,22,53,36,36,53,0.6792452830188679,17,17,34,2.6666666666666665,1.6666666666666667,33,26,7,0.2692307692307692,2.2004734625789335,242,1,1,1,0,0,1,4,5,9,1,2025,2026-2026,0
C23B9BED21A,CF4A6A0344F,ionic conduction,ion migration,transport_mechanism,transport_mechanism,0.8135492205619812,11,20,11,20,53,33,33,53,0.6226415094339622,17,16,33,2.6666666666666665,2.3333333333333335,33,32,8,0.34782608695652173,2.708069570566342,220,1,1,1,0,0,1,4,3,7,1,2025,2026-2026,0
C3002C089A5,C41DA9D5B12,ionic thermodiffusion (Soret effect),convection-resolved resistance decomposition,transport_mechanism,transport_mechanism,0.3908458650112152,43,4,4,43,107,5,5,107,0.04672897196261682,65,3,68,13.0,0.6666666666666666,26,12,3,0.06818181818181818,1.6656249548734432,172,1,1,1,0,0,1,32,1,33,1,2025,2026-2026,0
C3002C089A5,C45C8AAD12E,ionic thermodiffusion (Soret effect),charge-transfer resistance engineering,transport_mechanism,electrode_interface,0.20938371121883392,43,12,12,43,107,29,29,107,0.27102803738317754,65,9,74,13.0,0.3333333333333333,26,31,8,0.1702127659574468,3.3304755311812206,516,1,1,0,0,0,1,32,12,44,1,2025,2026-2026,1
C3002C089A5,C46A965349B,ionic thermodiffusion (Soret effect),anion transport,transport_mechanism,transport_mechanism,0.4975960850715637,43,16,16,43,107,4,4,107,0.037383177570093455,65,3,68,13.0,0.6666666666666666,26,5,14,0.3111111111111111,4.7842642451162805,688,1,1,1,0,0,1,32,0,32,0,2025,2026-2026,0
C3002C089A5,C539540C36B,ionic thermodiffusion (Soret effect),nanochannel-confined ion transport,transport_mechanism,transport_mechanism,0.4554448127746582,43,20,20,43,107,20,20,107,0.18691588785046728,65,16,81,13.0,4.333333333333333,26,7,18,0.4,7.012645681748281,860,1,1,1,0,0,1,32,2,34,1,2025,2026-2026,1
C3002C089A5,C58F3B85353,ionic thermodiffusion (Soret effect),thermoresponsive micellization p/n conversion,transport_mechanism,phase_or_species_transition,0.33329156041145325,43,5,5,43,107,3,3,107,0.028037383177570093,65,1,66,13.0,0.0,26,8,4,0.09090909090909091,1.3726079345604991,215,1,1,0,0,0,1,32,2,34,1,2025,2026-2026,0
C3002C089A5,C5CE88E5AD7,ionic thermodiffusion (Soret effect),thermal migration,transport_mechanism,transport_mechanism,0.5070559978485107,43,6,6,43,107,6,6,107,0.056074766355140186,65,6,71,13.0,2.0,26,2,5,0.11363636363636363,1.7617281646952256,258,1,1,1,0,0,1,32,0,32,0,2025,2026-2026,0
C3002C089A5,C6153FCE2C1,ionic thermodiffusion (Soret effect),pi-pi stacking,transport_mechanism,gel_microstructure,0.17615732550621033,43,3,3,43,107,3,3,107,0.028037383177570093,65,1,66,13.0,-0.3333333333333333,26,5,2,0.045454545454545456,0.5836801205517466,129,1,1,0,0,0,1,32,0,32,0,2025,2026-2026,0
C3002C089A5,C70B6BBB358,ionic thermodiffusion (Soret effect),temperature-sensitive phase transition,transport_mechanism,phase_or_species_transition,0.3107686936855316,43,4,4,43,107,2,2,107,0.018691588785046728,65,2,67,13.0,0.6666666666666666,26,2,3,0.06818181818181818,0.9276010731431319,172,1,1,0,0,0,1,32,0,32,0,2025,2026-2026,0
C3002C089A5,C845F498233,ionic thermodiffusion (Soret effect),ion-dipole interaction,transport_mechanism,solvation_entropy,0.3329166769981384,43,19,19,43,107,11,11,107,0.102803738317757,65,9,74,13.0,2.6666666666666665,26,6,16,0.34782608695652173,5.157253978912072,817,1,1,0,0,0,1,32,2,34,1,2025,2026-2026,0
C3002C089A5,C9516FFBFC5,ionic thermodiffusion (Soret effect),volume phase transition,transport_mechanism,phase_or_species_transition,0.24658599495887756,43,5,5,43,107,3,3,107,0.028037383177570093,65,2,67,13.0,0.3333333333333333,26,4,3,0.06666666666666667,0.9087737127397439,215,1,1,0,0,0,1,32,0,32,0,2025,2026-2026,0
C3002C089A5,C96681C9193,ionic thermodiffusion (Soret effect),ion channels,transport_mechanism,transport_mechanism,0.4429627060890198,43,18,18,43,107,9,9,107,0.08411214953271028,65,7,72,13.0,2.0,26,6,15,0.32608695652173914,5.221283482457248,774,1,1,1,0,0,1,32,2,34,1,2025,2026-2026,0
C3002C089A5,C98C1040415,ionic thermodiffusion (Soret effect),cation transport,transport_mechanism,transport_mechanism,0.44592157006263733,43,8,8,43,107,5,5,107,0.04672897196261682,65,4,69,13.0,1.0,26,3,7,0.1590909090909091,2.316217564463032,344,1,1,1,0,0,1,32,0,32,0,2025,2026-2026,0
C3002C089A5,CAEE03ADAC5,ionic thermodiffusion (Soret effect),bidirectional cationic anchoring thermodiffusion,transport_mechanism,transport_mechanism,0.6562495231628418,43,7,7,43,107,2,2,107,0.018691588785046728,65,2,67,13.0,0.6666666666666666,26,2,6,0.13636363636363635,2.0634776794852656,301,1,1,1,0,0,1,32,0,32,0,2025,2026-2026,0
C3002C089A5,CC028ABF9C6,ionic thermodiffusion (Soret effect),anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,0.2160523235797882,43,25,25,43,107,45,45,107,0.4205607476635514,65,30,95,13.0,7.666666666666667,26,18,20,0.4166666666666667,7.101501090756054,1075,1,1,0,0,0,1,32,22,54,1,2025,2026-2026,1
C3002C089A5,CC3BA67827F,ionic thermodiffusion (Soret effect),ionic-electronic coupling,transport_mechanism,transport_mechanism,0.5141816139221191,43,15,15,43,107,41,41,107,0.38317757009345793,65,14,79,13.0,1.0,26,32,14,0.3181818181818182,4.822073135935193,645,1,1,1,0,0,1,32,0,32,0,2025,2026-2026,1
C3002C089A5,CC5968B917E,ionic thermodiffusion (Soret effect),convection and mass transport,transport_mechanism,transport_mechanism,0.32778722047805786,43,5,5,43,107,8,8,107,0.07476635514018691,65,0,65,13.0,-0.6666666666666666,26,26,4,0.09090909090909091,1.521341149031403,215,1,1,1,0,0,1,32,17,49,1,2025,2026-2026,0
C3002C089A5,CE10EBC642C,ionic thermodiffusion (Soret effect),Manning counterion condensation,transport_mechanism,transport_mechanism,0.5468469858169556,43,7,7,43,107,3,3,107,0.028037383177570093,65,3,68,13.0,1.0,26,2,6,0.13636363636363635,2.2835625731737417,301,1,1,1,0,0,1,32,0,32,0,2025,2026-2026,0
C3002C089A5,CE4B0E242E7,ionic thermodiffusion (Soret effect),interfacial charge transfer,transport_mechanism,electrode_interface,0.1989295780658722,43,17,17,43,107,32,32,107,0.29906542056074764,65,11,76,13.0,1.0,26,32,13,0.2765957446808511,5.320790417637226,731,1,1,0,0,0,1,32,7,39,1,2025,2026-2026,1
C3002C089A5,CEA29EF1A99,ionic thermodiffusion (Soret effect),thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,0.31740042567253113,43,7,7,43,107,22,22,107,0.205607476635514,65,9,74,13.0,0.6666666666666666,26,12,6,0.13636363636363635,2.391834585494612,301,1,1,0,0,0,1,32,16,48,1,2025,2026-2026,0
C3002C089A5,CEA97D4EE60,ionic thermodiffusion (Soret effect),oriented ion-transport channels,transport_mechanism,gel_microstructure,0.3654105067253113,43,5,5,43,107,2,2,107,0.018691588785046728,65,2,67,13.0,0.6666666666666666,26,2,4,0.09090909090909091,1.2650435807281533,215,1,1,0,0,0,1,32,0,32,0,2025,2026-2026,0
C3002C089A5,CF69DD93A68,ionic thermodiffusion (Soret effect),selective ion transport,transport_mechanism,transport_mechanism,0.5532596707344055,43,9,9,43,107,6,6,107,0.056074766355140186,65,5,70,13.0,1.3333333333333333,26,4,8,0.18181818181818182,2.6944646051883803,387,1,1,1,0,0,1,32,0,32,0,2025,2026-2026,0
C41BE9B5F0E,C5CA44ABCFC,solvation-shell remodeling,redox-solvation hybrid entropy,solvation_entropy,solvation_entropy,0.7663828730583191,5,4,4,5,2,3,2,3,0.6666666666666666,1,2,3,0.0,0.3333333333333333,5,5,0,0.0,0.0,20,1,1,1,0,0,1,6,4,10,1,2025,2026-2026,0
C41DA9D5B12,C45C8AAD12E,convection-resolved resistance decomposition,charge-transfer resistance engineering,transport_mechanism,electrode_interface,0.43727993965148926,4,12,4,12,5,29,5,29,0.1724137931034483,3,9,12,0.6666666666666666,0.3333333333333333,12,31,2,0.14285714285714285,0.6188287095396132,48,1,1,0,0,0,1,1,12,13,1,2025,2026-2026,1
C41DA9D5B12,CB56BB4DDB0,convection-resolved resistance decomposition,carbon-electrode redox interface,transport_mechanism,electrode_interface,0.22548499703407288,4,3,3,4,5,9,5,9,0.5555555555555556,3,4,7,0.6666666666666666,1.0,12,12,1,0.16666666666666666,0.265872585674852,12,1,1,0,0,0,1,1,11,12,1,2025,2026-2026,0
C41DA9D5B12,CE4B0E242E7,convection-resolved resistance decomposition,interfacial charge transfer,transport_mechanism,electrode_interface,0.29771888256073,4,17,4,17,5,32,5,32,0.15625,3,11,14,0.6666666666666666,1.0,12,32,2,0.10526315789473684,0.6683021900566967,68,1,1,0,0,0,1,1,7,8,1,2025,2026-2026,1
C45C8AAD12E,C46747A02A1,charge-transfer resistance engineering,ion-pairing and complexation,electrode_interface,solvation_entropy,0.22788813710212708,12,34,12,34,29,46,29,46,0.6304347826086957,9,30,39,0.3333333333333333,7.333333333333333,31,14,6,0.15,2.317972935472001,408,1,1,0,0,0,1,12,15,27,1,2025,2026-2026,1
C45C8AAD12E,C78D65254F9,charge-transfer resistance engineering,phase transition,electrode_interface,phase_or_species_transition,0.10874047875404358,12,24,12,24,29,83,29,83,0.3493975903614458,9,35,44,0.3333333333333333,6.0,31,22,4,0.125,1.2259226547396191,288,1,1,0,0,0,1,12,18,30,1,2025,2026-2026,1
C45C8AAD12E,C98C1040415,charge-transfer resistance engineering,cation transport,electrode_interface,transport_mechanism,0.38296011090278625,12,8,8,12,29,5,5,29,0.1724137931034483,9,4,13,0.3333333333333333,1.0,31,3,2,0.1111111111111111,0.6188287095396132,96,1,1,0,0,0,1,12,0,12,0,2025,2026-2026,0
C45C8AAD12E,CD486BA800F,charge-transfer resistance engineering,host-guest complexation,electrode_interface,solvation_entropy,0.25217893719673157,12,4,4,12,29,3,3,29,0.10344827586206896,9,1,10,0.3333333333333333,0.3333333333333333,31,22,2,0.14285714285714285,0.6365346159160945,48,1,1,0,0,0,1,12,3,15,1,2025,2026-2026,0
C46747A02A1,C46A965349B,ion-pairing and complexation,anion transport,solvation_entropy,transport_mechanism,0.26393207907676697,34,16,16,34,46,4,4,46,0.08695652173913043,30,3,33,7.333333333333333,0.6666666666666666,14,5,13,0.35135135135135137,4.601591508806309,544,1,1,0,0,0,1,15,0,15,0,2025,2026-2026,0
C46747A02A1,C58F3B85353,ion-pairing and complexation,thermoresponsive micellization p/n conversion,solvation_entropy,phase_or_species_transition,0.28562530875205994,34,5,5,34,46,3,3,46,0.06521739130434782,30,1,31,7.333333333333333,0.0,14,8,4,0.11428571428571428,1.3549020281840178,170,1,1,0,0,0,1,15,2,17,1,2025,2026-2026,0
C46747A02A1,C5CE88E5AD7,ion-pairing and complexation,thermal migration,solvation_entropy,transport_mechanism,0.0989217758178711,34,6,6,34,46,6,6,46,0.13043478260869565,30,6,36,7.333333333333333,2.0,14,2,4,0.1111111111111111,1.2301239159489934,204,1,1,0,0,0,1,15,0,15,0,2025,2026-2026,0
C46747A02A1,C5E47CC0A62,ion-pairing and complexation,Hofmeister/chaotropic effect,solvation_entropy,gel_microstructure,0.3616507053375244,34,11,11,34,46,8,8,46,0.17391304347826086,30,5,35,7.333333333333333,1.0,14,7,9,0.25,3.1004456885636325,374,1,1,0,0,0,1,15,8,23,1,2025,2026-2026,0
C46747A02A1,C6153FCE2C1,ion-pairing and complexation,pi-pi stacking,solvation_entropy,gel_microstructure,0.225713849067688,34,3,3,34,46,3,3,46,0.06521739130434782,30,1,31,7.333333333333333,-0.3333333333333333,14,5,2,0.05714285714285714,0.5659742141752651,102,1,1,0,0,0,1,15,0,15,0,2025,2026-2026,0
C46747A02A1,C7932B1CE8C,ion-pairing and complexation,chaotropic polymer-water disruption,solvation_entropy,gel_microstructure,0.16407011449337006,34,19,19,34,46,22,22,46,0.4782608695652174,30,18,48,7.333333333333333,5.333333333333333,14,7,16,0.43243243243243246,5.346029495492185,646,1,1,0,0,0,1,15,12,27,1,2025,2026-2026,0
C46747A02A1,C845F498233,ion-pairing and complexation,ion-dipole interaction,solvation_entropy,solvation_entropy,0.7289670705795288,34,19,19,34,46,11,11,46,0.2391304347826087,30,9,39,7.333333333333333,2.6666666666666665,14,6,17,0.4722222222222222,5.556580463959838,646,1,1,1,0,0,1,15,2,17,1,2025,2026-2026,0
C46747A02A1,C8AD5B453CC,ion-pairing and complexation,ion diffusion,solvation_entropy,transport_mechanism,0.4042339026927948,34,22,22,34,46,36,36,46,0.782608695652174,30,17,47,7.333333333333333,1.6666666666666667,14,26,16,0.4,5.533348487380455,748,1,1,0,0,0,1,15,5,20,1,2025,2026-2026,0
C46747A02A1,CAEE03ADAC5,ion-pairing and complexation,bidirectional cationic anchoring thermodiffusion,solvation_entropy,transport_mechanism,0.20742401480674744,34,7,7,34,46,2,2,46,0.043478260869565216,30,2,32,7.333333333333333,0.6666666666666666,14,2,6,0.17142857142857143,2.045771773108784,238,1,1,0,0,0,1,15,0,15,0,2025,2026-2026,0
C46747A02A1,CBFAB31D6E6,ion-pairing and complexation,electrostatic interaction,solvation_entropy,solvation_entropy,0.6686769127845764,34,14,14,34,46,13,13,46,0.2826086956521739,30,7,37,7.333333333333333,1.3333333333333333,14,10,12,0.3333333333333333,3.872016159979423,476,1,1,1,0,0,1,15,3,18,1,2025,2026-2026,0
C46747A02A1,CE4B0E242E7,ion-pairing and complexation,interfacial charge transfer,solvation_entropy,electrode_interface,0.2749038338661194,34,17,17,34,46,32,32,46,0.6956521739130435,30,11,41,7.333333333333333,1.0,14,32,11,0.275,4.308287821928006,578,1,1,0,0,0,1,15,7,22,1,2025,2026-2026,1
C46747A02A1,CE6FC512ED2,ion-pairing and complexation,dynamic crosslinked gel network,solvation_entropy,gel_microstructure,0.18019714951515198,34,23,23,34,46,28,28,46,0.6086956521739131,30,19,49,7.333333333333333,4.0,14,6,17,0.425,5.78923016665311,782,1,1,0,0,0,1,15,7,22,1,2025,2026-2026,1
C46747A02A1,CF203EF8121,ion-pairing and complexation,Eastman entropy of transfer,solvation_entropy,solvation_entropy,0.6262979507446289,34,9,9,34,46,12,12,46,0.2608695652173913,30,5,35,7.333333333333333,1.0,14,8,8,0.22857142857142856,3.264247426305854,306,1,1,1,0,0,1,15,2,17,1,2025,2026-2026,0
C46747A02A1,CF69DD93A68,ion-pairing and complexation,selective ion transport,solvation_entropy,transport_mechanism,0.4519502520561218,34,9,9,34,46,6,6,46,0.13043478260869565,30,5,35,7.333333333333333,1.3333333333333333,14,4,7,0.19444444444444445,2.162860356442148,306,1,1,0,0,0,1,15,0,15,0,2025,2026-2026,0
C46A965349B,C539540C36B,anion transport,nanochannel-confined ion transport,transport_mechanism,transport_mechanism,0.5265467166900635,16,20,16,20,4,20,4,20,0.2,3,16,19,0.6666666666666666,4.333333333333333,5,7,9,0.3333333333333333,2.860279272424438,320,1,1,1,0,0,1,0,2,2,0,2025,2026-2026,0
C46A965349B,C845F498233,anion transport,ion-dipole interaction,transport_mechanism,solvation_entropy,0.2664664387702942,16,19,16,19,4,11,4,11,0.36363636363636365,3,9,12,0.6666666666666666,2.6666666666666665,5,6,10,0.4,3.1352839803941697,304,1,1,0,0,0,1,0,2,2,0,2025,2026-2026,0
C46A965349B,C872881EC3C,anion transport,gel-confined redox transport,transport_mechanism,gel_microstructure,0.39675870537757874,16,30,16,30,4,37,4,37,0.10810810810810811,3,29,32,0.6666666666666666,7.0,5,5,11,0.3142857142857143,3.514701349189406,480,1,1,0,0,0,1,0,52,52,0,2025,2026-2026,1
C46A965349B,C96681C9193,anion transport,ion channels,transport_mechanism,transport_mechanism,0.7010833024978638,16,18,16,18,4,9,4,9,0.4444444444444444,3,7,10,0.6666666666666666,2.0,5,6,10,0.4166666666666667,3.2173805899274335,288,1,1,1,0,0,1,0,2,2,0,2025,2026-2026,0
C46A965349B,CA8C62A4868,anion transport,redox reaction entropy,transport_mechanism,solvation_entropy,0.2661445736885071,16,20,16,20,4,14,4,14,0.2857142857142857,3,7,10,0.6666666666666666,1.0,5,11,8,0.2857142857142857,2.8423634223409153,320,1,1,0,0,0,1,0,25,25,0,2025,2026-2026,1
C46A965349B,CB25BC3FC14,anion transport,double/interpenetrating network,transport_mechanism,gel_microstructure,0.1609765589237213,16,23,16,23,4,16,4,16,0.25,3,14,17,0.6666666666666666,4.0,5,3,9,0.3,2.8758583046508592,368,1,1,0,0,0,1,0,7,7,0,2025,2026-2026,0
C46A965349B,CBFAB31D6E6,anion transport,electrostatic interaction,transport_mechanism,solvation_entropy,0.27495139837265015,16,14,14,16,4,13,4,13,0.3076923076923077,3,7,10,0.6666666666666666,1.3333333333333333,5,10,8,0.36363636363636365,2.4161996136427994,224,1,1,0,0,0,1,0,3,3,0,2025,2026-2026,0
C46A965349B,CC028ABF9C6,anion transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,0.07514946162700653,16,25,16,25,4,45,4,45,0.08888888888888889,3,30,33,0.6666666666666666,7.666666666666667,5,18,11,0.36666666666666664,3.6504399210021603,400,1,1,0,0,0,1,0,22,22,0,2025,2026-2026,0
C46A965349B,CC3BA67827F,anion transport,ionic-electronic coupling,transport_mechanism,transport_mechanism,0.5977236032485962,16,15,15,16,4,41,4,41,0.0975609756097561,3,14,17,0.6666666666666666,1.0,5,32,6,0.24,1.844960002162345,240,1,1,1,0,0,1,0,0,0,0,2025,2026-2026,0
C46A965349B,CF203EF8121,anion transport,Eastman entropy of transfer,transport_mechanism,solvation_entropy,0.36479899287223816,16,9,9,16,4,12,4,12,0.3333333333333333,3,5,8,0.6666666666666666,1.0,5,8,5,0.25,1.8080072885234104,144,1,1,0,0,0,1,0,2,2,0,2025,2026-2026,0
C46A965349B,CFBB5A400A1,anion transport,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,0.6425436735153198,16,28,16,28,4,29,4,29,0.13793103448275862,3,24,27,0.6666666666666666,7.0,5,9,11,0.3333333333333333,3.567215730273248,448,1,1,1,0,0,1,0,12,12,0,2025,2026-2026,0
C539540C36B,C5CE88E5AD7,nanochannel-confined ion transport,thermal migration,transport_mechanism,transport_mechanism,0.38494664430618286,20,6,6,20,20,6,6,20,0.3,16,6,22,4.333333333333333,2.0,7,2,4,0.18181818181818182,1.1798942073049927,120,1,1,1,0,0,1,2,0,2,0,2025,2026-2026,0
C539540C36B,C845F498233,nanochannel-confined ion transport,ion-dipole interaction,transport_mechanism,solvation_entropy,0.37382081151008606,20,19,19,20,20,11,11,20,0.55,16,9,25,4.333333333333333,2.6666666666666665,7,6,12,0.4444444444444444,4.139603472499285,380,1,1,0,0,0,1,2,2,4,1,2025,2026-2026,0
C539540C36B,C8AD5B453CC,nanochannel-confined ion transport,ion diffusion,transport_mechanism,transport_mechanism,0.737205445766449,20,22,20,22,20,36,20,36,0.5555555555555556,16,17,33,4.333333333333333,1.6666666666666667,7,26,13,0.4482758620689655,4.709962060014233,440,1,1,1,0,0,1,2,5,7,1,2025,2026-2026,1
C539540C36B,CC028ABF9C6,nanochannel-confined ion transport,anti-freezing organohydrogel design,transport_mechanism,gel_microstructure,0.09715238958597183,20,25,20,25,20,45,20,45,0.4444444444444444,16,30,46,4.333333333333333,7.666666666666667,7,18,11,0.3235294117647059,3.56414251959394,500,1,1,0,0,0,1,2,22,24,1,2025,2026-2026,0
C539540C36B,CEA29EF1A99,nanochannel-confined ion transport,thermal-gradient heat-transfer control,transport_mechanism,device_mechanism,0.14455559849739075,20,7,7,20,20,22,20,22,0.9090909090909091,16,9,25,4.333333333333333,0.6666666666666666,7,12,4,0.17391304347826086,1.3236408542245672,140,1,1,0,0,0,1,2,16,18,1,2025,2026-2026,0
C539540C36B,CEA97D4EE60,nanochannel-confined ion transport,oriented ion-transport channels,transport_mechanism,gel_microstructure,0.6307183504104614,20,5,5,20,20,2,2,20,0.1,16,2,18,4.333333333333333,0.6666666666666666,7,2,4,0.19047619047619047,1.1971079657076713,100,1,1,0,0,0,1,2,0,2,0,2025,2026-2026,0
C539540C36B,CF4A6A0344F,nanochannel-confined ion transport,ion migration,transport_mechanism,transport_mechanism,0.7316980957984924,20,20,20,20,20,33,20,33,0.6060606060606061,16,16,32,4.333333333333333,2.3333333333333335,7,32,12,0.42857142857142855,4.4307845530711125,400,1,1,1,0,0,1,2,3,5,1,2025,2026-2026,0
C539540C36B,CF69DD93A68,nanochannel-confined ion transport,selective ion transport,transport_mechanism,transport_mechanism,0.7611767053604126,20,9,9,20,20,6,6,20,0.3,16,5,21,4.333333333333333,1.3333333333333333,7,4,6,0.2608695652173913,1.7937016588943466,180,1,1,1,0,0,1,2,0,2,0,2025,2026-2026,0
C539540C36B,CFBB5A400A1,nanochannel-confined ion transport,cation-anion thermodiffusion asymmetry,transport_mechanism,transport_mechanism,0.2831014096736908,20,28,20,28,20,29,20,29,0.6896551724137931,16,24,40,4.333333333333333,7.0,7,9,12,0.3333333333333333,3.936037942178446,560,1,1,1,0,0,1,2,12,14,1,2025,2026-2026,1
C555F4672C1,C6C09287FDB,configurational-entropy modulation,high-entropy redox/ion coupling,phase_or_species_transition,solvation_entropy,0.6008002758026123,2,5,2,5,5,11,5,11,0.45454545454545453,1,7,8,-0.6666666666666666,1.0,7,5,0,0.0,0.0,10,1,1,0,0,0,1,2,5,7,1,2025,2026-2026,0
C58F3B85353,CA8C62A4868,thermoresponsive micellization p/n conversion,redox reaction entropy,phase_or_species_transition,solvation_entropy,0.25184065103530884,5,20,5,20,3,14,3,14,0.21428571428571427,1,7,8,0.0,1.0,8,11,4,0.19047619047619047,1.3046723195400172,100,1,1,0,0,0,1,2,25,27,1,2025,2026-2026,0
C58F3B85353,CF203EF8121,thermoresponsive micellization p/n conversion,Eastman entropy of transfer,phase_or_species_transition,solvation_entropy,0.3077676296234131,5,9,5,9,3,12,3,12,0.25,1,5,6,0.0,1.0,8,8,3,0.2727272727272727,0.8832592784215194,45,1,1,0,0,0,1,2,2,4,1,2025,2026-2026,0
C58F3B85353,CFBB5A400A1,thermoresponsive micellization p/n conversion,cation-anion thermodiffusion asymmetry,phase_or_species_transition,transport_mechanism,0.3866957426071167,5,28,5,28,3,29,3,29,0.10344827586206896,1,24,25,0.0,7.0,8,9,3,0.1,0.8832592784215194,140,1,1,0,0,0,1,2,12,14,1,2025,2026-2026,0
C5CE88E5AD7,C8AD5B453CC,thermal migration,ion diffusion,transport_mechanism,transport_mechanism,0.540571928024292,6,22,6,22,6,36,6,36,0.16666666666666666,6,17,23,2.0,1.6666666666666667,2,26,4,0.16666666666666666,1.1901869548516544,132,1,1,1,0,0,1,0,5,5,0,2025,2026-2026,0
C5CE88E5AD7,CE10EBC642C,thermal migration,Manning counterion condensation,transport_mechanism,transport_mechanism,0.448531836271286,6,7,6,7,6,3,3,6,0.5,6,3,9,2.0,1.0,2,2,2,0.18181818181818182,0.5728002621049868,42,1,1,1,0,0,1,0,0,0,0,2025,2026-2026,0
C5E47CC0A62,C845F498233,Hofmeister/chaotropic effect,ion-dipole interaction,gel_microstructure,solvation_entropy,0.33552786707878113,11,19,11,19,8,11,8,11,0.7272727272727273,5,9,14,1.0,2.6666666666666665,7,6,7,0.30434782608695654,2.276298226121271,209,1,1,0,0,0,1,8,2,10,1,2025,2026-2026,0
C5E47CC0A62,C96681C9193,Hofmeister/chaotropic effect,ion channels,gel_microstructure,transport_mechanism,0.3698880672454834,11,18,11,18,8,9,8,9,0.8888888888888888,5,7,12,1.0,2.0,7,6,5,0.20833333333333334,1.5513987881701263,198,1,1,0,0,0,1,8,2,10,1,2025,2026-2026,0
C5E47CC0A62,CBFAB31D6E6,Hofmeister/chaotropic effect,electrostatic interaction,gel_microstructure,solvation_entropy,0.32156914472579956,11,14,11,14,8,13,8,13,0.6153846153846154,5,7,12,1.0,1.3333333333333333,7,10,5,0.25,1.5513987881701263,154,1,1,0,0,0,1,8,3,11,1,2025,2026-2026,0
C5E63317596,CB25BC3FC14,hierarchical porous electrode interface,double/interpenetrating network,electrode_interface,gel_microstructure,0.3161391615867615,8,23,8,23,2,16,2,16,0.125,0,14,14,-0.6666666666666666,4.0,3,3,4,0.14814814814814814,1.4174224795767296,184,1,1,0,0,0,1,4,7,11,1,2025,2026-2026,0
C5E63317596,CC028ABF9C6,hierarchical porous electrode interface,anti-freezing organohydrogel design,electrode_interface,gel_microstructure,0.19471560418605804,8,25,8,25,2,45,2,45,0.044444444444444446,0,30,30,-0.6666666666666666,7.666666666666667,3,18,4,0.13793103448275862,1.4256840012007248,200,1,1,0,0,0,1,4,22,26,1,2025,2026-2026,0
C5E63317596,CE6FC512ED2,hierarchical porous electrode interface,dynamic crosslinked gel network,electrode_interface,gel_microstructure,0.22411268949508667,8,23,8,23,2,28,2,28,0.07142857142857142,0,19,19,-0.6666666666666666,4.0,3,6,5,0.19230769230769232,1.7703786034414908,184,1,1,0,0,0,1,4,7,11,1,2025,2026-2026,0
C6153FCE2C1,CFBB5A400A1,pi-pi stacking,cation-anion thermodiffusion asymmetry,gel_microstructure,transport_mechanism,0.17693769931793213,3,28,3,28,3,29,3,29,0.10344827586206896,1,24,25,-0.3333333333333333,7.0,5,9,2,0.06896551724137931,0.5494510777261854,84,1,1,0,0,0,1,0,12,12,0,2025,2026-2026,0
